"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-13.024979,-3.1512594,4.7638745,-0.051881,-0.2,-0.12404000000000001
-11.505458,-3.3749495,3.7436318,-0.055958,-0.2,-0.13364
-13.453249,-3.0883574,2.9554398,-0.033694,-0.2,-0.13015
-11.860364,-3.290441,2.0969322,-0.036362,-0.2,-0.14023
-14.629827,-2.4472601,5.632227,-0.047803,-0.2,-0.11442999999999999
-15.142361,-2.4378755,3.628389,-0.031025999999999998,-0.2,-0.12005999999999999
-14.708285,-0.87009954,5.5579166,-0.043726,-0.2,-0.10482999999999999
-15.247964,-0.9248406,3.5205321,-0.028359,-0.2,-0.10998
-14.712112,0.9371255,5.6099343,-0.039648,-0.2,-0.09522
-15.276791,0.8440538,3.5836103,-0.025691000000000002,-0.2,-0.099892
-14.715995,1.3980199,5.561411,-0.035571,-0.2,-0.085615
-15.292108,1.301206,3.5264893,-0.023023,-0.2,-0.089806
-15.000879,1.0080029,5.683035,-0.031809,-0.2,-0.076752
-15.56801,0.8958895,3.5717533,-0.020562,-0.2,-0.080501
-12.012289,-3.1864135,0.32286578,-0.016036,-0.2,-0.14400000000000002
-13.647254,-3.009696,0.9888456,-0.014831,-0.2,-0.13364
-15.384249,-2.4209633,1.4335926,-0.013626,-0.2,-0.12327
-15.521612,-0.9835887,1.2834209,-0.01242,-0.2,-0.11291
-15.586802,0.7374823,1.3545074,-0.011215000000000001,-0.2,-0.10254
-15.60939,1.188654,1.293813,-0.01001,-0.2,-0.09218
-15.864528,0.7707243,1.28156,-0.0088985,-0.2,-0.082618
-11.872417,-3.0709376,-1.2577666,0.0046186000000000005,-0.2,-0.14479
-13.534567,-2.922869,-0.8502914,0.004336199999999999,-0.2,-0.13437000000000002
-15.300368,-2.402486,-0.6615029,0.0040539,-0.2,-0.12394000000000001
-15.465007,-1.0452567,-0.8331315,0.0037715000000000005,-0.2,-0.11352000000000001
-15.574681,0.6280346,-0.7704579,0.0034891999999999996,-0.2,-0.10309000000000001
-15.602818,1.0740358,-0.81698775,0.0032069000000000004,-0.2,-0.092668
-15.8229265,0.646406,-0.86354405,0.0029463000000000002,-0.2,-0.08305
-11.512228,-2.948031,-2.773718,0.025192,-0.2,-0.14274
-13.172722,-2.829343,-2.5339158,0.023426,-0.2,-0.13246
-14.92328,-2.3768172,-2.5332036,0.021661,-0.2,-0.12217
-15.086728,-1.0979456,-2.7378795,0.019895,-0.2,-0.11188
-15.234038,0.52578956,-2.672241,0.01813,-0.2,-0.10159
-15.279709,0.9606646,-2.7079806,0.016364,-0.2,-0.091307
-15.467247,0.52175105,-2.7782347,0.014735,-0.2,-0.081816
-10.953708,-2.8209412,-4.1484118,0.045214,-0.2,-0.13759000000000002
-12.562843,-2.732109,-4.111885,0.042006,-0.2,-0.12768
-14.25482,-2.345058,-4.325172,0.038798,-0.2,-0.11775999999999999
-14.415541,-1.1394148,-4.5565577,0.03559,-0.2,-0.10784
-14.593508,0.43323267,-4.494583,0.032382,-0.2,-0.097928
-14.663883,0.8479767,-4.5214047,0.029174000000000002,-0.2,-0.088012
-14.819277,0.3926185,-4.607263,0.026215,-0.2,-0.078863
-10.192258,-2.69271,-5.3893757,0.064364,-0.2,-0.12982
-11.712484,-2.6347783,-5.573795,0.059772000000000006,-0.2,-0.12045
-13.31134,-2.3123152,-6.0108747,0.05517999999999999,-0.2,-0.11108
-13.47226,-1.172992,-6.263109,0.050588,-0.2,-0.10171000000000001
-13.681214,0.34820104,-6.2121387,0.045995999999999995,-0.2,-0.092346
-13.777048,0.7319954,-6.2341685,0.041404,-0.2,-0.082978
-13.900854,0.25435227,-6.3159533,0.037167,-0.2,-0.074335
-9.2707815,-2.5706053,-6.5791817,0.082161,-0.2,-0.11930999999999999
-10.668249,-2.5431943,-6.9438105,0.076284,-0.2,-0.11069000000000001
-12.129513,-2.283231,-7.560108,0.07040700000000001,-0.2,-0.10207999999999999
-12.277804,-1.2025033,-7.83071,0.06452999999999999,-0.2,-0.093459
-12.514722,0.26690987,-7.7999935,0.058653,-0.2,-0.084842
-12.634954,0.6081376,-7.814838,0.052775999999999997,-0.2,-0.076226
-12.732909,0.10222713,-7.874608,0.047354,-0.2,-0.068276
-8.1578455,-2.4590738,-7.641668,0.098271,-0.2,-0.10637
-9.407866,-2.4628043,-8.167251,0.09123099999999999,-0.2,-0.098682
-10.710435,-2.2645102,-8.945653,0.08419199999999999,-0.2,-0.090994
-10.848962,-1.2355622,-9.238768,0.077152,-0.2,-0.08330599999999999
-11.110633,0.18350571,-9.237827,0.070112,-0.2,-0.07561699999999999
-11.254159,0.47413313,-9.232907,0.063073,-0.2,-0.067929
-11.33705,-0.05615332,-9.261816,0.056577999999999996,-0.2,-0.060836
-6.8946357,-2.3760698,-8.610068,0.11255,-0.2,-0.091419
-7.97129,-2.403861,-9.261844,0.10447000000000001,-0.2,-0.084797
-9.0849285,-2.2603714,-10.163002,0.09639,-0.2,-0.078175
-9.206114,-1.278654,-10.470066,0.08831,-0.2,-0.07155299999999999
-9.488053,0.09563972,-10.495162,0.080231,-0.2,-0.06493099999999999
-9.646588,0.33177558,-10.4649935,0.072152,-0.2,-0.058309
-9.727624,-0.21484075,-10.455065,0.064697,-0.2,-0.0522
-5.5847197,-2.3234117,-9.439478,0.12426,-0.2,-0.074379
-6.4343686,-2.3684855,-10.189189,0.11534000000000001,-0.2,-0.068986
-7.301738,-2.2670429,-11.176433,0.10642,-0.2,-0.063593
-7.3922844,-1.3211857,-11.487398,0.097498,-0.2,-0.0582
-7.6782575,0.0069596097,-11.538136,0.088577,-0.2,-0.05280700000000001
-7.8576646,0.18091522,-11.490736,0.07965599999999999,-0.2,-0.047414
-7.9550867,-0.38299173,-11.436585,0.071425,-0.2,-0.042438
-4.179688,-2.2952685,-10.036622,0.13364,-0.2,-0.055958
-4.8308015,-2.3564436,-10.866161,0.12403,-0.2,-0.051886
-5.4889054,-2.293092,-11.93136,0.11442999999999999,-0.2,-0.047813999999999995
-5.554965,-1.3743035,-12.252296,0.10482000000000001,-0.2,-0.043742
-5.8382654,-0.08498247,-12.3209505,0.09521,-0.2,-0.03967
-6.0547256,0.033576425,-12.260655,0.085602,-0.2,-0.035598000000000005
-6.1831317,-0.5441677,-12.166823,0.076738,-0.2,-0.031841
-12.467327,-3.1978693,6.293726,-0.064555,-0.2,-0.11792000000000001
-11.042322,-3.4435406,5.1768484,-0.069613,-0.2,-0.12704000000000001
-13.957131,-2.441176,7.280386,-0.059497,-0.2,-0.10879000000000001
-14.004745,-0.8098169,7.2251954,-0.054438,-0.2,-0.09966599999999999
-13.989896,1.0182046,7.266583,-0.04938,-0.2,-0.09054
-13.982078,1.4712121,7.244415,-0.044322,-0.2,-0.081415
-14.267914,1.0964626,7.445901,-0.039655,-0.2,-0.072996
-10.464798,-3.5078993,6.4467387,-0.082504,-0.2,-0.11905999999999999
-11.784022,-3.2398522,7.6393433,-0.076521,-0.2,-0.11051
-13.14472,-2.4331,8.71524,-0.070538,-0.2,-0.10197
-13.157271,-0.75460035,8.668371,-0.064555,-0.2,-0.093421
-13.128748,1.0881696,8.698573,-0.058571000000000005,-0.2,-0.084876
-13.106941,1.5303386,8.713423,-0.052588,-0.2,-0.07633
-13.3759,1.1722183,8.981853,-0.047068,-0.2,-0.068445
-9.772366,-3.5677547,7.606827,-0.094493,-0.2,-0.10977999999999999
