,Points:0,Points:1,Points:2,U:0,U:1,U:2
80,0.10482000000000001,-0.2,-0.043742,0.03109699999999993,-0.04229850000000024,-0.0397350000000003
81,0.09521,-0.2,-0.03967,-0.0009746000000001587,-0.005428180000000005,-0.08836900000000014
82,0.085602,-0.2,-0.035598000000000005,-0.11212230000000023,0.016350194999999998,-0.3678000000000008
83,0.076738,-0.2,-0.031841,-0.08080100000000012,-0.03738559999999996,-0.1568929999999984
84,-0.064555,-0.2,-0.11792000000000001,-0.012102000000000501,0.027277399999999563,-0.0463584999999993
85,-0.069613,-0.2,-0.12704000000000001,-0.35739959999999993,-0.026059299999999563,0.09857770000000032
86,-0.059497,-0.2,-0.10879000000000001,0.11038549999999958,0.04357370000000027,-0.1249589999999996
87,-0.054438,-0.2,-0.09966599999999999,-0.056880000000001374,0.018225500000000006,-0.1038250000000005
88,-0.04938,-0.2,-0.09054,-0.08976900000000043,-0.028052850000000018,-0.013467700000000526
89,-0.044322,-0.2,-0.081415,-0.11498899999999956,0.02123150000000007,0.030834999999999724
90,-0.039655,-0.2,-0.072996,-0.11620600000000003,-0.007342599999999977,0.04930699999999977
91,-0.082504,-0.2,-0.11905999999999999,0.07943699999999954,0.07574029999999965,0.02473330000000029
92,-0.076521,-0.2,-0.11051,0.1597559999999998,0.0759694999999998,-0.04586130000000033
93,-0.070538,-0.2,-0.10197,0.057605999999999824,0.016634500000000108,-0.06972959999999961
94,-0.064555,-0.2,-0.093421,-0.19315399999999983,0.009713500000000042,-0.022819999999999396
95,-0.058571000000000005,-0.2,-0.084876,-0.25247899999999923,-0.0020839000000000274,0.0764125
96,-0.052588,-0.2,-0.07633,-0.2575730000000007,0.02864769999999983,0.11320659999999982
97,-0.047068,-0.2,-0.068445,-0.18505900000000075,-0.00809244000000009,0.08354130000000026
98,-0.094493,-0.2,-0.10977999999999999,0.05843699999999963,0.059933399999999803,0.09117200000000025
99,-0.08765,-0.2,-0.1019,0.042410199999999953,0.023831700000000122,0.039037999999999684
100,-0.080808,-0.2,-0.09403099999999999,-0.004544000000000992,-0.009057400000000104,-0.030541799999999952
101,-0.073965,-0.2,-0.086158,-0.11365900000000018,0.005793249999999972,-0.045163500000000134
102,-0.067123,-0.2,-0.07828500000000001,-0.11679199999999845,0.03650810000000004,0.02122759999999957
103,-0.06027999999999999,-0.2,-0.070412,-0.16529900000000097,0.01604960000000033,0.1100494000000003
104,-0.053967999999999995,-0.2,-0.063149,-0.09645599999999988,-0.013825250000000011,0.05827730000000031
105,-0.10545,-0.2,-0.09929600000000001,-0.09199640000000109,-0.019921500000000147,0.11365099999999995
106,-0.09782,-0.2,-0.092181,-0.06015000000000015,-0.029926499999999745,0.008392999999998985
107,-0.090192,-0.2,-0.085066,-0.003417999999999921,-0.002013600000000171,-0.1276969999999995
108,-0.082565,-0.2,-0.07795099999999999,0.023941000000000656,0.004468900000000109,-0.16998599999999975
109,-0.074937,-0.2,-0.070836,0.043932499999999486,0.022996449999999946,-0.09447570000000027
110,-0.06731000000000001,-0.2,-0.063722,-0.05558759999999907,0.011256500000000225,0.06447100000000017
111,-0.060273,-0.2,-0.05715800000000001,-0.03492430000000013,-0.015806199999999992,0.027190000000000936
112,-0.11525,-0.2,-0.08772999999999999,-0.09778840000000066,-0.0357883999999995,0.05731549999999963
113,-0.10692,-0.2,-0.08145,-0.06439030000000034,-0.0331062000000002,-0.03137650000000036
114,-0.098587,-0.2,-0.075171,-0.0015377000000009744,0.004425300000000076,-0.1559089999999994
115,-0.090258,-0.2,-0.068892,0.06162169999999989,0.008515370000000022,-0.22741599999999984
116,-0.081929,-0.2,-0.062612,0.0968119999999999,-0.030386000000000135,-0.14489900000000056
117,-0.0736,-0.2,-0.056333,0.026564000000000476,0.010251999999999928,-0.006366999999999123
118,-0.065916,-0.2,-0.050539999999999995,0.0007009999999993966,-0.016791,-0.01097799999999971
119,-0.12378,-0.2,-0.075204,-0.08586969999999994,-0.0284624,0.07899550000000044
120,-0.11484000000000001,-0.2,-0.069829,-0.07580899999999957,-0.03452010000000039,0.025287000000000504
121,-0.1059,-0.2,-0.064455,-0.02503030000000006,0.00045339999999982616,-0.09027100000000132
122,-0.096964,-0.2,-0.059079999999999994,0.05517530000000015,0.009740599999999877,-0.21191800000000072
123,-0.088026,-0.2,-0.053704999999999996,0.11937499999999979,0.013496199999999958,-0.1776289999999996
124,-0.079087,-0.2,-0.04833,0.07879800000000081,0.008847600000000178,-0.09225899999999854
125,-0.070841,-0.2,-0.043371,0.007662999999999975,-0.014729699999999846,-0.03220500000000115
126,-0.019672,-0.2,-0.077065,-0.008250000000000313,-0.0012627000000000055,0.03283099999999983
127,-0.030438,-0.2,-0.073476,0.05165299999999995,-0.006032349999999964,0.013459400000000343
128,-0.029067000000000003,-0.2,-0.0702,0.037256499999999804,0.004765099999999967,0.02849700000000066
129,-0.018782,-0.2,-0.073629,-0.039591000000001486,0.011717160000000115,0.04380760000000006
130,-0.027696,-0.2,-0.066924,0.03449799999999925,0.012999899999999842,0.040413999999999284
131,-0.017891999999999998,-0.2,-0.07019299999999999,-0.06288599999999889,0.03185820000000006,0.04852470000000064
132,-0.0085068,-0.2,-0.07909,0.07980700000000063,-0.008210870000000037,-0.02191489999999996
133,-0.008115100000000002,-0.2,-0.075562,0.09310350000000156,0.002527080000000015,-0.013501900000000067
134,-0.0077235,-0.2,-0.072034,0.10526000000000124,0.009383099999999978,-0.005332699999999968
135,0.0028318,-0.2,-0.07950399999999999,0.13961100000000037,-0.008973740000000008,-0.01935500000000001
136,0.0027174,-0.2,-0.075959,0.1122059999999987,0.0010239699999999852,-0.01727965999999992
137,0.0026030000000000003,-0.2,-0.072413,0.10137399999999985,0.010936199999999952,-0.018033400000000088
138,0.014116,-0.2,-0.078316,0.12011600000000122,-0.0021470299999999942,-0.06529499999999988
139,0.013497,-0.2,-0.074816,0.030345999999999762,0.0019485700000000106,-0.0815513999999995
140,0.012877000000000001,-0.2,-0.071315,-0.03514900000000054,0.001832600000000073,-0.10174780000000005
141,0.025106,-0.2,-0.075495,0.26580099999999796,-0.011891791999999998,0.03715869999999999
142,0.023997,-0.2,-0.072126,0.19640300000000188,-0.013432317,-0.006105999999999501
143,0.022889,-0.2,-0.068758,0.054303999999998354,-0.004345800000000066,-0.051964499999999525
144,0.035588999999999996,-0.2,-0.071156,0.2464770000000005,-0.009608699999999998,0.13686299999999907
145,0.034010000000000006,-0.2,-0.067976,0.2226820000000007,-0.007808769999999993,0.09989329999999974
146,0.032431,-0.2,-0.06479700000000001,0.12125700000000172,0.06552976999999993,0.06312029999999957
147,0.04534,-0.2,-0.065357,0.23340300000000092,-0.007883680000000004,0.19716470000000097
148,0.043327,-0.2,-0.062437,0.2154050000000005,-0.02323729999999999,0.16714800000000096
149,0.041314,-0.2,-0.059516999999999994,0.15222799999999914,0.030099419999999988,0.14738650000000053
150,0.054172000000000005,-0.2,-0.058235,0.14946270000000084,0.00500582000000005,0.1240679999999994
151,0.051766,-0.2,-0.055635000000000004,0.1485929999999991,-0.04836157999999996,0.10504800000000003
152,0.04936,-0.2,-0.053034000000000005,0.12218200000000046,0.008804270000000003,0.1025380000000009
153,0.061935000000000004,-0.2,-0.049958999999999996,-0.022975699999999932,0.003833399999999987,-0.056277000000001465
154,0.059172,-0.2,-0.047718,0.02029100000000028,-0.010357899999999975,-0.0481189999999998
155,0.056409,-0.2,-0.045477,0.023628999999999678,0.0030990808000000004,-0.028230000000000643
156,0.068381,-0.2,-0.040619999999999996,-0.07413399999999992,-0.009229399999999943,-0.09497799999999934
157,0.065337,-0.2,-0.038801,-0.017145700000000375,0.015071030000000096,-0.028434999999999988
158,0.062292999999999994,-0.2,-0.036982,0.020575599999999916,-0.009574410000000005,-0.016780999999999935
159,0.073461,-0.2,-0.030472000000000003,-0.05226199999999981,-0.03517152999999995,-0.023391999999999413
160,0.070184,-0.2,-0.029102999999999997,-0.025625499999999413,-0.0066285999999999845,0.11708500000000122
161,0.06690700000000001,-0.2,-0.027733999999999998,0.00029460000000014475,0.02472692999999998,0.16517799999999916
162,-0.037951,-0.2,-0.069883,-0.08977700000000155,-0.005008799999999924,0.0442544999999992
163,-0.036246,-0.2,-0.066771,-0.04517899999999919,0.0035728000000000426,0.03833740000000052
164,-0.034542,-0.2,-0.063658,0.016151999999998168,0.003684600000000149,0.027630000000000265
165,-0.045049,-0.2,-0.06552899999999999,-0.12577499999999908,-0.006294770000000005,0.056844999999999146
166,-0.043029000000000005,-0.2,-0.062612,-0.050202000000000524,0.0006178700000000203,0.028391199999999728
167,-0.041009,-0.2,-0.059696000000000006,0.035468999999999085,-0.005628100000000247,-0.0022077000000004787
168,-0.051654,-0.2,-0.060459000000000006,-0.04206999999999894,-0.009381760000000017,0.023772999999999378
169,-0.049339999999999995,-0.2,-0.05776900000000001,0.0217509999999983,-0.00287930000000014,-0.013488399999999956
170,-0.047027,-0.2,-0.055078999999999996,0.09107800000000132,-0.015579100000000068,-0.05382799999999932
171,-0.05769199999999999,-0.2,-0.054725,0.008781299999999881,-0.011834099999999959,-0.012163499999999772
172,-0.05511,-0.2,-0.052292,0.060910000000001574,-0.006350960000000128,-0.0569279999999992
173,-0.052529,-0.2,-0.04986,0.11769699999999972,-0.02349610000000002,-0.10617799999999988
174,-0.063096,-0.2,-0.048391,0.030165700000000406,-0.014019140000000041,-0.046948999999999685
175,-0.060275999999999996,-0.2,-0.046242,0.0671823000000007,-0.009277399999999991,-0.09001600000000032
176,-0.05745499999999999,-0.2,-0.044093,0.10802140000000104,-0.025308600000000014,-0.13709400000000116
177,-0.067811,-0.2,-0.041529,0.01971549999999933,-0.011862540000000088,-0.052543000000000006
178,-0.06478099999999999,-0.2,-0.039686,0.03980270000000008,-0.006576799999999938,-0.08328100000000127
179,-0.061752,-0.2,-0.037844,0.06427370000000021,-0.01623050000000026,-0.12076799999999999
180,-0.015713,-0.2,-0.060837999999999996,-0.04655499999999968,0.03332690000000005,0.03989989999999999
181,-0.024229,-0.2,-0.058559,0.08562499999999851,0.019666199999999634,0.06061600000000045
182,-0.020761,-0.2,-0.050193,0.19116200000000028,0.04217799999999983,0.06669839999999949
183,-0.013534000000000001,-0.2,-0.051483,0.0909059999999986,0.01093429999999973,0.007582099999999814
184,-0.017293,-0.2,-0.041828,0.1912199999999995,0.07597929999999975,0.0557751999999998
185,-0.011355,-0.2,-0.042128,0.15320499999999804,0.03580019999999973,-0.003098800000000068
186,-0.013825,-0.2,-0.033462,0.08515799999999984,0.06508979999999998,0.007534699999999894
187,-0.0091757,-0.2,-0.032773000000000004,0.07179499999999983,0.006947499999999884,-0.01992790000000011
188,-0.006938,-0.2,-0.061971000000000005,0.12341499999999961,-0.01825399999999977,0.011902330000000072
189,-0.0061525,-0.2,-0.051907,0.0911729999999995,-0.028562100000000257,0.019372959999999995
190,-0.0053671000000000005,-0.2,-0.041844,-0.12031300000000122,-0.11780170000000023,-0.09672249999999999
191,-0.0045816,-0.2,-0.03178,-0.19411099999999948,0.16651209999999983,-0.026750900000000022
192,0.0019407,-0.2,-0.061946,0.10916799999999682,0.009697000000000067,0.009891100000000153
193,0.0012785000000000001,-0.2,-0.05148,0.040632000000000446,-0.00011100000000041632,0.05679949999999989
194,0.00061623,-0.2,-0.041013,-0.10602649999999869,0.01975970000000027,0.11534679999999997
195,-4.6009e-05,-0.2,-0.030545999999999997,-0.06433999999999962,0.04694900000000013,0.12499079999999996
196,0.010765,-0.2,-0.060764,0.023106000000000293,0.044599299999999786,-0.08010159999999988
197,0.008653399999999999,-0.2,-0.050212,0.034488000000001406,0.0034161999999997583,-0.019532799999999906
198,0.0065414,-0.2,-0.039661,-0.11980599999999875,0.08272529999999945,0.03777370000000024
199,0.0044294,-0.2,-0.029108999999999996,-0.12683400000000056,0.02246180000000031,0.11012909999999998
200,0.019377000000000002,-0.2,-0.058441,0.11519000000000013,0.06371560000000032,-0.13182949999999938
201,0.015865999999999998,-0.2,-0.048124,0.10314999999999941,-0.07610479999999997,-0.06967400000000001
202,0.012354,-0.2,-0.037806,-0.08475099999999891,0.07748900000000036,-0.0395859999999999
203,0.0088425,-0.2,-0.027489,-0.1608065999999999,-0.1209351000000003,0.06414200000000037
204,0.02762,-0.2,-0.055020000000000006,0.23876600000000003,0.07445360000000001,-0.04596770000000028
205,0.022808000000000002,-0.2,-0.045243,0.23588400000000043,-0.17437840000000016,0.02162320000000051
206,0.017997,-0.2,-0.035466000000000004,-0.017557000000000045,-0.10216479999999972,-0.025959299999999352
207,0.013184999999999999,-0.2,-0.025689,-0.12251000000000012,-0.036586999999999925,0.04163569999999961
208,0.035348000000000004,-0.2,-0.050566,0.28432800000000036,0.08140159999999996,0.03467599999999926
209,0.029382,-0.2,-0.041615,0.2018949999999986,-0.27999019999999986,0.15086400000000033
210,0.023416,-0.2,-0.032663,0.01918799999999976,-0.29402170000000005,0.16137850000000054
211,0.01745,-0.2,-0.023712,-0.05947459999999971,0.1503464000000001,0.06677199999999939
212,0.042428,-0.2,-0.045166000000000005,0.25567400000000085,0.07573549999999996,0.029849000000002235
213,0.035496,-0.2,-0.037299,0.07832299999999925,-0.34612869999999996,0.20336299999999952
214,0.028562999999999998,-0.2,-0.029431,-0.04398129999999956,-0.38246840000000004,0.3220880000000008
215,0.021631,-0.2,-0.021564,-0.027918999999999805,0.17015899999999995,0.15067400000000042
216,0.048734,-0.2,-0.038916,0.16861999999999977,0.10880840000000003,-0.07986799999999938
217,0.04106,-0.2,-0.032354,-0.020243599999999695,-0.2524275,0.12444900000000025
218,0.033386,-0.2,-0.025792000000000002,-0.12634899999999938,-0.33557000000000015,0.34408999999999956
219,0.025712,-0.2,-0.019231,-0.04433859999999967,0.07171520000000031,0.23533000000000115
220,0.054136000000000004,-0.2,-0.031908,0.1058899999999996,0.10934639999999995,-0.08805500000000066
221,0.045978,-0.2,-0.026833,-0.05016439999999989,-0.03300089999999978,-0.023996999999999602
222,0.03782,-0.2,-0.021758,-0.16613099999999914,-0.15844879999999995,0.24445099999999975
223,0.029663,-0.2,-0.016684,-0.056204400000000376,-0.0032730000000005255,0.25956700000000055
224,0.058539,-0.2,-0.024271,0.016543399999999764,0.03952430000000007,0.035327999999999804
225,0.050172,-0.2,-0.020808,-0.06700100000000031,0.12246839999999981,-0.06635399999999869
226,0.041804,-0.2,-0.017345,-0.1113350000000004,0.0016095000000002635,0.14686600000000105
227,0.033436,-0.2,-0.013881999999999999,-0.022254600000000124,-0.04912129999999992,0.25282499999999963
228,-0.029883999999999997,-0.2,-0.055421000000000005,0.20769000000000126,-0.0078125,0.01625100000000046
229,-0.025227,-0.2,-0.047184,0.2877269999999985,0.018603000000000147,0.05583630000000017
230,-0.020569,-0.2,-0.038947,0.1900270000000006,0.06645199999999951,0.07903249999999984
231,-0.015912,-0.2,-0.03071,0.03032699999999977,0.04791849999999975,0.013485999999999887
232,-0.03522,-0.2,-0.051735,0.2425720000000009,-0.03087889999999982,-0.038096400000001474
233,-0.029431,-0.2,-0.043775,0.286467,-0.007967799999999858,0.024337400000000287
234,-0.023641,-0.2,-0.035815,0.14400299999999966,0.054101299999999686,0.09086540000000021
235,-0.017852,-0.2,-0.027854000000000004,-0.040489,0.015600000000000058,0.015353700000000359
236,-0.040187,-0.2,-0.047539,0.23552699999999938,-0.05107369999999989,-0.10163299999999964
237,-0.033347,-0.2,-0.039998,0.2252989999999997,-0.026228600000000046,-0.011217000000000255
238,-0.026507,-0.2,-0.032457,0.061636999999999276,0.047675799999999935,0.1029239999999998
239,-0.019667,-0.2,-0.024916999999999998,-0.11808369999999968,-0.0192245000000002,0.019613000000000103
240,-0.044739,-0.2,-0.042873,0.2142559999999989,-0.06337020000000049,-0.15936400000000006
241,-0.03695,-0.2,-0.035886,0.15282600000000102,-0.03367539999999991,-0.041896000000001266
242,-0.029160000000000002,-0.2,-0.0289,-0.030803500000000206,0.044716499999999826,0.11486299999999972
243,-0.02137,-0.2,-0.021913,-0.18521319999999974,-0.019351899999999977,0.04376829999999998
244,-0.048835,-0.2,-0.037783,0.16777899999999946,-0.06116540000000015,-0.18563999999999936
245,-0.040214,-0.2,-0.031474,0.08795770000000047,-0.03194250000000043,-0.06063600000000058
246,-0.031594,-0.2,-0.025164,-0.10764159999999912,0.040543100000000276,0.12249700000000008
247,-0.022973,-0.2,-0.018854,-0.2039769999999992,0.03841694000000001,0.07871699999999926
248,-0.052434,-0.2,-0.03232,0.10451100000000046,-0.045715400000000184,-0.1716969999999982
249,-0.043116,-0.2,-0.026795999999999997,0.033312999999999704,-0.025648399999999683,-0.06413399999999925
250,-0.033799,-0.2,-0.021272,-0.15732299999999988,0.03338049999999981,0.12305240000000062
251,-0.024481,-0.2,-0.015747,-0.15598940000000017,-0.027141139999999994,0.08041270000000011
252,-0.011173,-0.2,-0.02982,0.026066599999999163,-0.05123610000000012,-0.021547100000000263
253,-0.013054,-0.2,-0.026774,-0.036589000000000205,0.003369700000000031,-0.005985200000000024
254,-0.014834,-0.2,-0.023657,-0.08134730000000001,-0.18781499999999995,-0.006453000000000042
255,-0.016525,-0.2,-0.020483,-0.11570449999999965,0.09594900000000006,-0.02057449999999994
256,-0.018134,-0.2,-0.017261000000000002,-0.11114939999999995,0.19425999999999988,-0.034826299999999755
257,-0.019665000000000002,-0.2,-0.013999999999999999,-0.06619490000000017,0.14710299999999998,-0.02905409999999975
258,-0.0064747,-0.2,-0.028662,-0.04030430000000074,0.049202129999999955,0.01306814500000001
259,-0.008280599999999999,-0.2,-0.025463999999999997,0.0032239999999994495,-0.03628845999999997,-0.03478183999999995
260,-0.010011,-0.2,-0.022205000000000003,-0.06191499999999994,0.17745350000000037,-0.060526639999999965
261,-0.011673000000000001,-0.2,-0.018897999999999998,-0.10469349999999977,0.1825044,-0.07494730000000005
262,-0.013271999999999999,-0.2,-0.015550999999999999,-0.0896982000000004,0.20138299999999987,-0.07721670000000014
263,-0.014812,-0.2,-0.012172,-0.03883570000000036,0.26342,-0.06053609999999976
264,-0.0018221000000000001,-0.2,-0.027294,-0.006392999999999205,-0.02881522000000001,0.059241549999999976
265,-0.0035405000000000002,-0.2,-0.023974000000000002,-0.12584499999999998,-0.19431330000000036,-0.003843849999999982
266,-0.005208399999999999,-0.2,-0.020604,-0.17483299999999957,-0.4662232999999998,0.018537938
267,-0.0068292000000000005,-0.2,-0.017194,-0.1526017999999998,0.12305230000000034,-0.05629109999999993
268,-0.008406299999999998,-0.2,-0.013752,-0.09089499999999973,0.32092450000000117,-0.06938080000000002
269,-0.009942399999999999,-0.2,-0.010284999999999999,-0.0147872,0.36612199999999984,-0.03562870000000018
270,0.0027811,-0.2,-0.025749,0.0048504000000004766,-0.0049091,0.08989990000000025
271,0.0011607999999999998,-0.2,-0.022331999999999998,-0.00200699999999987,0.0048552000000001705,0.06714690000000001
272,-0.00043382,-0.2,-0.018876,-0.0322647000000007,-0.08254370000000044,0.007610600000000245
273,-0.0020025999999999998,-0.2,-0.015388999999999998,-0.05762020000000012,-0.11851050000000019,-0.02695000000000003
274,-0.003547,-0.2,-0.011878,-0.04273899999999964,-0.07888649999999942,-0.032855999999999996
275,-0.005068199999999999,-0.2,-0.008349500000000001,-0.0013616000000000739,0.20675859999999968,0.0016282800000000097
276,0.007331600000000001,-0.2,-0.024044,-0.05884429999999963,-0.03775624999999999,0.04875530000000028
277,0.0058194,-0.2,-0.020555,-0.05347659999999976,-0.02321620000000002,0.047661000000000175
278,0.0043077,-0.2,-0.017037,-0.04274929999999966,-0.14878470000000021,-0.02017499999999961
279,0.0028006,-0.2,-0.013496000000000001,-0.01501399999999986,-0.1723726000000001,-0.04059719999999967
280,0.0012988,-0.2,-0.0099401,0.015020000000000033,-0.05370899999999956,-0.030709099999999934
281,-0.00019777,-0.2,-0.0063733,0.026268500000000028,0.07796259999999933,-0.023579899999999876
