"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-9.272294,-2.4636314,3.2825756,-0.051881,-0.2,-0.12404000000000001
-8.326952,-2.6394525,2.6631749,-0.055958,-0.2,-0.13364
-9.770272,-2.390191,2.1049635,-0.033694,-0.2,-0.13015
-8.754967,-2.5544965,1.5222819,-0.036362,-0.2,-0.14023
-10.1761675,-1.9193653,3.7856514,-0.047803,-0.2,-0.11442999999999999
-10.710958,-1.8931803,2.519604,-0.031025999999999998,-0.2,-0.12005999999999999
-10.035535,-0.71626157,3.5618079,-0.043726,-0.2,-0.10482999999999999
-10.487348,-0.7631667,2.3550727,-0.028359,-0.2,-0.10998
-10.021588,0.5098211,4.06979,-0.039648,-0.2,-0.09522
-10.570779,0.40258405,2.8031368,-0.025691000000000002,-0.2,-0.099892
-9.563487,0.88850594,3.659676,-0.035571,-0.2,-0.085615
-9.950573,0.8538313,2.500031,-0.023023,-0.2,-0.089806
-9.867242,0.68130904,3.6401756,-0.031809,-0.2,-0.076752
-10.374971,0.6374602,2.4059098,-0.020562,-0.2,-0.080501
-9.24946,-2.4364626,0.22558278,-0.016036,-0.2,-0.14400000000000002
-10.271592,-2.2836127,0.68147457,-0.014831,-0.2,-0.13364
-11.077165,-1.8389065,0.97039646,-0.013626,-0.2,-0.12327
-10.384842,-0.83161247,0.87346846,-0.01242,-0.2,-0.11291
-10.241741,0.3787486,0.9546535,-0.011215000000000001,-0.2,-0.10254
-9.729786,0.8039547,0.7173422,-0.01001,-0.2,-0.09218
-10.208754,0.5173258,0.7199255,-0.0088985,-0.2,-0.082618
-8.639807,-2.3154774,-1.0776662,0.0046186000000000005,-0.2,-0.14479
-9.692233,-2.1468458,-0.7191082,0.004336199999999999,-0.2,-0.13437000000000002
-10.682844,-1.7453204,-0.55840605,0.0040539,-0.2,-0.12394000000000001
-10.562649,-0.84850657,-0.6907339,0.0037715000000000005,-0.2,-0.11352000000000001
-10.259772,0.33187842,-0.6259418,0.0034891999999999996,-0.2,-0.10309000000000001
-10.371739,0.6791557,-0.654276,0.0032069000000000004,-0.2,-0.092668
-10.657931,0.4627192,-0.6829501,0.0029463000000000002,-0.2,-0.08305
-8.11199,-2.2939758,-2.341071,0.025192,-0.2,-0.14274
-9.097042,-2.181863,-2.1432102,0.023426,-0.2,-0.13246
-9.997377,-1.8225812,-2.165939,0.021661,-0.2,-0.12217
-9.854144,-0.90895134,-2.4078097,0.019895,-0.2,-0.11188
-9.958652,0.30841285,-2.3266156,0.01813,-0.2,-0.10159
-9.969885,0.7580366,-2.2678137,0.016364,-0.2,-0.091307
-10.328285,0.4206826,-2.2540662,0.014735,-0.2,-0.081816
-8.05603,-2.197852,-3.291539,0.045214,-0.2,-0.13759000000000002
-9.016985,-2.1064916,-3.2735066,0.042006,-0.2,-0.12768
-9.869353,-1.804682,-3.4849296,0.038798,-0.2,-0.11775999999999999
-9.681571,-0.956547,-3.8439798,0.03559,-0.2,-0.10784
-9.6112795,0.22755842,-3.8370745,0.032382,-0.2,-0.097928
-9.672057,0.65025073,-3.6408725,0.029174000000000002,-0.2,-0.088012
-9.828173,0.36422276,-3.6932833,0.026215,-0.2,-0.078863
-7.5983453,-2.0175679,-4.4280868,0.064364,-0.2,-0.12982
-8.502421,-1.9387268,-4.552691,0.059772000000000006,-0.2,-0.12045
-9.275224,-1.7054039,-4.923936,0.05517999999999999,-0.2,-0.11108
-8.966569,-0.99184513,-5.264477,0.050588,-0.2,-0.10171000000000001
-9.164472,0.17169622,-5.0133314,0.045995999999999995,-0.2,-0.092346
-9.431054,0.45081055,-4.9059415,0.041404,-0.2,-0.082978
-9.394942,0.23952857,-5.126779,0.037167,-0.2,-0.074335
-6.848029,-2.0167978,-5.505059,0.082161,-0.2,-0.11930999999999999
-7.5438786,-1.9396255,-5.7396345,0.076284,-0.2,-0.11069000000000001
-8.079427,-1.721746,-6.2940693,0.07040700000000001,-0.2,-0.10207999999999999
-7.8757906,-1.0240829,-6.4810333,0.06452999999999999,-0.2,-0.093459
-8.410457,0.16653769,-6.1610017,0.058653,-0.2,-0.084842
-8.769915,0.45773906,-6.243965,0.052775999999999997,-0.2,-0.076226
-8.924595,0.09522495,-6.5913033,0.047354,-0.2,-0.068276
-5.8660502,-1.937853,-5.9175854,0.098271,-0.2,-0.10637
-6.447696,-1.9401017,-6.2580714,0.09123099999999999,-0.2,-0.098682
-7.105496,-1.8825164,-6.859621,0.08419199999999999,-0.2,-0.090994
-7.1901407,-1.1485262,-7.1055207,0.077152,-0.2,-0.08330599999999999
-7.475879,0.1062663,-7.115413,0.070112,-0.2,-0.07561699999999999
-7.558646,0.38621676,-7.214202,0.063073,-0.2,-0.067929
-7.3853207,-0.05292042,-7.579367,0.056577999999999996,-0.2,-0.060836
-4.794266,-1.8808768,-6.6927133,0.11255,-0.2,-0.091419
-5.381529,-1.9673355,-7.090789,0.10447000000000001,-0.2,-0.084797
-6.100775,-1.92169,-7.7566266,0.09639,-0.2,-0.078175
-6.211285,-1.1536751,-8.101638,0.08831,-0.2,-0.07155299999999999
-6.617976,0.05416171,-8.105869,0.080231,-0.2,-0.06493099999999999
-6.8785563,0.2584529,-8.1315,0.072152,-0.2,-0.058309
-6.259326,-0.17350136,-8.474808,0.064697,-0.2,-0.0522
-3.8387568,-1.9005699,-7.5098066,0.12426,-0.2,-0.074379
-4.3858495,-1.9371618,-8.030677,0.11534000000000001,-0.2,-0.068986
-4.9486647,-1.8650379,-8.812368,0.10642,-0.2,-0.063593
-4.9908643,-1.184276,-9.062619,0.097498,-0.2,-0.0582
-5.283021,-0.009563559,-8.683771,0.088577,-0.2,-0.05280700000000001
-5.6190968,0.18396117,-8.666255,0.07965599999999999,-0.2,-0.047414
-5.547805,-0.30286643,-9.201912,0.071425,-0.2,-0.042438
-2.9023988,-1.8458171,-7.939704,0.13364,-0.2,-0.055958
-3.332138,-1.8994749,-8.596257,0.12403,-0.2,-0.051886
-3.7311127,-1.9034629,-9.435481,0.11442999999999999,-0.2,-0.047813999999999995
-3.7438812,-1.3051693,-9.262832,0.10482000000000001,-0.2,-0.043742
-4.0470686,-0.08804637,-9.190287,0.09521,-0.2,-0.03967
-4.32253,0.039029375,-9.446521,0.085602,-0.2,-0.035598000000000005
