U:0,U:1,U:2,Points:0,Points:1,Points:2
-0.2747940444946284,0.06436860847473147,-0.004024392700195278,-0.051881,-0.2,-0.12404000000000001
-0.3670519805908201,0.07114754257202138,0.07867486763000509,-0.055958,-0.2,-0.13364
-0.478972254943848,0.08800892181396502,0.066763541030884,-0.033694,-0.2,-0.13015
-0.552866735839844,0.0893034732818605,0.07578188514709483,-0.036362,-0.2,-0.14023
-0.08516748809814345,0.043734713172912665,-0.09504855461120609,-0.047803,-0.2,-0.11442999999999999
-0.2669575271606437,0.06261974887847899,0.019903967666626166,-0.031025999999999998,-0.2,-0.12005999999999999
0.10146514129638717,-0.000361565685272236,-0.25859212913513163,-0.043726,-0.2,-0.10482999999999999
0.020652397155760838,-0.003396725635528619,-0.06262726325988766,-0.028359,-0.2,-0.10998
0.10341167449951172,-0.1116688830757141,0.21998988647460926,-0.039648,-0.2,-0.09522
-0.056778846740721534,-0.153965953874588,0.34653682556152354,-0.025691000000000002,-0.2,-0.099892
0.5525129470825192,-0.08169406433105464,-0.15182392501831066,-0.035571,-0.2,-0.085615
0.5614270324707036,-0.04903870880126959,0.08573099441528331,-0.023023,-0.2,-0.089806
0.43775814056396456,-0.03174095563888546,-0.2514244190216064,-0.031809,-0.2,-0.076752
0.32002861022949247,0.0022701721763611626,-0.036690223312378034,-0.020562,-0.2,-0.080501
-0.9460602203369142,0.12443735923767107,0.003662778453826926,-0.016036,-0.2,-0.14400000000000002
-0.8488921401977532,0.1317872718811035,1.4566459655696029e-05,-0.014831,-0.2,-0.13364
-0.46816464996337714,0.10339347343444816,-0.017083540897369298,-0.013626,-0.2,-0.12327
0.31115808105468723,-0.024962467765808127,-0.004561541347503639,-0.01242,-0.2,-0.11291
0.48525881958007844,-0.10356140428543092,0.030353501510620107,-0.011215000000000001,-0.2,-0.10254
1.0002140808105473,-0.020505279502868734,-0.1639878021049499,-0.01001,-0.2,-0.09218
0.6902464141845712,-0.03059418146133419,-0.1509144771957397,-0.0088985,-0.2,-0.082618
-0.4364067474365232,0.15262262878417987,-0.07896616344451901,0.0046186000000000005,-0.2,-0.14479
-0.3499330856323244,0.19855418243408218,-0.04430822391510014,0.004336199999999999,-0.2,-0.13437000000000002
