"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-0.076019,-0.44252,0.077706,0,-0.051881,-0.2,-0.12404
-0.0814,-0.44431,0.054581,0,-0.055958,-0.2,-0.13364
-0.11328,-0.46028,0.07549,0,-0.033694,-0.2,-0.13015
-0.11485,-0.46209,0.05077,0,-0.036362,-0.2,-0.14023
-0.063342,-0.43669,0.12889,0,-0.047803,-0.2,-0.11443
-0.10893,-0.45443,0.13019,0,-0.031026,-0.2,-0.12006
-0.045818,-0.42574,0.19244,0,-0.043726,-0.2,-0.10483
-0.10143,-0.44342,0.19809,0,-0.028359,-0.2,-0.10998
-0.020839,-0.4081,0.27458,0,-0.039648,-0.2,-0.09522
-0.088864,-0.42566,0.28584,0,-0.025691,-0.2,-0.099892
0.014517,-0.38302,0.38206,0,-0.035571,-0.2,-0.085615
-0.068934,-0.40045,0.40052,0,-0.023023,-0.2,-0.089806
0.053023,-0.23976,0.49069,0,-0.031809,-0.2,-0.076752
-0.045126,-0.25339,0.51645,0,-0.020562,-0.2,-0.080501
-0.15107,-0.48648,0.038215,0,-0.016036,-0.2,-0.144
-0.15394,-0.48469,0.064091,0,-0.014831,-0.2,-0.13364
-0.15925,-0.47885,0.12143,0,-0.013626,-0.2,-0.12327
-0.1633,-0.46784,0.19278,0,-0.01242,-0.2,-0.11291
-0.16502,-0.45003,0.28513,0,-0.011215,-0.2,-0.10254
-0.16274,-0.42479,0.40599,0,-0.01001,-0.2,-0.09218
-0.15574,-0.27284,0.52854,0,-0.0088985,-0.2,-0.082618
-0.18588,-0.51671,0.016659,0,0.0046186,-0.2,-0.14479
-0.19358,-0.51494,0.043158,0,0.0043362,-0.2,-0.13437
-0.20932,-0.50912,0.10202,0,0.0040539,-0.2,-0.12394
-0.22577,-0.4981,0.17553,0,0.0037715,-0.2,-0.11352
-0.24275,-0.4802,0.27102,0,0.0034892,-0.2,-0.10309
-0.25945,-0.45484,0.39641,0,0.0032069,-0.2,-0.092668
-0.27072,-0.29674,0.52413,0,0.0029463,-0.2,-0.08305
-0.21781,-0.55323,-0.014403,0,0.025192,-0.2,-0.14274
-0.23064,-0.55146,0.012307,0,0.023426,-0.2,-0.13246
-0.25749,-0.54566,0.071703,0,0.021661,-0.2,-0.12217
-0.28712,-0.5346,0.14613,0,0.019895,-0.2,-0.11188
-0.32034,-0.51659,0.2432,0,0.01813,-0.2,-0.10159
-0.35731,-0.49105,0.37123,0,0.016364,-0.2,-0.091307
-0.38817,-0.32542,0.50246,0,0.014735,-0.2,-0.081816
-0.24559,-0.59661,-0.053716,0,0.045214,-0.2,-0.13759
-0.26373,-0.59485,-0.027513,0,0.042006,-0.2,-0.12768
-0.30215,-0.58904,0.030969,0,0.038798,-0.2,-0.11776
-0.34565,-0.57793,0.10475,0,0.03559,-0.2,-0.10784
-0.39604,-0.55975,0.20165,0,0.032382,-0.2,-0.097928
-0.45453,-0.53396,0.33026,0,0.029174,-0.2,-0.088012
-0.50619,-0.35923,0.4631,0,0.026215,-0.2,-0.078863
-0.26679,-0.64753,-0.10083,0,0.064364,-0.2,-0.12982
-0.2906,-0.64577,-0.075907,0,0.059772,-0.2,-0.12045
-0.3413,-0.63996,-0.01991,0,0.05518,-0.2,-0.11108
-0.39943,-0.62876,0.051545,0,0.050588,-0.2,-0.10171
-0.46792,-0.61034,0.14635,0,0.045996,-0.2,-0.092346
-0.54912,-0.58419,0.27325,0,0.041404,-0.2,-0.082978
-0.62272,-0.39864,0.40571,0,0.037167,-0.2,-0.074335
-0.28007,-0.70682,-0.15584,0,0.082161,-0.2,-0.11931
-0.3098,-0.70508,-0.1327,0,0.076284,-0.2,-0.11069
-0.37335,-0.69924,-0.080429,0,0.070407,-0.2,-0.10208
-0.44679,-0.68792,-0.012948,0,0.06453,-0.2,-0.093459
-0.53421,-0.66917,0.077715,0,0.058653,-0.2,-0.084842
-0.63917,-0.64255,0.20045,0,0.052776,-0.2,-0.076226
-0.73587,-0.44419,0.33032,0,0.047354,-0.2,-0.068276
-0.28438,-0.77567,-0.21563,0,0.098271,-0.2,-0.10637
-0.32011,-0.77392,-0.19549,0,0.091231,-0.2,-0.098682
-0.39679,-0.76801,-0.14921,0,0.084192,-0.2,-0.090994
-0.48605,-0.75646,-0.087846,0,0.077152,-0.2,-0.083306
-0.59316,-0.73725,-0.0036672,0,0.070112,-0.2,-0.075617
-0.72284,-0.70995,0.11216,0,0.063073,-0.2,-0.067929
-0.8439,-0.49657,0.23692,0,0.056578,-0.2,-0.060836
-0.27631,-0.85541,-0.28126,0,0.11255,-0.2,-0.091419
-0.31878,-0.85363,-0.26468,0,0.10447,-0.2,-0.084797
-0.4098,-0.84759,-0.22572,0,0.09639,-0.2,-0.078175
-0.51577,-0.83568,-0.17223,0,0.08831,-0.2,-0.071553
-0.64335,-0.81575,-0.096755,0,0.080231,-0.2,-0.064931
-0.79858,-0.78751,0.0093559,0,0.072152,-0.2,-0.058309
-0.94511,-0.55652,0.1262,0,0.064697,-0.2,-0.0522
-0.25808,-0.94821,-0.35074,0,0.12426,-0.2,-0.074379
-0.30728,-0.94634,-0.33831,0,0.11534,-0.2,-0.068986
