"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-14.74,-4.0394,5.3889,414.53,-0.051881,-0.2,-0.12404
-13.016,-4.322,4.2345,427.06,-0.055958,-0.2,-0.13364
-15.225,-3.9581,3.3434,415.54,-0.033694,-0.2,-0.13015
-13.418,-4.2125,2.3724,427.8,-0.036362,-0.2,-0.14023
-16.562,-3.1365,6.3724,388.46,-0.047803,-0.2,-0.11443
-17.142,-3.1242,4.1051,389.92,-0.031026,-0.2,-0.12006
-16.653,-1.0862,6.2917,360.1,-0.043726,-0.2,-0.10483
-17.264,-1.1563,3.9859,361.77,-0.028359,-0.2,-0.10998
-16.664,1.0787,6.3535,329.24,-0.039648,-0.2,-0.09522
-17.303,0.97307,4.0594,331.05,-0.025691,-0.2,-0.099892
-16.675,1.5904,6.3011,295.13,-0.035571,-0.2,-0.085615
-17.328,1.4805,3.9962,297.34,-0.023023,-0.2,-0.089806
-17.002,1.1425,6.441,263.17,-0.031809,-0.2,-0.076752
-17.645,1.0154,4.0492,265.87,-0.020562,-0.2,-0.080501
-13.591,-4.0785,0.36587,429.41,-0.016036,-0.2,-0.144
-15.445,-3.8569,1.1189,417.23,-0.014831,-0.2,-0.13364
-17.416,-3.1023,1.6217,392.04,-0.013626,-0.2,-0.12327
-17.574,-1.2317,1.454,364.32,-0.01242,-0.2,-0.11291
-17.654,0.85215,1.5358,333.89,-0.011215,-0.2,-0.10254
-17.687,1.3529,1.4675,300.55,-0.01001,-0.2,-0.09218
-17.981,0.87365,1.4547,269.53,-0.0088985,-0.2,-0.082618
-13.434,-3.9307,-1.6362,431.37,0.0046186,-0.2,-0.14479
-15.319,-3.746,-1.1067,419.14,0.0043362,-0.2,-0.13437
-17.321,-3.0791,-0.86221,394.16,0.0040539,-0.2,-0.12394
-17.51,-1.3114,-1.0816,366.81,0.0037715,-0.2,-0.11352
-17.641,0.72796,-0.99854,336.69,0.0034892,-0.2,-0.10309
-17.68,1.223,-1.0598,303.79,0.0032069,-0.2,-0.092668
-17.934,0.73293,-1.1193,273.2,0.0029463,-0.2,-0.08305
-13.028,-3.7744,-3.6108,432.63,0.025192,-0.2,-0.14274
-14.911,-3.6273,-3.2996,420.43,0.023426,-0.2,-0.13246
-16.895,-3.0472,-3.3007,395.8,0.021661,-0.2,-0.12217
-17.082,-1.38,-3.5643,368.94,0.019895,-0.2,-0.11188
-17.255,0.61188,-3.4791,339.26,0.01813,-0.2,-0.10159
-17.314,1.0946,-3.5278,306.94,0.016364,-0.2,-0.091307
-17.53,0.59172,-3.6196,276.78,0.014735,-0.2,-0.081816
-12.397,-3.6134,-5.4025,433.07,0.045214,-0.2,-0.13759
-14.221,-3.5045,-5.3556,421.15,0.042006,-0.2,-0.12768
-16.139,-3.0078,-5.6355,397.11,0.038798,-0.2,-0.11776
-16.322,-1.4346,-5.9352,370.79,0.03559,-0.2,-0.10784
-16.53,0.5067,-5.8563,341.61,0.032382,-0.2,-0.097928
-16.616,0.96696,-5.8946,309.76,0.029174,-0.2,-0.088012
-16.796,0.44556,-6.0081,279.8,0.026215,-0.2,-0.078863
-11.537,-3.4515,-7.0204,433.37,0.064364,-0.2,-0.12982
-13.259,-3.382,-7.2608,421.82,0.059772,-0.2,-0.12045
-15.07,-2.9677,-7.832,398.32,0.05518,-0.2,-0.11108
-15.255,-1.4793,-8.1601,372.38,0.050588,-0.2,-0.10171
-15.496,0.41,-8.097,343.54,0.045996,-0.2,-0.092346
-15.611,0.83568,-8.13,311.89,0.041404,-0.2,-0.082978
-15.755,0.28923,-8.2392,282.06,0.037167,-0.2,-0.074335
-10.495,-3.2983,-8.5716,433.33,0.082161,-0.2,-0.11931
-12.077,-3.2677,-9.0465,422.13,0.076284,-0.2,-0.11069
-13.732,-2.9331,-9.8511,399.15,0.070407,-0.2,-0.10208
-13.902,-1.5194,-10.204,373.53,0.06453,-0.2,-0.093459
-14.175,0.31745,-10.169,344.85,0.058653,-0.2,-0.084842
-14.316,0.69542,-10.193,313.21,0.052776,-0.2,-0.076226
-14.431,0.11707,-10.274,283.64,0.047354,-0.2,-0.068276
-9.2353,-3.1598,-9.9565,434.21,0.098271,-0.2,-0.10637
-10.651,-3.1687,-10.641,423.01,0.091231,-0.2,-0.098682
-12.126,-2.9125,-11.657,399.98,0.084192,-0.2,-0.090994
-12.285,-1.5648,-12.04,374.38,0.077152,-0.2,-0.083306
-12.585,0.22233,-12.045,345.65,0.070112,-0.2,-0.075617
-12.752,0.54353,-12.044,313.95,0.063073,-0.2,-0.067929
-12.849,-0.072347,-12.085,284.69,0.056578,-0.2,-0.060836
-7.8055,-3.0589,-11.219,434.05,0.11255,-0.2,-0.091419
-9.0244,-3.0979,-12.068,423.09,0.10447,-0.2,-0.084797
-10.285,-2.9112,-13.244,400.39,0.09639,-0.2,-0.078175
-10.424,-1.6232,-13.646,374.94,0.08831,-0.2,-0.071553
-10.747,0.12217,-13.685,346.22,0.080231,-0.2,-0.064931
-10.93,0.38207,-13.652,314.55,0.072152,-0.2,-0.058309
-11.025,-0.27659,-13.643,285.6,0.064697,-0.2,-0.0522
-6.3225,-2.9976,-12.299,433.04,0.12426,-0.2,-0.074379
-7.2842,-3.0578,-13.276,422.56,0.11534,-0.2,-0.068986
-8.2658,-2.9239,-14.565,400.49,0.10642,-0.2,-0.063593
-8.3701,-1.6812,-14.973,375.34,0.097498,-0.2,-0.0582
-8.6967,0.021029,-15.046,346.79,0.088577,-0.2,-0.052807
-8.9024,0.21083,-14.99,315.29,0.079656,-0.2,-0.047414
-9.015,-0.49361,-14.925,286.68,0.071425,-0.2,-0.042438
-4.7314,-2.9676,-13.077,433.73,0.13364,-0.2,-0.055958
-5.4684,-3.0475,-14.158,422.96,0.12403,-0.2,-0.051886
-6.213,-2.9615,-15.548,400.59,0.11443,-0.2,-0.047814
-6.2894,-1.7532,-15.97,375.55,0.10482,-0.2,-0.043742
-6.6123,-0.084679,-16.068,347.16,0.09521,-0.2,-0.03967
-6.859,0.043668,-15.995,315.91,0.085602,-0.2,-0.035598
-7.0062,-0.70133,-15.879,287.72,0.076738,-0.2,-0.031841
-14.108,-4.1001,7.1192,414.45,-0.064555,-0.2,-0.11792
-12.491,-4.4113,5.8551,427.07,-0.069613,-0.2,-0.12704
-15.8,-3.1289,8.2373,388.12,-0.059497,-0.2,-0.10879
-15.856,-1.0089,8.1786,359.63,-0.054438,-0.2,-0.099666
-15.846,1.1708,8.229,328.62,-0.04938,-0.2,-0.09054
-15.844,1.6734,8.2074,294.25,-0.044322,-0.2,-0.081415
-16.172,1.2426,8.4382,262.14,-0.039655,-0.2,-0.072996
-11.838,-4.4956,7.291,426.82,-0.082504,-0.2,-0.11906
-13.335,-4.1551,8.6411,414.38,-0.076521,-0.2,-0.11051
-14.88,-3.1189,9.8607,388.02,-0.070538,-0.2,-0.10197
-14.897,-0.93823,9.8119,359.3,-0.064555,-0.2,-0.093421
-14.87,1.2501,9.8501,328.1,-0.058571,-0.2,-0.084876
-14.852,1.7404,9.8712,293.73,-0.052588,-0.2,-0.07633
-15.161,1.3284,10.178,261.72,-0.047068,-0.2,-0.068445
-11.054,-4.5744,8.6027,426.35,-0.094493,-0.2,-0.10978
-12.411,-4.2082,10.054,413.94,-0.08765,-0.2,-0.1019
-13.791,-3.1158,11.39,387.42,-0.080808,-0.2,-0.094031
-13.768,-0.88355,11.347,358.57,-0.073965,-0.2,-0.086158
-13.727,1.314,11.367,327.34,-0.067123,-0.2,-0.078285
-13.692,1.7958,11.414,293.07,-0.06028,-0.2,-0.070412
-13.967,1.4048,11.793,261.03,-0.053968,-0.2,-0.063149
-10.144,-4.6476,9.8033,425.85,-0.10545,-0.2,-0.099296
-11.345,-4.2583,11.355,413.34,-0.09782,-0.2,-0.092181
-12.543,-3.1166,12.803,386.56,-0.090192,-0.2,-0.085066
-12.484,-0.8403,12.757,357.67,-0.082565,-0.2,-0.077951
-12.435,1.3642,12.756,326.53,-0.074937,-0.2,-0.070836
-12.381,1.8359,12.818,292.34,-0.06731,-0.2,-0.063722
-12.605,1.4654,13.263,260.26,-0.060273,-0.2,-0.057158
-9.1025,-4.715,10.886,425.57,-0.11525,-0.2,-0.08773
-10.135,-4.3053,12.529,412.88,-0.10692,-0.2,-0.08145
-11.145,-3.121,14.072,385.82,-0.098587,-0.2,-0.075171
-11.059,-0.8079,14.015,356.94,-0.090258,-0.2,-0.068892
-11.002,1.4007,13.995,325.9,-0.081929,-0.2,-0.062612
