"p","U:0","U:1","U:2","div(phi)","Res:0","Res:1","Res:2","Points:0","Points:1","Points:2"
226.44701,-9.2383003,-3.4695001,2.18835,0.00033975701,1.9858799e-09,5.78382e-11,-1.6552799e-10,-0.04448564,-0.2071428,-0.1320499
213.022,-12.1971,-2.9827001,4.2332101,0.000303712,8.7016801e-08,3.7565502e-09,-6.3805601e-09,-0.041136581,-0.2071428,-0.12227266
198.888,-12.0941,-2.0197699,3.8549399,-0.00022011501,2.63121e-07,3.8473799e-10,-1.91153e-08,-0.037787523,-0.2071428,-0.1124954
184.026,-11.9127,1.00491,4.05481,-0.00015371499,4.64133e-07,-1.15951e-08,-2.01112e-08,-0.034438469,-0.20714281,-0.10271814
169.108,-11.982,2.2595201,3.85936,0.00049980299,-5.70599e-08,-3.8953502e-08,8.9340801e-08,-0.031089408,-0.20714281,-0.092940897
152.386,-12.4272,2.04826,3.6988001,0.000401158,-7.91415e-07,-3.8271601e-08,1.40797e-07,-0.027866956,-0.20714281,-0.083533078
227.34,-9.4546003,-3.33618,0.80257201,-0.00080854399,4.1611701e-09,1.21176e-10,-3.3014699e-10,-0.02523748,-0.20714279,-0.13704035
214.03799,-12.5577,-2.8882899,2.4490399,-0.00013543099,9.5078803e-08,4.0979602e-09,-6.82485e-09,-0.023314681,-0.2071428,-0.1268865
200.226,-12.4304,-1.97535,2.05954,0.00050498202,2.77071e-07,3.6756401e-10,-2.07874e-08,-0.021391882,-0.2071428,-0.11673266
185.51801,-12.2715,1.00212,2.30216,-0.00028638399,5.0354402e-07,-1.31275e-08,-2.4341301e-08,-0.019469082,-0.2071428,-0.10657882
170.65199,-12.3402,2.2453401,2.12287,-0.00033326101,6.5617797e-08,-4.2670798e-08,6.4598197e-08,-0.017546283,-0.20714281,-0.096424982
154.119,-12.7518,1.9764,1.88116,0.000521596,-6.9756402e-07,-4.2165802e-08,5.6254499e-09,-0.015696201,-0.20714281,-0.086654834
228.19701,-9.4372597,-3.19368,-0.59787297,0.0011370101,4.27212e-09,1.45448e-10,-3.43334e-10,-0.0054796226,-0.20714279,-0.13923517
215.008,-12.6396,-2.7932301,0.64123797,2.5322101e-05,1.038e-07,5.0619202e-09,-7.41443e-09,-0.0050216345,-0.20714279,-0.12891294
201.565,-12.5033,-1.94824,0.251461,-0.00053679501,3.02492e-07,9.3645303e-10,-2.2097099e-08,-0.0045636464,-0.2071428,-0.11859069
187.006,-12.4004,0.98185802,0.50584298,0.00052017003,5.7907801e-07,-1.32339e-08,-2.2799901e-08,-0.0041056583,-0.2071428,-0.10826845
172.189,-12.4302,2.2388899,0.35994801,0.00026668701,1.7622099e-07,-4.7578599e-08,9.5692499e-08,-0.0036476704,-0.20714281,-0.097946204
155.85201,-12.7948,1.90505,0.056438599,0.000401342,-6.6186101e-07,-6.2546903e-08,1.6161999e-07,-0.0032070472,-0.20714281,-0.088014044
229.73199,-9.1818199,-3.0448301,-1.96866,-0.00030463299,4.57044e-09,1.69393e-10,-3.7425699e-10,0.014396601,-0.2071428,-0.13862558
