"p","U:0","U:1","U:2","div(phi)","Res:0","Res:1","Res:2","Points:0","Points:1","Points:2"
706.37097,-16.283501,-5.9042401,3.9310601,-0.00035147299,-3.7744e-10,4.7339199e-10,-2.5102101e-10,-0.04448564,-0.2071428,-0.1320499
665.10303,-21.453899,-5.0956202,7.4147401,0.000303712,-1.75951e-08,2.3996201e-08,-1.18148e-08,-0.041136581,-0.2071428,-0.12227266
621.172,-21.2967,-3.41043,6.8143101,-0.0010593,-6.0298603e-08,5.0996e-08,-3.2839999e-08,-0.037787523,-0.2071428,-0.1124954
574.95203,-21.014999,1.97577,7.1719599,-0.00028482499,-1.83434e-07,3.5180602e-08,-1.25347e-08,-0.034438469,-0.20714281,-0.10271814
528.38702,-21.168301,3.9428899,6.82162,0.00133281,-9.39785e-08,-1.36553e-07,3.5980099e-07,-0.031089408,-0.20714281,-0.092940897
475.92499,-21.982901,3.5155201,6.559,-0.00120347,2.04305e-07,-1.20594e-07,5.5681198e-07,-0.027866956,-0.20714281,-0.083533078
709.14001,-16.688999,-5.67413,1.48681,-0.000304669,-7.96263e-10,9.80663e-10,-5.2750698e-10,-0.02523748,-0.20714279,-0.13704035
668.20801,-22.0912,-4.9315801,4.2743201,-0.001148,-2.00248e-08,2.57715e-08,-1.23414e-08,-0.023314681,-0.2071428,-0.1268865
625.26202,-21.889299,-3.32655,3.6461599,0.00113793,-6.2512797e-08,5.3197301e-08,-3.46135e-08,-0.021391882,-0.2071428,-0.11673266
579.52502,-21.6353,1.9746799,4.0784202,-0.000753642,-1.8746999e-07,3.7706499e-08,-1.94959e-08,-0.019469082,-0.2071428,-0.10657882
533.15698,-21.804399,3.9156101,3.74751,-0.00016662999,-1.50508e-07,-1.16306e-07,2.96634e-07,-0.017546283,-0.20714281,-0.096424982
481.25699,-22.5599,3.3880701,3.3382399,0.0014043,1.04481e-07,-2.14542e-08,1.9362599e-07,-0.015696201,-0.20714281,-0.086654834
711.88,-16.681,-5.43256,-0.98917103,0.00049231498,-7.7579898e-10,1.05956e-09,-5.4478699e-10,-0.0054796226,-0.20714279,-0.13923517
671.25598,-22.2374,-4.7713599,1.0896,0.000531764,-2.0926599e-08,2.9085401e-08,-1.30885e-08,-0.0050216345,-0.20714279,-0.12891294
629.42603,-22.027599,-3.27671,0.45362201,-9.6347903e-05,-6.2427702e-08,5.9819897e-08,-3.75403e-08,-0.0045636464,-0.2071428,-0.11859069
584.14801,-21.8717,1.94152,0.90445501,-7.5386997e-05,-2.01006e-07,4.7733501e-08,-1.45192e-08,-0.0041056583,-0.2071428,-0.10826845
537.90503,-21.9655,3.9021001,0.625076,-0.00033335801,-1.91052e-07,-1.3608501e-07,3.8288201e-07,-0.0036476704,-0.20714281,-0.097946204
486.59399,-22.636999,3.26299,0.103085,-0.000401342,4.44854e-08,-1.8917e-07,6.33311e-07,-0.0032070472,-0.20714281,-0.088014044
