"p","U:0","U:1","U:2","div(phi)","Res:0","Res:1","Res:2","Points:0","Points:1","Points:2"
60.466099,-4.9069099,-1.91256,1.14886,-0.00063265098,-2.2168901e-12,-1.00187e-12,-2.27374e-13,-0.04448564,-0.2071428,-0.1320499
56.628601,-6.3823299,-1.6499799,2.2,0.00066500198,-6.8496299e-11,-2.9786e-11,-1.40403e-11,-0.041136581,-0.2071428,-0.12227266
52.835098,-6.27455,-1.1313,2.00561,-0.00042028099,-1.9338101e-10,-6.7400301e-11,-2.3612801e-10,-0.037787523,-0.2071428,-0.1124954
48.847698,-6.1973701,0.35284701,2.0608599,5.7266399e-05,-3.1616301e-10,-1.12005e-10,-4.9305998e-10,-0.034438469,-0.20714281,-0.10271814
44.836601,-6.1789699,1.18642,1.97904,0.00123285,-1.38e-09,-2.26727e-10,9.9640796e-10,-0.031089408,-0.20714281,-0.092940897
40.419601,-6.4025502,1.07778,1.87466,0.000401158,-5.3216498e-09,-5.7063698e-10,5.8623799e-09,-0.027866956,-0.20714281,-0.083533078
60.712799,-5.0075402,-1.84215,0.413607,0.00045700301,-2.72848e-12,-1.33582e-12,-1.36424e-12,-0.02523748,-0.20714279,-0.13704035
56.930599,-6.5617299,-1.60177,1.26726,7.5942398e-06,-7.5317502e-11,-3.48521e-11,-1.09139e-11,-0.023314681,-0.2071428,-0.1268865
53.213699,-6.4472299,-1.11708,1.07472,0.00078980898,-2.28994e-10,-8.1804799e-11,-2.4317601e-10,-0.021391882,-0.2071428,-0.11673266
49.248501,-6.3846998,0.34288201,1.15233,0.00033461701,-4.4721599e-10,-1.48326e-10,-4.7611998e-10,-0.019469082,-0.2071428,-0.10657882
45.259399,-6.3610201,1.18101,1.08562,-0.00116641,-1.69577e-09,-3.9244699e-10,8.9227098e-10,-0.017546283,-0.20714281,-0.096424982
40.897499,-6.5664401,1.039,0.94176298,0.00054165698,-6.00564e-09,-1.14056e-09,6.19985e-09,-0.015696201,-0.20714281,-0.086654834
60.9286,-4.9867902,-1.7636,-0.32387099,0.00069158501,-3.5811399e-12,-1.6982e-12,-7.1054301e-13,-0.0054796226,-0.20714279,-0.13923517
57.201599,-6.59761,-1.55072,0.32492399,0.00039122699,-8.5378801e-11,-4.11653e-11,2.44427e-12,-0.0050216345,-0.20714279,-0.12891294
53.583302,-6.4825201,-1.1078,0.142271,-0.00109974,-2.5164601e-10,-9.4725998e-11,-2.74895e-10,-0.0045636464,-0.2071428,-0.11859069
49.651699,-6.4376602,0.32579201,0.227373,-0.000120619,-4.6287599e-10,-1.6199e-10,-6.9485401e-10,-0.0041056583,-0.2071428,-0.10826845
45.688499,-6.4049301,1.17968,0.18084601,5.0003699e-05,-1.5015e-09,-3.4579301e-10,9.8964399e-11,-0.0036476704,-0.20714281,-0.097946204
41.380699,-6.5852399,0.99998999,0.0061073299,-0.00104349,-5.52747e-09,-7.35767e-10,4.46266e-09,-0.0032070472,-0.20714281,-0.088014044
61.326,-4.8427801,-1.67835,-1.04054,-0.00056942902,-3.5811399e-12,-2.11031e-12,-1.13687e-13,0.014396601,-0.2071428,-0.13862558
57.543701,-6.5034699,-1.4956,-0.61368001,-0.00042270299,-7.9694501e-11,-4.2565101e-11,1.14824e-11,0.013379619,-0.2071428,-0.12834154
53.941502,-6.3888502,-1.09024,-0.78850502,-1.37586e-05,-2.73985e-10,-1.09104e-10,-2.8927599e-10,0.012362637,-0.2071428,-0.11805751
