"p","U:0","U:1","U:2","div(phi)","Res:0","Res:1","Res:2","Points:0","Points:1","Points:2"
151.77901,-7.5771399,-2.88574,1.7781301,0.00074980798,-1.53761e-11,-1.22753e-10,-6.8496299e-11,-0.04448564,-0.2071428,-0.1320499
142.70599,-10.0111,-2.4763899,3.4805701,0.00041760399,4.92608e-09,-5.1959699e-09,-3.18255e-09,-0.041136581,-0.2071428,-0.12227266
133.20399,-9.9215698,-1.68393,3.1565101,0.000110057,1.10263e-08,7.6078903e-09,-9.8034398e-09,-0.037787523,-0.2071428,-0.1124954
123.212,-9.76649,0.77257699,3.3183801,0.000120561,-5.8575398e-09,4.77939e-08,-1.46559e-08,-0.034438469,-0.20714281,-0.10271814
113.194,-9.8140097,1.85803,3.1594701,0.00103293,-8.1422698e-08,8.2580698e-08,-6.8846502e-09,-0.031089408,-0.20714281,-0.092940897
102.001,-10.1718,1.69162,3.0225301,0.00036104201,-8.2698797e-08,2.28925e-08,1.45678e-08,-0.027866956,-0.20714281,-0.083533078
152.38,-7.7498498,-2.77578,0.64163297,-0.00063277298,2.88537e-10,-1.93722e-10,-1.51886e-10,-0.02523748,-0.20714279,-0.13704035
143.395,-10.3067,-2.39872,2.0166399,0.000696139,5.3447602e-09,-5.4067799e-09,-3.4397101e-09,-0.023314681,-0.2071428,-0.1268865
134.11301,-10.1965,-1.64907,1.68492,8.2558399e-05,1.37322e-08,7.8939904e-09,-1.05993e-08,-0.021391882,-0.2071428,-0.11673266
124.221,-10.0634,0.76902699,1.88126,3.01457e-05,-4.7561e-09,4.7743701e-08,-1.6647199e-08,-0.019469082,-0.2071428,-0.10657882
114.233,-10.1067,1.8468601,1.7383699,-0.000799826,-9.9072302e-08,9.0295899e-08,-1.32654e-08,-0.017546283,-0.20714281,-0.096424982
103.17,-10.4369,1.63269,1.53575,-0.00182558,-1.23549e-07,5.5883699e-08,1.28102e-09,-0.015696201,-0.20714281,-0.086654834
152.95,-7.73106,-2.65733,-0.50570798,0.000468871,4.39908e-10,-2.42522e-10,-1.58138e-10,-0.0054796226,-0.20714279,-0.13923517
144.045,-10.3735,-2.3195901,0.53392899,-0.00121166,5.76645e-09,-7.10958e-09,-3.74598e-09,-0.0050216345,-0.20714279,-0.12891294
135.013,-10.2555,-1.62754,0.20308501,-0.00055468798,1.75837e-08,5.7298202e-09,-1.17882e-08,-0.0045636464,-0.2071428,-0.11859069
125.219,-10.1668,0.75139898,0.41006699,0.00054127799,-4.0480201e-09,4.7044001e-08,-1.8914401e-08,-0.0041056583,-0.2071428,-0.10826845
115.27,-10.18,1.84201,0.29568201,8.3339597e-05,-1.13302e-07,9.7674302e-08,-1.7448199e-08,-0.0036476704,-0.20714281,-0.097946204
104.339,-10.4718,1.5739501,0.0435341,0.00198664,-1.2953799e-07,6.0946803e-08,2.1373099e-11,-0.0032070472,-0.20714281,-0.088014044
153.97501,-7.5172501,-2.53268,-1.6275899,-0.00030463299,5.5254601e-10,-2.63782e-10,-1.6837e-10,0.014396601,-0.2071428,-0.13862558
144.862,-10.2382,-2.2372501,-0.94698602,0.00031639499,5.2306199e-09,-7.0736501e-09,-3.49064e-09,0.013379619,-0.2071428,-0.12834154
135.86301,-10.1063,-1.59737,-1.2615499,0.00107317,2.17023e-08,4.1296202e-09,-1.29985e-08,0.012362637,-0.2071428,-0.11805751
126.105,-10.055,0.742854,-1.05343,-0.000422015,-1.8474101e-11,4.6219e-08,-2.09169e-08,0.011345655,-0.20714281,-0.10777348
116.275,-10.054,1.84462,-1.13789,0.00118304,-1.21931e-07,1.01777e-07,-2.2199901e-08,0.010328673,-0.20714281,-0.097489446
105.515,-10.3029,1.52495,-1.42381,-0.00090275798,-1.4437001e-07,6.9095499e-08,-3.9890402e-09,0.009350053,-0.20714281,-0.087593995
154.162,-7.23176,-2.4092901,-2.7562301,0.00039852399,1.18487e-09,-2.8811101e-10,-1.83718e-10,0.033968031,-0.2071428,-0.13515307
145.229,-9.9593,-2.1539299,-2.4054699,4.3046599e-05,8.89594e-09,-9.8588702e-09,-4.2294901e-09,0.031498428,-0.2071428,-0.12512141
136.489,-9.7588701,-1.5582,-2.69489,-0.00094145298,2.77346e-08,2.3361499e-09,-1.43417e-08,0.029028827,-0.2071428,-0.11508976
126.898,-9.7014103,0.74942201,-2.4704001,0.000437254,4.99722e-09,4.53491e-08,-2.32136e-08,0.026559226,-0.20714281,-0.1050581
117.252,-9.7262497,1.85953,-2.5150399,-0.00073342602,-1.2841799e-07,1.05465e-07,-2.73612e-08,0.024089623,-0.20714281,-0.095026456
