"p","U:0","U:1","U:2","div(phi)","Res:0","Res:1","Res:2","Points:0","Points:1","Points:2"
359.332,-11.6205,-4.29844,2.77688,-0.000925545,6.6666e-10,1.77948e-10,-3.3492101e-10,-0.04448564,-0.2071428,-0.1320499
338.19101,-15.3291,-3.7016799,5.3101802,-8.8582601e-05,2.84117e-08,9.72015e-09,-1.33043e-08,-0.041136581,-0.2071428,-0.12227266
315.819,-15.2084,-2.4953499,4.8558502,0.00028889999,7.5323399e-08,1.51176e-08,-3.6008299e-08,-0.037787523,-0.2071428,-0.1124954
292.28601,-14.9924,1.33302,5.1092901,-0.0012478,1.24877e-07,1.12726e-09,-4.32265e-08,-0.034438469,-0.20714281,-0.10271814
268.63,-15.0921,2.8327,4.8621302,0.00033320201,1.6449301e-08,-6.8562201e-08,1.14908e-07,-0.031089408,-0.20714281,-0.092940897
242.041,-15.6625,2.55372,4.6672802,-0.00140405,-2.68462e-07,-5.3474899e-08,5.5373199e-08,-0.027866956,-0.20714281,-0.083533078
360.74399,-11.9,-4.1320901,1.03341,0.00028123299,1.29876e-09,3.7812201e-10,-6.4392203e-10,-0.02523748,-0.20714279,-0.13704035
339.789,-15.7829,-3.58354,3.0671401,0.00049868901,3.1149099e-08,1.04933e-08,-1.44253e-08,-0.023314681,-0.2071428,-0.1268865
317.923,-15.6319,-2.43766,2.5961499,0.000421048,8.0473903e-08,1.59233e-08,-3.9546599e-08,-0.021391882,-0.2071428,-0.11673266
294.63699,-15.44,1.33069,2.9032199,0.00058784097,1.2997501e-07,1.25883e-09,-5.56829e-08,-0.019469082,-0.2071428,-0.10657882
271.07001,-15.5441,2.8141501,2.67292,-0.00016662999,3.30432e-08,-6.1981503e-08,4.7584301e-08,-0.017546283,-0.20714281,-0.096424982
244.77499,-16.0723,2.4633501,2.3748801,0.000802455,-2.2275e-07,-1.40833e-08,-2.6199899e-07,-0.015696201,-0.20714281,-0.086654834
362.12,-11.8852,-3.9556701,-0.73033702,0.000234436,1.35719e-09,4.17998e-10,-6.8485001e-10,-0.0054796226,-0.20714279,-0.13923517
341.33301,-15.8863,-3.46614,0.79355401,0.00033551801,3.4672201e-08,1.21899e-08,-1.58752e-08,-0.0050216345,-0.20714279,-0.12891294
320.04401,-15.7258,-2.4028001,0.31998399,0.00025463401,8.7591197e-08,1.8319e-08,-4.2329699e-08,-0.0045636464,-0.2071428,-0.11859069
296.99301,-15.6052,1.3062299,0.64073998,-0.00071316102,1.45831e-07,3.7602099e-09,-5.0473801e-08,-0.0041056583,-0.2071428,-0.10826845
273.49799,-15.658,2.8054099,0.45030501,0.000166679,6.9635e-08,-7.28228e-08,1.15492e-07,-0.0036476704,-0.20714281,-0.097946204
247.511,-16.126801,2.3740699,0.073014498,-0.00080268498,-1.8898101e-07,-8.3863497e-08,4.49045e-08,-0.0032070472,-0.20714281,-0.088014044
364.565,-11.5705,-3.7727301,-2.45841,-0.00071471499,1.47679e-09,4.76433e-10,-7.5237899e-10,0.014396601,-0.2071428,-0.13862558
343.28299,-15.6879,-3.3459401,-1.47878,-0.00051888701,3.34996e-08,1.18627e-08,-1.5246799e-08,0.013379619,-0.2071428,-0.12834154
322.04599,-15.4968,-2.3568799,-1.93172,-0.00052282697,9.5972602e-08,2.08518e-08,-4.6599801e-08,0.012362637,-0.2071428,-0.11805751
299.07001,-15.4338,1.29272,-1.60903,0.00015072001,1.58758e-07,5.5794498e-09,-5.1748898e-08,0.011345655,-0.20714281,-0.10777348
275.84299,-15.4654,2.8080299,-1.75993,-0.00116638,9.5166797e-08,-7.90575e-08,1.4555999e-07,0.010328673,-0.20714281,-0.097489446
250.263,-15.8669,2.29983,-2.1907499,0.000240736,-1.56243e-07,-1.2365599e-07,1.94406e-07,0.009350053,-0.20714281,-0.087593995
364.98801,-11.142,-3.5934701,-4.2034302,0.00048057301,1.63755e-09,5.4967603e-10,-8.4082802e-10,0.033968031,-0.2071428,-0.13515307
344.07999,-15.2706,-3.22576,-3.7144101,6.33038e-05,4.1909999e-08,1.53254e-08,-1.8705601e-08,0.031498428,-0.2071428,-0.12512141
323.50201,-14.9637,-2.2989099,-4.1359901,4.1291802e-05,1.06314e-07,2.35808e-08,-5.14347e-08,0.029028827,-0.2071428,-0.11508976
300.91299,-14.895,1.2992899,-3.7911899,0.00099513005,1.75008e-07,7.6044797e-09,-5.4829801e-08,0.026559226,-0.20714281,-0.1050581
278.10901,-14.9588,2.8294001,-3.8822401,0.000833439,1.21177e-07,-8.4907903e-08,1.6967e-07,0.024089623,-0.20714281,-0.095026456
252.991,-15.2973,2.23685,-4.3763299,0.00046157901,-1.23419e-07,-1.60441e-07,3.2841999e-07,0.021713285,-0.20714281,-0.085373864
366.22699,-10.455,-3.4151399,-5.6324801,0.00039869,1.78625e-09,6.1362498e-10,-9.1381502e-10,0.052852444,-0.20714279,-0.12891865
345.556,-14.4354,-3.11165,-5.8433499,7.5995202e-05,4.3471999e-08,1.6070601e-08,-1.9145499e-08,0.048979439,-0.2071428,-0.11934347
325.048,-14.1434,-2.22261,-6.2003498,0.00055077201,1.16558e-07,2.6827401e-08,-5.6883401e-08,0.045106433,-0.2071428,-0.10976829
302.91101,-14.1008,1.3289599,-5.85883,-1.50833e-05,1.9178999e-07,1.08439e-08,-5.9340699e-08,0.041233428,-0.2071428,-0.10019311
280.46201,-14.1732,2.8642299,-5.9138598,-0.00016674701,1.4864e-07,-8.8107498e-08,1.9066501e-07,0.037360422,-0.20714281,-0.09061794
255.659,-14.4376,2.1805899,-6.4446402,0.00064241397,-8.5641901e-08,-1.93389e-07,4.5760601e-07,0.033633728,-0.20714281,-0.081404634
366.61499,-9.63832,-3.2389901,-7.0922799,-0.00076194003,2.05546e-09,7.0752998e-10,-1.03842e-09,0.070663519,-0.20714279,-0.12009857
346.60199,-13.3381,-3.00436,-7.8551698,-0.00031653701,4.9970399e-08,1.87304e-08,-2.1612999e-08,0.065465227,-0.2071428,-0.11116886
326.38,-13.0432,-2.1566701,-8.14394,1.1938801e-13,1.28965e-07,3.03354e-08,-6.3005203e-08,0.060266942,-0.2071428,-0.10223915
304.62201,-13.0218,1.36175,-7.7972002,-0.00107054,2.11702e-07,1.41133e-08,-6.50994e-08,0.055068649,-0.2071428,-0.09330944
282.58499,-13.1284,2.91085,-7.7897201,-2.8915501e-13,1.76726e-07,-9.1233503e-08,2.05592e-07,0.049870361,-0.20714281,-0.084379733
258.14001,-13.3111,2.12449,-8.3632898,-0.00106361,-4.8044502e-08,-2.2272999e-07,5.62563e-07,0.044868477,-0.20714281,-0.075787514
367.29599,-8.6553497,-3.0809901,-8.4253101,0.00099711295,2.28056e-09,7.9393198e-10,-1.13948e-09,0.087009355,-0.20714277,-0.10879207
347.63901,-12.006,-2.90768,-9.6752396,-0.000316761,5.6933899e-08,2.1760201e-08,-2.4212801e-08,0.080595784,-0.20714277,-0.1006964
327.535,-11.7134,-2.0865099,-9.8750496,-0.00027547599,1.4237401e-07,3.4463401e-08,-6.9878297e-08,0.074182205,-0.20714279,-0.092600726
306.15601,-11.7139,1.40477,-9.5345602,0.00140315,2.34144e-07,1.8546601e-08,-7.2750503e-08,0.067768633,-0.2071428,-0.084505059
284.436,-11.8413,2.9554999,-9.5106897,0.00033357099,2.08057e-07,-9.2338901e-08,2.15621e-07,0.061355058,-0.2071428,-0.076409385
260.21899,-11.9502,2.0567501,-10.1046,-0.00028111,-6.16865e-09,-2.4794301e-07,6.5037602e-07,0.055183869,-0.20714281,-0.06861975
369.67001,-7.4106002,-2.9435101,-9.6003504,-0.00093718001,2.5590901e-09,8.9221402e-10,-1.27079e-09,0.10165602,-0.2071428,-0.095342092
349.36401,-10.4011,-2.83725,-11.2905,0.000379609,6.338e-08,2.4827999e-08,-2.63899e-08,0.094148964,-0.2071428,-0.088236853
328.828,-10.1268,-2.0369401,-11.4349,-0.000275122,1.5440899e-07,3.8693599e-08,-7.6362497e-08,0.086641908,-0.2071428,-0.081131615
307.42899,-10.1623,1.43231,-11.0974,-0.000361657,2.5607201e-07,2.3812699e-08,-8.1589903e-08,0.079134859,-0.20714281,-0.074026376
285.91901,-10.3436,2.99296,-11.0321,-0.00033318001,2.4001699e-07,-9.0641201e-08,2.1752e-07,0.071627803,-0.20714281,-0.06692113
262.005,-10.3794,1.97747,-11.6365,0.0015844899,4.0007802e-08,-2.6619799e-07,7.11327e-07,0.064404376,-0.20714281,-0.060084432
368.35101,-6.1017399,-2.88327,-10.7438,0.000175704,3.09637e-09,1.06155e-09,-1.50692e-09,0.11418433,-0.2071428,-0.079916067
349.509,-8.6229095,-2.78719,-12.7156,0.00031630899,7.31482e-08,2.9180701e-08,-2.9861901e-08,0.10574306,-0.2071428,-0.073950492
329.603,-8.3549995,-2.00491,-12.7679,-0.00055019098,1.72211e-07,4.4168399e-08,-8.5204e-08,0.097301781,-0.2071428,-0.067984916
308.487,-8.42313,1.45568,-12.4206,-0.00037669099,2.8551099e-07,2.9213e-08,-9.1524299e-08,0.088860504,-0.20714281,-0.062019344
287.12601,-8.6541796,3.0244401,-12.3322,-6.6630098e-05,2.7644001e-07,-9.0834803e-08,2.19269e-07,0.080419227,-0.20714281,-0.056053769
263.47,-8.6273804,1.8910201,-12.9269,-0.00098269095,8.3291503e-08,-2.85997e-07,7.63277e-07,0.072296873,-0.20714281,-0.05031364
368.99301,-4.7663999,-2.8369801,-11.5876,0.00035164901,3.3598999e-09,1.13886e-09,-1.57036e-09,0.12435219,-0.20714279,-0.062818967
350.48801,-6.68713,-2.7541499,-13.8427,0,8.04378e-08,3.3377901e-08,-3.2356901e-08,0.11515187,-0.20714279,-0.058119435
330.61301,-6.4444799,-1.94074,-13.8182,0.00082582398,1.85213e-07,4.9842502e-08,-9.3164203e-08,0.10595153,-0.2071428,-0.053419903
309.58401,-6.5158501,1.51986,-13.4821,0.0010252401,3.1169799e-07,3.6806501e-08,-1.04472e-07,0.096751206,-0.2071428,-0.048720371
288.245,-6.7920899,3.0357299,-13.3841,-0.000466689,3.1313601e-07,-8.4685396e-08,2.10061e-07,0.087550879,-0.20714281,-0.044020839
264.89899,-6.73241,1.82156,-13.9467,0.00058192603,1.4041601e-07,-2.94431e-07,7.9131001e-07,0.07869821,-0.20714281,-0.039498962
359.62701,-11.231,-4.4141598,4.2750902,0.0014307901,6.4592803e-07,2.34173e-07,-2.93825e-07,-0.060517725,-0.20714279,-0.12569229
337.46301,-14.6997,-3.77896,7.1810799,-0.000253259,1.83338e-06,4.0780699e-07,-8.7496397e-07,-0.055981725,-0.2071428,-0.11639176
315.01199,-14.5714,-2.4995501,6.7409601,-0.000955161,2.4825599e-06,8.21029e-08,-9.6462099e-07,-0.05144573,-0.2071428,-0.10709122
291.431,-14.3671,1.3636301,6.9473701,0.00073033298,9.9806505e-07,-7.8104199e-07,-5.8614302e-07,-0.046909731,-0.20714281,-0.097790688
267.66199,-14.4498,2.8506801,6.6869202,0.00136068,-2.23743e-06,-8.1780001e-07,-3.8810399e-06,-0.042373732,-0.20714281,-0.088490143
240.87399,-15.0391,2.6412001,6.6020498,0.00163807,-5.2405899e-06,2.8638301e-06,-2.4982601e-05,-0.038009197,-0.20714281,-0.079541035
359.30801,-10.7458,-4.5244002,5.5750098,-0.00059201301,2.6039601e-07,4.12338e-08,-8.3175998e-08,-0.073317491,-0.20714279,-0.11866338
337.63599,-13.9541,-3.83289,8.7055302,0.00034642601,3.8112199e-07,1.04984e-08,-1.58101e-07,-0.067835324,-0.20714279,-0.10988907
314.89899,-13.8003,-2.4740601,8.2525396,3.7471102e-05,7.4438503e-08,-6.4770802e-08,-3.8783e-07,-0.062353157,-0.2071428,-0.10111476
291.16299,-13.6,1.41703,8.4058599,0.000225743,-6.0330399e-07,9.0594099e-08,-1.52824e-06,-0.05687099,-0.2071428,-0.092340454
266.96799,-13.698,2.86551,8.15415,-0.00113426,-3.3654501e-07,1.13187e-06,-6.6511798e-06,-0.051388819,-0.2071428,-0.083566144
239.895,-14.3028,2.7188301,8.1683397,-0.000546186,2.54312e-07,3.9398001e-06,-2.0396799e-05,-0.04611389,-0.20714281,-0.075123414
358.883,-10.1324,-4.6272998,6.7871499,-0.000111722,1.9620801e-07,2.24312e-08,-8.8138101e-08,-0.085314319,-0.20714279,-0.11034176
337.48599,-13.0468,-3.8866799,10.14,-8.61917e-05,1.2423899e-07,-9.5839701e-09,-2.36696e-07,-0.078946263,-0.20714279,-0.10218933
314.396,-12.871,-2.46596,9.6880302,0.00123677,-1.09412e-07,-2.1578201e-08,-6.5446397e-07,-0.072578207,-0.2071428,-0.0940369
290.49899,-12.6741,1.44475,9.7999897,-0.000143681,-4.0272701e-07,3.1021e-07,-2.2932199e-06,-0.066210151,-0.2071428,-0.085884467
265.93399,-12.7877,2.8711801,9.5545197,0.00090757199,-1.59671e-07,1.71792e-06,-8.51395e-06,-0.059842095,-0.2071428,-0.077732041
238.589,-13.3926,2.78636,9.6676502,-0.00136571,6.4764299e-07,5.4893299e-06,-2.48613e-05,-0.053714752,-0.20714281,-0.069887683
358.323,-9.4109297,-4.72261,7.9254599,0.000207509,7.8546698e-08,2.82e-09,-1.21512e-07,-0.096377559,-0.20714279,-0.1008153
336.83899,-11.9989,-3.9376299,11.4787,-0.000502043,-4.6820801e-08,-1.85258e-08,-3.4363799e-07,-0.089193106,-0.20714279,-0.093373418
313.39801,-11.7993,-2.46224,11.034,-0.00181565,-2.0999801e-07,4.1935198e-08,-9.3911501e-07,-0.082008645,-0.20714279,-0.08593154
289.444,-11.6137,1.4613,11.1003,-0.00057479099,-2.3877499e-07,5.61739e-07,-3.0225599e-06,-0.074824192,-0.2071428,-0.078489661
264.582,-11.7354,2.8659999,10.8682,0.000226919,5.8445899e-08,2.3857999e-06,-1.01663e-05,-0.067639731,-0.2071428,-0.071047783
236.998,-12.3242,2.84008,11.0756,0.0019122,1.0971e-06,6.9253101e-06,-2.7641599e-05,-0.060726847,-0.20714281,-0.063887119
357.901,-8.5672598,-4.81005,8.9653502,-0.00020754601,-4.6735298e-08,-9.5599297e-09,-1.64792e-07,-0.10638478,-0.20714277,-0.090187229
336.14301,-10.8073,-3.98439,12.7051,0.00069145701,-1.77232e-07,-1.5541699e-08,-4.5789699e-07,-0.098462239,-0.20714277,-0.083536625
312.40302,-10.5875,-2.4615901,12.2611,0.00089784199,-2.5016101e-07,1.2157101e-07,-1.22963e-06,-0.090539694,-0.20714279,-0.076886028
288.44601,-10.4153,1.46812,12.2854,-2.0531001e-05,-1.01763e-07,8.3913898e-07,-3.69291e-06,-0.082617149,-0.2071428,-0.070235431
263.32001,-10.5438,2.85074,12.0681,-0.00022694501,2.9667299e-07,3.0645001e-06,-1.14774e-05,-0.074694604,-0.2071428,-0.063584834
235.52499,-11.0966,2.8710699,12.369,0.000273199,1.5073e-06,8.12493e-06,-2.9074499e-05,-0.06707155,-0.20714281,-0.057185568
357.61099,-7.6064901,-4.8889399,9.9010296,0.00081431598,-1.5065299e-07,-1.31121e-08,-2.0387699e-07,-0.1152259,-0.20714277,-0.078573562
335.56799,-9.4795904,-4.0265198,13.7955,-0.00139859,-2.8422301e-07,-5.78041e-10,-5.7091199e-07,-0.10665227,-0.20714277,-0.072786883
311.62799,-9.2464104,-2.4631,13.3443,-0.00086044602,-2.48129e-07,2.12654e-07,-1.50242e-06,-0.098078653,-0.20714279,-0.06700021
287.66199,-9.0959301,1.4649301,13.3291,0.00057492498,9.6683799e-09,1.11273e-06,-4.2359302e-06,-0.089505032,-0.2071428,-0.061213534
262.28,-9.2205896,2.8259499,13.1346,-0.00111213,4.9735701e-07,3.64382e-06,-1.22835e-05,-0.08093141,-0.2071428,-0.055426858
234.31,-9.7244501,2.8889999,13.5202,-0.0021857701,1.78818e-06,8.9472196e-06,-2.9224901e-05,-0.072681896,-0.2071428,-0.049858868
219.39799,-16.4223,2.14202,4.7274599,-0.0023650699,-1.3722999e-06,5.2670998e-07,-4.4292801e-06,-0.025731582,-0.20714281,-0.077271409
205.321,-17.0928,1.91469,4.9080801,-0.00064883102,-8.0400002e-07,2.71825e-06,-1.67203e-05,-0.024556685,-0.20714281,-0.07378646
188.868,-18.089001,1.83724,5.0675302,-0.00315816,5.4944199e-08,3.8562798e-06,-2.28523e-05,-0.023381788,-0.20714281,-0.070301503
222.672,-16.808399,2.0137,2.32844,-0.00045064499,-1.46864e-06,3.94778e-07,-4.1701301e-06,-0.014474238,-0.20714281,-0.080153689
209.026,-17.427799,1.75673,2.38937,0.00184094,-1.18649e-06,2.0926e-06,-1.41427e-05,-0.013807676,-0.20714281,-0.07653784
193.244,-18.424,1.66089,2.4149899,0.00396448,-1.00625e-07,2.96607e-06,-1.91093e-05,-0.013141113,-0.20714283,-0.072921999
225.819,-16.8176,1.88987,-0.054524198,0.00084525399,-1.6003301e-06,4.4566502e-08,-2.7216299e-06,-0.0029228954,-0.20714281,-0.081406534
212.54401,-17.3606,1.60072,-0.093474597,0.0035591801,-1.63884e-06,1.52273e-06,-1.1493e-05,-0.00277785,-0.20714281,-0.077733591
197.461,-18.315001,1.49287,-0.178652,-0.00049572298,-3.52341e-07,2.39575e-06,-1.63323e-05,-0.0026328047,-0.20714281,-0.074060649
228.951,-16.511299,1.78246,-2.3771801,0.00095724798,-1.71187e-06,-2.5000799e-07,-1.51852e-06,0.0086899679,-0.20714281,-0.081011236
215.942,-16.973,1.4586,-2.49101,-0.0051197298,-2.22324e-06,9.9700901e-07,-8.9309096e-06,0.0083100554,-0.20714281,-0.077352569
201.386,-17.846001,1.3491,-2.65275,0.00074309,-8.1407001e-07,1.89646e-06,-1.36268e-05,0.0079301428,-0.20714281,-0.073693909
232.02901,-15.8962,1.6868401,-4.6058102,-0.00135739,-1.8120101e-06,-5.4059802e-07,-3.7159299e-07,0.020123634,-0.20714281,-0.078953773
219.297,-16.282499,1.32971,-4.7775602,0.0030679,-2.9778701e-06,4.2832099e-07,-6.2487802e-06,0.0192274,-0.20714281,-0.075387105
205.235,-17.0376,1.21277,-4.99437,0.000123879,-1.56676e-06,1.34201e-06,-1.05425e-05,0.018331168,-0.20714283,-0.071820438
234.993,-14.9944,1.59428,-6.7061,0.0028649501,-1.86527e-06,-8.27804e-07,7.4425901e-07,0.031146303,-0.20714281,-0.075278714
222.502,-15.314,1.2121,-6.91822,-0.0020663501,-3.8824801e-06,-2.16864e-07,-3.4289801e-06,0.029751837,-0.20714281,-0.071878307
208.976,-15.96,1.08224,-7.1503501,-0.00212964,-2.6457999e-06,6.8000998e-07,-7.1712502e-06,0.028357375,-0.20714283,-0.068477891
