"p","U:0","U:1","U:2","div(phi)","Res:0","Res:1","Res:2","Points:0","Points:1","Points:2"
397.33701,-12.2175,-4.5044999,2.92451,0.000480346,1.5634199e-09,1.48276e-10,-2.08274e-10,-0.04448564,-0.2071428,-0.1320499
373.991,-16.1134,-3.88026,5.5797,0.000341676,7.27428e-08,8.1535596e-09,-9.6269996e-09,-0.041136581,-0.2071428,-0.12227266
349.26001,-15.9882,-2.61234,5.1065502,-0.00055028702,2.61964e-07,1.01479e-08,-2.77842e-08,-0.037787523,-0.2071428,-0.1124954
323.245,-15.7639,1.41627,5.3735299,0.00056362199,5.5426199e-07,-5.8244201e-09,-2.2704601e-08,-0.034438469,-0.20714281,-0.10271814
297.08301,-15.8714,2.97475,5.1129899,-0.00116621,1.45915e-07,-7.0992797e-08,1.90031e-07,-0.031089408,-0.20714281,-0.092940897
267.664,-16.473499,2.6774099,4.9095602,-0.0010028901,-7.6777201e-07,-5.73664e-08,2.6711399e-07,-0.027866956,-0.20714281,-0.083533078
398.89899,-12.5129,-4.3299198,1.09137,-0.00011718,3.5415699e-09,3.10592e-10,-4.48836e-10,-0.02523748,-0.20714279,-0.13704035
375.755,-16.5907,-3.7562001,3.2217,0.000110117,7.9780001e-08,8.7887004e-09,-1.01636e-08,-0.023314681,-0.2071428,-0.1268865
351.58301,-16.433399,-2.5513101,2.73051,4.5407101e-05,2.74006e-07,1.05397e-08,-2.93785e-08,-0.021391882,-0.2071428,-0.11673266
325.841,-16.2337,1.41408,3.05388,1.50728e-05,5.81591e-07,-6.8706099e-09,-2.98887e-08,-0.019469082,-0.2071428,-0.10657882
299.78,-16.347,2.9551001,2.8103099,0.00116641,2.65892e-07,-6.8679597e-08,1.41173e-07,-0.017546283,-0.20714281,-0.096424982
270.68399,-16.904699,2.5822401,2.49807,0.00060184102,-6.1912903e-07,-2.92072e-08,1.96251e-08,-0.015696201,-0.20714281,-0.086654834
400.423,-12.4989,-4.1450901,-0.76341999,-0.000468871,3.6050101e-09,3.47256e-10,-4.62933e-10,-0.0054796226,-0.20714279,-0.13923517
377.46399,-16.699499,-3.63327,0.83144498,0.00025955201,8.3943902e-08,1.02936e-08,-1.08257e-08,-0.0050216345,-0.20714279,-0.12891294
353.92801,-16.5329,-2.5145299,0.337035,-0.000144522,2.9079999e-07,1.23256e-08,-3.1747302e-08,-0.0045636464,-0.2071428,-0.11859069
328.44601,-16.4079,1.38861,0.67460299,-0.00069356,6.4739299e-07,-5.5506e-09,-2.71252e-08,-0.0041056583,-0.2071428,-0.10826845
