"p","U:0","U:1","U:2","div(phi)","Res:0","Res:1","Res:2","Points:0","Points:1","Points:2"
309.36801,-10.7861,-4.0081501,2.5706799,0.000128873,1.68848e-09,6.75726e-11,-1.94973e-10,-0.04448564,-0.2071428,-0.1320499
291.12701,-14.2325,-3.4498,4.9332099,-0.00049353199,7.3748701e-08,4.4567101e-09,-7.8311997e-09,-0.041136581,-0.2071428,-0.12227266
271.85501,-14.1179,-2.32845,4.5053501,0.000110057,2.38053e-07,8.5506002e-10,-2.36309e-08,-0.037787523,-0.2071428,-0.1124954
251.58299,-13.9141,1.21902,4.7401299,0,4.43006e-07,-1.38432e-08,-2.2851999e-08,-0.034438469,-0.20714281,-0.10271814
231.215,-14.0036,2.6322501,4.5111499,0.00066640403,-1.11503e-08,-5.0345999e-08,1.29792e-07,-0.031089408,-0.20714281,-0.092940897
208.338,-14.5306,2.3765399,4.32832,-0.000401158,-7.6221198e-07,-5.1088701e-08,2.01278e-07,-0.027866956,-0.20714281,-0.083533078
310.58401,-11.0434,-3.8533399,0.95250303,0.00022264299,3.52929e-09,1.43856e-10,-3.9563e-10,-0.02523748,-0.20714279,-0.13704035
292.50601,-14.6536,-3.3399601,2.8508501,0.00035819499,8.05599e-08,4.8290199e-09,-8.3259701e-09,-0.023314681,-0.2071428,-0.1268865
273.67099,-14.5113,-2.2754099,2.4082301,9.2190203e-05,2.49469e-07,8.1493601e-10,-2.5459e-08,-0.021391882,-0.2071428,-0.11673266
253.61099,-14.3307,1.21655,2.6928101,7.5364202e-05,4.7295299e-07,-1.58139e-08,-2.8331e-08,-0.019469082,-0.2071428,-0.10657882
233.317,-14.4228,2.6152301,2.48037,0,9.5145602e-08,-5.5335899e-08,9.5769799e-08,-0.017546283,-0.20714281,-0.096424982
210.69501,-14.9106,2.29263,2.2019801,0.00160491,-6.6541298e-07,-5.4755699e-08,1.96424e-08,-0.015696201,-0.20714281,-0.086654834
311.76401,-11.0277,-3.6887801,-0.68396199,0.00037509701,3.56226e-09,1.71525e-10,-4.1154599e-10,-0.0054796226,-0.20714279,-0.13923517
293.83301,-14.7495,-3.23037,0.74038202,0.000512773,8.6853802e-08,5.91427e-09,-8.98285e-09,-0.0050216345,-0.20714279,-0.12891294
275.496,-14.5974,-2.2432699,0.29597199,-0.00032345401,2.69618e-07,1.50227e-09,-2.7188401e-08,-0.0045636464,-0.2071428,-0.11859069
255.64,-14.4831,1.19356,0.593499,0.00084584201,5.3764001e-07,-1.60168e-08,-2.6398499e-08,-0.0041056583,-0.2071428,-0.10826845
235.409,-14.5283,2.6073,0.418659,-0.00083339598,2.0369799e-07,-6.2416198e-08,1.36526e-07,-0.0036476704,-0.20714281,-0.097946204
213.054,-14.9611,2.2096,0.067050703,0.000200671,-6.1243998e-07,-8.5170399e-08,2.26322e-07,-0.0032070472,-0.20714281,-0.088014044
313.867,-10.7337,-3.51776,-2.28687,-0.00071471499,3.7807699e-09,1.9898e-10,-4.4565199e-10,0.014396601,-0.2071428,-0.13862558
295.51001,-14.5639,-3.1178999,-1.36877,-0.00056951097,8.2174402e-08,5.8416698e-09,-8.4889997e-09,0.013379619,-0.2071428,-0.12834154
277.22198,-14.3849,-2.2005899,-1.7932301,-0.00031644799,2.90006e-07,2.1567801e-09,-2.9812298e-08,0.012362637,-0.2071428,-0.11805751
257.42999,-14.3242,1.18093,-1.49406,-7.5359902e-05,5.8530702e-07,-1.64986e-08,-2.83394e-08,0.011345655,-0.20714281,-0.10777348
237.43201,-14.3494,2.60992,-1.63134,-0.000166625,3.0485401e-07,-6.8305802e-08,1.53429e-07,0.010328673,-0.20714281,-0.097489446
215.42599,-14.7199,2.1405301,-2.0325,-0.00078239001,-5.2522603e-07,-1.05927e-07,3.2780201e-07,0.009350053,-0.20714281,-0.087593995
314.23401,-10.3347,-3.34992,-3.9045401,-0.00042196599,4.05316e-09,2.31253e-10,-4.8703402e-10,0.033968031,-0.2071428,-0.13515307
