"p","U:0","U:1","U:2","div(phi)","Res:0","Res:1","Res:2","Points:0","Points:1","Points:2"
244.401,-9.5950804,-3.59448,2.2764399,-0.00052720902,1.9720101e-09,5.4711801e-11,-1.66665e-10,-0.04448564,-0.2071428,-0.1320499
229.92999,-12.6662,-3.09113,4.3945799,-0.00018982,8.6392397e-08,3.69516e-09,-6.4342198e-09,-0.041136581,-0.2071428,-0.12227266
214.68201,-12.5604,-2.0917499,4.0047798,5.50287e-05,2.6533999e-07,-1.13175e-10,-1.9567601e-08,-0.037787523,-0.2071428,-0.1124954
198.649,-12.3737,1.0541,4.2126698,0.00053046801,4.75071e-07,-1.28357e-08,-1.9875401e-08,-0.034438469,-0.20714281,-0.10271814
182.552,-12.4475,2.3455701,4.0094099,-0.00066640403,-4.8856698e-08,-4.1216701e-08,9.8850002e-08,-0.031089408,-0.20714281,-0.092940897
164.49899,-12.9114,2.1245201,3.8436999,-0.00060173601,-8.1110102e-07,-4.1740901e-08,1.6206501e-07,-0.027866956,-0.20714281,-0.083533078
245.364,-9.8207502,-3.4561801,0.83712101,0.00049215701,4.1286499e-09,1.16017e-10,-3.34126e-10,-0.02523748,-0.20714279,-0.13704035
231.02499,-13.0408,-2.99314,2.5416901,0.00032781801,9.4406502e-08,4.0281098e-09,-6.8610002e-09,-0.023314681,-0.2071428,-0.1268865
216.125,-12.91,-2.0453501,2.1398699,-0.000961805,2.7906901e-07,-1.76897e-10,-2.12128e-08,-0.021391882,-0.2071428,-0.11673266
200.258,-12.7457,1.05141,2.3922501,0.00081393402,5.1341402e-07,-1.45841e-08,-2.4018799e-08,-0.019469082,-0.2071428,-0.10657882
184.217,-12.8197,2.33075,2.2052,0.00066652102,7.4353402e-08,-4.5764299e-08,7.3811599e-08,-0.017546283,-0.20714281,-0.096424982
166.367,-13.2487,2.0499301,1.95503,0.00180552,-7.1285302e-07,-4.7438999e-08,2.2920901e-08,-0.015696201,-0.20714281,-0.086654834
246.28999,-9.8037205,-3.3085499,-0.61769003,0.00039854,4.22324e-09,1.3953599e-10,-3.4719999e-10,-0.0054796226,-0.20714279,-0.13923517
232.073,-13.1258,-2.89469,0.66415399,0.00034817899,1.02766e-07,4.9922302e-09,-7.4317099e-09,-0.0050216345,-0.20714279,-0.12891294
217.57001,-12.9859,-2.01706,0.26173499,0.00072260899,3.0395199e-07,3.4368999e-10,-2.25291e-08,-0.0045636464,-0.2071428,-0.11859069
201.862,-12.8801,1.03054,0.52611601,-0.000176406,5.8893801e-07,-1.48357e-08,-2.2491999e-08,-0.0041056583,-0.2071428,-0.10826845
185.87399,-12.9132,2.3239901,0.37355399,-0.00083339598,1.8801499e-07,-5.1031101e-08,1.05822e-07,-0.0036476704,-0.20714281,-0.097946204
168.23599,-13.2934,1.97594,0.0589546,-0.0015251,-6.7291302e-07,-6.8521203e-08,1.8515701e-07,-0.0032070472,-0.20714281,-0.088014044
247.948,-9.53934,-3.1545401,-2.0419099,-0.00021090001,4.5105302e-09,1.6379401e-10,-3.7766801e-10,0.014396601,-0.2071428,-0.13862558
233.394,-12.9587,-2.79322,-1.21184,0.00029108301,9.7286403e-08,4.9364202e-09,-7.03653e-09,0.013379619,-0.2071428,-0.12834154
218.936,-12.7968,-1.97892,-1.59542,6.8793102e-05,3.2852401e-07,8.14531e-10,-2.4698e-08,0.012362637,-0.2071428,-0.11805751
203.28,-12.7389,1.0192,-1.32974,-0.00057273498,6.4564802e-07,-1.53718e-08,-2.42126e-08,0.011345655,-0.20714281,-0.10777348
187.478,-12.754,2.3266301,-1.44736,0.00054986402,2.99932e-07,-5.5720498e-08,1.19196e-07,0.010328673,-0.20714281,-0.097489446
170.117,-13.0792,1.91433,-1.80566,0.00154472,-5.8871399e-07,-8.3735003e-08,2.6514701e-07,0.009350053,-0.20714281,-0.087593995
248.242,-9.1824303,-3.00298,-3.47787,0.00028131099,4.86193e-09,1.9183199e-10,-4.1473e-10,0.033968031,-0.2071428,-0.13515307
233.95799,-12.6105,-2.6912501,-3.0583601,-0.00016459,1.18765e-07,6.7322601e-09,-8.4642098e-09,0.031498428,-0.2071428,-0.12512141
219.933,-12.3568,-1.9301701,-3.4135399,-0.00101853,3.5774599e-07,1.3163099e-09,-2.70056e-08,0.029028827,-0.2071428,-0.11508976
204.543,-12.2929,1.02608,-3.12816,-0.000180933,7.11334e-07,-1.6121501e-08,-2.66696e-08,0.026559226,-0.20714281,-0.1050581
