U:0,U:1,U:2,Res:0,Res:1,Res:2,Points:0,Points:2
4.001816191101074,0.039195117221374476,-0.768750089399719,-4.526058199087317e-11,1.4087602900997854e-11,-4.385594866223518e-10,-0.022482831,-0.13482247
4.100379336547851,0.0737385564613342,-0.7213703596115111,-3.580631072447039e-10,2.8009168800772535e-12,-9.3867990938409e-10,-0.021576136,-0.12955070000000002
4.1408560256958005,0.10212948734283445,-0.7137289953445434,-6.274826648272993e-10,-1.868626963653958e-10,-1.1433005727684768e-09,-0.020669444,-0.1242789
4.165230902099609,0.12424846179962157,-0.7036163811279299,-6.493461786776738e-10,-4.446360475832176e-10,-2.836326257663288e-09,-0.019762751000000002,-0.11900712
4.182334837341308,0.1387066116714477,-0.6945431344818114,-9.361727706972597e-10,-6.515840955664446e-10,-3.6299362405661073e-09,-0.018856058000000002,-0.11373533
4.191419731140137,0.14336741485595694,-0.6856101766036988,-1.3893229045772108e-09,-8.252574355392711e-10,-2.1521621974801845e-09,-0.017949363,-0.10846355
4.190504777526856,0.1387899643325805,-0.6748722888565062,-2.3442976648550785e-09,-7.411246649595226e-10,1.0158045390606985e-09,-0.01704267,-0.10319176
4.17633790435791,0.12474508657684313,-0.6610461566162109,-3.751197082492823e-09,-4.77882312850909e-10,2.7736110879019804e-09,-0.016135978,-0.097919978
4.144461039733887,0.101440066795349,-0.6431411902236939,-5.893018691834229e-09,-3.3178998198618583e-10,5.4498676417865754e-09,-0.015229284,-0.092648193
4.0898910354614255,0.06963211527038571,-0.6193981244659423,-8.910675539553107e-09,-1.1596125272075853e-09,5.003796096872096e-09,-0.01432259,-0.08737640099999999
4.007983575439454,0.030867637693176242,-0.5871779158782959,-1.1996679484848672e-08,-2.887965212354306e-09,7.834067567105342e-10,-0.013415896,-0.08210461599999999
3.6842157379150393,-0.025330391803512597,-0.04214211016750334,-1.0940838046297715e-11,1.6967275110234042e-12,-9.991396318201094e-12,-0.010364913,-0.14166287
4.026395179748535,0.03835791777755737,-0.34416812189315793,-4.9688659616698735e-11,2.0345951090274526e-11,-4.789718742971933e-10,-0.0099486196,-0.13632976
4.123270698547364,0.07340725240707391,-0.28237807432006834,-3.875409710235216e-10,3.673023270227566e-11,-1.0954421310854432e-09,-0.0095323259,-0.13099664
4.164081852722168,0.10244727516174312,-0.26671945839309696,-7.102854763643509e-10,-1.4638765324380754e-10,-1.3310480933695238e-09,-0.0091160312,-0.12566353
4.188342420959472,0.1254470438003541,-0.2507293215370179,-8.308605905096275e-10,-3.9472992615234326e-10,-2.8346620600072344e-09,-0.0086997375,-0.12033042
4.205409162902832,0.14110997474670395,-0.2369842194886017,-1.0115345721481517e-09,-7.184105379315994e-10,-4.331362966352763e-09,-0.0082834437,-0.1149973
4.214783840942383,0.1472210563278198,-0.22459989740036013,-1.0196385029503162e-09,-9.74993032145489e-10,-3.2263129327198975e-09,-0.00786715,-0.10966419
4.214435240173341,0.1443372568893433,-0.21196406888412478,-2.902043140384775e-09,-9.72603742796321e-10,-3.9600948974217335e-10,-0.0074508557999999996,-0.10433108
4.201381459045409,0.13216052593231198,-0.19799941385650632,-4.530864890907833e-09,-6.695057174736617e-10,1.578037213056866e-09,-0.0070345616,-0.098997965
4.171658157348634,0.11065837219238284,-0.18255418245315547,-6.8943395232389025e-09,-4.206355266442931e-10,4.277456707668629e-09,-0.0066182679000000005,-0.093664855
4.120107936096192,0.08038449555541993,-0.16452342032287592,-1.0535661548915324e-08,-1.5795745633883415e-09,4.579170161106611e-09,-0.0062019741,-0.088331744
4.041582115173339,0.04265209997367858,-0.1416659945659638,-1.4311181552002828e-08,-3.4862448115907447e-09,7.293934734872885e-10,-0.0057856799,-0.08299862599999999
3.6511730941772456,-0.028796673105239867,0.06692379621765132,-9.932135367454191e-12,1.3075653855124946e-12,-1.299588922833624e-11,0.0027500719,-0.14202423
4.016200671386718,0.03755128278228759,0.01595181207466123,-5.0922304691600594e-11,2.8255215653135748e-11,-5.163758079439519e-10,0.0026722921,-0.13667504
4.109664431762695,0.07303210266113269,0.030302316802978457,-3.9859898958333134e-10,7.645127661185267e-11,-1.3875953288075692e-09,0.0025945124,-0.13132586
4.150115492248535,0.10263678310394275,0.03468772819114685,-7.886968493835505e-10,-7.824962890851918e-11,-1.5473874678337307e-09,0.0025167328,-0.12597668
4.173894306945801,0.1264033184051514,0.0384793828659058,-1.0425077289322661e-09,-3.575297694329933e-10,-2.7557175187208485e-09,0.0024389531,-0.12062749
4.190479026794433,0.14315339344024647,0.04165858239410403,-1.1759424705544054e-09,-6.8824447335722e-10,-5.010542345149389e-09,0.0023611733,-0.11527830000000001
4.199589805603027,0.15065368202209473,0.04444617041183474,-1.1271339384218095e-09,-1.090346922771942e-09,-4.3291049662669664e-09,0.0022833939,-0.10992912
4.199067500305176,0.14946677494049077,0.04709220146133419,-2.1816353916872188e-09,-1.153078298074981e-09,-1.8590985390580802e-09,0.002205614,-0.10457993
4.186781028747559,0.13917300102233887,0.04977601423904421,-5.293125664027332e-09,-9.087552287087662e-10,1.072860032427969e-10,0.0021278344,-0.09923075099999999
4.159102296447754,0.11960355726013194,0.05240517655899046,-8.182666807631012e-09,-7.457530513395698e-10,2.7786668657350086e-09,0.0020500547,-0.09388156199999999
4.110918455505372,0.09103589878890994,0.055033508526306174,-1.1942751363291615e-08,-1.9407107512774856e-09,3.77704196840837e-09,0.0019722749,-0.088532381
4.036556434631347,0.0545301466195679,0.05794822725509641,-1.6715501442354005e-08,-4.0297512745391546e-09,4.522551073299778e-10,0.0018944953,-0.083183192
3.5859451293945312,-0.032175059431076014,0.14114474243164077,-2.0788747395666692e-11,1.741827343571337e-12,-1.5932479852127184e-11,0.015842538,-0.14116447
3.974684870910645,0.0368033601451111,0.09758020240783694,-5.0357754678840016e-11,3.2734540403718374e-11,-5.479582438903344e-10,0.01527128,-0.13584542
4.061589028930664,0.07265719884872435,0.1140247155593872,-3.8536254539593307e-10,1.2462318918633663e-10,-1.7290479692957498e-09,0.014700021,-0.13052639
4.1005494659423825,0.10274115741729739,0.11955836353301996,-8.748104602526735e-10,7.789188593326885e-12,-1.7935830429751377e-09,0.014128762,-0.12520736
4.123445703125,0.1271793755722046,0.12423284790039069,-1.3968829738313025e-09,-3.3380717742513426e-10,-2.6036276370417385e-09,0.013557503,-0.11988834
4.138976187133789,0.14487128041992192,0.12812246829986584,-1.6892709477314603e-09,-7.626376778644988e-10,-5.0154759784579935e-09,0.012986244,-0.1145693
4.146919381713866,0.15366723247528058,0.1313950606750489,-1.3369190529120452e-09,-1.1645353555522246e-09,-5.361606228485466e-09,0.012414983999999999,-0.10925026
4.14582554473877,0.154089091873169,0.13429443853149414,-1.4325349439629126e-09,-1.312400577667071e-09,-3.3468083810487486e-09,0.011843725,-0.10393123
4.13372572479248,0.1457075597381592,0.13695415273895284,-5.096912163337815e-09,-1.1212794901927185e-09,-1.392958017273615e-09,0.011272466,-0.098612197
4.107728480529785,0.12814588478088362,0.13918593572387694,-8.912933563957179e-09,-1.0936098021640894e-09,1.0930396677556747e-09,0.010701206999999999,-0.09329316800000001
4.062842083740234,0.10143018440246587,0.14091934049835197,-1.3285078558291163e-08,-2.1675454560405963e-09,2.556998922005832e-09,0.010129948,-0.087974131
3.993431471252441,0.06633710816146854,0.1423110623168946,-1.9177160403856927e-08,-4.410931777116047e-09,-2.1824236602047427e-10,0.0095586888,-0.08265510200000001
3.4916621078491215,-0.03571849660087584,0.21118070368041986,-1.0708766580578474e-11,2.1860503753296595e-12,-1.960361772088613e-11,0.028796857000000002,-0.13909006
3.9064167480468743,0.036043286415557874,0.17740538200378442,-6.371990116677887e-11,3.7050522214953514e-11,-5.718908362709883e-10,0.027737206,-0.13384727
3.978905799865723,0.07224962488174436,0.19591545725097648,-3.841876863552189e-10,1.7475971756221283e-10,-2.122559794397559e-09,0.026677556,-0.12860449
4.0171363739013675,0.10274330934295661,0.20269915748596157,-9.622715853677225e-10,1.2475187424368047e-10,-2.0863503795662294e-09,0.025617907000000002,-0.12336171
4.038596896362305,0.12776430389404303,0.2081935523773195,-1.8980274034317907e-09,-2.474627726165648e-10,-2.3700332736119754e-09,0.024558255,-0.11811892
4.052306517028809,0.14627477073669448,0.21276191327819838,-2.4397831853529696e-09,-8.06792908908632e-10,-4.885901678029115e-09,0.023498606000000002,-0.11287613
4.058485118103027,0.15626871086120597,0.21646045244445755,-1.6900305738834182e-09,-1.234292444438795e-09,-6.32320601347333e-09,0.022438955,-0.10763334
4.055996719360351,0.1582119577789307,0.21955389823913585,-1.5580352684229222e-09,-1.4018817254836732e-09,-4.832693190387543e-09,0.021379303,-0.10239056
4.043632728576661,0.15168364070892348,0.22216768142700172,-4.055088947595906e-09,-1.2769744556519127e-09,-2.8510325347404064e-09,0.020319654,-0.097147778
4.018745715332031,0.13617637599945054,0.22406006843566884,-9.481252252238135e-09,-1.394678561461509e-09,-8.534558249000879e-10,0.019260002,-0.09190499
3.9772959991455075,0.1114352759552002,0.22500734550476054,-1.4531220273759967e-08,-2.209846528430149e-09,8.472936306044549e-10,0.018200353,-0.08666220300000001
3.913074537658691,0.07793128140853878,0.22504449226379375,-2.1378300474271162e-08,-4.552816491963563e-09,-1.3459849308270315e-09,0.017140703,-0.081419423
3.370774671173095,-0.03954127077461245,0.27579024729003887,-5.7886476752353465e-12,2.449241289992131e-12,-2.245858412632583e-11,0.041500427,-0.13582411
3.7819801132202144,0.035275873556365966,0.25474691436767616,-5.196984170376695e-11,4.0339516544759494e-11,-5.876134306404461e-10,0.039961804,-0.13070267
3.862998670959472,0.07181042690872197,0.27498152318725655,-3.5337865620006575e-10,2.2425832039240747e-10,-2.408824964512532e-09,0.038423181,-0.12558125
3.9012887649536125,0.10265912570953373,0.2831525942565918,-9.689629479907626e-10,2.671858244693133e-10,-2.4324012051551765e-09,0.036884557000000005,-0.12045982
3.920646401977539,0.12817744889984128,0.2895364891052248,-2.345234559712116e-09,-8.563485597240945e-11,-2.4210313027604165e-09,0.035345934,-0.11533839
3.931697006225585,0.14736053833007823,0.2947492521667483,-3.1795531328368837e-09,-7.552643482375855e-10,-4.644136383471198e-09,0.033807307,-0.11021695
3.9356650955200188,0.15856988676300032,0.29884337976684616,-2.7870537268763175e-09,-1.36002148784397e-09,-6.653532402644876e-09,0.032268684,-0.10509552
3.9311712310791016,0.16172978038787833,0.30210879268188506,-1.9333092961122362e-09,-1.3897524651855997e-09,-6.2567692435210056e-09,0.030730059,-0.099974096
3.917953964233398,0.1570642845153809,0.3046626948974609,-3.0644722434546714e-09,-1.3966135273826273e-09,-4.275786023656201e-09,0.029191436,-0.094852664
3.894026905822754,0.1436278673553466,0.30623484405517587,-9.396538525029132e-09,-1.6054137351133574e-09,-3.0548457660784004e-09,0.027652811,-0.089731231
3.855679127502441,0.1209454072189331,0.30648751714477473,-1.5581015010372647e-08,-2.5273589316312074e-09,-1.3904606632642874e-09,0.026114187999999997,-0.084609799
3.796926110839843,0.08918649119995115,0.30533738225707996,-2.3426020799933912e-08,-4.386169015309798e-09,-3.066374882813101e-09,0.024575565,-0.079488367
3.2246142395019533,-0.04359757654571533,0.33846378534545973,-6.2802339507777784e-12,3.173054766378137e-12,-2.3585710015013727e-11,0.053846467,-0.13139927
3.64282201385498,0.03454149116088867,0.32893612976074227,-4.451438331367091e-11,4.65638046789034e-11,-5.8590501784754e-10,0.051842306,-0.12644303
3.7178773483276366,0.07140684202362058,0.35067895620117095,-2.658101539055992e-10,2.687719680030176e-10,-2.6437251126958414e-09,0.049838144,-0.12148681
3.753323138427735,0.10256086067199699,0.36032581676025455,-8.927912465681924e-10,4.24244087186256e-10,-3.15909024724161e-09,0.047833983,-0.11653057
3.7701285644531257,0.1284854851150512,0.36761184143066394,-2.5960486130123876e-09,1.5569323218917405e-10,-2.8668760078477523e-09,0.04582982099999999,-0.11157434
3.7784691940307624,0.14818708290100102,0.37344172017822164,-4.043550378331647e-09,-5.827160156334638e-10,-4.27671087617339e-09,0.04382566,-0.10661811
3.77978589630127,0.16007246818542487,0.3778948441528325,-4.098936089097349e-09,-1.3600340558580536e-09,-6.508658295572755e-09,0.041821498,-0.10166188
3.773106590270997,0.16476197727203368,0.38130571361084,-2.932383027216057e-09,-1.3862848607636145e-09,-7.534421534145144e-09,0.039817337,-0.096705645
3.7587998046875004,0.1618779142761233,0.38373807245483427,-3.213554311266152e-09,-1.4725060301423526e-09,-5.8946354961050534e-09,0.037813175,-0.091749422
3.735332698059082,0.15046784336090102,0.38498644357910194,-8.164960386660524e-09,-1.6752454527761283e-09,-5.4109372674710855e-09,0.035809014,-0.08679319199999999
3.699920779418946,0.12989183019866934,0.38463447652587845,-1.606428951748454e-08,-2.8184899555099024e-09,-4.143099605684824e-09,0.033804852999999996,-0.081836954
3.64673879699707,0.09998352611541739,0.38246677408447294,-2.5081365043146097e-08,-4.151646894744032e-09,-5.4373933316126235e-09,0.031800691,-0.076880723
3.0507211675903303,-0.04756117297958373,0.39750050501098677,-2.1185453705014068e-12,3.6642298369669366e-12,-2.7903123947563492e-11,0.065733485,-0.12585868
3.4707316680908207,0.0339387016563415,0.3991108075927743,-6.799858272163295e-11,5.064671284534117e-11,-5.63824720370728e-10,0.063281022,-0.12110987
3.54080764465332,0.07113653903152461,0.4226684649230954,-2.028072180023804e-10,3.064833751098988e-10,-2.8798136830760697e-09,0.060828562999999995,-0.11636106
3.5742611633300783,0.10252947920074451,0.4337778366638183,-7.720110719367455e-10,5.684169531824681e-10,-4.059710330171067e-09,0.058376104000000005,-0.11161225
3.58866928100586,0.12873352470397958,0.4419493648193358,-2.509368086270718e-09,4.715947637923197e-10,-3.4054661937600277e-09,0.055923644,-0.10686344
3.5941983001708984,0.14882295324096706,0.448339003643798,-4.856575409674184e-09,-2.7124303108283044e-10,-3.811788156739457e-09,0.053471185,-0.10211463
3.592855575561522,0.1617044917892454,0.4530744362854007,-5.227486754053995e-09,-1.2038291603797987e-09,-6.170291388844939e-09,0.051018722,-0.097365811
3.5837950500488276,0.1674965565872193,0.4565453313110357,-4.375936762856859e-09,-1.3735295154463623e-09,-8.413287223738192e-09,0.048566263,-0.092617005
3.568216319274903,0.16614587106933576,0.4588093587829585,-4.0233736227794215e-09,-1.3908321866274755e-09,-7.692132302552927e-09,0.046113804,-0.087868191
3.545090634155274,0.156670615158081,0.45970825175781194,-6.882363314961418e-09,-1.6314507280050475e-09,-7.520308128038559e-09,0.043661345,-0.08311937700000001
3.5123341918945314,0.13819687595367425,0.45880750111083923,-1.580436423692451e-08,-2.9086227571303766e-09,-7.238615028799571e-09,0.041208882,-0.078370571
3.464691772460938,0.11025051790008544,0.45575567783813486,-2.605329571575253e-08,-4.59391240306538e-09,-8.43874859657404e-09,0.038756423,-0.073621757
2.8534607517028814,-0.05127844275306703,0.4523258053588872,1.7009726557144178e-12,4.098590152561079e-12,-3.476748626008302e-11,0.077064164,-0.11925419999999999
3.2716935630798343,0.03350811843704227,0.4647717413879393,-9.966726392377003e-11,5.03911443335687e-11,-5.095807775124787e-10,0.074183822,-0.11475230000000002
3.3358765525817873,0.07105534982559203,0.49030685287475606,-1.0773948747652123e-10,3.2225615090488115e-10,-3.1094488865094956e-09,0.071303487,-0.11025039999999998
3.366697609710693,0.10263118446350084,0.5029135091064454,-6.065785726590782e-10,6.866183755302095e-10,-5.129449585237759e-09,0.068423152,-0.1057485
3.378453105926514,0.12899827018737797,0.5120186787841794,-2.0368151719670907e-09,7.370805801115304e-10,-4.035317659065769e-09,0.065542817,-0.1012466
3.3809859092712404,0.14933100769042973,0.5188717766906743,-5.238397798347126e-09,1.7339058410062532e-10,-3.720108628357454e-09,0.062662475,-0.096744694
3.376861959075928,0.16288233314514144,0.5238600180053705,-6.401732145509148e-09,-8.516273227145513e-10,-5.667755992707938e-09,0.05978214,-0.09224279199999999
3.3655844512939446,0.16980569169769288,0.5272850805236811,-5.952649311020176e-09,-1.1040790461331878e-09,-8.22470230067358e-09,0.056901805,-0.087740891
3.348518652343749,0.1698388034820557,0.5293130608154284,-5.254497689407367e-09,-1.2026187131863456e-09,-9.347643952096112e-09,0.054021467000000004,-0.083238989
3.3254966491699225,0.16218910110473628,0.5298390856384287,-7.205455041829134e-09,-1.6653396825273687e-09,-9.361397447666167e-09,0.051141128,-0.078737088
3.295087643432618,0.14578748603820801,0.5284328420471196,-1.51636351408679e-08,-2.7666560597508146e-09,-1.0428415912753622e-08,0.048260792999999996,-0.074235186
3.2529669387817375,0.1198354219985962,0.5246019183898927,-2.6450142428272194e-08,-4.7487299480291404e-09,-1.1942274099664519e-08,0.045380455,-0.069733277
2.6344766722778328,-0.054651382638702395,0.5023159980346685,2.430347198838139e-13,4.212931448408096e-12,-3.867734237261101e-11,0.08774674699999999,-0.11164478
3.04665232000122,0.03328657366729737,0.5253028712463372,-2.0952300241048288e-11,4.428625913550473e-11,-4.245447164103002e-10,0.08446195699999999,-0.10742661
3.104270539855957,0.07120746725845328,0.5529461161254883,-2.7808920242295033e-11,3.338758632009773e-10,-3.3085613951108076e-09,0.081177175,-0.10320843
3.1320141044616694,0.10293172599792477,0.5671558563110342,-3.641850957941996e-10,8.028800293347327e-10,-6.197858346575838e-09,0.077892385,-0.098990254
3.140917727661133,0.12937613134613013,0.5772294793823249,-1.5503145756848646e-09,9.645561234501917e-10,-5.039681832500714e-09,0.074607596,-0.09477208599999999
3.1406357185363767,0.14984678546905528,0.5845584915161126,-5.030421002917679e-09,7.289590854563099e-10,-4.47256632057865e-09,0.071322814,-0.09055391
3.133826456451416,0.16391147472381595,0.5897274317504877,-7.008569319505103e-09,-3.481949772477856e-10,-5.028769209338674e-09,0.068038024,-0.086335734
3.120368752288819,0.17178304973602287,0.5930804863403338,-7.250544579399116e-09,-6.725486249885626e-10,-7.805004020081074e-09,0.064753234,-0.082117558
3.101919292449951,0.17302429897308347,0.5947999510864257,-6.8748210553177675e-09,-9.379987640143333e-10,-1.016531746128054e-08,0.061468447999999995,-0.077899389
3.0790418434143074,0.1670660747146604,0.594919167785644,-8.27945904863396e-09,-1.5978833849574295e-09,-1.0218929891099998e-08,0.058183659000000006,-0.073681213
3.050939542456055,0.152639743537903,0.5930099564697251,-1.4193723057689153e-08,-2.4042325359300065e-09,-1.2336294197976595e-08,0.054898873,-0.069463037
3.0140018954467767,0.1286623186492919,0.5885067441772467,-2.628377565391096e-08,-4.596917787840012e-09,-1.5549786462972785e-08,0.051614087,-0.065244861
2.3944530769897447,-0.05761477470756532,0.5464133874633781,-1.6594447609805657e-13,4.489719726151564e-12,-4.3572094263393285e-11,0.097695492,-0.10309505
2.7960738858886725,0.03333127698730465,0.580092468371582,7.333063687442583e-11,3.347055316219588e-11,-2.8779744584259003e-10,0.094033197,-0.099195771
2.84677265355835,0.07164174792907718,0.6100435218139637,2.6714739337517846e-11,3.2039949659915315e-10,-3.4454556969820167e-09,0.09037090099999999,-0.095296495
2.8715467694946284,0.10348813457489014,0.6260013926147465,-1.057059338125866e-10,8.684605479344978e-10,-6.870808504175523e-09,0.086708605,-0.091397226
2.8777575376037596,0.12994270211944592,0.6371269074584962,-1.1839929011251388e-09,1.2105580583376197e-09,-6.683140968895021e-09,0.08304631,-0.08749795
2.874872671441649,0.15040617122650146,0.6450023227050785,-4.202521511027324e-09,1.1151083458455734e-09,-5.36236253288078e-09,0.079384014,-0.083598673
2.8658023340270997,0.16484960220336897,0.6503382042480457,-7.194516363058669e-09,3.631881502653158e-10,-4.850038384370352e-09,0.075721718,-0.079699397
2.850624092089843,0.173452878227234,0.6535511151123057,-8.404134103434393e-09,-1.1089340628088343e-10,-7.121122143960796e-09,0.072059423,-0.075800128
2.8309531506042482,0.17581747192382835,0.6549301483276366,-8.409058347917438e-09,-7.420174079249119e-10,-1.0430683411797099e-08,0.068397127,-0.071900852
2.808437347119142,0.17138032472381592,0.6545867453857408,-9.382330296139194e-09,-1.4566971643018923e-09,-1.0984334333173274e-08,0.06473483099999999,-0.068001576
2.782657618017579,0.15880397441864003,0.6521521043823242,-1.4978394840101386e-08,-1.980942851209213e-09,-1.356914746197053e-08,0.061072536,-0.064102307
2.750869300079346,0.13674127960205085,0.6470489604736329,-2.5891749177106093e-08,-4.025325872236116e-09,-1.736560527270419e-08,0.057410244000000006,-0.060203031
2.131548911785889,-0.0596855552079773,0.5851268423339828,5.710528390705497e-12,4.226131077931616e-12,-4.5463127928031506e-11,0.10682910000000001,-0.09367397400000001
2.5193305330017086,0.033685203248748796,0.6290979652832043,1.8852261390624674e-10,1.802570281039942e-11,-1.0306605339050592e-10,0.10281958,-0.090126731
2.5647530454040517,0.07240056860229493,0.6614504045776375,8.142236713268617e-11,3.1253762052993815e-10,-3.5280458168596547e-09,0.09881006199999999,-0.086579487
2.586862534997559,0.10435013408660887,0.6793606369018548,1.645989909258375e-10,9.286737020731516e-10,-7.506455478443965e-09,0.094800547,-0.08303224299999999
2.590795065350342,0.13075020282745364,0.6916454315185554,-7.639353767007606e-10,1.4497955229335104e-09,-8.56961683534422e-09,0.090791024,-0.079484999
2.5858917358520497,0.1511073546386721,0.7000047882080072,-3.0250841622171186e-09,1.5899913422066341e-09,-6.441937669603115e-09,0.086781509,-0.075937755
2.575142367718506,0.1658021389007569,0.7055110961914064,-7.013927732481181e-09,8.364718925492466e-10,-5.867533795332273e-09,0.082771994,-0.072390512
2.558830741729736,0.17499052162170403,0.7085276092529291,-8.663513885123117e-09,1.0576957137424983e-10,-6.265319041856478e-09,0.078762472,-0.068843268
2.538494148571777,0.17831120151519797,0.7095126647949215,-1.044913576310925e-08,-4.896149855115115e-10,-9.861650694831711e-09,0.07475295700000001,-0.06529602400000001
2.516668296215821,0.17521821029663087,0.7085030609130865,-1.1269782968393354e-08,-1.3593779402905927e-09,-1.186865486097582e-08,0.070743442,-0.061748784
2.493249450726319,0.16433285865783698,0.705581616210937,-1.5648293140575427e-08,-1.8541017322549941e-09,-1.4153974389654903e-08,0.066733919,-0.058201537000000005
2.4665084094787595,0.14411457205047595,0.6999522476196294,-2.541188474931368e-08,-3.119062732602637e-09,-1.8837137168537285e-08,0.062724404,-0.054654293
1.8481669302917476,-0.060481638380279534,0.6189547072387693,6.631602703223399e-12,3.4972994096349235e-12,-5.741183360895366e-11,0.11505575,-0.083445959
2.2211137146972657,0.034440692188262956,0.6736777954101569,3.138023348745635e-10,-7.041801075103613e-12,1.3543977097584938e-10,0.11073337,-0.080281988
2.260430362896729,0.0735927176737976,0.708289372253418,7.142041866831011e-11,2.8792510450522643e-10,-3.511335781597859e-09,0.10641099999999999,-0.077118009
2.280735521435547,0.10563288982391361,0.7277458816528313,5.026361060612264e-10,9.644944666174925e-10,-8.169827835494925e-09,0.10208862,-0.073954038
2.283187396795655,0.1319162494659425,0.7409251449584957,-2.0964136825750125e-10,1.6495020151961685e-09,-1.0650753448290506e-08,0.097766243,-0.07079006
2.276959450628662,0.15204511951446542,0.7496317993164059,-2.483868894228218e-09,2.0191108447719968e-09,-8.185242263665618e-09,0.093443871,-0.067626089
2.265060470581054,0.16685427726745616,0.7550059539794916,-6.14324073635589e-09,1.402364676689879e-09,-7.1441835037633954e-09,0.089121491,-0.06446211
2.248014416088867,0.17646614938507077,0.7576556884765626,-8.65270768168415e-09,3.074625246510401e-10,-6.973072990607542e-09,0.084799111,-0.061298139
2.227508046972657,0.1805891666793824,0.7580720458984374,-1.0694438905260611e-08,-2.2910890343803147e-10,-8.972116696173747e-09,0.080476739,-0.058134165
2.2066421808959964,0.17863623035430898,0.7565442825317383,-1.3552216778244226e-08,-1.0809619318423478e-09,-1.2322239401912066e-08,0.076154366,-0.05497019
2.185701378686522,0.1692723009109498,0.7530351959228518,-1.6078554895542406e-08,-1.7527187875231054e-09,-1.4373506292825545e-08,0.071831986,-0.051806211
