"Points:0","Points:2","U:0","U:1","U:2","Res:0","Res:1","Res:2"
0.0022833939000000054,-0.10992912,-13.351849,-1.665984,-0.57336116,2.576698e-09,-6.4118577e-10,-6.628111e-09
0.0022056140000000037,-0.10457993,-13.404747,-1.6493862,-0.6084772,2.045153e-09,-6.276023e-10,-4.908433e-09
0.002127834400000008,-0.099230751,-13.425451,-1.5236057,-0.64850247,5.400706e-10,-2.9505917e-10,-4.174186e-09
0.0020500547000000097,-0.09388156199999999,-13.401099,-1.2787477,-0.691464,1.0621565e-09,1.329855e-10,-3.400322e-09
0.00197227490000001,-0.088532381,-13.314294,-0.92692065,-0.73610014,1.9589141e-09,-5.745953e-10,-3.7824144e-09
0.001894495300000014,-0.083183192,-13.141461,-0.5096527,-0.7846787,3.2855536e-09,-1.7371788e-09,-8.230719e-09
0.015842537999999996,-0.14116447,-11.319886,-0.31626785,-2.0306678,1.2145936e-12,-1.1634221e-12,2.185273e-12
0.015271279999999991,-0.13584542,-12.57272,-0.6639312,-1.4498812,2.6679586e-10,-4.048641e-12,1.2318317e-10
0.014700020999999999,-0.13052639,-12.832913,-0.9699335,-1.6881897,9.576265e-10,-9.8353325e-11,-1.2931773e-11
0.014128762000000007,-0.12520736,-12.9478035,-1.2314401,-1.766828,1.5749186e-09,-2.8908856e-10,-6.2040185e-11
0.013557503000000014,-0.11988834,-13.027711,-1.4468056,-1.831541,1.9259123e-09,-4.2125245e-10,-1.9239763e-09
0.01298624399999999,-0.1145693,-13.093315,-1.6023102,-1.8853363,2.328072e-09,-5.028225e-10,-5.98268e-09
0.01241498400000001,-0.10925026,-13.13499,-1.6846633,-1.9326593,3.3675105e-09,-5.8824984e-10,-7.785254e-09
0.011843724999999987,-0.10393123,-13.142547,-1.6812886,-1.9774567,3.968488e-09,-5.6008537e-10,-6.216159e-09
0.011272465999999995,-0.098612197,-13.110678,-1.5770283,-2.0208259,2.0730344e-09,-2.3809835e-10,-4.9217346e-09
0.010701207000000003,-0.09329316800000001,-13.037402,-1.3603235,-2.0589688,2.0331858e-09,8.215943e-11,-4.0235117e-09
0.01012994800000001,-0.087974131,-12.920868,-1.0356345,-2.0886104,3.2562248e-09,-4.174015e-10,-3.8141854e-09
0.009558688799999984,-0.08265510200000002,-12.75246,-0.6337252,-2.1108882,4.7514996e-09,-1.5838991e-09,-7.326699e-09
0.02879685700000001,-0.13909006,-10.944807,-0.31393254,-3.0803597,9.531976e-12,-1.2433243e-12,2.789719e-12
0.027737206,-0.13384727,-12.291521,-0.65667766,-2.6404395,2.7569816e-10,9.814212e-13,1.2548246e-10
0.02667755600000001,-0.12860449,-12.537865,-0.9647463,-2.907153,1.1446812e-09,-9.7665986e-11,-2.3816196e-10
0.025617907000000006,-0.12336171,-12.665406,-1.2308651,-3.0017292,1.8678201e-09,-2.9143146e-10,-8.996813e-11
0.02455825500000001,-0.11811892,-12.75066,-1.4523839,-3.0766912,1.9937865e-09,-4.915769e-10,-1.4159491e-09
0.02349860600000001,-0.11287613,-12.813376,-1.6152194,-3.1379814,2.3671252e-09,-6.6862754e-10,-5.8659104e-09
0.022438955,-0.10763334,-12.845303,-1.7071422,-3.1891077,4.041676e-09,-6.7524486e-10,-8.641092e-09
0.021379303000000002,-0.10239056,-12.837399,-1.7166989,-3.2339087,5.3960094e-09,-5.413235e-10,-7.466511e-09
0.020319654,-0.097147778,-12.787492,-1.6326355,-3.2732186,4.8176068e-09,-1.9800192e-10,-5.5780984e-09
0.019260002000000005,-0.09190499,-12.698516,-1.4420244,-3.3024936,3.452905e-09,2.3840402e-12,-4.794479e-09
0.018200353000000002,-0.08666220300000001,-12.575751,-1.1434902,-3.317157,5.144218e-09,-1.9698143e-10,-4.13434e-09
0.01714070300000001,-0.081419423,-12.417572,-0.75827086,-3.316887,7.4156756e-09,-1.3983966e-09,-6.7707546e-09
0.041500427000000006,-0.13582411,-10.413781,-0.31153983,-4.0324545,1.2048831e-11,-1.1922285e-12,5.9044466e-12
0.039961804000000004,-0.13070267,-11.782084,-0.64766365,-3.7849576,2.8692604e-10,7.459225e-12,2.2972108e-10
0.038423181,-0.12558125,-12.04614,-0.9564092,-4.0767527,1.3715552e-09,-9.928324e-11,-1.8695048e-10
0.03688455700000001,-0.12045982,-12.19055,-1.227834,-4.190555,2.2411109e-09,-2.905485e-10,1.4314384e-10
0.035345934,-0.11533839,-12.2866335,-1.4579288,-4.2779117,2.1096358e-09,-5.44431e-10,-8.577877e-10
0.03380730699999999,-0.11021695,-12.359064,-1.6314162,-4.3475904,2.242771e-09,-8.294998e-10,-5.161746e-09
0.032268683999999985,-0.10509552,-12.402286,-1.7352796,-4.402316,3.9717127e-09,-9.1663405e-10,-8.694515e-09
0.030730059000000007,-0.099974096,-12.408347,-1.7609929,-4.4459176,6.3853114e-09,-4.9501225e-10,-8.4844505e-09
0.029191436000000005,-0.094852664,-12.375196,-1.6975018,-4.479274,7.3157183e-09,-1.8123274e-10,-6.1427974e-09
0.027652810999999992,-0.089731231,-12.304897,-1.5313758,-4.497976,5.352811e-09,-3.8380476e-11,-5.7874523e-09
0.02611418799999999,-0.084609799,-12.201915,-1.2569109,-4.49714,6.909003e-09,-3.6090989e-10,-4.929293e-09
0.024575565000000018,-0.07948836700000002,-12.064823,-0.8872765,-4.4755025,9.924283e-09,-1.0290199e-09,-6.899705e-09
0.053846466999999995,-0.13139927,-9.877855,-0.3102433,-4.9404616,1.7042713e-11,-7.5415715e-13,9.803568e-12
0.05184230600000001,-0.12644303,-11.245035,-0.640158,-4.8707376,2.4820399e-10,2.6747379e-11,3.3972258e-10
0.04983814400000001,-0.12148681,-11.510528,-0.948491,-5.1887674,1.5123144e-09,-9.077897e-11,-5.893758e-11
0.047833983,-0.11653057,-11.6513195,-1.2231741,-5.325731,2.5645408e-09,-2.7454153e-10,4.9838775e-11
0.04582982099999999,-0.11157434,-11.740704,-1.4590334,-5.4277434,2.2467943e-09,-5.3454097e-10,-5.5568267e-10
0.04382566000000001,-0.10661811,-11.80715,-1.6403128,-5.507211,1.8270933e-09,-9.1383806e-10,-3.961177e-09
0.041821498000000006,-0.10166188,-11.848985,-1.7551023,-5.5667977,3.2877128e-09,-1.1059232e-09,-8.031034e-09
0.039817336999999994,-0.096705645,-11.86036,-1.7943585,-5.6103764,6.3934524e-09,-5.279812e-10,-9.0621795e-09
0.03781317499999999,-0.091749422,-11.840641,-1.7506762,-5.6388903,8.647501e-09,-1.717476e-10,-6.7799544e-09
0.03580901400000001,-0.08679319199999999,-11.789881,-1.61032,-5.6489463,8.267827e-09,4.471025e-11,-6.7114483e-09
0.033804852999999996,-0.081836954,-11.709593,-1.3633503,-5.635709,8.804881e-09,-5.1292376e-10,-5.88837e-09
0.03180069099999999,-0.076880723,-11.595316,-1.0141555,-5.597004,1.24173445e-08,-5.8985905e-10,-7.2152266e-09
0.06573348500000001,-0.12585868,-9.385662,-0.31059766,-5.7836485,1.8780958e-11,-8.3230155e-14,1.0407351e-11
0.06328102200000002,-0.12110987,-10.7610035,-0.63540524,-5.889299,1.4576192e-10,5.5184305e-11,4.1034207e-10
0.06082856299999998,-0.11636106,-11.009328,-0.94295824,-6.240415,1.4761855e-09,-6.678697e-11,3.9095135e-13
0.058376104000000005,-0.11161225,-11.136276,-1.2183952,-6.403904,2.7458515e-09,-2.615263e-10,-2.438476e-10
0.05592364400000001,-0.10686344,-11.2078495,-1.4561424,-6.5225153,2.4516134e-09,-4.6260923e-10,-2.6047234e-10
0.053471185000000004,-0.10211463,-11.254452,-1.6409503,-6.612216,1.2280217e-09,-8.832792e-10,-2.455472e-09
0.05101872199999999,-0.097365811,-11.277684,-1.7629083,-6.6767035,2.2433853e-09,-1.1960956e-09,-6.9584676e-09
0.04856626299999998,-0.092617005,-11.274941,-1.8129249,-6.720413,5.4074545e-09,-6.5911865e-10,-9.1451735e-09
0.04611380400000001,-0.087868191,-11.248222,-1.786926,-6.7448964,8.8179055e-09,-7.700539e-11,-7.596437e-09
0.043661345,-0.083119377,-11.197771,-1.672304,-6.7485323,1.0512943e-08,2.0134783e-10,-7.248221e-09
0.041208882000000016,-0.078370571,-11.12307,-1.4557774,-6.726536,1.0903699e-08,-4.2818035e-10,-6.8781008e-09
0.038756423000000005,-0.073621757,-11.017464,-1.1329448,-6.6755466,1.5083755e-08,-8.480178e-10,-7.637223e-09
0.077064164,-0.11925419999999999,-8.915567,-0.3132537,-6.562593,1.7461716e-11,7.60846e-13,1.0195679e-11
0.07418382199999998,-0.1147523,-10.293055,-0.6336021,-6.8444266,-1.1584022e-12,9.005973e-11,4.5582926e-10
0.071303487,-0.11025039999999998,-10.5174265,-0.93913317,-7.235178,1.3265095e-09,-4.130693e-11,-6.7921506e-12
0.06842315200000001,-0.1057485,-10.624665,-1.2125298,-7.4278903,2.8121985e-09,-2.5743294e-10,-6.8858064e-10
0.065542817,-0.1012466,-10.672267,-1.4487894,-7.5641503,2.875498e-09,-4.6913706e-10,3.3355454e-11
0.06266247499999998,-0.096744694,-10.692069,-1.6341181,-7.663709,8.664147e-10,-7.764131e-10,-1.2638838e-09
0.059782140000000004,-0.09224279199999999,-10.688282,-1.760331,-7.732372,1.0418741e-09,-1.1667453e-09,-5.489607e-09
0.05690180500000002,-0.087740891,-10.66101,-1.8201734,-7.7755857,3.724161e-09,-6.319257e-10,-8.396537e-09
0.05402146700000001,-0.083238989,-10.614208,-1.8101976,-7.7965593,7.824788e-09,2.2925798e-11,-8.167911e-09
0.05114112799999998,-0.078737088,-10.549639,-1.7201245,-7.7952576,1.1021438e-08,2.0212332e-10,-7.3489743e-09
0.048260792999999996,-0.074235186,-10.466332,-1.5342331,-7.766916,1.26539845e-08,-1.187138e-10,-7.719351e-09
0.04538045499999999,-0.069733277,-10.3565855,-1.2408371,-7.706707,1.7550812e-08,-7.789774e-10,-8.117608e-09
0.08774674699999999,-0.11164478,-8.400581,-0.31815878,-7.2890244,1.3567439e-11,1.6793155e-12,9.222752e-12
0.084461957,-0.10742661,-9.762813,-0.63442403,-7.741273,-3.8168694e-11,1.2566544e-10,5.1035826e-10
0.08117717500000002,-0.10320843,-9.953922,-0.93631345,-8.172255,1.088574e-09,2.7478044e-12,-3.0686484e-12
0.07789238500000001,-0.098990254,-10.035735,-1.205372,-8.393748,2.8209706e-09,-2.415095e-10,-1.1114086e-09
0.07460759599999998,-0.09477208599999999,-10.057002,-1.4380767,-8.547055,3.3386605e-09,-5.174849e-10,6.555219e-11
0.07132281399999997,-0.09055391,-10.049775,-1.6225935,-8.655972,1.0846876e-09,-6.191135e-10,-8.9641417e-10
0.068038024,-0.086335734,-10.019986,-1.7524607,-8.72871,5.2820326e-10,-1.0745049e-09,-3.5345302e-09
0.06475323400000002,-0.082117558,-9.969218,-1.8217605,-8.772265,1.970069e-09,-5.474541e-10,-7.1041124e-09
0.061468447999999995,-0.07789938900000001,-9.902679,-1.8270049,-8.790803,5.917831e-09,6.533544e-11,-8.033666e-09
0.058183659000000006,-0.073681213,-9.823076,-1.7596139,-8.785589,1.0162352e-08,1.9489903e-10,-6.478142e-09
0.05489887300000001,-0.069463037,-9.729659,-1.6022599,-8.751793,1.3895268e-08,3.1097472e-10,-7.525952e-09
0.05161408700000001,-0.065244861,-9.614371,-1.3380688,-8.683154,1.9568823e-08,-4.6513726e-10,-8.441687e-09
0.09769549200000001,-0.10309504999999998,-7.7643,-0.32541648,-7.9513097,1.2037941e-11,2.380902e-12,1.0648237e-11
0.094033197,-0.099195771,-9.086607,-0.6383611,-8.56512,-7.017428e-11,1.6153263e-10,6.030779e-10
0.09037090099999998,-0.09529649500000001,-9.240638,-0.9358204,-9.0350895,8.022215e-10,4.3315466e-11,7.791951e-11
0.08670860499999998,-0.091397226,-9.297967,-1.1997617,-9.285622,2.7972449e-09,-2.4421182e-10,-1.1183408e-09
0.08304631,-0.08749795,-9.297024,-1.4284881,-9.457452,3.7770005e-09,-5.396249e-10,-4.5518986e-10
0.079384014,-0.083598673,-9.269683,-1.6122189,-9.578076,2.0214932e-09,-6.758607e-10,-3.710105e-10
0.07572171800000001,-0.079699397,-9.222467,-1.7457962,-9.657523,3.952351e-10,-8.6409385e-10,-1.7710197e-09
0.072059423,-0.07580012799999998,-9.157244,-1.8240255,-9.703727,8.4713214e-10,-4.417446e-10,-5.1668443e-09
0.068397127,-0.071900852,-9.079579,-1.8433927,-9.721388,3.7279437e-09,-1.1234536e-10,-7.212025e-09
0.06473483099999998,-0.068001576,-8.992763,-1.7959449,-9.712497,8.540757e-09,1.12870005e-10,-5.664932e-09
0.061072536,-0.064102307,-8.895946,-1.6637381,-9.6725445,1.3502168e-08,6.309977e-10,-6.5120305e-09
0.05741024400000001,-0.060203031,-8.781695,-1.4264988,-9.594343,2.1053312e-08,9.349147e-11,-7.376008e-09
0.10682910000000001,-0.09367397400000001,-6.9660435,-0.33549666,-8.528159,1.046459e-11,2.9003232e-12,9.764789e-12
0.10281958,-0.090126731,-8.228274,-0.6470768,-9.298843,-1.03709916e-10,2.0073888e-10,7.382643e-10
0.098810062,-0.086579487,-8.352833,-0.9410244,-9.8095665,5.015237e-10,1.288285e-10,2.5597835e-10
0.09480054699999999,-0.08303224299999999,-8.393079,-1.2005781,-10.092826,2.7603646e-09,-2.0410201e-10,-1.0158193e-09
0.09079102400000001,-0.079484999,-8.378856,-1.4257756,-10.287264,4.293614e-09,-5.303358e-10,-1.0015291e-09
0.08678150899999999,-0.075937755,-8.341537,-1.60881,-10.423485,3.4983083e-09,-6.488456e-10,3.15689e-10
0.082771994,-0.072390512,-8.287772,-1.7455853,-10.51243,7.432356e-10,-9.662872e-10,-1.1602981e-09
0.07876247200000001,-0.068843268,-8.21887,-1.8313229,-10.5625105,7.438266e-10,-8.022436e-10,-2.6248137e-09
0.074752957,-0.06529602400000002,-8.139723,-1.862502,-10.579218,1.3955826e-09,-3.5032865e-10,-5.481035e-09
0.070743442,-0.06174878400000001,-8.054329,-1.8314373,-10.565028,6.0132863e-09,-1.9345307e-10,-5.0589435e-09
0.066733919,-0.05820153700000002,-7.961795,-1.7204175,-10.516327,1.2591426e-08,4.945303e-10,-4.573428e-09
0.06272440399999998,-0.054654293,-7.8562264,-1.5069543,-10.426301,2.1909523e-08,7.4877093e-10,-5.6116947e-09
0.11505575000000003,-0.083445959,-6.0257926,-0.35005784,-9.024166,6.0540843e-12,3.348586e-12,8.134557e-12
0.11073336999999998,-0.080281988,-7.217791,-0.6628488,-9.958698,-1.3267788e-10,2.398026e-10,8.837977e-10
0.10641100000000002,-0.077118009,-7.317661,-0.9553664,-10.509723,1.1976126e-10,2.3452063e-10,4.4380605e-10
0.10208862,-0.073954038,-7.3496404,-1.2116939,-10.824313,2.7211269e-09,-1.2766793e-10,-9.254654e-10
0.097766243,-0.07079006,-7.3315873,-1.4335189,-11.040353,4.8649245e-09,-5.165787e-10,-1.6345804e-09
0.09344387099999998,-0.067626089,-7.293352,-1.6150862,-11.190805,4.630297e-09,-6.4920574e-10,4.063524e-10
0.08912149100000002,-0.06446211,-7.240817,-1.7534007,-11.287614,2.0100894e-09,-1.0311021e-09,-4.686791e-10
0.08479911099999998,-0.061298138999999995,-7.1750755,-1.8441827,-11.338746,9.83645e-10,-1.303476e-09,-1.7329186e-09
0.080476739,-0.05813416499999999,-7.1004148,-1.884062,-11.350846,1.282835e-09,-7.350623e-10,-3.0727232e-09
0.076154366,-0.05497018999999999,-7.021634,-1.8656567,-11.32753,3.3679068e-09,-5.010386e-10,-3.8393715e-09
0.071831986,-0.05180621099999999,-6.938251,-1.7718518,-11.266862,1.1453631e-08,1.4013547e-10,-2.1666162e-09
0.06750961400000002,-0.04864224,-6.846601,-1.5788413,-11.163051,2.2112966e-08,9.857303e-10,-3.714906e-09
0.12225525,-0.07246969599999999,-5.038273,-0.37169755,-9.494731,1.1554517e-12,3.944578e-12,6.6575083e-12
0.11765987999999998,-0.069718421,-6.134578,-0.6880787,-10.564066,-1.5700903e-10,2.8128547e-10,9.252219e-10
0.11306452000000002,-0.06696714500000002,-6.203075,-0.98122406,-11.140947,-4.3237056e-10,3.5557937e-10,5.467041e-10
0.10846915999999998,-0.06421587599999999,-6.2259355,-1.2349931,-11.478926,2.5219749e-09,-7.772794e-11,-9.879689e-10
0.10387379000000001,-0.061464599999999994,-6.204038,-1.4527501,-11.711023,5.4594964e-09,-6.0371447e-10,-1.9957556e-09
0.099278428,-0.058713327999999995,-6.16542,-1.6311393,-11.870279,6.004696e-09,-6.856887e-10,-3.2333028e-10
0.09468305899999999,-0.05596205199999999,-6.1152587,-1.7685106,-11.969104,4.124692e-09,-7.587233e-10,3.2285874e-10
0.09008769699999997,-0.05321078000000001,-6.054155,-1.861286,-12.01572,2.0784172e-09,-1.5021093e-09,-1.0228355e-09
0.08549232800000002,-0.050459503999999995,-5.985876,-1.9065311,-12.018186,1.3781299e-09,-1.2965629e-09,-1.7370921e-09
0.08089696600000001,-0.04770823200000001,-5.9155397,-1.8970447,-11.98188,2.9401332e-09,-8.239211e-10,-1.883457e-09
0.07630160500000002,-0.04495696,-5.84372,-1.8164955,-11.907064,9.695947e-09,-2.6503283e-10,-2.0244386e-09
0.07170623499999998,-0.042205684000000014,-5.768891,-1.6404229,-11.789943,2.1745782e-08,5.7313887e-10,-3.447793e-09
0.12837876000000004,-0.060857549000000004,-4.0552144,-0.39652237,-9.876753,-1.736112e-12,4.30711e-12,1.1930714e-12
0.12355148,-0.05854338,-5.0221305,-0.7214955,-11.072449,-3.5255862e-10,2.8617678e-10,9.13319e-10
0.11872419999999997,-0.056229211,-5.047047,-1.0167803,-11.674886,-4.0406561e-10,4.7748916e-10,5.795608e-10
0.11389690999999999,-0.053915045999999994,-5.0549455,-1.2681012,-12.03407,2.2022e-09,1.0984212e-10,-1.1570536e-09
0.10906963,-0.051600877,-5.025913,-1.4806871,-12.278123,6.0734835e-09,-8.365148e-10,-2.0325215e-09
0.10424235,-0.04928670799999999,-4.9852934,-1.6541313,-12.441325,7.5924795e-09,-8.2394747e-10,-1.0731172e-09
0.099415064,-0.04697253599999999,-4.93688,-1.788289,-12.537279,6.192671e-09,-8.1610935e-10,8.297853e-10
0.09458778099999998,-0.04465837,-4.8805337,-1.8803941,-12.57505,4.4044466e-09,-1.1675596e-09,-9.7291654e-11
0.08976049,-0.04234420100000001,-4.8196144,-1.9280373,-12.5648155,2.6881897e-09,-1.5693273e-09,-7.921652e-10
0.084933206,-0.040030032,-4.7590523,-1.9243593,-12.514444,3.147497e-09,-1.1021666e-09,-9.749712e-10
0.08010592299999998,-0.03771586299999999,-4.7006583,-1.853692,-12.426026,8.1166265e-09,-6.4166283e-10,-1.7404967e-09
0.07527864,-0.035401694,-4.6441693,-1.6913055,-12.29869,2.1143627e-08,-3.1585953e-11,-2.8551408e-09
-0.026641852999999986,-0.07380826800000001,-11.840619,0.3256318,3.921938,-9.469215e-10,1.2459185e-09,-8.950774e-09
-0.025248084,-0.069978714,-11.527576,0.67531365,3.7483728,-6.8321873e-09,2.6988665e-09,-5.5730897e-08
-0.019719782999999994,-0.07595747700000001,-12.243284,0.21481413,2.7583332,2.4653952e-09,1.0998327e-09,-1.1095387e-08
-0.018685938999999995,-0.07201742400000001,-11.955754,0.55341065,2.615511,1.1561776e-09,5.634508e-09,-6.017062e-08
-0.012629773000000007,-0.077459849,-12.653878,0.101868756,1.553616,5.690372e-09,-9.098015e-10,-1.2946935e-08
-0.011964219000000002,-0.073442094,-12.388839,0.42213643,1.4385769,1.4323133e-08,1.2731873e-10,-6.700606e-08
-0.005431606900000005,-0.07830064,-13.002946,-0.010745002,0.30923662,6.4931154e-09,-2.7096203e-09,-1.8986691e-08
-0.005139755600000004,-0.07423779400000001,-12.711834,0.29364756,0.23186514,1.9783766e-08,-3.3753669e-09,-8.3180225e-08
0.001813380499999986,-0.07847172,-12.891859,-0.12953149,-0.8304483,5.5500164e-09,-3.0067242e-09,-2.0680684e-08
0.0017289304999999887,-0.07439795099999999,-12.601152,0.17645165,-0.8785256,1.658218e-08,-1.6143287e-09,-8.510518e-08
0.009043003399999996,-0.077971332,-12.539998,-0.25204173,-2.1231406,8.437795e-09,-2.7840978e-09,-1.8526622e-08
0.008582890000000015,-0.07392283500000002,-12.300399,0.06325894,-2.135528,2.7132895e-08,1.2568363e-09,-7.6519854e-08
0.016195117000000002,-0.076804459,-12.230998,-0.37753654,-3.3011494,1.3316362e-08,-2.4371396e-09,-1.6805073e-08
0.015363595999999997,-0.072817326,-12.0244255,-0.05342948,-3.2825418,4.478045e-08,3.2183334e-09,-7.049463e-08
0.02320847300000001,-0.074981779,-11.899483,-0.5075412,-4.4340253,1.7932807e-08,-1.9508686e-09,-1.6274766e-08
0.022012909999999997,-0.071090035,-11.713857,-0.17533547,-4.3865204,6.13473e-08,4.6863255e-09,-6.9082034e-08
