U:0,U:1,U:2,Res:0,Res:1,Res:2,Points:0,Points:2
-0.2726964019775391,-0.023770655920028694,-0.07466414792785647,-9.297048639695857e-12,-3.7647012410956186e-13,-3.2619398023321392e-12,-0.048739072,-0.133422
-0.18827653350830076,-0.0006794975704955686,-0.0781030445434574,1.1010393948233614e-10,-2.2182346141515673e-11,-3.176466132432071e-10,-0.04687817400000001,-0.12840471
-0.12180219879150478,-0.0018383287811278848,-0.06175278356323144,-6.863509613926112e-11,-1.035994421470933e-10,-6.614703336927282e-10,-0.045017275999999995,-0.12338740000000001
-0.07560742950439447,-0.005860848884582381,-0.051235707550048915,-1.48113580592214e-10,-3.106657224492424e-10,-9.566636929563207e-10,-0.043156377999999995,-0.11837011
-0.04097865600586026,-0.013040943505859381,-0.046096279241943705,-2.3261207816217637e-10,-5.191916250268095e-10,-2.226725665360417e-09,-0.04129547599999999,-0.11335281
-0.007183802795410088,-0.020981091461181656,-0.04755118738403308,-2.4080146710625873e-10,-5.295018432322231e-10,-2.3229783796792194e-09,-0.039434578,-0.1083355
0.034532261657714614,-0.02541518463134751,-0.055975473175048585,-4.2067382651492353e-10,-4.4351308956610336e-10,-3.569118729044003e-10,-0.03757368,-0.1033182
0.08844319610595619,-0.01687893913269045,-0.07052759374389606,-1.3288758559965327e-09,-2.894423279682951e-10,2.697636752941827e-09,-0.03571278199999999,-0.09830090400000001
0.15161613464355383,0.009498133811950638,-0.08850763194580047,-3.4057708283549016e-09,-1.716060106798933e-10,4.624089576341082e-09,-0.033851881,-0.093283601
0.21433403472900459,0.04506760342285154,-0.1053156427551265,-6.764491396630864e-09,-5.066420926856807e-10,5.9740556108033144e-09,-0.031990983,-0.088266298
0.26624089202880796,0.06123194278526306,-0.11560825780639661,-1.0229537626222014e-08,-1.092689784709937e-09,4.866042376174212e-09,-0.03013008499999999,-0.083248995
0.29940917968749936,0.020258948417972565,-0.11531976506957964,-1.3911548691864491e-08,-1.9293635801007054e-09,-1.323225646557748e-09,-0.028269186999999998,-0.078231692
-0.16223320617675796,-0.025990603849639915,-0.07053973861694329,-7.427272146576035e-12,-5.704434292084079e-13,-6.0155702365814286e-12,-0.036215964999999996,-0.13733894
-0.0438355712890619,0.004752994539489741,-0.07894633865356449,1.4956935395039422e-10,-2.9481642882189315e-11,-3.612094646246956e-10,-0.034826464999999994,-0.13217273
0.05253195648193376,0.007338803596496746,-0.057736430282592455,8.24731406847109e-11,-1.168654295450858e-10,-7.401185734710672e-10,-0.03343696499999999,-0.12700652
0.12291859436035146,0.005227527198791604,-0.04366444524536117,-4.712075752509485e-12,-3.3787455774881735e-10,-9.777176040964251e-10,-0.032047462,-0.12184031
0.17412754821777376,-0.0019020251251222753,-0.03522344187011717,-8.433517401930216e-11,-5.916131226825628e-10,-2.4504725283886435e-09,-0.030657961999999993,-0.11667409
0.21417974243164117,-0.011569807701110824,-0.033087459564209,-5.171126055077158e-10,-6.828602960547458e-10,-2.6027785774200827e-09,-0.02926846,-0.11150788
0.24945715637207044,-0.019026475715637314,-0.037088132171631205,-7.551101520161005e-10,-6.979228687182201e-10,-6.775351125663717e-10,-0.027878961,-0.10634167
0.28272119598388734,-0.014128374595642201,-0.046335940802002096,-1.6767551614570347e-09,-4.880754455789493e-10,2.504448537573946e-09,-0.026489458999999993,-0.10117546
0.3108161071777342,0.00951488922119137,-0.058709377593994194,-3.3259544060303376e-09,-3.40383445112726e-10,4.0426036929602194e-09,-0.02509995899999999,-0.09600924
