"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-17.387,-4.7254,6.3588,578.42,-0.051881,-0.2,-0.12404
-15.345,-5.0526,4.9946,595.84,-0.055958,-0.2,-0.13364
-17.961,-4.6292,3.9458,579.81,-0.033694,-0.2,-0.13015
-15.823,-4.9232,2.7987,596.86,-0.036362,-0.2,-0.14023
-19.546,-3.6684,7.5237,542.12,-0.047803,-0.2,-0.11443
-20.232,-3.6532,4.8475,544.15,-0.031026,-0.2,-0.12006
-19.659,-1.2513,7.4348,502.6,-0.043726,-0.2,-0.10483
-20.381,-1.3329,4.7122,504.9,-0.028359,-0.2,-0.10998
-19.68,1.2911,7.5118,459.54,-0.039648,-0.2,-0.09522
-20.435,1.167,4.8019,462.04,-0.025691,-0.2,-0.099892
-19.7,1.8728,7.4529,411.91,-0.035571,-0.2,-0.085615
-20.471,1.7434,4.7292,414.96,-0.023023,-0.2,-0.089806
-20.089,1.3334,7.62,367.28,-0.031809,-0.2,-0.076752
-20.849,1.1834,4.7933,371.02,-0.020562,-0.2,-0.080501
-16.029,-4.7659,0.43134,599.1,-0.016036,-0.2,-0.144
-18.223,-4.5105,1.3207,582.16,-0.014831,-0.2,-0.13364
-20.556,-3.6275,1.9157,547.09,-0.013626,-0.2,-0.12327
-20.747,-1.4212,1.7221,508.45,-0.01242,-0.2,-0.11291
-20.85,1.0247,1.8204,465.98,-0.011215,-0.2,-0.10254
-20.895,1.5931,1.7408,419.43,-0.01001,-0.2,-0.09218
-21.246,1.0162,1.727,376.11,-0.0088985,-0.2,-0.082618
-15.846,-4.5933,-1.9315,601.84,0.0046186,-0.2,-0.14479
-18.076,-4.3812,-1.3062,584.83,0.0043362,-0.2,-0.13437
-20.445,-3.6007,-1.0171,550.04,0.0040539,-0.2,-0.12394
-20.673,-1.515,-1.2727,511.9,0.0037715,-0.2,-0.11352
-20.835,0.87833,-1.1742,469.87,0.0034892,-0.2,-0.10309
-20.886,1.4401,-1.246,423.93,0.0032069,-0.2,-0.092668
-21.189,0.85032,-1.3156,381.22,0.0029463,-0.2,-0.08305
-15.369,-4.4114,-4.263,603.61,0.025192,-0.2,-0.14274
