"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-12.374,-3.4206,4.5227,291.05,-0.051881,-0.2,-0.12404
-10.933,-3.6624,3.5548,299.88,-0.055958,-0.2,-0.13364
-12.78,-3.3521,2.8056,291.76,-0.033694,-0.2,-0.13015
-11.269,-3.5703,1.9909,300.41,-0.036362,-0.2,-0.14023
-13.895,-2.6561,5.3454,272.68,-0.047803,-0.2,-0.11443
-14.382,-2.6458,3.4434,273.72,-0.031026,-0.2,-0.12006
-13.967,-0.93474,5.2726,252.74,-0.043726,-0.2,-0.10483
-14.479,-0.99401,3.3392,253.91,-0.028359,-0.2,-0.10998
-13.968,0.89091,5.3209,231.05,-0.039648,-0.2,-0.09522
-14.503,0.80207,3.3984,232.33,-0.025691,-0.2,-0.099892
-13.97,1.3365,5.2741,207.12,-0.035571,-0.2,-0.085615
-14.517,1.2442,3.3437,208.67,-0.023023,-0.2,-0.089806
-14.241,0.96811,5.3895,184.7,-0.031809,-0.2,-0.076752
-14.779,0.86132,3.3867,186.59,-0.020562,-0.2,-0.080501
-11.413,-3.4572,0.30655,301.54,-0.016036,-0.2,-0.144
-12.964,-3.2666,0.93868,292.96,-0.014831,-0.2,-0.13364
-14.611,-2.6274,1.3603,275.21,-0.013626,-0.2,-0.12327
-14.739,-1.0577,1.2164,255.71,-0.01242,-0.2,-0.11291
-14.798,0.70041,1.2838,234.33,-0.011215,-0.2,-0.10254
-14.818,1.1369,1.2258,210.93,-0.01001,-0.2,-0.09218
-15.06,0.74206,1.2141,189.17,-0.0088985,-0.2,-0.082618
-11.279,-3.3319,-1.3735,302.91,0.0046186,-0.2,-0.14479
-12.856,-3.1724,-0.92865,294.29,0.0043362,-0.2,-0.13437
-14.531,-2.6073,-0.72297,276.7,0.0040539,-0.2,-0.12394
-14.684,-1.1246,-0.90913,257.46,0.0037715,-0.2,-0.11352
-14.786,0.59602,-0.83967,236.3,0.0034892,-0.2,-0.10309
-14.812,1.0276,-0.89097,213.22,0.0032069,-0.2,-0.092668
-15.021,0.62355,-0.94129,191.75,0.0029463,-0.2,-0.08305
-10.936,-3.1987,-3.0296,303.79,0.025192,-0.2,-0.14274
-12.511,-3.0711,-2.768,295.2,0.023426,-0.2,-0.13246
-14.172,-2.5796,-2.7679,277.85,0.021661,-0.2,-0.12217
-14.325,-1.1819,-2.9901,258.96,0.019895,-0.2,-0.11188
-14.463,0.49859,-2.9178,238.12,0.01813,-0.2,-0.10159
-14.506,0.91946,-2.9581,215.43,0.016364,-0.2,-0.091307
-14.684,0.50463,-3.0349,194.27,0.014735,-0.2,-0.081816
-10.404,-3.0613,-4.5316,304.1,0.045214,-0.2,-0.13759
-11.931,-2.966,-4.4921,295.71,0.042006,-0.2,-0.12768
-13.537,-2.5453,-4.7258,278.78,0.038798,-0.2,-0.11776
-13.688,-1.227,-4.9773,260.27,0.03559,-0.2,-0.10784
-13.855,0.41057,-4.9092,239.77,0.032382,-0.2,-0.097928
-13.922,0.81204,-4.9404,217.42,0.029174,-0.2,-0.088012
-14.069,0.38138,-5.0349,196.4,0.026215,-0.2,-0.078863
-9.6803,-2.9227,-5.8876,304.31,0.064364,-0.2,-0.12982
-11.124,-2.8608,-6.0894,296.18,0.059772,-0.2,-0.12045
-12.641,-2.51,-6.5676,279.64,0.05518,-0.2,-0.11108
-12.792,-1.2636,-6.8419,261.4,0.050588,-0.2,-0.10171
-12.989,0.3298,-6.7862,241.14,0.045996,-0.2,-0.092346
-13.081,0.70148,-6.8128,218.93,0.041404,-0.2,-0.082978
-13.198,0.24936,-6.9033,197.99,0.037167,-0.2,-0.074335
-8.8047,-2.7907,-7.1876,304.27,0.082161,-0.2,-0.11931
-10.132,-2.7619,-7.5865,296.39,0.076284,-0.2,-0.11069
-11.519,-2.4788,-8.2605,280.22,0.070407,-0.2,-0.10208
-11.658,-1.2959,-8.5548,262.21,0.06453,-0.2,-0.093459
-11.881,0.2526,-8.5217,242.06,0.058653,-0.2,-0.084842
-11.997,0.58338,-8.5408,219.86,0.052776,-0.2,-0.076226
-12.09,0.10405,-8.6076,199.1,0.047354,-0.2,-0.068276
-7.7475,-2.6705,-8.3486,304.89,0.098271,-0.2,-0.10637
-8.9347,-2.6755,-8.9234,297,0.091231,-0.2,-0.098682
-10.172,-2.4591,-9.7745,280.8,0.084192,-0.2,-0.090994
-10.301,-1.3322,-10.094,262.81,0.077152,-0.2,-0.083306
-10.549,0.17348,-10.093,242.63,0.070112,-0.2,-0.075617
-10.687,0.45568,-10.091,220.38,0.063073,-0.2,-0.067929
-10.765,-0.055615,-10.124,199.84,0.056578,-0.2,-0.060836
-6.5478,-2.5815,-9.4068,304.76,0.11255,-0.2,-0.091419
-7.5705,-2.6124,-10.12,297.05,0.10447,-0.2,-0.084797
-8.6282,-2.4553,-11.105,281.09,0.09639,-0.2,-0.078175
-8.7415,-1.3795,-11.439,263.2,0.08831,-0.2,-0.071553
-9.0089,0.090122,-11.468,243.04,0.080231,-0.2,-0.064931
-9.1611,0.32002,-11.438,220.81,0.072152,-0.2,-0.058309
-9.2376,-0.22764,-11.429,200.49,0.064697,-0.2,-0.0522
-5.304,-2.5255,-10.313,304.05,0.12426,-0.2,-0.074379
-6.1112,-2.575,-11.133,296.67,0.11534,-0.2,-0.068986
-6.9351,-2.4633,-12.212,281.15,0.10642,-0.2,-0.063593
-7.0197,-1.4262,-12.551,263.48,0.097498,-0.2,-0.0582
-7.2913,0.0059858,-12.608,243.43,0.088577,-0.2,-0.052807
-7.4632,0.17619,-12.56,221.33,0.079656,-0.2,-0.047414
-7.5553,-0.41022,-12.503,201.24,0.071425,-0.2,-0.042438
-3.9702,-2.4962,-10.966,304.52,0.13364,-0.2,-0.055958
-4.5887,-2.5629,-11.873,296.95,0.12403,-0.2,-0.051886
-5.2139,-2.4923,-13.037,281.22,0.11443,-0.2,-0.047814
-5.2756,-1.4845,-13.387,263.62,0.10482,-0.2,-0.043742
-5.5451,-0.081909,-13.463,243.69,0.09521,-0.2,-0.03967
-5.7521,0.035571,-13.402,221.76,0.085602,-0.2,-0.035598
-5.8737,-0.58523,-13.301,201.97,0.076738,-0.2,-0.031841
-11.845,-3.4714,5.9754,290.98,-0.064555,-0.2,-0.11792
-10.494,-3.7372,4.9161,299.89,-0.069613,-0.2,-0.12704
-13.256,-2.6495,6.9098,272.44,-0.059497,-0.2,-0.10879
-13.299,-0.86934,6.8547,252.4,-0.054438,-0.2,-0.099666
-13.282,0.96836,6.8926,230.61,-0.04938,-0.2,-0.09054
-13.274,1.4062,6.8706,206.49,-0.044322,-0.2,-0.081415
-13.545,1.0523,7.0619,183.97,-0.039655,-0.2,-0.072996
-9.9458,-3.8074,6.1222,299.7,-0.082504,-0.2,-0.11906
-11.196,-3.5172,7.2532,290.93,-0.076521,-0.2,-0.11051
-12.485,-2.6408,8.2718,272.36,-0.070538,-0.2,-0.10197
