"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-11.262,-3.1273,4.1159,240.61,-0.051881,-0.2,-0.12404
-9.9544,-3.3498,3.2355,247.94,-0.055958,-0.2,-0.13364
-11.632,-3.0649,2.5531,241.21,-0.033694,-0.2,-0.13015
-10.26,-3.266,1.8118,248.37,-0.036362,-0.2,-0.14023
-12.643,-2.4283,4.8633,225.4,-0.047803,-0.2,-0.11443
-13.085,-2.419,3.1329,226.26,-0.031026,-0.2,-0.12006
-12.706,-0.86257,4.7946,208.89,-0.043726,-0.2,-0.10483
-13.172,-0.91676,3.036,209.87,-0.028359,-0.2,-0.10998
-12.703,0.80272,4.8368,190.95,-0.039648,-0.2,-0.09522
-13.19,0.72173,3.0886,192.02,-0.025691,-0.2,-0.099892
-12.701,1.2163,4.7929,171.17,-0.035571,-0.2,-0.085615
-13.199,1.1322,3.038,172.46,-0.023023,-0.2,-0.089806
-12.945,0.88455,4.8969,152.65,-0.031809,-0.2,-0.076752
-13.435,0.78727,3.0763,154.22,-0.020562,-0.2,-0.080501
-10.389,-3.1627,0.27881,249.31,-0.016036,-0.2,-0.144
-11.798,-2.9869,0.85414,242.19,-0.014831,-0.2,-0.13364
-13.294,-2.4022,1.2377,227.5,-0.013626,-0.2,-0.12327
-13.408,-0.97484,1.1052,211.36,-0.01242,-0.2,-0.11291
-13.457,0.62912,1.1657,193.67,-0.011215,-0.2,-0.10254
-13.473,1.0344,1.1127,174.34,-0.01001,-0.2,-0.09218
-13.691,0.67854,1.1015,156.35,-0.0088985,-0.2,-0.082618
-10.266,-3.0481,-1.25,250.44,0.0046186,-0.2,-0.14479
-11.699,-2.9006,-0.84495,243.29,0.0043362,-0.2,-0.13437
-13.22,-2.3837,-0.65743,228.73,0.0040539,-0.2,-0.12394
-13.358,-1.0358,-0.82798,212.81,0.0037715,-0.2,-0.11352
-13.447,0.534,-0.76508,195.31,0.0034892,-0.2,-0.10309
-13.467,0.93475,-0.81156,176.23,0.0032069,-0.2,-0.092668
-13.655,0.57044,-0.8576,158.49,0.0029463,-0.2,-0.08305
-9.9534,-2.9259,-2.7566,251.17,0.025192,-0.2,-0.14274
-11.384,-2.8076,-2.5183,244.04,0.023426,-0.2,-0.13246
-12.893,-2.3579,-2.5176,229.68,0.021661,-0.2,-0.12217
-13.031,-1.0878,-2.7206,214.05,0.019895,-0.2,-0.11188
-13.153,0.4453,-2.6546,196.81,0.01813,-0.2,-0.10159
-13.189,0.83616,-2.6907,178.06,0.016364,-0.2,-0.091307
-13.349,0.46196,-2.7605,160.57,0.014735,-0.2,-0.081816
-9.4687,-2.7997,-4.1227,251.42,0.045214,-0.2,-0.13759
-10.856,-2.7109,-4.0866,244.47,0.042006,-0.2,-0.12768
-12.316,-2.3261,-4.2986,230.45,0.038798,-0.2,-0.11776
-12.451,-1.1285,-4.5277,215.14,0.03559,-0.2,-0.10784
-12.6,0.3653,-4.4651,198.18,0.032382,-0.2,-0.097928
-12.658,0.73818,-4.4928,179.71,0.029174,-0.2,-0.088012
-12.79,0.34944,-4.5784,162.33,0.026215,-0.2,-0.078863
-8.8087,-2.6721,-5.3558,251.59,0.064364,-0.2,-0.12982
-10.121,-2.6139,-5.5395,244.86,0.059772,-0.2,-0.12045
-11.501,-2.2932,-5.974,231.17,0.05518,-0.2,-0.11108
-11.636,-1.1614,-6.2234,216.07,0.050588,-0.2,-0.10171
-11.812,0.29196,-6.1717,199.32,0.045996,-0.2,-0.092346
-11.893,0.63731,-6.1949,180.96,0.041404,-0.2,-0.082978
-11.998,0.22881,-6.2767,163.65,0.037167,-0.2,-0.074335
-8.0113,-2.5504,-6.538,251.55,0.082161,-0.2,-0.11931
-9.2183,-2.5225,-6.9011,245.03,0.076284,-0.2,-0.11069
-10.48,-2.2638,-7.5137,231.64,0.070407,-0.2,-0.10208
-10.604,-1.1902,-7.7811,216.74,0.06453,-0.2,-0.093459
-10.805,0.22191,-7.7494,200.09,0.058653,-0.2,-0.084842
-10.908,0.52958,-7.766,181.74,0.052776,-0.2,-0.076226
