"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-5.4532,-1.5771,1.9888,54.747,-0.051881,-0.2,-0.12404
-4.8373,-1.6957,1.5655,56.477,-0.055958,-0.2,-0.13364
-5.6294,-1.5472,1.2322,54.892,-0.033694,-0.2,-0.13015
-4.9819,-1.6558,0.87474,56.584,-0.036362,-0.2,-0.14023
-6.1004,-1.2262,2.3444,51.184,-0.047803,-0.2,-0.11443
-6.3129,-1.2225,1.5098,51.392,-0.031026,-0.2,-0.12006
-6.1238,-0.48709,2.2984,47.346,-0.043726,-0.2,-0.10483
-6.3478,-0.51505,1.4518,47.579,-0.028359,-0.2,-0.10998
-6.1005,0.33018,2.3071,43.19,-0.039648,-0.2,-0.09522
-6.3342,0.2903,1.4681,43.444,-0.025691,-0.2,-0.099892
-6.0737,0.57623,2.276,38.659,-0.035571,-0.2,-0.085615
-6.3111,0.53511,1.4378,38.962,-0.023023,-0.2,-0.089806
-6.174,0.43439,2.3163,34.443,-0.031809,-0.2,-0.076752
-6.4069,0.38652,1.4488,34.808,-0.020562,-0.2,-0.080501
-5.04,-1.6053,0.13278,56.801,-0.016036,-0.2,-0.144
-5.7067,-1.5088,0.41083,55.124,-0.014831,-0.2,-0.13364
-6.4122,-1.2145,0.59603,51.684,-0.013626,-0.2,-0.12327
-6.4606,-0.54458,0.52288,47.93,-0.01242,-0.2,-0.11291
-6.4625,0.24479,0.54574,43.834,-0.011215,-0.2,-0.10254
-6.442,0.487,0.51826,39.401,-0.01001,-0.2,-0.09218
-6.529,0.33276,0.50771,35.302,-0.0088985,-0.2,-0.082618
-4.9758,-1.5475,-0.60576,57.058,0.0046186,-0.2,-0.14479
-5.6553,-1.4649,-0.40936,55.377,0.0043362,-0.2,-0.13437
-6.3759,-1.2048,-0.31728,51.97,0.0040539,-0.2,-0.12394
-6.4355,-0.57452,-0.40673,48.268,0.0037715,-0.2,-0.11352
-6.4562,0.19828,-0.37964,44.218,0.0034892,-0.2,-0.10309
-6.4396,0.43775,-0.40085,39.844,0.0032069,-0.2,-0.092668
-6.5127,0.27914,-0.42562,35.798,0.0029463,-0.2,-0.08305
-4.8193,-1.4843,-1.3318,57.221,0.025192,-0.2,-0.14274
-5.4983,-1.4163,-1.2158,55.55,0.023426,-0.2,-0.13246
-6.2158,-1.1904,-1.2129,52.195,0.021661,-0.2,-0.12217
-6.2773,-0.59931,-1.3164,48.561,0.019895,-0.2,-0.11188
-6.3145,0.15521,-1.285,44.574,0.01813,-0.2,-0.10159
-6.3068,0.38906,-1.2983,40.276,0.016364,-0.2,-0.091307
-6.3675,0.22555,-1.332,36.284,0.014735,-0.2,-0.081816
-4.5794,-1.4176,-1.9886,57.275,0.045214,-0.2,-0.13759
-5.24,-1.3648,-1.9704,55.65,0.042006,-0.2,-0.12768
-5.9366,-1.1723,-2.0698,52.381,0.038798,-0.2,-0.11776
-5.9964,-0.61787,-2.1842,48.82,0.03559,-0.2,-0.10784
-6.0484,0.1168,-2.1521,44.902,0.032382,-0.2,-0.097928
-6.0535,0.34059,-2.159,40.666,0.029174,-0.2,-0.088012
-6.1016,0.16967,-2.1976,36.699,0.026215,-0.2,-0.078863
-4.2552,-1.3495,-2.5806,57.308,0.064364,-0.2,-0.12982
-4.8835,-1.3123,-2.6687,55.739,0.059772,-0.2,-0.12045
-5.5446,-1.1529,-2.8755,52.551,0.05518,-0.2,-0.11108
-5.6025,-0.63189,-2.9982,49.044,0.050588,-0.2,-0.10171
-5.6697,0.082019,-2.9689,45.174,0.045996,-0.2,-0.092346
-5.6885,0.29054,-2.9717,40.966,0.041404,-0.2,-0.082978
-5.7247,0.10913,-3.0066,37.012,0.037167,-0.2,-0.074335
-3.8665,-1.2827,-3.1483,57.295,0.082161,-0.2,-0.11931
-4.4457,-1.2613,-3.3228,55.775,0.076284,-0.2,-0.11069
-5.0519,-1.1338,-3.6154,52.663,0.070407,-0.2,-0.10208
-5.1046,-0.6428,-3.7456,49.206,0.06453,-0.2,-0.093459
-5.1859,0.049312,-3.7238,45.362,0.058653,-0.2,-0.084842
-5.2184,0.23727,-3.722,41.158,0.052776,-0.2,-0.076226
-5.2454,0.042588,-3.7453,37.232,0.047354,-0.2,-0.068276
-3.3999,-1.2194,-3.6554,57.41,0.098271,-0.2,-0.10637
-3.9195,-1.2143,-3.9066,55.89,0.091231,-0.2,-0.098682
-4.4616,-1.1187,-4.2766,52.777,0.084192,-0.2,-0.090994
-4.5103,-0.6543,-4.4163,49.327,0.077152,-0.2,-0.083306
-4.6044,0.01646,-4.4067,45.48,0.070112,-0.2,-0.075617
-4.6499,0.18026,-4.395,41.27,0.063073,-0.2,-0.067929
-4.6716,-0.029934,-4.4026,37.386,0.056578,-0.2,-0.060836
-2.8722,-1.1686,-4.1178,57.382,0.11255,-0.2,-0.091419
-3.3208,-1.1767,-4.4291,55.896,0.10447,-0.2,-0.084797
-3.7861,-1.1097,-4.8575,52.83,0.09639,-0.2,-0.078175
-3.828,-0.67024,-5.0025,49.405,0.08831,-0.2,-0.071553
-3.9331,-0.018398,-5.0038,45.564,0.080231,-0.2,-0.064931
-3.9883,0.11993,-4.9794,41.361,0.072152,-0.2,-0.058309
