"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-7.1083,-2.0119,2.5956,94.144,-0.051881,-0.2,-0.12404
-6.2953,-2.1607,2.0417,97.076,-0.055958,-0.2,-0.13364
-7.3395,-1.9727,1.6093,94.386,-0.033694,-0.2,-0.13015
-6.4857,-2.1082,1.1422,97.255,-0.036362,-0.2,-0.14023
-7.9655,-1.5642,3.0642,88.082,-0.047803,-0.2,-0.11443
-8.2439,-1.559,1.974,88.432,-0.031026,-0.2,-0.12006
-8.0039,-0.60072,3.0118,81.526,-0.043726,-0.2,-0.10483
-8.2971,-0.63636,1.9045,81.921,-0.028359,-0.2,-0.10998
-7.9876,0.45464,3.0292,74.408,-0.039648,-0.2,-0.09522
-8.2938,0.40286,1.9301,74.837,-0.025691,-0.2,-0.099892
-7.965,0.75293,2.993,66.612,-0.035571,-0.2,-0.085615
-8.2766,0.69921,1.8931,67.128,-0.023023,-0.2,-0.089806
-8.1025,0.5585,3.0497,59.346,-0.031809,-0.2,-0.076752
-8.4086,0.49609,1.9106,59.97,-0.020562,-0.2,-0.080501
-6.5641,-2.0425,0.17486,97.625,-0.016036,-0.2,-0.144
-7.4423,-1.9228,0.53783,94.78,-0.014831,-0.2,-0.13364
-8.3744,-1.5486,0.7804,88.928,-0.013626,-0.2,-0.12327
-8.4452,-0.67431,0.6893,82.518,-0.01242,-0.2,-0.11291
-8.4619,0.3437,0.72161,75.501,-0.011215,-0.2,-0.10254
-8.4484,0.63651,0.68628,67.875,-0.01001,-0.2,-0.09218
-8.5689,0.42608,0.67484,60.814,-0.0088985,-0.2,-0.082618
-6.4833,-1.9682,-0.78881,98.069,0.0046186,-0.2,-0.14479
-7.3774,-1.8667,-0.53277,95.215,0.0043362,-0.2,-0.13437
-8.3276,-1.5364,-0.41287,89.415,0.0040539,-0.2,-0.12394
-8.4131,-0.71331,-0.527,83.094,0.0037715,-0.2,-0.11352
-8.4543,0.28312,-0.49117,76.155,0.0034892,-0.2,-0.10309
-8.4452,0.57255,-0.51988,68.63,0.0032069,-0.2,-0.092668
-8.5472,0.35635,-0.55092,61.661,0.0029463,-0.2,-0.08305
-6.2825,-1.8879,-1.7372,98.352,0.025192,-0.2,-0.14274
-7.175,-1.8053,-1.5862,95.512,0.023426,-0.2,-0.13246
-8.1196,-1.5189,-1.5835,89.799,0.021661,-0.2,-0.12217
-8.2067,-0.74601,-1.7174,83.593,0.019895,-0.2,-0.11188
-8.2689,0.22688,-1.6778,76.759,0.01813,-0.2,-0.10159
-8.2708,0.50932,-1.6977,69.365,0.016364,-0.2,-0.091307
-8.356,0.28662,-1.7413,62.491,0.014735,-0.2,-0.081816
-5.9729,-1.804,-2.596,98.451,0.045214,-0.2,-0.13759
-6.8399,-1.7409,-2.5727,95.684,0.042006,-0.2,-0.12768
-7.7554,-1.497,-2.7039,90.113,0.038798,-0.2,-0.11776
-7.8403,-0.77105,-2.8534,84.032,0.03559,-0.2,-0.10784
-7.9206,0.17646,-2.8146,77.314,0.032382,-0.2,-0.097928
-7.9381,0.44634,-2.8272,70.028,0.029174,-0.2,-0.088012
-8.0065,0.21394,-2.8783,63.198,0.026215,-0.2,-0.078863
-5.5529,-1.7187,-3.3706,98.513,0.064364,-0.2,-0.12982
-6.3761,-1.6756,-3.4861,95.838,0.059772,-0.2,-0.12045
-7.2436,-1.4739,-3.7577,90.402,0.05518,-0.2,-0.11108
-7.326,-0.79058,-3.9192,84.41,0.050588,-0.2,-0.10171
-7.4248,0.13054,-3.8857,77.775,0.045996,-0.2,-0.092346
-7.4588,0.38138,-3.8938,70.536,0.041404,-0.2,-0.082978
-7.511,0.13565,-3.9407,63.73,0.037167,-0.2,-0.074335
-5.0478,-1.6361,-4.1134,98.496,0.082161,-0.2,-0.11931
-5.8057,-1.6129,-4.3418,95.904,0.076284,-0.2,-0.11069
-6.6002,-1.4519,-4.7258,90.592,0.070407,-0.2,-0.10208
-6.6755,-0.80673,-4.898,84.683,0.06453,-0.2,-0.093459
-6.7913,0.086979,-4.8756,78.09,0.058653,-0.2,-0.084842
-6.8415,0.31215,-4.8782,70.856,0.052776,-0.2,-0.076226
-6.8811,0.049737,-4.9102,64.103,0.047354,-0.2,-0.068276
-4.4402,-1.5589,-4.7769,98.695,0.098271,-0.2,-0.10637
-5.1192,-1.5563,-5.1059,96.102,0.091231,-0.2,-0.098682
-5.8289,-1.4356,-5.5913,90.786,0.084192,-0.2,-0.090994
-5.8985,-0.82426,-5.7768,84.887,0.077152,-0.2,-0.083306
-6.0295,0.042827,-5.7716,78.286,0.070112,-0.2,-0.075617
-6.0952,0.2378,-5.7613,71.04,0.063073,-0.2,-0.067929
-6.1276,-0.044143,-5.773,64.359,0.056578,-0.2,-0.060836
-3.7519,-1.4988,-5.3818,98.65,0.11255,-0.2,-0.091419
-4.3376,-1.5124,-5.7895,96.116,0.10447,-0.2,-0.084797
-4.9458,-1.4279,-6.3516,90.879,0.09639,-0.2,-0.078175
-5.006,-0.84781,-6.545,85.019,0.08831,-0.2,-0.071553
-5.1498,-0.0038629,-6.5549,78.427,0.080231,-0.2,-0.064931
-5.2265,0.15917,-6.5282,71.192,0.072152,-0.2,-0.058309
-5.259,-0.14471,-6.5145,64.584,0.064697,-0.2,-0.0522
-3.0394,-1.4573,-5.9004,98.407,0.12426,-0.2,-0.074379
-3.5022,-1.4832,-6.3691,95.984,0.11534,-0.2,-0.068986
-3.9774,-1.4269,-6.9849,90.896,0.10642,-0.2,-0.063593
-4.0213,-0.87062,-7.1797,85.11,0.097498,-0.2,-0.0582
