"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-16.272,-4.4395,5.95,506.08,-0.051881,-0.2,-0.12404
-14.364,-4.7482,4.6748,521.33,-0.055958,-0.2,-0.13364
-16.808,-4.3495,3.6918,507.3,-0.033694,-0.2,-0.13015
-14.81,-4.6271,2.6195,522.23,-0.036362,-0.2,-0.14023
-18.288,-3.4471,7.0377,474.29,-0.047803,-0.2,-0.11443
-18.93,-3.4332,4.5339,476.07,-0.031026,-0.2,-0.12006
-18.393,-1.184,6.952,439.71,-0.043726,-0.2,-0.10483
-19.068,-1.2608,4.4051,441.73,-0.028359,-0.2,-0.10998
-18.409,1.2006,7.0225,402.03,-0.039648,-0.2,-0.09522
-19.116,1.0843,4.4881,404.23,-0.025691,-0.2,-0.099892
-18.426,1.7555,6.9668,360.38,-0.035571,-0.2,-0.085615
-19.147,1.6344,4.4197,363.07,-0.023023,-0.2,-0.089806
-18.79,1.2571,7.123,321.35,-0.031809,-0.2,-0.076752
-19.5,1.1169,4.4796,324.63,-0.020562,-0.2,-0.080501
-15.002,-4.4794,0.40424,524.19,-0.016036,-0.2,-0.144
-17.052,-4.238,1.2356,509.36,-0.014831,-0.2,-0.13364
-19.233,-3.409,1.7912,478.66,-0.013626,-0.2,-0.12327
-19.41,-1.3436,1.6083,444.84,-0.01242,-0.2,-0.11291
-19.504,0.95101,1.6997,407.69,-0.011215,-0.2,-0.10254
-19.545,1.4937,1.6251,366.98,-0.01001,-0.2,-0.09218
-19.872,0.9605,1.6122,329.1,-0.0088985,-0.2,-0.082618
-14.83,-4.317,-1.8065,526.59,0.0046186,-0.2,-0.14479
-16.913,-4.1162,-1.222,511.69,0.0043362,-0.2,-0.13437
-19.128,-3.3835,-0.95215,481.24,0.0040539,-0.2,-0.12394
-19.34,-1.4314,-1.1927,447.87,0.0037715,-0.2,-0.11352
-19.489,0.8141,-1.1007,411.1,0.0034892,-0.2,-0.10309
-19.536,1.3505,-1.168,370.93,0.0032069,-0.2,-0.092668
-19.819,0.80525,-1.2329,333.57,0.0029463,-0.2,-0.08305
-14.382,-4.1456,-3.9874,528.13,0.025192,-0.2,-0.14274
-16.464,-3.9862,-3.644,513.27,0.023426,-0.2,-0.13246
-18.659,-3.3487,-3.6455,483.23,0.021661,-0.2,-0.12217
-18.867,-1.5071,-3.9355,450.47,0.019895,-0.2,-0.11188
-19.063,0.68604,-3.8418,414.24,0.01813,-0.2,-0.10159
-19.131,1.2089,-3.8955,374.77,0.016364,-0.2,-0.091307
-19.373,0.64953,-3.9965,337.93,0.014735,-0.2,-0.081816
-13.687,-3.9693,-5.9667,528.67,0.045214,-0.2,-0.13759
-15.704,-3.8518,-5.9149,514.14,0.042006,-0.2,-0.12768
-17.823,-3.306,-6.2244,484.82,0.038798,-0.2,-0.11776
-18.028,-1.5676,-6.5549,452.72,0.03559,-0.2,-0.10784
-18.262,0.56984,-6.4688,417.09,0.032382,-0.2,-0.097928
-18.36,1.0682,-6.5112,378.19,0.029174,-0.2,-0.088012
-18.561,0.48848,-6.6365,341.61,0.026215,-0.2,-0.078863
-12.738,-3.7923,-7.7543,529.05,0.064364,-0.2,-0.12982
-14.641,-3.7181,-8.0195,514.96,0.059772,-0.2,-0.12045
-16.643,-3.2627,-8.6506,486.3,0.05518,-0.2,-0.11108
-16.849,-1.6175,-9.013,454.65,0.050588,-0.2,-0.10171
-17.12,0.4629,-8.9449,419.44,0.045996,-0.2,-0.092346
-17.249,0.92351,-8.9816,380.79,0.041404,-0.2,-0.082978
-17.41,0.31634,-9.1026,344.37,0.037167,-0.2,-0.074335
-11.589,-3.6255,-9.4682,529,0.082161,-0.2,-0.11931
-13.337,-3.5939,-9.9922,515.34,0.076284,-0.2,-0.11069
-15.165,-3.2258,-10.881,487.3,0.070407,-0.2,-0.10208
-15.356,-1.6625,-11.271,456.05,0.06453,-0.2,-0.093459
-15.66,0.3605,-11.234,421.03,0.058653,-0.2,-0.084842
-15.818,0.76891,-11.261,382.4,0.052776,-0.2,-0.076226
-15.947,0.12673,-11.352,346.29,0.047354,-0.2,-0.068276
-10.198,-3.4752,-10.998,530.08,0.098271,-0.2,-0.10637
-11.762,-3.4868,-11.754,516.41,0.091231,-0.2,-0.098682
-13.391,-3.2047,-12.876,488.32,0.084192,-0.2,-0.090994
-13.569,-1.7136,-13.3,457.09,0.077152,-0.2,-0.083306
-13.903,0.25511,-13.308,422,0.070112,-0.2,-0.075617
-14.089,0.60134,-13.306,383.28,0.063073,-0.2,-0.067929
-14.198,-0.082015,-13.353,347.56,0.056578,-0.2,-0.060836
-8.6196,-3.3667,-12.393,529.88,0.11255,-0.2,-0.091419
-9.9657,-3.4111,-13.33,516.51,0.10447,-0.2,-0.084797
-11.358,-3.2049,-14.629,488.82,0.09639,-0.2,-0.078175
-11.514,-1.7793,-15.074,457.76,0.08831,-0.2,-0.071553
-11.872,0.14412,-15.121,422.7,0.080231,-0.2,-0.064931
-12.075,0.42316,-15.084,384.02,0.072152,-0.2,-0.058309
-12.182,-0.30717,-15.075,348.67,0.064697,-0.2,-0.0522
-6.9817,-3.3022,-13.586,528.66,0.12426,-0.2,-0.074379
-8.0437,-3.3693,-14.665,515.87,0.11534,-0.2,-0.068986
-9.1274,-3.2207,-16.088,488.94,0.10642,-0.2,-0.063593
-9.2447,-1.8445,-16.541,458.25,0.097498,-0.2,-0.0582
-9.6068,0.032046,-16.625,423.38,0.088577,-0.2,-0.052807
-9.8344,0.23414,-16.563,384.91,0.079656,-0.2,-0.047414
-9.9607,-0.54656,-16.492,349.98,0.071425,-0.2,-0.042438
-5.224,-3.272,-14.445,529.51,0.13364,-0.2,-0.055958
