"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-12.096,-3.3472,4.421,277.99,-0.051881,-0.2,-0.12404
-10.688,-3.5842,3.4749,286.43,-0.055958,-0.2,-0.13364
-12.493,-3.2803,2.7425,278.67,-0.033694,-0.2,-0.13015
-11.017,-3.4942,1.9461,286.94,-0.036362,-0.2,-0.14023
-13.582,-2.5991,5.2248,260.44,-0.047803,-0.2,-0.11443
-14.058,-2.589,3.3657,261.43,-0.031026,-0.2,-0.12006
-13.652,-0.91663,5.153,241.38,-0.043726,-0.2,-0.10483
-14.152,-0.97464,3.2633,242.51,-0.028359,-0.2,-0.10998
-13.651,0.86891,5.1997,220.67,-0.039648,-0.2,-0.09522
-14.175,0.78201,3.3209,221.89,-0.025691,-0.2,-0.099892
-13.653,1.3065,5.1538,197.81,-0.035571,-0.2,-0.085615
-14.187,1.2163,3.2672,199.29,-0.023023,-0.2,-0.089806
-13.917,0.94732,5.2663,176.4,-0.031809,-0.2,-0.076752
-14.443,0.84293,3.309,178.21,-0.020562,-0.2,-0.080501
-11.157,-3.3835,0.29962,288.01,-0.016036,-0.2,-0.144
-12.672,-3.1966,0.91753,279.81,-0.014831,-0.2,-0.13364
-14.282,-2.571,1.3296,262.86,-0.013626,-0.2,-0.12327
-14.406,-1.0369,1.1886,244.23,-0.01242,-0.2,-0.11291
-14.462,0.68261,1.2542,223.8,-0.011215,-0.2,-0.10254
-14.482,1.1113,1.1974,201.46,-0.01001,-0.2,-0.09218
-14.718,0.7263,1.1859,180.67,-0.0088985,-0.2,-0.082618
-11.026,-3.2609,-1.3426,289.32,0.0046186,-0.2,-0.14479
-12.567,-3.1044,-0.90773,281.08,0.0043362,-0.2,-0.13437
-14.203,-2.5514,-0.70659,264.27,0.0040539,-0.2,-0.12394
-14.353,-1.1024,-0.88887,245.9,0.0037715,-0.2,-0.11352
-14.451,0.58052,-0.82107,225.69,0.0034892,-0.2,-0.10309
-14.476,1.0044,-0.87114,203.64,0.0032069,-0.2,-0.092668
-14.679,0.6104,-0.92039,183.14,0.0029463,-0.2,-0.08305
-10.69,-3.1305,-2.9613,290.17,0.025192,-0.2,-0.14274
-12.229,-3.0052,-2.7056,281.95,0.023426,-0.2,-0.13246
-13.852,-2.5241,-2.7053,265.38,0.021661,-0.2,-0.12217
-14.002,-1.1583,-2.9228,247.33,0.019895,-0.2,-0.11188
-14.135,0.48527,-2.852,227.42,0.01813,-0.2,-0.10159
-14.177,0.89868,-2.8913,205.76,0.016364,-0.2,-0.091307
