"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-9.8751,-2.7607,3.608,184.34,-0.051881,-0.2,-0.12404
-8.7328,-2.9589,2.8368,189.98,-0.055958,-0.2,-0.13364
-10.198,-2.706,2.2377,184.8,-0.033694,-0.2,-0.13015
-8.9994,-2.8855,1.5881,190.32,-0.036362,-0.2,-0.14023
-11.079,-2.1438,4.2614,172.65,-0.047803,-0.2,-0.11443
-11.467,-2.1358,2.745,173.32,-0.031026,-0.2,-0.12006
-11.132,-0.77294,4.1979,159.98,-0.043726,-0.2,-0.10483
-11.54,-0.8208,2.6573,160.73,-0.028359,-0.2,-0.10998
-11.124,0.69183,4.2322,146.22,-0.039648,-0.2,-0.09522
-11.55,0.62068,2.7015,147.04,-0.025691,-0.2,-0.099892
-11.118,1.0659,4.1919,131.07,-0.035571,-0.2,-0.085615
-11.553,0.99203,2.656,132.06,-0.023023,-0.2,-0.089806
-11.328,0.77988,4.2813,116.88,-0.031809,-0.2,-0.076752
-11.756,0.69449,2.6883,118.09,-0.020562,-0.2,-0.080501
-9.1115,-2.7947,0.24398,191.03,-0.016036,-0.2,-0.144
-10.343,-2.6373,0.7484,185.56,-0.014831,-0.2,-0.13364
-11.649,-2.121,1.0845,174.27,-0.013626,-0.2,-0.12327
-11.747,-0.87202,0.96609,161.88,-0.01242,-0.2,-0.11291
-11.785,0.53932,1.018,148.31,-0.011215,-0.2,-0.10254
-11.793,0.90611,0.97108,133.5,-0.01001,-0.2,-0.09218
-11.98,0.5989,0.96037,119.72,-0.0088985,-0.2,-0.082618
-9.0028,-2.6934,-1.096,191.9,0.0046186,-0.2,-0.14479
-10.256,-2.561,-0.74069,186.4,0.0043362,-0.2,-0.13437
-11.585,-2.1044,-0.57594,175.21,0.0040539,-0.2,-0.12394
-11.703,-0.92553,-0.72706,162.99,0.0037715,-0.2,-0.11352
-11.775,0.45582,-0.67234,149.57,0.0034892,-0.2,-0.10309
-11.788,0.81853,-0.71287,134.95,0.0032069,-0.2,-0.092668
-11.95,0.50381,-0.75366,121.36,0.0029463,-0.2,-0.08305
-8.7273,-2.5851,-2.4161,192.45,0.025192,-0.2,-0.14274
-9.9779,-2.4784,-2.2069,186.98,0.023426,-0.2,-0.13246
-11.297,-2.0813,-2.2055,175.94,0.021661,-0.2,-0.12217
