"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-15.713,-4.2935,5.7461,471.7,-0.051881,-0.2,-0.12404
-13.872,-4.5929,4.5145,485.93,-0.055958,-0.2,-0.13364
-16.231,-4.2066,3.5655,472.84,-0.033694,-0.2,-0.13015
-14.302,-4.476,2.5297,486.77,-0.036362,-0.2,-0.14023
-17.659,-3.3333,6.7965,442.06,-0.047803,-0.2,-0.11443
-18.278,-3.3197,4.3788,443.72,-0.031026,-0.2,-0.12006
-17.758,-1.1469,6.713,409.82,-0.043726,-0.2,-0.10483
-18.41,-1.2209,4.2541,411.7,-0.028359,-0.2,-0.10998
-17.772,1.1576,6.7805,374.71,-0.039648,-0.2,-0.09522
-18.455,1.0454,4.3338,376.76,-0.025691,-0.2,-0.099892
-17.787,1.6947,6.7259,335.89,-0.035571,-0.2,-0.085615
-18.483,1.5777,4.2672,338.39,-0.023023,-0.2,-0.089806
-18.137,1.2134,6.8762,299.52,-0.031809,-0.2,-0.076752
-18.823,1.0779,4.3246,302.58,-0.020562,-0.2,-0.080501
-14.488,-4.3331,0.39046,488.59,-0.016036,-0.2,-0.144
-16.467,-4.0987,1.1937,474.76,-0.014831,-0.2,-0.13364
-18.571,-3.2961,1.7305,446.12,-0.013626,-0.2,-0.12327
-18.741,-1.3006,1.5537,414.6,-0.01242,-0.2,-0.11291
-18.829,0.91682,1.6418,379.98,-0.011215,-0.2,-0.10254
-18.867,1.4418,1.5695,342.03,-0.01001,-0.2,-0.09218
-19.181,0.92675,1.5568,306.73,-0.0088985,-0.2,-0.082618
-14.322,-4.1759,-1.7444,490.83,0.0046186,-0.2,-0.14479
-16.333,-3.9808,-1.1796,476.93,0.0043362,-0.2,-0.13437
-18.471,-3.2712,-0.91849,448.53,0.0040539,-0.2,-0.12394
-18.673,-1.3851,-1.1507,417.42,0.0037715,-0.2,-0.11352
-18.815,0.78471,-1.0617,383.15,0.0034892,-0.2,-0.10309
-18.859,1.3035,-1.1267,345.72,0.0032069,-0.2,-0.092668
-19.131,0.77669,-1.1895,310.9,0.0029463,-0.2,-0.08305
-13.889,-4.0099,-3.8504,492.26,0.025192,-0.2,-0.14274
-15.899,-3.8548,-3.5183,478.4,0.023426,-0.2,-0.13246
-18.017,-3.2373,-3.5192,450.39,0.021661,-0.2,-0.12217
-18.217,-1.458,-3.7989,419.84,0.019895,-0.2,-0.11188
-18.404,0.66115,-3.7081,386.07,0.01813,-0.2,-0.10159
-18.468,1.1667,-3.7598,349.29,0.016364,-0.2,-0.091307
-18.7,0.62616,-3.8572,314.96,0.014735,-0.2,-0.081816
-13.218,-3.8391,-5.7615,492.77,0.045214,-0.2,-0.13759
-15.165,-3.7245,-5.7112,479.21,0.042006,-0.2,-0.12768
-17.21,-3.1958,-6.0095,451.87,0.038798,-0.2,-0.11776
-17.407,-1.5162,-6.3281,421.94,0.03559,-0.2,-0.10784
-17.63,0.54903,-6.2443,388.73,0.032382,-0.2,-0.097928
-17.723,1.0308,-6.2848,352.48,0.029174,-0.2,-0.088012
-17.916,0.47047,-6.4056,318.4,0.026215,-0.2,-0.078863
-12.302,-3.6676,-7.4876,493.11,0.064364,-0.2,-0.12982
-14.139,-3.5949,-7.7434,479.98,0.059772,-0.2,-0.12045
-16.071,-3.1535,-8.3523,453.25,0.05518,-0.2,-0.11108
-16.269,-1.5641,-8.7015,423.75,0.050588,-0.2,-0.10171
-16.529,0.44583,-8.6349,390.92,0.045996,-0.2,-0.092346
-16.651,0.89098,-8.6697,354.9,0.041404,-0.2,-0.082978
-16.806,0.30407,-8.7861,320.96,0.037167,-0.2,-0.074335
-11.191,-3.5058,-9.1424,493.06,0.082161,-0.2,-0.11931
-12.879,-3.4743,-9.6483,480.33,0.076284,-0.2,-0.11069
-14.644,-3.1174,-10.506,454.18,0.070407,-0.2,-0.10208
-14.827,-1.6073,-10.882,425.05,0.06453,-0.2,-0.093459
-15.119,0.34704,-10.845,392.41,0.058653,-0.2,-0.084842
-15.27,0.7416,-10.87,356.4,0.052776,-0.2,-0.076226
-15.393,0.12081,-10.957,322.75,0.047354,-0.2,-0.068276
-9.8485,-3.3597,-10.62,494.07,0.098271,-0.2,-0.10637
-11.358,-3.3702,-11.349,481.32,0.091231,-0.2,-0.098682
-12.931,-3.0965,-12.432,455.13,0.084192,-0.2,-0.090994
-13.102,-1.6563,-12.841,426.02,0.077152,-0.2,-0.083306
-13.423,0.24538,-12.847,393.31,0.070112,-0.2,-0.075617
-13.6,0.5797,-12.845,357.23,0.063073,-0.2,-0.067929
-13.705,-0.080921,-12.889,323.94,0.056578,-0.2,-0.060836
-8.3239,-3.2541,-11.966,493.89,0.11255,-0.2,-0.091419
-9.6237,-3.2963,-12.871,481.42,0.10447,-0.2,-0.084797
-10.968,-3.0962,-14.125,455.6,0.09639,-0.2,-0.078175
-11.118,-1.7194,-14.554,426.65,0.08831,-0.2,-0.071553
-11.462,0.13832,-14.597,393.96,0.080231,-0.2,-0.064931
-11.657,0.40758,-14.56,357.92,0.072152,-0.2,-0.058309
-11.759,-0.29846,-14.551,324.97,0.064697,-0.2,-0.0522
-6.7423,-3.1908,-13.119,492.75,0.12426,-0.2,-0.074379
-7.7677,-3.2552,-14.16,480.82,0.11534,-0.2,-0.068986
-8.8139,-3.1109,-15.534,455.71,0.10642,-0.2,-0.063593
-8.9265,-1.7821,-15.97,427.1,0.097498,-0.2,-0.0582
-9.275,0.030166,-16.05,394.6,0.088577,-0.2,-0.052807
-9.4934,0.22502,-15.988,358.75,0.079656,-0.2,-0.047414
-9.6145,-0.52969,-15.919,326.2,0.071425,-0.2,-0.042438
