"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-15.435,-4.2196,5.6443,454.97,-0.051881,-0.2,-0.12404
-13.627,-4.5142,4.4345,468.7,-0.055958,-0.2,-0.13364
-15.944,-4.1342,3.5024,456.07,-0.033694,-0.2,-0.13015
-14.049,-4.3993,2.4848,469.51,-0.036362,-0.2,-0.14023
-17.345,-3.2756,6.6759,426.37,-0.047803,-0.2,-0.11443
-17.954,-3.2622,4.3012,427.97,-0.031026,-0.2,-0.12006
-17.442,-1.1282,6.5934,395.27,-0.043726,-0.2,-0.10483
-18.082,-1.2009,4.1783,397.09,-0.028359,-0.2,-0.10998
-17.455,1.1358,6.6594,361.4,-0.039648,-0.2,-0.09522
-18.125,1.0255,4.2562,363.38,-0.025691,-0.2,-0.099892
-17.469,1.6639,6.6053,323.96,-0.035571,-0.2,-0.085615
-18.153,1.5489,4.1906,326.37,-0.023023,-0.2,-0.089806
-17.812,1.1912,6.7526,288.87,-0.031809,-0.2,-0.076752
-18.485,1.0579,4.2467,291.83,-0.020562,-0.2,-0.080501
-14.232,-4.2589,0.38347,471.27,-0.016036,-0.2,-0.144
-16.175,-4.0282,1.1726,457.92,-0.014831,-0.2,-0.13364
-18.241,-3.2391,1.7,430.3,-0.013626,-0.2,-0.12327
-18.407,-1.2793,1.526,399.88,-0.01242,-0.2,-0.11291
-18.493,0.89915,1.6124,366.48,-0.011215,-0.2,-0.10254
-18.529,1.4154,1.5412,329.89,-0.01001,-0.2,-0.09218
-18.838,0.90934,1.5284,295.84,-0.0088985,-0.2,-0.082618
-14.068,-4.1044,-1.7135,473.43,0.0046186,-0.2,-0.14479
-16.043,-3.9123,-1.1585,460.02,0.0043362,-0.2,-0.13437
-18.142,-3.2146,-0.90191,432.61,0.0040539,-0.2,-0.12394
-18.341,-1.3624,-1.1302,402.6,0.0037715,-0.2,-0.11352
-18.479,0.76935,-1.0429,369.55,0.0034892,-0.2,-0.10309
-18.521,1.2794,-1.1068,333.44,0.0032069,-0.2,-0.092668
-18.788,0.76178,-1.1687,299.86,0.0029463,-0.2,-0.08305
-13.643,-3.9412,-3.7821,474.81,0.025192,-0.2,-0.14274
-15.617,-3.7884,-3.4557,461.43,0.023426,-0.2,-0.13246
-17.697,-3.1813,-3.4564,434.41,0.021661,-0.2,-0.12217
-17.893,-1.434,-3.7312,404.94,0.019895,-0.2,-0.11188
-18.075,0.64793,-3.642,372.37,0.01813,-0.2,-0.10159
-18.138,1.145,-3.6927,336.88,0.016364,-0.2,-0.091307
-18.365,0.61374,-3.7885,303.78,0.014735,-0.2,-0.081816
-12.984,-3.7732,-5.6592,475.3,0.045214,-0.2,-0.13759
-14.895,-3.6603,-5.6096,462.22,0.042006,-0.2,-0.12768
-16.904,-3.1404,-5.9024,435.84,0.038798,-0.2,-0.11776
-17.097,-1.4911,-6.2153,406.97,0.03559,-0.2,-0.10784
-17.316,0.53776,-6.1329,374.93,0.032382,-0.2,-0.097928
-17.406,1.0113,-6.1726,339.96,0.029174,-0.2,-0.088012
-17.595,0.46061,-6.2912,307.09,0.026215,-0.2,-0.078863
-12.083,-3.6045,-7.3546,475.63,0.064364,-0.2,-0.12982
-13.888,-3.5328,-7.6057,462.96,0.059772,-0.2,-0.12045
-15.785,-3.0989,-8.2036,437.17,0.05518,-0.2,-0.11108
-15.979,-1.5381,-8.5465,408.71,0.050588,-0.2,-0.10171
-16.234,0.43635,-8.4807,377.04,0.045996,-0.2,-0.092346
-16.353,0.87384,-8.5148,342.3,0.041404,-0.2,-0.082978
-16.504,0.29695,-8.629,309.57,0.037167,-0.2,-0.074335
-10.992,-3.4453,-8.9799,475.58,0.082161,-0.2,-0.11931
-12.65,-3.4142,-9.4767,463.29,0.076284,-0.2,-0.11069
-14.384,-3.0633,-10.319,438.07,0.070407,-0.2,-0.10208
-14.563,-1.5806,-10.688,409.97,0.06453,-0.2,-0.093459
-14.849,0.33927,-10.652,378.48,0.058653,-0.2,-0.084842
-14.996,0.72696,-10.676,343.75,0.052776,-0.2,-0.076226
-15.117,0.11671,-10.761,311.3,0.047354,-0.2,-0.068276
-9.6735,-3.3016,-10.431,476.56,0.098271,-0.2,-0.10637
-11.156,-3.3116,-11.148,464.26,0.091231,-0.2,-0.098682
-12.701,-3.0426,-12.211,438.99,0.084192,-0.2,-0.090994
-12.869,-1.6287,-12.612,410.9,0.077152,-0.2,-0.083306
-13.183,0.23937,-12.617,379.35,0.070112,-0.2,-0.075617
-13.357,0.56778,-12.615,344.55,0.063073,-0.2,-0.067929
-13.459,-0.081671,-12.658,312.44,0.056578,-0.2,-0.060836
-8.176,-3.1975,-11.753,476.38,0.11255,-0.2,-0.091419
-9.4527,-3.2388,-12.642,464.35,0.10447,-0.2,-0.084797
-10.773,-3.0422,-13.874,439.44,0.09639,-0.2,-0.078175
-10.92,-1.6906,-14.295,411.51,0.08831,-0.2,-0.071553
-11.258,0.13416,-14.337,379.98,0.080231,-0.2,-0.064931
-11.448,0.39857,-14.3,345.21,0.072152,-0.2,-0.058309
-11.547,-0.29557,-14.291,313.44,0.064697,-0.2,-0.0522
-6.6224,-3.135,-12.886,475.28,0.12426,-0.2,-0.074379
-7.6298,-3.1982,-13.908,463.77,0.11534,-0.2,-0.068986
-8.6574,-3.0566,-15.258,439.55,0.10642,-0.2,-0.063593
-8.7675,-1.7522,-15.685,411.95,0.097498,-0.2,-0.0582
-9.1093,0.027865,-15.763,380.6,0.088577,-0.2,-0.052807
-9.3233,0.21914,-15.702,346.02,0.079656,-0.2,-0.047414
-9.4417,-0.52286,-15.633,314.62,0.071425,-0.2,-0.042438
-4.9554,-3.1052,-13.7,476.04,0.13364,-0.2,-0.055958
-5.7274,-3.1887,-14.832,464.22,0.12403,-0.2,-0.051886
-6.5068,-3.0971,-16.288,439.66,0.11443,-0.2,-0.047814
-6.5874,-1.8286,-16.731,412.18,0.10482,-0.2,-0.043742
-6.925,-0.083417,-16.834,381.01,0.09521,-0.2,-0.03967
-7.1821,0.044008,-16.754,346.7,0.085602,-0.2,-0.035598
-7.3366,-0.74029,-16.632,315.78,0.076738,-0.2,-0.031841
-14.773,-4.2834,7.456,454.88,-0.064555,-0.2,-0.11792
-13.077,-4.608,6.131,468.72,-0.069613,-0.2,-0.12704
-16.547,-3.2681,8.629,426.01,-0.059497,-0.2,-0.10879
-16.607,-1.0479,8.5698,394.76,-0.054438,-0.2,-0.099666
-16.598,1.2318,8.624,360.72,-0.04938,-0.2,-0.09054
-16.597,1.7508,8.6026,323,-0.044322,-0.2,-0.081415
-16.941,1.2962,8.845,287.75,-0.039655,-0.2,-0.072996
-12.392,-4.6966,7.6343,468.44,-0.082504,-0.2,-0.11906
-13.963,-4.3413,9.0495,454.81,-0.076521,-0.2,-0.11051
-15.584,-3.2581,10.329,425.9,-0.070538,-0.2,-0.10197
-15.601,-0.97452,10.28,394.4,-0.064555,-0.2,-0.093421
-15.575,1.3146,10.322,360.16,-0.058571,-0.2,-0.084876
-15.558,1.8208,10.346,322.44,-0.052588,-0.2,-0.07633
-15.882,1.3859,10.668,287.3,-0.047068,-0.2,-0.068445
-11.572,-4.7797,9.0075,467.94,-0.094493,-0.2,-0.10978
-12.995,-4.3973,10.529,454.34,-0.08765,-0.2,-0.1019
-14.442,-3.2553,11.931,425.25,-0.080808,-0.2,-0.094031
-14.418,-0.9179,11.888,393.6,-0.073965,-0.2,-0.086158
-14.378,1.3813,11.911,359.33,-0.067123,-0.2,-0.078285
-14.343,1.8786,11.962,321.72,-0.06028,-0.2,-0.070412
-14.631,1.4658,12.36,286.55,-0.053968,-0.2,-0.063149
-10.619,-4.8569,10.264,467.39,-0.10545,-0.2,-0.099296
-11.879,-4.4503,11.891,453.68,-0.09782,-0.2,-0.092181
-13.136,-3.2568,13.41,424.31,-0.090192,-0.2,-0.085066
-13.074,-0.87325,13.365,392.62,-0.082565,-0.2,-0.077951
-13.024,1.4335,13.366,358.45,-0.074937,-0.2,-0.070836
-12.969,1.9208,13.432,320.92,-0.06731,-0.2,-0.063722
-13.203,1.5297,13.899,285.7,-0.060273,-0.2,-0.057158
-9.5277,-4.9281,11.398,467.08,-0.11525,-0.2,-0.08773
-10.612,-4.5001,13.12,453.18,-0.10692,-0.2,-0.08145
-11.671,-3.262,14.739,423.51,-0.098587,-0.2,-0.075171
-11.581,-0.83992,14.683,391.82,-0.090258,-0.2,-0.068892
-11.523,1.4715,14.664,357.76,-0.081929,-0.2,-0.062612
-11.447,1.9466,14.738,320.32,-0.0736,-0.2,-0.056333
-11.614,1.575,15.261,285.07,-0.065916,-0.2,-0.05054
-8.3105,-4.9934,12.401,466.87,-0.12378,-0.2,-0.075204
-9.2077,-4.547,14.208,452.79,-0.11484,-0.2,-0.069829
-10.066,-3.2708,15.905,422.9,-0.1059,-0.2,-0.064455
-9.9558,-0.81759,15.828,391.23,-0.096964,-0.2,-0.05908
-9.8932,1.4957,15.79,357.27,-0.088026,-0.2,-0.053705
-9.7941,1.9576,15.864,319.89,-0.079087,-0.2,-0.04833
-9.8821,1.6018,16.43,284.63,-0.070841,-0.2,-0.043371
-19.035,0.60826,4.3478,267.88,-0.019672,-0.2,-0.077065
-18.393,0.76897,6.9693,264.58,-0.030438,-0.2,-0.073476
-19.091,1.1107,7.2357,245.54,-0.029067,-0.2,-0.0702
-19.729,0.90988,4.5091,249.1,-0.018782,-0.2,-0.073629
-20.222,2.5461,7.5098,214.58,-0.027696,-0.2,-0.066924
-20.921,2.3157,4.6454,218.51,-0.017892,-0.2,-0.070193
-19.338,0.43644,1.5447,272.38,-0.0085068,-0.2,-0.07909
-19.989,0.6759,1.6086,254.16,-0.0081151,-0.2,-0.075562
-21.238,2.0547,1.5612,224.14,-0.0077235,-0.2,-0.072034
-19.224,0.27009,-1.2219,276.77,0.0028318,-0.2,-0.079504
-19.802,0.43022,-1.2376,259,0.0027174,-0.2,-0.075959
-21.094,1.765,-1.4695,229.6,0.002603,-0.2,-0.072413
-18.737,0.10995,-3.8921,280.91,0.014116,-0.2,-0.078316
-19.23,0.18781,-3.966,263.44,0.013497,-0.2,-0.074816
-20.521,1.4622,-4.3752,234.57,0.012877,-0.2,-0.071315
-17.9,-0.046231,-6.4078,284.35,0.025106,-0.2,-0.075495
-18.311,-0.042889,-6.5144,267.33,0.023997,-0.2,-0.072126
-19.552,1.1542,-7.0983,239.22,0.022889,-0.2,-0.068758
-16.746,-0.20508,-8.7249,287.14,0.035589,-0.2,-0.071156
-17.085,-0.2582,-8.8507,270.72,0.03401,-0.2,-0.067976
-18.236,0.85091,-9.5882,243.53,0.032431,-0.2,-0.064797
-15.31,-0.37643,-10.839,289.37,0.04534,-0.2,-0.065357
-15.592,-0.46247,-10.981,273.38,0.043327,-0.2,-0.062437
-16.618,0.55785,-11.808,247.15,0.041314,-0.2,-0.059517
-13.622,-0.56185,-12.729,291.02,0.054172,-0.2,-0.058235
-13.856,-0.65894,-12.881,275.37,0.051766,-0.2,-0.055635
-14.741,0.27487,-13.748,250.23,0.04936,-0.2,-0.053034
-11.709,-0.75675,-14.352,292.47,0.061935,-0.2,-0.049959
-11.901,-0.84887,-14.512,277.23,0.059172,-0.2,-0.047718
-12.64,-2.788e-05,-15.396,253.3,0.056409,-0.2,-0.045477
-9.6133,-0.95901,-15.667,294.11,0.068381,-0.2,-0.04062
-9.7762,-1.0311,-15.835,279.36,0.065337,-0.2,-0.038801
-10.368,-0.26716,-16.726,256.73,0.062293,-0.2,-0.036982
-7.516,-1.1507,-16.634,295.68,0.073461,-0.2,-0.030472
-7.6664,-1.1963,-16.81,281.27,0.070184,-0.2,-0.029103
-8.1473,-0.4924,-17.704,259.52,0.066907,-0.2,-0.027734
-17.54,0.90744,9.1655,263.32,-0.037951,-0.2,-0.069883
-18.218,1.2721,9.5386,244.15,-0.036246,-0.2,-0.066771
-19.283,2.7611,9.9108,212.37,-0.034542,-0.2,-0.063658
-16.48,1.0324,11.062,262.58,-0.045049,-0.2,-0.065529
-17.121,1.3996,11.535,243.01,-0.043029,-0.2,-0.062612
-18.12,2.9494,12.022,209.95,-0.041009,-0.2,-0.059696
-15.207,1.1481,12.842,261.41,-0.051654,-0.2,-0.060459
-15.793,1.5022,13.404,241.45,-0.04934,-0.2,-0.057769
-16.718,3.1016,14.006,207.21,-0.047027,-0.2,-0.055079
-13.736,1.2536,14.471,260.25,-0.057692,-0.2,-0.054725
-14.252,1.5913,15.11,240.03,-0.05511,-0.2,-0.052292
-15.091,3.2258,15.812,204.81,-0.052529,-0.2,-0.04986
-12.084,1.3432,15.919,259.42,-0.063096,-0.2,-0.048391
-12.52,1.6681,16.621,239.01,-0.060276,-0.2,-0.046242
-13.258,3.3277,17.406,203.06,-0.057455,-0.2,-0.044093
-10.276,1.4137,17.167,258.81,-0.067811,-0.2,-0.041529
-10.625,1.7322,17.92,238.26,-0.064781,-0.2,-0.039686
-11.252,3.4111,18.771,201.87,-0.061752,-0.2,-0.037844
-21.779,4.3378,4.1853,158.03,-0.015713,-0.2,-0.060838
-21.059,4.5444,7.1349,154.86,-0.024229,-0.2,-0.058559
-20.594,6.2834,6.163,72.222,-0.020761,-0.2,-0.050193
-21.196,6.1219,3.3297,73.802,-0.013534,-0.2,-0.051483
-18.367,6.6414,4.7415,-13.189,-0.017293,-0.2,-0.041828
-18.722,6.4638,2.192,-14.794,-0.011355,-0.2,-0.042128
-16.013,5.704,3.5472,-70.036,-0.013825,-0.2,-0.033462
-15.518,4.8972,1.5973,-81.269,-0.0091757,-0.2,-0.032773
-22.136,4.1545,0.95386,161.89,-0.006938,-0.2,-0.061971
-21.395,5.9932,0.15759,73.134,-0.0061525,-0.2,-0.051907
-18.627,6.2344,-0.70765,-20.265,-0.0053671,-0.2,-0.041844
-14.965,4.0665,-0.82064,-88.178,-0.0045816,-0.2,-0.03178
-22.051,3.9408,-2.2593,166.19,0.0019407,-0.2,-0.061946
-21.202,5.8459,-3.003,73.89,0.0012785,-0.2,-0.05148
-18.276,6.0466,-3.4758,-22.83,0.00061623,-0.2,-0.041013
-14.349,3.4725,-3.0133,-92.266,-4.6009e-05,-0.2,-0.030546
-21.487,3.7027,-5.3855,170.94,0.010765,-0.2,-0.060764
-20.59,5.6888,-6.1215,76.58,0.0086534,-0.2,-0.050212
-17.658,5.9101,-6.2018,-22.427,0.0065414,-0.2,-0.039661
-13.658,3.2153,-5.2295,-92.974,0.0044294,-0.2,-0.029109
-20.49,3.4382,-8.3492,176.6,0.019377,-0.2,-0.058441
-19.606,5.5196,-9.113,81.75,0.015866,-0.2,-0.048124
-16.784,5.8576,-8.8468,-18.607,0.012354,-0.2,-0.037806
-12.897,3.3446,-7.4666,-90.345,0.0088425,-0.2,-0.027489
-19.107,3.1483,-11.082,182.95,0.02762,-0.2,-0.05502
-18.274,5.3287,-11.911,89.3,0.022808,-0.2,-0.045243
-15.657,5.8794,-11.378,-11.01,0.017997,-0.2,-0.035466
-12.041,3.7968,-9.7371,-83.829,0.013185,-0.2,-0.025689
-17.378,2.8353,-13.514,189.61,0.035348,-0.2,-0.050566
-16.623,5.1082,-14.452,98.996,0.029382,-0.2,-0.041615
-14.289,5.9274,-13.729,0.48128,0.023416,-0.2,-0.032663
-11.072,4.4839,-12,-73,0.01745,-0.2,-0.023712
-15.367,2.5009,-15.612,196.46,0.042428,-0.2,-0.045166
-14.704,4.853,-16.679,110.59,0.035496,-0.2,-0.037299
-12.707,5.9529,-15.859,15.448,0.028563,-0.2,-0.029431
-9.9882,5.237,-14.197,-58.518,0.021631,-0.2,-0.021564
-13.129,2.1483,-17.36,203.48,0.048734,-0.2,-0.038916
-12.576,4.5601,-18.547,123.61,0.04106,-0.2,-0.032354
-10.942,5.9119,-17.727,33.056,0.033386,-0.2,-0.025792
-8.7695,5.8584,-16.251,-41.321,0.025712,-0.2,-0.019231
-10.72,1.7838,-18.732,210.77,0.054136,-0.2,-0.031908
-10.305,4.2335,-20.044,137.25,0.045978,-0.2,-0.026833
-9.04,5.7881,-19.3,51.965,0.03782,-0.2,-0.021758
-7.3024,6.2013,-17.998,-19.239,0.029663,-0.2,-0.016684
-8.36,1.4952,-19.725,216.01,0.058539,-0.2,-0.024271
-8.0557,3.9853,-21.129,146.77,0.050172,-0.2,-0.020808
-7.1331,5.6702,-20.423,64.192,0.041804,-0.2,-0.017345
-6.17,6.2735,-19.158,3.6166,0.033436,-0.2,-0.013882
-20.062,4.8218,9.5317,151.1,-0.029884,-0.2,-0.055421
-19.574,6.5008,8.331,65.788,-0.025227,-0.2,-0.047184
-17.375,6.6132,6.5209,-20.502,-0.020569,-0.2,-0.038947
-14.762,4.8594,4.4502,-85.314,-0.015912,-0.2,-0.03071
-18.834,5.1069,11.62,145.93,-0.03522,-0.2,-0.051735
-18.272,6.7014,10.17,56.803,-0.029431,-0.2,-0.043775
-16.025,6.4176,8.0114,-32.154,-0.023641,-0.2,-0.035815
-13.235,3.7007,5.5458,-98.09,-0.017852,-0.2,-0.027854
-17.378,5.3533,13.613,140.22,-0.040187,-0.2,-0.047539
-16.783,6.8598,11.95,47.246,-0.033347,-0.2,-0.039998
-14.569,6.1669,9.4546,-44.326,-0.026507,-0.2,-0.032457
-11.623,2.4625,6.4917,-108.66,-0.019667,-0.2,-0.024917
-15.697,5.5644,15.453,134.95,-0.044739,-0.2,-0.042873
-15.103,6.9934,13.623,38.748,-0.03695,-0.2,-0.035886
-13.003,5.9098,10.797,-54.842,-0.02916,-0.2,-0.0289
-10.024,1.3346,7.3697,-117.8,-0.02137,-0.2,-0.021913
-13.803,5.7428,17.101,130.83,-0.048835,-0.2,-0.037783
-13.235,7.1098,15.142,32.428,-0.040214,-0.2,-0.031474
-11.323,5.6951,12.013,-62.509,-0.031594,-0.2,-0.025164
-8.4402,0.42475,8.1855,-124.83,-0.022973,-0.2,-0.018854
-11.728,5.8897,18.53,127.99,-0.052434,-0.2,-0.03232
-11.206,7.2149,16.484,28.333,-0.043116,-0.2,-0.026796
-9.5492,5.567,13.096,-67.361,-0.033799,-0.2,-0.021272
-6.8741,-0.1988,8.9404,-129.58,-0.024481,-0.2,-0.015747
-13.233,2.5936,2.2652,-112.92,-0.011173,-0.2,-0.02982
-11.495,0.41686,3.1469,-127.35,-0.013054,-0.2,-0.026774
-9.7061,-1.7084,3.8138,-136.72,-0.014834,-0.2,-0.023657
-8.0128,-3.5205,4.4807,-144.41,-0.016525,-0.2,-0.020483
-6.4264,-4.9237,5.1327,-150.34,-0.018134,-0.2,-0.017261
-4.9217,-5.8882,5.7582,-154.38,-0.019665,-0.2,-0.014
-12.299,0.93465,0.16612,-119.51,-0.0064747,-0.2,-0.028662
-10.479,-1.7311,1.1007,-135.4,-0.0082806,-0.2,-0.025464
-8.7264,-4.1411,1.8388,-146.53,-0.010011,-0.2,-0.022205
