"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-6.2802,-1.7935,2.292,73.099,-0.051881,-0.2,-0.12404
-5.566,-1.9273,1.8035,75.391,-0.055958,-0.2,-0.13364
-6.4839,-1.759,1.4206,73.29,-0.033694,-0.2,-0.13015
-5.7334,-1.8811,1.0084,75.531,-0.036362,-0.2,-0.14023
-7.0325,-1.3946,2.7043,68.37,-0.047803,-0.2,-0.11443
-7.2779,-1.3901,1.7419,68.644,-0.031026,-0.2,-0.12006
-7.0639,-0.54492,2.6551,63.263,-0.043726,-0.2,-0.10483
-7.3225,-0.57677,1.6781,63.572,-0.028359,-0.2,-0.10998
-7.0441,0.39087,2.6679,57.723,-0.039648,-0.2,-0.09522
-7.3141,0.34503,1.6989,58.059,-0.025691,-0.2,-0.099892
-7.0189,0.66388,2.6341,51.67,-0.035571,-0.2,-0.085615
-7.2933,0.61644,1.6651,52.072,-0.023023,-0.2,-0.089806
-7.1373,0.49609,2.6824,46.033,-0.031809,-0.2,-0.076752
-7.4068,0.44091,1.6792,46.519,-0.020562,-0.2,-0.080501
-5.8016,-1.823,0.15382,75.82,-0.016036,-0.2,-0.144
-6.5739,-1.7148,0.47434,73.598,-0.014831,-0.2,-0.13364
-7.3928,-1.381,0.6883,69.032,-0.013626,-0.2,-0.12327
-7.4529,-0.61056,0.606,64.038,-0.01242,-0.2,-0.11291
-7.4623,0.29268,0.63341,58.577,-0.011215,-0.2,-0.10254
-7.4447,0.56102,0.60198,52.655,-0.01001,-0.2,-0.09218
-7.548,0.379,0.59085,47.176,-0.0088985,-0.2,-0.082618
-5.7291,-1.7569,-0.69721,76.164,0.0046186,-0.2,-0.14479
-6.5158,-1.6649,-0.47098,73.936,0.0043362,-0.2,-0.13437
-7.3513,-1.3701,-0.36493,69.412,0.0040539,-0.2,-0.12394
-7.4243,-0.64507,-0.46694,64.487,0.0037715,-0.2,-0.11352
-7.4553,0.23911,-0.43567,59.088,0.0034892,-0.2,-0.10309
-7.4419,0.50436,-0.46061,53.244,0.0032069,-0.2,-0.092668
-7.529,0.31726,-0.48858,47.836,0.0029463,-0.2,-0.08305
-5.5504,-1.6852,-1.5343,76.384,0.025192,-0.2,-0.14274
-6.3361,-1.6099,-1.4008,74.167,0.023426,-0.2,-0.13246
-7.1672,-1.3542,-1.398,69.711,0.021661,-0.2,-0.12217
-7.242,-0.67386,-1.517,64.876,0.019895,-0.2,-0.11188
-7.2917,0.18942,-1.4817,59.56,0.01813,-0.2,-0.10159
-7.2882,0.44834,-1.4982,53.818,0.016364,-0.2,-0.091307
-7.3608,0.25553,-1.5368,48.482,0.014735,-0.2,-0.081816
-5.2757,-1.6099,-2.2921,76.458,0.045214,-0.2,-0.13759
-6.0394,-1.5519,-2.2713,74.3,0.042006,-0.2,-0.12768
-6.8456,-1.3343,-2.3866,69.957,0.038798,-0.2,-0.11776
-6.9183,-0.69571,-2.5189,65.22,0.03559,-0.2,-0.10784
-6.9845,0.14496,-2.4836,59.994,0.032382,-0.2,-0.097928
-6.9952,0.39256,-2.4932,54.335,0.029174,-0.2,-0.088012
-7.053,0.19113,-2.538,49.034,0.026215,-0.2,-0.078863
-4.9037,-1.5331,-2.9753,76.505,0.064364,-0.2,-0.12982
-5.6293,-1.4931,-3.0771,74.42,0.059772,-0.2,-0.12045
-6.3937,-1.313,-3.3162,70.183,0.05518,-0.2,-0.11108
-6.4642,-0.71254,-3.4588,65.516,0.050588,-0.2,-0.10171
-6.5472,0.10458,-3.4276,60.355,0.045996,-0.2,-0.092346
-6.5731,0.33499,-3.4328,54.733,0.041404,-0.2,-0.082978
-6.6169,0.1216,-3.4736,49.45,0.037167,-0.2,-0.074335
-4.4568,-1.4584,-3.6305,76.49,0.082161,-0.2,-0.11931
-5.1252,-1.4361,-3.8319,74.47,0.076284,-0.2,-0.11069
-5.8257,-1.2925,-4.1702,70.332,0.070407,-0.2,-0.10208
-5.89,-0.72612,-4.3219,65.73,0.06453,-0.2,-0.093459
-5.9886,0.066409,-4.3,60.603,0.058653,-0.2,-0.084842
-6.0294,0.27368,-4.3001,54.985,0.052776,-0.2,-0.076226
-6.0623,0.045291,-4.3276,49.741,0.047354,-0.2,-0.068276
-3.9197,-1.3882,-4.2157,76.645,0.098271,-0.2,-0.10637
-4.5189,-1.3843,-4.5058,74.624,0.091231,-0.2,-0.098682
-5.145,-1.2767,-4.9335,70.483,0.084192,-0.2,-0.090994
-5.2044,-0.74067,-5.0965,65.89,0.077152,-0.2,-0.083306
-5.3168,0.027861,-5.0894,60.757,0.070112,-0.2,-0.075617
-5.372,0.20794,-5.0781,55.131,0.063073,-0.2,-0.067929
-5.3986,-0.03799,-5.0875,49.944,0.056578,-0.2,-0.060836
-3.3118,-1.3327,-4.7493,76.608,0.11255,-0.2,-0.091419
-3.8289,-1.3435,-5.1088,74.633,0.10447,-0.2,-0.084797
-4.3657,-1.2684,-5.604,70.554,0.09639,-0.2,-0.078175
-4.417,-0.76045,-5.7737,65.993,0.08831,-0.2,-0.071553
-4.5413,-0.012967,-5.7796,60.868,0.080231,-0.2,-0.064931
-4.6069,0.13841,-5.7536,55.252,0.072152,-0.2,-0.058309
