"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
-12.931,-3.5646,4.7265,318.25,-0.051881,-0.2,-0.12404
-11.423,-3.8159,3.7146,327.89,-0.055958,-0.2,-0.13364
-13.355,-3.4931,2.9322,319.03,-0.033694,-0.2,-0.13015
-11.775,-3.7197,2.0806,328.47,-0.036362,-0.2,-0.14023
-14.523,-2.7678,5.5872,298.19,-0.047803,-0.2,-0.11443
-15.031,-2.757,3.5993,299.32,-0.031026,-0.2,-0.12006
-14.6,-0.9694,5.5128,276.39,-0.043726,-0.2,-0.10483
-15.135,-1.0312,3.4917,277.68,-0.028359,-0.2,-0.10998
-14.603,0.93568,5.5645,252.69,-0.039648,-0.2,-0.09522
-15.163,0.8429,3.5545,254.08,-0.025691,-0.2,-0.099892
-14.608,1.3963,5.5167,226.52,-0.035571,-0.2,-0.085615
-15.18,1.2998,3.4979,228.21,-0.023023,-0.2,-0.089806
-14.892,1.0088,5.638,202,-0.031809,-0.2,-0.076752
-15.455,0.89722,3.5433,204.07,-0.020562,-0.2,-0.080501
-11.925,-3.6017,0.3204,329.7,-0.016036,-0.2,-0.144
-13.547,-3.4039,0.98107,320.33,-0.014831,-0.2,-0.13364
-15.271,-2.7378,1.4219,300.95,-0.013626,-0.2,-0.12327
-15.406,-1.0976,1.2726,279.64,-0.01242,-0.2,-0.11291
-15.471,0.73669,1.3434,256.27,-0.011215,-0.2,-0.10254
-15.495,1.1877,1.283,230.69,-0.01001,-0.2,-0.09218
-15.75,0.77264,1.2712,206.88,-0.0088985,-0.2,-0.082618
-11.786,-3.4712,-1.4354,331.2,0.0046186,-0.2,-0.14479
-13.435,-3.3059,-0.97055,321.79,0.0043362,-0.2,-0.13437
-15.188,-2.717,-0.75561,302.57,0.0040539,-0.2,-0.12394
-15.35,-1.1676,-0.94957,281.55,0.0037715,-0.2,-0.11352
-15.459,0.62761,-0.87694,258.42,0.0034892,-0.2,-0.10309
-15.489,1.0735,-0.9306,233.18,0.0032069,-0.2,-0.092668
-15.708,0.64887,-0.983,209.71,0.0029463,-0.2,-0.08305
-11.428,-3.3327,-3.1664,332.17,0.025192,-0.2,-0.14274
-13.076,-3.2006,-2.8931,322.78,0.023426,-0.2,-0.13246
-14.813,-2.6884,-2.8932,303.83,0.021661,-0.2,-0.12217
-14.974,-1.2276,-3.1252,283.19,0.019895,-0.2,-0.11188
-15.121,0.52576,-3.05,260.41,0.01813,-0.2,-0.10159
-15.168,0.96061,-3.0923,235.6,0.016364,-0.2,-0.091307
-15.356,0.52464,-3.1726,212.46,0.014735,-0.2,-0.081816
-10.873,-3.1899,-4.7365,332.5,0.045214,-0.2,-0.13759
-12.47,-3.0914,-4.6952,323.34,0.042006,-0.2,-0.12768
-14.149,-2.653,-4.9398,304.84,0.038798,-0.2,-0.11776
-14.308,-1.275,-5.2028,284.62,0.03559,-0.2,-0.10784
-14.485,0.43363,-5.1324,262.21,0.032382,-0.2,-0.097928
-14.557,0.8484,-5.1654,237.77,0.029174,-0.2,-0.088012
-14.712,0.39593,-5.2643,214.78,0.026215,-0.2,-0.078863
-10.117,-3.0459,-6.1541,332.73,0.064364,-0.2,-0.12982
-11.626,-2.9822,-6.365,323.85,0.059772,-0.2,-0.12045
-13.213,-2.6166,-6.8651,305.78,0.05518,-0.2,-0.11108
-13.372,-1.3137,-7.1523,285.85,0.050588,-0.2,-0.10171
-13.58,0.34904,-7.0951,263.7,0.045996,-0.2,-0.092346
-13.677,0.73292,-7.1234,239.42,0.041404,-0.2,-0.082978
-13.801,0.25815,-7.2183,216.52,0.037167,-0.2,-0.074335
-9.2021,-2.909,-7.5132,332.69,0.082161,-0.2,-0.11931
-10.589,-2.8799,-7.93,324.08,0.076284,-0.2,-0.11069
-12.04,-2.5848,-8.6347,306.41,0.070407,-0.2,-0.10208
-12.186,-1.3479,-8.9432,286.73,0.06453,-0.2,-0.093459
-12.422,0.26815,-8.9098,264.71,0.058653,-0.2,-0.084842
-12.544,0.60956,-8.9304,240.44,0.052776,-0.2,-0.076226
-12.642,0.10648,-9.0005,217.73,0.047354,-0.2,-0.068276
-8.0974,-2.7847,-8.7269,333.36,0.098271,-0.2,-0.10637
-9.3383,-2.7906,-9.3276,324.75,0.091231,-0.2,-0.098682
-10.631,-2.565,-10.217,307.05,0.084192,-0.2,-0.090994
-10.768,-1.3865,-10.552,287.39,0.077152,-0.2,-0.083306
-11.029,0.18517,-10.553,265.33,0.070112,-0.2,-0.075617
-11.174,0.47612,-10.552,241,0.063073,-0.2,-0.067929
-11.257,-0.060229,-10.587,218.54,0.056578,-0.2,-0.060836
-6.8436,-2.693,-9.8331,333.23,0.11255,-0.2,-0.091419
-7.9125,-2.7259,-10.578,324.81,0.10447,-0.2,-0.084797
-9.0181,-2.562,-11.608,307.36,0.09639,-0.2,-0.078175
-9.1378,-1.4366,-11.959,287.82,0.08831,-0.2,-0.071553
-9.4186,0.097763,-11.99,265.77,0.080231,-0.2,-0.064931
-9.5783,0.33433,-11.96,241.47,0.072152,-0.2,-0.058309
-9.6591,-0.23986,-11.951,219.24,0.064697,-0.2,-0.0522
-5.5436,-2.636,-10.78,332.45,0.12426,-0.2,-0.074379
-6.3871,-2.688,-11.637,324.39,0.11534,-0.2,-0.068986
-7.2483,-2.5712,-12.766,307.43,0.10642,-0.2,-0.063593
-7.3377,-1.4861,-13.121,288.12,0.097498,-0.2,-0.0582
-7.6226,0.0095172,-13.183,266.21,0.088577,-0.2,-0.052807
-7.8026,0.18402,-13.133,242.04,0.079656,-0.2,-0.047414
