"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
49.036,-3.4601,2.4983,-12.947,0.051209,-0.2,-0.015523
19.33,-2.9976,3.5306,-12.316,0.04209,-0.2,-0.012992
73.408,-2.5199,0.93481,-12.399,0.061508,-0.2,-0.011678
47.718,-2.2754,2.5586,-13.182,0.051781,-0.2,-0.010141
16.39,-1.8707,3.5852,-12.445,0.042054,-0.2,-0.0086046
73.219,-1.3624,0.94241,-12.566,0.062044,-0.2,-0.0051972
46.487,-1.0601,2.6213,-13.312,0.051874,-0.2,-0.0047005
13.872,-0.7486,3.634,-12.476,0.041703,-0.2,-0.0042039
73.021,-0.19032,0.9561,-12.625,0.061963,-0.2,0.0013215
45.41,0.17927,2.6821,-13.326,0.051514,-0.2,0.00075489
11.783,0.38865,3.6764,-12.405,0.041065,-0.2,0.0001883
72.874,0.98579,0.97475,-12.575,0.06127,-0.2,0.007817
44.543,1.4256,2.7394,-13.223,0.05071,-0.2,0.0061842
10.161,1.5228,3.7134,-12.238,0.04015,-0.2,0.0045513
72.801,2.158,0.99955,-12.412,0.059953,-0.2,0.014226
43.906,2.6659,2.793,-13.002,0.049456,-0.2,0.011545
9.0232,2.6459,3.7473,-11.976,0.038959,-0.2,0.0088632
155.17,-4.5838,-2.7432,8.8811,-0.12151,-0.2,-0.057444
160.51,0,0,0,-0.13096,-0.2,-0.061855
144.46,-4.9245,-1.9747,9.9963,-0.11206,-0.2,-0.053032
133.47,-4.8854,-0.58553,9.8901,-0.10261,-0.2,-0.048621
121.48,-4.8531,0.75453,9.8848,-0.093159,-0.2,-0.044209
108.41,-4.7572,1.0739,9.8914,-0.083708,-0.2,-0.039798
96.109,-4.7456,0.89125,10.232,-0.07499,-0.2,-0.035728
155.06,-3.637,-2.7608,9.3334,-0.12685,-0.2,-0.044428
160.42,0,0,0,-0.13671,-0.2,-0.047828
144.33,-3.8443,-1.978,10.46,-0.11699,-0.2,-0.041029
133.38,-3.8005,-0.58046,10.343,-0.10713,-0.2,-0.037629
121.4,-3.7652,0.7558,10.332,-0.097272,-0.2,-0.03423
108.34,-3.649,1.0676,10.334,-0.087414,-0.2,-0.03083
96.095,-3.5732,0.89097,10.679,-0.078319,-0.2,-0.027694
155,-2.645,-2.7772,9.6764,-0.1308,-0.2,-0.030928
160.37,0,0,0,-0.14096,-0.2,-0.033278
144.26,-2.72,-1.9847,10.801,-0.12064,-0.2,-0.028577
133.36,-2.6739,-0.58241,10.673,-0.11048,-0.2,-0.026226
121.4,-2.6353,0.74976,10.656,-0.10033,-0.2,-0.023876
108.37,-2.4991,1.0545,10.649,-0.090167,-0.2,-0.021525
96.187,-2.358,0.88289,10.986,-0.080795,-0.2,-0.019357
155,-1.621,-2.793,9.9037,-0.13333,-0.2,-0.017088
160.38,0,0,0,-0.14368,-0.2,-0.018364
144.28,-1.5666,-1.995,11.015,-0.12298,-0.2,-0.015811
133.42,-1.5203,-0.59136,10.875,-0.11263,-0.2,-0.014535
121.5,-1.4774,0.7366,10.854,-0.10228,-0.2,-0.013259
108.49,-1.3228,1.0347,10.832,-0.091929,-0.2,-0.011982
96.38,-1.118,0.86665,11.15,-0.08238,-0.2,-0.010805
155.12,-0.57746,-2.8088,10.009,-0.13442,-0.2,-0.0030577
160.49,0,0,0,-0.14485,-0.2,-0.0032455
144.4,-0.39699,-2.0097,11.097,-0.12399,-0.2,-0.0028698
133.58,-0.35277,-0.60831,10.949,-0.11355,-0.2,-0.0026819
121.68,-0.30589,0.71572,10.922,-0.10312,-0.2,-0.0024941
108.72,-0.13565,1.0085,10.881,-0.092684,-0.2,-0.0023062
96.668,0.12879,0.84243,11.17,-0.083057,-0.2,-0.0021328
155.36,0.47606,-2.8245,9.9931,-0.13406,-0.2,0.011015
160.74,0,0,0,-0.14446,-0.2,0.01192
144.63,0.7757,-2.0283,11.049,-0.12365,-0.2,0.010111
133.82,0.81476,-0.63258,10.894,-0.11325,-0.2,0.009207
121.96,0.86491,0.68752,10.861,-0.10285,-0.2,0.0083028
109.04,1.0468,0.97602,10.798,-0.092442,-0.2,0.0073985
97.061,1.3643,0.81087,11.045,-0.082843,-0.2,0.0065644
87.206,-4.9265,0.83112,10.718,-0.071784,-0.2,-0.034212
80.053,-5.071,1.1986,11.21,-0.068578,-0.2,-0.032696
67.431,-5.4203,2.3441,11.759,-0.065372,-0.2,-0.03118
87.198,-3.695,0.84565,11.193,-0.074972,-0.2,-0.026521
80.018,-3.7754,1.1913,11.699,-0.071625,-0.2,-0.025348
67.406,-4.0354,2.3501,12.279,-0.068278,-0.2,-0.024175
87.314,-2.4147,0.85166,11.517,-0.077344,-0.2,-0.01854
80.126,-2.4307,1.1726,12.03,-0.073892,-0.2,-0.017723
67.594,-2.5988,2.3369,12.633,-0.07044,-0.2,-0.016906
87.543,-1.1059,0.84909,11.687,-0.07886,-0.2,-0.010353
80.361,-1.0579,1.1452,12.197,-0.075341,-0.2,-0.0099005
67.969,-1.1328,2.3077,12.818,-0.071821,-0.2,-0.0094484
87.871,0.21089,0.83798,11.699,-0.079507,-0.2,-0.0020508
80.709,0.32159,1.1099,12.201,-0.075956,-0.2,-0.0019689
68.512,0.33988,2.2628,12.831,-0.072406,-0.2,-0.001887
88.313,1.5148,0.81841,11.556,-0.079298,-0.2,0.0062745
81.187,1.686,1.0668,12.04,-0.075754,-0.2,0.0059845
69.233,1.7966,2.2016,12.674,-0.072209,-0.2,0.0056946
41.062,-5.6231,3.8038,11.571,-0.055504,-0.2,-0.026534
7.0639,-5.2563,4.5101,10.229,-0.045635,-0.2,-0.021889
-25.119,-4.489,3.3495,8.1786,-0.035767,-0.2,-0.017243
-46.789,-3.119,-0.23969,5.6996,-0.025898,-0.2,-0.012598
41.005,-4.2201,3.8537,12.138,-0.058014,-0.2,-0.020483
7.0733,-3.9406,4.5646,10.786,-0.047749,-0.2,-0.016791
-25.108,-3.3775,3.4084,8.6588,-0.037485,-0.2,-0.013099
-46.993,-2.217,-0.18922,6.0922,-0.02722,-0.2,-0.0094076
41.39,-2.7638,3.8802,12.549,-0.059942,-0.2,-0.014224
7.7146,-2.5798,4.6168,11.222,-0.049443,-0.2,-0.011542
-24.327,-2.2327,3.532,9.0596,-0.038945,-0.2,-0.0088608
-46.463,-1.3217,0.08991,6.4636,-0.028447,-0.2,-0.0061793
42.186,-1.274,3.8839,12.798,-0.06126,-0.2,-0.0078154
8.9574,-1.1893,4.6619,11.531,-0.0507,-0.2,-0.0061824
-22.818,-1.0515,3.7048,9.3803,-0.040139,-0.2,-0.0045494
-45.106,-0.41863,0.58466,6.8156,-0.029578,-0.2,-0.0029164
43.363,0.2284,3.8637,12.879,-0.061956,-0.2,-0.0013202
10.795,0.21554,4.6946,11.705,-0.051506,-0.2,-0.00075349
-20.607,0.1528,3.9091,9.6146,-0.041056,-0.2,-0.00018676
-42.864,0.50271,1.2336,7.1387,-0.030606,-0.2,0.00037997
44.902,1.722,3.8179,12.793,-0.062038,-0.2,0.0051981
13.221,1.6189,4.7096,11.74,-0.051867,-0.2,0.0047016
-17.696,1.37,4.1256,9.7582,-0.041697,-0.2,0.004205
-39.776,1.4577,1.9558,7.422,-0.031526,-0.2,0.0037085
-55.448,-2.056,-3.577,3.8112,-0.021123,-0.2,-0.010702
-55.697,-1.2149,-3.5753,4.1656,-0.022504,-0.2,-0.0073707
-55.351,-0.3903,-3.2599,4.5193,-0.023806,-0.2,-0.0040087
-54.32,0.42454,-2.6026,4.8799,-0.025029,-0.2,-0.00061904
-52.487,1.2444,-1.6179,5.2604,-0.026168,-0.2,0.0027967
-49.779,2.0958,-0.38613,5.6629,-0.027217,-0.2,0.0062366
-59.836,-1.5869,-5.1933,2.7477,-0.016296,-0.2,-0.0087634
-60.016,-0.7352,-5.2262,3.0968,-0.017719,-0.2,-0.0053283
-59.499,0.10913,-4.9847,3.4124,-0.019081,-0.2,-0.0018698
-58.332,0.95133,-4.426,3.7071,-0.020381,-0.2,0.0016093
-56.532,1.7926,-3.4766,4.02,-0.021615,-0.2,0.005107
-54.011,2.6613,-2.1073,4.3881,-0.022778,-0.2,0.008621
-62.891,-1.1231,-6.2415,1.7138,-0.011438,-0.2,-0.006796
-63.07,-0.24582,-6.2541,2.0785,-0.012891,-0.2,-0.0032876
-62.414,0.61913,-5.9909,2.402,-0.014301,-0.2,0.00023711
-60.93,1.4555,-5.4505,2.6782,-0.015666,-0.2,0.0037753
-58.691,2.2643,-4.5668,2.9348,-0.016982,-0.2,0.0073248
-55.757,3.0981,-3.2369,3.2166,-0.018246,-0.2,0.010883
-64.349,-0.66492,-6.817,0.56641,-0.0065662,-0.2,-0.0048061
-64.55,0.22985,-6.8115,0.94077,-0.0080387,-0.2,-0.0012503
-63.842,1.1241,-6.5074,1.289,-0.0094849,-0.2,0.0023147
-62.231,1.9746,-5.9377,1.5896,-0.010903,-0.2,0.0058861
-59.786,2.7679,-5.0557,1.8544,-0.012291,-0.2,0.0094614
-56.586,3.5661,-3.7431,2.1136,-0.013646,-0.2,0.013037
-64.167,-0.17965,-6.8066,-0.62052,-0.0016882,-0.2,-0.0027988
-64.376,0.72129,-6.8036,-0.25374,-0.0031703,-0.2,0.00078081
-63.629,1.6161,-6.4963,0.10408,-0.0046434,-0.2,0.0043624
-61.973,2.4593,-5.9155,0.43139,-0.0061057,-0.2,0.0079435
-59.505,3.2403,-5.0183,0.72697,-0.0075553,-0.2,0.011521
-56.276,4.03,-3.6913,1.005,-0.0089911,-0.2,0.015091
-62.283,0.32035,-6.2205,-1.8277,0.0031887,-0.2,-0.00077766
-62.482,1.2065,-6.2285,-1.4704,0.0017068,-0.2,0.002802
-61.751,2.0683,-5.9366,-1.1106,0.0002166,-0.2,0.0063765
-60.15,2.8805,-5.35,-0.7667,-0.0012797,-0.2,0.0099434
-57.768,3.6625,-4.4189,-0.45121,-0.0027813,-0.2,0.013499
-54.613,4.5083,-3.0457,-0.16443,-0.0042882,-0.2,0.01704
-58.839,0.77794,-5.0506,-3.0314,0.0080569,-0.2,0.0012534
-58.995,1.631,-5.0654,-2.675,0.0065851,-0.2,0.0048093
-58.317,2.4629,-4.7713,-2.325,0.0050877,-0.2,0.0083529
-56.841,3.2815,-4.1558,-1.9921,0.0035671,-0.2,0.011882
-54.577,4.1349,-3.1696,-1.6884,0.0020235,-0.2,0.015392
-51.465,5.1111,-1.769,-1.4173,0.00045534,-0.2,0.01888
-53.831,1.2608,-3.1367,-4.3836,0.012909,-0.2,0.0032907
-53.985,2.1057,-3.1428,-4.0231,0.011457,-0.2,0.0067992
-53.38,2.9558,-2.8359,-3.6904,0.0099625,-0.2,0.010288
-51.988,3.8426,-2.2046,-3.3817,0.0084276,-0.2,0.013756
-49.751,4.8067,-1.2385,-3.097,0.0068516,-0.2,0.017197
-46.632,5.8756,0.0091794,-2.8294,0.005232,-0.2,0.020608
-46.816,1.8335,-0.64236,-5.9848,0.017736,-0.2,0.0053314
-46.949,2.728,-0.63704,-5.5919,0.016315,-0.2,0.0087667
-46.329,3.6431,-0.36748,-5.2371,0.014833,-0.2,0.012175
-44.882,4.5999,0.15853,-4.9047,0.013295,-0.2,0.015555
-42.562,5.6075,0.90427,-4.5821,0.011697,-0.2,0.018902
-39.471,6.6469,1.7759,-4.263,0.010037,-0.2,0.02221
-36.437,2.5751,1.7956,-7.7886,0.022521,-0.2,0.0073737
-36.702,3.5012,1.8105,-7.39,0.021143,-0.2,0.010705
-36.226,4.4325,1.9783,-7.0065,0.019687,-0.2,0.014003
-34.968,5.3699,2.2841,-6.6276,0.018157,-0.2,0.017265
-32.973,6.3097,2.6891,-6.2419,0.016551,-0.2,0.020487
-30.498,7.2352,3.1339,-5.8485,0.014862,-0.2,0.023662
-19.682,3.2577,3.4103,-9.7386,0.027237,-0.2,0.0094106
-19.888,4.195,3.4326,-9.3474,0.025918,-0.2,0.012601
-19.396,5.1135,3.5044,-8.9202,0.024503,-0.2,0.015751
-18.163,6.0082,3.6202,-8.457,0.022998,-0.2,0.018858
-16.212,6.8734,3.7648,-7.955,0.021398,-0.2,0.021918
-13.749,7.7063,3.9154,-7.412,0.019696,-0.2,0.024922
154.93,3.8127,-2.7975,-8.8964,0.1255,-0.2,0.048132
158.5,0,0,0,0.13537,-0.2,0.051749
146.41,4.1546,-2.608,-9.7993,0.11562,-0.2,0.044515
137.3,3.9086,-1.7024,-9.9651,0.10574,-0.2,0.040898
127.35,3.7455,-0.49561,-10.009,0.095865,-0.2,0.037281
115.75,3.3326,-0.42994,-9.7509,0.085987,-0.2,0.033664
106.42,2.8817,-0.94835,-9.6168,0.077299,-0.2,0.030487
153.64,4.6898,-3.0192,-8.4688,0.11956,-0.2,0.061561
156.99,0,0,0,0.12893,-0.2,0.066307
145.58,5.1773,-2.7537,-9.3601,0.11018,-0.2,0.056815
136.9,4.8964,-1.7699,-9.5174,0.1008,-0.2,0.052068
127.19,4.7281,-0.50193,-9.552,0.091423,-0.2,0.047321
115.74,4.2472,-0.41739,-9.2729,0.082045,-0.2,0.042574
106.56,3.7391,-0.9363,-9.1637,0.073718,-0.2,0.038367
152.47,5.5322,-3.2451,-7.9219,0.11212,-0.2,0.074229
155.5,0,0,0,0.12086,-0.2,0.080032
145.06,6.1144,-2.8568,-8.7906,0.10338,-0.2,0.068426
136.82,5.8218,-1.783,-8.9519,0.094639,-0.2,0.062623
127.16,5.6612,-0.47923,-8.9816,0.085897,-0.2,0.05682
115.72,5.1114,-0.39462,-8.7033,0.077155,-0.2,0.051016
106.62,4.5469,-0.91154,-8.6398,0.069319,-0.2,0.045823
152.18,6.2601,-3.3956,-7.2564,0.10334,-0.2,0.086001
154.91,0,0,0,0.11133,-0.2,0.092775
145.32,6.9402,-2.9013,-8.1239,0.095355,-0.2,0.079227
137.27,6.6667,-1.7526,-8.2828,0.08737,-0.2,0.072453
127.42,6.5292,-0.43295,-8.3046,0.079384,-0.2,0.065678
115.88,5.92,-0.35977,-8.0424,0.071398,-0.2,0.058903
106.8,5.3101,-0.87673,-8.0384,0.06417,-0.2,0.052782
153.93,6.8606,-3.4455,-6.4335,0.093334,-0.2,0.096751
156.91,0,0,0,0.10046,-0.2,0.1044
146.68,7.6674,-2.8691,-7.335,0.086211,-0.2,0.089101
138.25,7.4378,-1.6768,-7.4986,0.079088,-0.2,0.081451
127.95,7.3332,-0.37088,-7.5173,0.071965,-0.2,0.073801
116.21,6.6713,-0.31987,-7.2977,0.064841,-0.2,0.066151
107.13,6.0279,-0.8377,-7.3721,0.058329,-0.2,0.05917
156.59,7.3873,-3.3925,-5.5618,0.08228,-0.2,0.10643
160.38,0,0,0,0.088457,-0.2,0.11486
148.21,8.3095,-2.7752,-6.4988,0.076103,-0.2,0.097996
139.22,8.1236,-1.5876,-6.6591,0.069926,-0.2,0.089564
128.47,8.0513,-0.31513,-6.6709,0.06375,-0.2,0.081132
116.55,7.3492,-0.28407,-6.511,0.057573,-0.2,0.072701
107.5,6.6924,-0.79903,-6.6749,0.051866,-0.2,0.06493
100.88,2.7631,-1.0429,-9.7653,0.074296,-0.2,0.028384
96.556,2.6343,-1.0067,-9.9635,0.071293,-0.2,0.02628
89.401,2.6764,-0.4851,-10.738,0.06829,-0.2,0.024177
101.07,3.6476,-1.023,-9.3467,0.07094,-0.2,0.035972
96.745,3.5437,-0.98854,-9.5813,0.068163,-0.2,0.033577
89.534,3.6761,-0.46583,-10.396,0.065385,-0.2,0.031182
101.19,4.491,-0.99152,-8.8612,0.066801,-0.2,0.043164
96.876,4.4188,-0.9601,-9.1312,0.064284,-0.2,0.040505
89.647,4.6462,-0.43451,-9.9712,0.061767,-0.2,0.037846
101.36,5.2962,-0.95184,-8.2976,0.061937,-0.2,0.049887
97.022,5.2631,-0.92327,-8.6071,0.059704,-0.2,0.046991
89.756,5.5879,-0.39193,-9.4637,0.057472,-0.2,0.044096
101.63,6.0609,-0.90918,-7.6691,0.056401,-0.2,0.056068
97.24,6.0738,-0.88087,-8.0213,0.054474,-0.2,0.052965
89.905,6.495,-0.33923,-8.8777,0.052547,-0.2,0.049863
101.95,6.7782,-0.86346,-7.0007,0.050259,-0.2,0.061647
97.479,6.8501,-0.83218,-7.3839,0.048653,-0.2,0.058365
90.049,7.3671,-0.27783,-8.2135,0.047047,-0.2,0.055083
72.782,3.3174,1.0302,-12.14,0.058027,-0.2,0.020485
43.518,3.8863,2.8426,-12.665,0.047763,-0.2,0.016794
8.3874,3.7482,3.7806,-11.624,0.0375,-0.2,0.013102
72.833,4.4515,1.0649,-11.76,0.055518,-0.2,0.026537
43.399,5.0737,2.8872,-12.216,0.045652,-0.2,0.021892
8.2763,4.8208,3.8149,-11.184,0.035785,-0.2,0.017247
72.947,5.5515,1.1044,-11.273,0.052451,-0.2,0.032323
43.539,6.2151,2.9265,-11.658,0.043135,-0.2,0.026799
8.7083,5.854,3.8506,-10.663,0.033819,-0.2,0.021275
73.1,6.6086,1.1486,-10.683,0.048853,-0.2,0.037787
43.938,7.2975,2.9599,-10.999,0.040235,-0.2,0.031477
9.7349,6.8369,3.8868,-10.064,0.031616,-0.2,0.025168
73.315,7.6118,1.1968,-9.9916,0.04476,-0.2,0.042876
44.655,8.307,2.9871,-10.243,0.036972,-0.2,0.03589
11.444,7.7582,3.9213,-9.3915,0.029185,-0.2,0.028904
73.569,8.5508,1.2487,-9.2036,0.040209,-0.2,0.047543
45.724,9.2303,3.0078,-9.4019,0.033371,-0.2,0.040002
13.832,8.6139,3.9508,-8.6488,0.026534,-0.2,0.032462
155.58,1.527,-2.839,9.8633,-0.13219,-0.2,0.024973
160.98,0,0,0,-0.14244,-0.2,0.02696
144.86,1.9389,-2.0489,10.875,-0.12194,-0.2,0.022986
134.1,1.9692,-0.66129,10.712,-0.11169,-0.2,0.020999
122.28,2.0201,0.65368,10.673,-0.10143,-0.2,0.019013
109.43,2.2087,0.93715,10.583,-0.09118,-0.2,0.017026
97.532,2.5714,0.77156,10.779,-0.08172,-0.2,0.015193
155.67,2.5569,-2.8528,9.6434,-0.12881,-0.2,0.038643
161.01,0,0,0,-0.13879,-0.2,0.041689
145.05,3.0741,-2.0666,10.581,-0.11883,-0.2,0.035596
134.38,3.0945,-0.68776,10.407,-0.10884,-0.2,0.03255
122.63,3.1455,0.61951,10.363,-0.098857,-0.2,0.029503
109.87,3.3368,0.894,10.243,-0.088872,-0.2,0.026457
98.076,3.737,0.725,10.384,-0.079661,-0.2,0.023646
155.65,3.6197,-2.8668,9.2829,-0.12403,-0.2,0.051886
160.84,0,0,0,-0.13364,-0.2,0.055958
145.21,4.251,-2.0873,10.123,-0.11443,-0.2,0.047814
134.58,4.2615,-0.72092,9.9379,-0.10482,-0.2,0.043742
122.91,4.3116,0.57738,9.8881,-0.09521,-0.2,0.03967
110.26,4.5021,0.84149,9.7324,-0.085602,-0.2,0.035598
98.586,4.9348,0.66641,9.8013,-0.076738,-0.2,0.031841
88.844,2.7863,0.78976,11.26,-0.078224,-0.2,0.014534
81.772,3.0148,1.0162,11.719,-0.074728,-0.2,0.013875
70.099,3.215,2.1247,12.347,-0.071231,-0.2,0.013216
89.472,4.0111,0.75331,10.827,-0.076256,-0.2,0.022627
82.473,4.2938,0.96415,11.253,-0.072851,-0.2,0.021607
71.106,4.5799,2.042,11.867,-0.069447,-0.2,0.020587
90.084,5.2675,0.70344,10.194,-0.073461,-0.2,0.030472
83.167,5.6061,0.90016,10.576,-0.070184,-0.2,0.029103
71.969,5.9856,1.942,11.16,-0.066907,-0.2,0.027734
46.734,3.183,3.7458,12.541,-0.061504,-0.2,0.011679
16.158,2.9974,4.7017,11.633,-0.051776,-0.2,0.010142
-14.111,2.5786,4.3289,9.7975,-0.042049,-0.2,0.0086053
-35.946,2.4344,2.6611,7.6549,-0.032322,-0.2,0.0070686
48.796,4.5965,3.6547,12.134,-0.060327,-0.2,0.018055
19.49,4.3449,4.6688,11.391,-0.051207,-0.2,0.015524
-9.7847,3.8077,4.5039,9.7397,-0.042088,-0.2,0.012992
-31.589,3.5091,3.3287,7.8415,-0.032968,-0.2,0.01046
50.207,6.0627,3.5632,11.488,-0.058539,-0.2,0.024271
21.24,5.7228,4.6403,10.903,-0.050172,-0.2,0.020808
-7.4668,5.0309,4.5959,9.4117,-0.041804,-0.2,0.017345
-26.591,4.4345,3.8456,7.9958,-0.033436,-0.2,0.013882
-46.139,2.9672,0.91365,6.0793,-0.028163,-0.2,0.0096992
-41.966,3.9765,2.1867,6.4741,-0.028986,-0.2,0.013183
-31.364,5.0879,3.4598,7.1208,-0.029659,-0.2,0.016684
-50.435,3.5464,-0.47373,4.8292,-0.02386,-0.2,0.012149
-45.786,4.6142,1.2651,5.2833,-0.024842,-0.2,0.015688
-34.429,5.9265,3.0299,5.9789,-0.025705,-0.2,0.019232
-51.883,3.9698,-1.5097,3.5869,-0.019451,-0.2,0.014445
-46.867,5.0967,0.51068,4.0355,-0.020581,-0.2,0.018009
-35.828,6.6387,2.6723,4.7609,-0.021621,-0.2,0.021565
-52.498,4.4278,-1.9865,2.4321,-0.014963,-0.2,0.016609
-47.216,5.6035,0.15605,2.8429,-0.01623,-0.2,0.020171
-36.305,7.3001,2.5033,3.5399,-0.017437,-0.2,0.023714
-52.15,4.9446,-1.8897,1.3041,-0.01041,-0.2,0.018648
-46.66,6.1852,0.26931,1.6749,-0.011805,-0.2,0.022186
-35.584,7.9322,2.5629,2.3031,-0.013168,-0.2,0.025692
-50.478,5.5485,-1.2147,0.11948,-0.0057997,-0.2,0.020559
-44.74,6.8279,0.81256,0.47583,-0.0073116,-0.2,0.024048
-33.368,8.5121,2.8181,1.0258,-0.0088223,-0.2,0.027493
-47.225,6.2601,-0.051089,-1.1457,-0.0011387,-0.2,0.022336
-41.179,7.4838,1.6386,-0.77564,-0.0027582,-0.2,0.025753
-29.596,9.0145,3.1911,-0.29759,-0.0044059,-0.2,0.029113
-42.347,7.0056,1.3619,-2.5319,0.0035652,-0.2,0.023979
-36.095,8.0722,2.5456,-2.0959,0.0018479,-0.2,0.027299
-24.429,9.4044,3.5864,-1.6613,7.2906e-05,-0.2,0.030551
-35.396,7.6542,2.6328,-3.9088,0.0083078,-0.2,0.025469
-29.323,8.5427,3.3246,-3.4152,0.0065034,-0.2,0.028667
-17.917,9.6704,3.9177,-3.0345,0.0046118,-0.2,0.031785
-27.361,8.1083,3.5508,-5.4184,0.013084,-0.2,0.026779
-22.216,8.8728,3.8775,-4.862,0.011205,-0.2,0.029825
-10.803,9.8024,4.1367,-4.4889,0.0092093,-0.2,0.032779
-10.891,8.5015,4.0499,-6.8151,0.017884,-0.2,0.02786
-7.3105,9.2372,4.1541,-6.138,0.015946,-0.2,0.030716
-2.9643,9.8384,4.2187,-5.589,0.013862,-0.2,0.033468
158.1,7.8567,-3.2775,-4.8189,0.072672,-0.2,0.11317
162.52,0,0,0,0.078176,-0.2,0.12205
148.9,8.8517,-2.6766,-5.7037,0.067168,-0.2,0.1043
139.63,8.7018,-1.5165,-5.8442,0.061664,-0.2,0.095429
128.65,8.6548,-0.2756,-5.8333,0.05616,-0.2,0.086556
116.66,7.9326,-0.25538,-5.7368,0.050656,-0.2,0.077683
107.68,7.292,-0.75994,-5.9858,0.045573,-0.2,0.069502
158.35,8.2742,-3.1777,-4.0978,0.062535,-0.2,0.1191
163,0,0,0,0.06734,-0.2,0.12837
148.85,9.3292,-2.6105,-4.8985,0.05773,-0.2,0.10983
139.5,9.201,-1.4682,-5.0313,0.052925,-0.2,0.10056
128.45,9.1684,-0.24839,-4.989,0.04812,-0.2,0.091287
116.52,8.4481,-0.2283,-4.9577,0.043315,-0.2,0.082016
107.55,7.8472,-0.71573,-5.2855,0.038879,-0.2,0.073466
158.15,8.6734,-3.113,-3.23,0.051884,-0.2,0.12404
162.8,0,0,0,0.055958,-0.2,0.13364
148.61,9.7862,-2.5604,-3.9371,0.04781,-0.2,0.11443
139.08,9.6686,-1.4225,-4.0596,0.043736,-0.2,0.10483
128.02,9.6439,-0.21627,-3.9887,0.039662,-0.2,0.095223
116.28,8.9439,-0.19217,-4.04,0.035588,-0.2,0.085618
107.25,8.4081,-0.65731,-4.4541,0.03183,-0.2,0.076756
102.06,7.4393,-0.81379,-6.3175,0.044059,-0.2,0.066235
97.484,7.5862,-0.77736,-6.7015,0.042545,-0.2,0.062967
89.973,8.1989,-0.20871,-7.473,0.041031,-0.2,0.059699
101.8,8.0579,-0.75809,-5.6035,0.037441,-0.2,0.070198
97.098,8.2823,-0.71536,-5.9638,0.036003,-0.2,0.06693
89.573,8.9746,-0.13132,-6.6553,0.034565,-0.2,0.063662
101.33,8.6848,-0.68459,-4.7539,0.03046,-0.2,0.07348
96.468,8.9785,-0.63266,-5.0839,0.029091,-0.2,0.070204
88.787,9.7411,-0.019387,-5.6804,0.027721,-0.2,0.066929
73.721,9.4172,1.3045,-8.3301,0.035244,-0.2,0.05174
46.969,10.061,3.0221,-8.4916,0.029457,-0.2,0.04378
16.553,9.4079,3.9721,-7.8509,0.023671,-0.2,0.03582
73.694,10.198,1.3622,-7.3783,0.02991,-0.2,0.055426
48.063,10.804,3.0286,-7.5268,0.025256,-0.2,0.047189
18.853,10.148,3.9836,-7.0217,0.020601,-0.2,0.038953
72.779,10.955,1.4779,-6.2553,0.024256,-0.2,0.058563
47.591,11.483,3.0982,-6.3907,0.020792,-0.2,0.050198
18.436,10.777,4.0224,-6.0391,0.017327,-0.2,0.041833
155.59,4.7841,-2.8896,8.6863,-0.11534,-0.2,0.068986
160.69,0,0,0,-0.12426,-0.2,0.074379
145.26,5.5581,-2.1312,9.4178,-0.10642,-0.2,0.063593
134.7,5.5593,-0.78674,9.227,-0.097497,-0.2,0.0582
123.15,5.6003,0.506,9.1705,-0.088576,-0.2,0.052807
110.64,5.7746,0.76714,8.9666,-0.079654,-0.2,0.047414
99.102,6.2221,0.58675,8.9365,-0.071423,-0.2,0.042439
155.93,5.9047,-2.9123,7.8596,-0.10447,-0.2,0.084797
161.11,0,0,0,-0.11255,-0.2,0.091419
145.5,6.8228,-2.1871,8.4929,-0.096388,-0.2,0.078175
135.01,6.8123,-0.86849,8.3055,-0.088308,-0.2,0.071553
123.59,6.8418,0.41955,8.2445,-0.080229,-0.2,0.064932
111.23,6.9853,0.67796,7.9872,-0.072149,-0.2,0.05831
99.879,7.4274,0.49018,7.8477,-0.064694,-0.2,0.0522
156.17,6.9249,-2.9322,6.889,-0.09123,-0.2,0.098682
161.35,0,0,0,-0.098271,-0.2,0.10637
145.82,7.9415,-2.2348,7.3957,-0.08419,-0.2,0.090994
135.49,7.9091,-0.94217,7.2148,-0.077149,-0.2,0.083306
124.21,7.9208,0.33444,7.1533,-0.070109,-0.2,0.075618
112.05,8.018,0.58069,6.8459,-0.063068,-0.2,0.06793
100.95,8.4319,0.38171,6.6022,-0.056572,-0.2,0.060837
156.3,7.7891,-2.9568,5.8097,-0.076283,-0.2,0.11069
161.35,0,0,0,-0.082162,-0.2,0.11931
146.19,8.8767,-2.2833,6.1682,-0.070405,-0.2,0.10208
136.06,8.8232,-1.0188,5.9924,-0.064527,-0.2,0.09346
124.95,8.8198,0.24426,5.9304,-0.058648,-0.2,0.084843
113,8.8524,0.47545,5.5798,-0.05277,-0.2,0.076227
102.17,9.2129,0.26186,5.2363,-0.047346,-0.2,0.068277
156.74,8.4684,-2.9752,4.6025,-0.059771,-0.2,0.12045
161.75,0,0,0,-0.064364,-0.2,0.12982
146.72,9.6172,-2.3304,4.8259,-0.055177,-0.2,0.11108
136.68,9.5462,-1.0938,4.661,-0.050583,-0.2,0.10171
125.66,9.5279,0.15369,4.6069,-0.04599,-0.2,0.092347
113.93,9.4784,0.36329,4.2245,-0.041396,-0.2,0.082979
103.42,9.7616,0.12973,3.7899,-0.037158,-0.2,0.074337
