"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
157.02,8.9829,-2.9923,3.3282,-0.042005,-0.2,0.12768
161.92,0,0,0,-0.045215,-0.2,0.13759
147.15,10.161,-2.3714,3.3993,-0.038795,-0.2,0.11776
137.23,10.075,-1.1622,3.2467,-0.035585,-0.2,0.10785
126.3,10.042,0.066651,3.2104,-0.032375,-0.2,0.09793
114.77,9.8917,0.247,2.8134,-0.029165,-0.2,0.088013
104.6,10.073,-0.012611,2.3017,-0.026203,-0.2,0.078865
157.38,9.3002,-3.005,1.9994,-0.023424,-0.2,0.13246
162.21,0,0,0,-0.025192,-0.2,0.14274
147.6,10.496,-2.4075,1.9177,-0.021656,-0.2,0.12217
137.73,10.4,-1.2233,1.7775,-0.019889,-0.2,0.11188
126.84,10.357,-0.012464,1.7675,-0.018121,-0.2,0.1016
115.49,10.089,0.13256,1.3777,-0.016353,-0.2,0.091309
105.69,10.142,-0.16087,0.80661,-0.014722,-0.2,0.081818
157.72,9.4275,-3.0145,0.63559,-0.0043338,-0.2,0.13437
162.5,0,0,0,-0.0046187,-0.2,0.14479
147.99,10.62,-2.4368,0.39898,-0.0040488,-0.2,0.12394
138.16,10.518,-1.2726,0.27118,-0.0037639,-0.2,0.11352
127.25,10.475,-0.076753,0.29742,-0.0034789,-0.2,0.10309
116,10.07,0.025694,-0.057947,-0.003194,-0.2,0.09267
106.56,9.9715,-0.31029,-0.66142,-0.002931,-0.2,0.083053
157.93,9.3696,-3.0298,-0.72509,0.014834,-0.2,0.13364
162.63,0,0,0,0.016036,-0.2,0.144
148.29,10.535,-2.4636,-1.122,0.013631,-0.2,0.12327
138.49,10.425,-1.3135,-1.2422,0.012429,-0.2,0.11291
127.52,10.389,-0.12619,-1.1855,0.011227,-0.2,0.10255
116.23,9.8468,-0.067347,-1.4669,0.010025,-0.2,0.092182
107.05,9.5819,-0.45321,-2.0574,0.0089158,-0.2,0.082621
158.07,9.0845,-3.0581,-2.0608,0.033697,-0.2,0.13015
162.7,0,0,0,0.036362,-0.2,0.14023
148.49,10.233,-2.5051,-2.6202,0.031033,-0.2,0.12006
138.73,10.119,-1.3639,-2.7379,0.028368,-0.2,0.10998
127.69,10.091,-0.17119,-2.6651,0.025704,-0.2,0.099894
116.21,9.4447,-0.13944,-2.8344,0.023039,-0.2,0.089809
107.13,9.0224,-0.57208,-3.3516,0.020581,-0.2,0.080504
90.711,6.6061,0.62832,9.2559,-0.068379,-0.2,0.04062
83.902,6.9974,0.80305,9.5752,-0.065335,-0.2,0.038801
72.706,7.4823,1.8106,10.111,-0.062291,-0.2,0.036983
91.637,7.8476,0.53404,8.0835,-0.061931,-0.2,0.04996
84.979,8.2777,0.68835,8.3266,-0.059167,-0.2,0.047719
73.811,8.8659,1.6693,8.7978,-0.056404,-0.2,0.045478
92.897,8.8754,0.42773,6.7554,-0.054166,-0.2,0.058236
86.419,9.3296,0.56906,6.9175,-0.051759,-0.2,0.055635
75.376,10.009,1.5242,7.3063,-0.049353,-0.2,0.053035
94.329,9.6667,0.30814,5.3079,-0.045333,-0.2,0.065358
88.036,10.132,0.43875,5.389,-0.043319,-0.2,0.062438
77.213,10.89,1.3662,5.677,-0.041305,-0.2,0.059519
95.792,10.215,0.17472,3.7838,-0.035579,-0.2,0.071157
89.682,10.678,0.29577,3.7866,-0.034,-0.2,0.067978
79.16,11.499,1.1929,3.9579,-0.03242,-0.2,0.064798
97.214,10.516,0.028942,2.2236,-0.025094,-0.2,0.075497
91.29,10.967,0.14134,2.1524,-0.023985,-0.2,0.072129
81.139,11.831,1.0054,2.1949,-0.022875,-0.2,0.06876
98.575,10.57,-0.12582,0.66404,-0.014102,-0.2,0.078318
92.833,11.002,-0.022452,0.52417,-0.013482,-0.2,0.074818
83.104,11.888,0.80483,0.4313,-0.012862,-0.2,0.071318
99.751,10.384,-0.28428,-0.86007,-0.0028157,-0.2,0.079507
94.203,10.794,-0.19122,-1.0619,-0.0027004,-0.2,0.075962
84.945,11.68,0.5932,-1.2905,-0.0025851,-0.2,0.072416
100.57,9.9733,-0.43967,-2.3052,0.0085251,-0.2,0.079093
95.256,10.361,-0.35729,-2.5627,0.0081344,-0.2,0.075565
86.534,11.229,0.37603,-2.9258,0.0077436,-0.2,0.072038
100.97,9.3664,-0.57805,-3.6332,0.019692,-0.2,0.077069
95.911,9.7175,-0.51044,-3.9335,0.018803,-0.2,0.073633
87.761,10.545,0.16008,-4.4218,0.017914,-0.2,0.070197
50.623,7.634,3.4868,10.481,-0.054133,-0.2,0.031908
20.624,7.1581,4.6324,9.9936,-0.045975,-0.2,0.026834
-8.9024,6.2063,4.5499,8.5747,-0.037817,-0.2,0.021759
51.24,9.118,3.4025,9.1821,-0.048729,-0.2,0.038917
19.974,8.5366,4.6101,8.767,-0.041055,-0.2,0.032355
-11.016,7.3332,4.447,7.4202,-0.03338,-0.2,0.025793
52.464,10.385,3.2919,7.6813,-0.04242,-0.2,0.045167
20.061,9.7643,4.5628,7.3566,-0.035487,-0.2,0.0373
-12.349,8.3544,4.3602,6.1433,-0.028554,-0.2,0.029433
54.226,11.408,3.1508,6.0135,-0.035338,-0.2,0.050568
21.121,10.81,4.4874,5.7797,-0.029371,-0.2,0.041617
-12.483,9.2504,4.3071,4.7693,-0.023404,-0.2,0.032665
56.432,12.165,2.9782,4.2238,-0.027607,-0.2,0.055022
23.202,11.643,4.3818,4.0679,-0.022794,-0.2,0.045245
-11.188,10.006,4.2906,3.3031,-0.017981,-0.2,0.035468
58.988,12.64,2.7757,2.3611,-0.019362,-0.2,0.058444
26.176,12.24,4.2436,2.2639,-0.015849,-0.2,0.048127
-8.4876,10.603,4.2982,1.7534,-0.012336,-0.2,0.03781
61.812,12.826,2.5457,0.47463,-0.010748,-0.2,0.060767
29.907,12.585,4.0702,0.41447,-0.0086338,-0.2,0.050216
-4.537,11.03,4.3093,0.14796,-0.0065199,-0.2,0.039664
64.784,12.725,2.2901,-1.3861,-0.0019206,-0.2,0.06195
34.256,12.672,3.8593,-1.4328,-0.0012561,-0.2,0.051484
0.5001,11.272,4.2999,-1.4814,-0.00059158,-0.2,0.041017
67.76,12.356,2.0133,-3.173,0.0069607,-0.2,0.061975
39.067,12.504,3.6117,-3.2283,0.0061777,-0.2,0.051912
6.4987,11.323,4.2486,-3.0931,0.0053948,-0.2,0.041848
70.547,11.729,1.7201,-4.8326,0.015738,-0.2,0.060842
44.042,12.086,3.3265,-4.9261,0.013562,-0.2,0.051488
13.303,11.171,4.1359,-4.6789,0.011386,-0.2,0.042133
