"p","U:0","U:1","U:2","div(phi)","Points:0","Points:1","Points:2"
233.815,-9.6840897,-3.44119,2.4871099,1.17158e-05,-0.04448564,-0.2071428,-0.1320499
220.369,-12.2941,-3.01089,4.2011399,0.000101237,-0.041136581,-0.2071428,-0.12227266
205.798,-12.2708,-2.0502701,3.9534299,0.0001926,-0.037787523,-0.2071428,-0.1124954
190.57401,-12.0774,1.02705,4.1029401,-0.00028181099,-0.034438469,-0.20714281,-0.10271814
175.252,-12.1391,2.31141,3.91592,-0.00149941,-0.031089408,-0.20714281,-0.092940897
158.08701,-12.5883,2.10128,3.7437799,0.000200579,-0.027866956,-0.20714281,-0.083533078
234.823,-9.9423504,-3.3125501,1.0331,-0.000105462,-0.02523748,-0.20714279,-0.13704035
221.455,-12.644,-2.9172499,2.4075799,7.7208097e-05,-0.023314681,-0.2071428,-0.1268865
207.201,-12.6162,-2.00388,2.1335001,0.00063157198,-0.021391882,-0.2071428,-0.11673266
192.125,-12.4385,1.02376,2.3259101,0.00034667601,-0.019469082,-0.2071428,-0.10657882
176.849,-12.5039,2.29601,2.15573,0.00016662999,-0.017546283,-0.20714281,-0.096424982
159.873,-12.9178,2.0285599,1.90351,0.00104319,-0.015696201,-0.20714281,-0.086654834
235.772,-9.9690905,-3.1749799,-0.442671,-0.00079708098,-0.0054796226,-0.20714279,-0.13923517
222.493,-12.7159,-2.82234,0.58673197,-7.5713098e-05,-0.0050216345,-0.20714279,-0.12891294
208.603,-12.6917,-1.97491,0.30036399,-0.00039943101,-0.0045636464,-0.2071428,-0.11859069
193.672,-12.5672,1.00249,0.504583,-9.0162801e-05,-0.0041056583,-0.2071428,-0.10826845
178.44099,-12.5954,2.2885001,0.369535,0.00161679,-0.0036476704,-0.20714281,-0.097946204
161.66,-12.9612,1.95644,0.055660699,-0.00090301997,-0.0032070472,-0.20714281,-0.088014044
237.37801,-9.7529898,-3.0307701,-1.88942,0.000220273,0.014396601,-0.2071428,-0.13862558
223.767,-12.5367,-2.72348,-1.23445,0.00063532102,0.013379619,-0.2071428,-0.12834154
209.91499,-12.507,-1.93551,-1.51639,0.00096310303,0.012362637,-0.2071428,-0.11805751
195.03101,-12.4257,0.991,-1.30876,0.00021100799,0.011345655,-0.20714281,-0.10777348
179.974,-12.4405,2.29055,-1.4082,-0.00059985201,0.010328673,-0.20714281,-0.097489446
163.451,-12.7516,1.8964601,-1.7623399,0.00062190002,0.009350053,-0.20714281,-0.087593995
237.65199,-9.4300299,-2.8874099,-3.35128,0.00071499799,0.033968031,-0.2071428,-0.13515307
224.314,-12.1465,-2.6231101,-3.0281,-0.00079762703,0.031498428,-0.2071428,-0.12512141
210.86501,-12.0812,-1.88587,-3.29321,-0.0011837,0.029028827,-0.2071428,-0.11508976
196.23,-11.9872,0.99802899,-3.0641899,-0.00125145,0.026559226,-0.20714281,-0.1050581
181.45,-12.0318,2.30797,-3.1145999,-3.3337601e-05,0.024089623,-0.20714281,-0.095026456
165.22,-12.2926,1.84603,-3.51752,-0.00084288302,0.021713285,-0.20714281,-0.085373864
238.41701,-8.89011,-2.74383,-4.5446501,-0.00015244,0.052852444,-0.20714279,-0.12891865
225.298,-11.4848,-2.52584,-4.7406602,-6.3329397e-05,0.048979439,-0.2071428,-0.11934347
211.875,-11.426,-1.82129,-4.9570699,0.00093631301,0.045106433,-0.2071428,-0.10976829
197.52499,-11.3427,1.02484,-4.7273202,0.00114633,0.041233428,-0.2071428,-0.10019311
182.97,-11.3993,2.3369701,-4.7481999,-0.00033349299,0.037360422,-0.20714281,-0.09061794
166.94099,-11.6008,1.80158,-5.1788201,-0.000180679,0.033633728,-0.20714281,-0.081404634
238.575,-8.2200699,-2.60164,-5.7606401,-0.000668163,0.070663519,-0.20714279,-0.12009857
225.936,-10.6173,-2.4345701,-6.3603301,0.000303876,0.065465227,-0.2071428,-0.11116886
212.71201,-10.5385,-1.76411,-6.5296502,0.000316583,0.060266942,-0.2071428,-0.10223915
198.612,-10.4692,1.05413,-6.2868199,-0.00042218401,0.055068649,-0.2071428,-0.09330944
184.32899,-10.5585,2.3760099,-6.2572699,0.000416717,0.049870361,-0.20714281,-0.084379733
168.533,-10.6953,1.75767,-6.7206898,0.00058197603,0.044868477,-0.20714281,-0.075787514
238.923,-7.4144702,-2.4733901,-6.8695598,0.000598268,0.087009355,-0.20714277,-0.10879207
226.55099,-9.5396795,-2.3524599,-7.8210602,0.00074755499,0.080595784,-0.20714277,-0.1006964
213.416,-9.4671497,-1.70399,-7.9321799,-0.0012396401,0.074182205,-0.20714279,-0.092600726
199.57001,-9.4134302,1.09202,-7.6858802,0,0.067768633,-0.2071428,-0.084505059
185.5,-9.5238199,2.41348,-7.6429901,0.00031689301,0.061355058,-0.2071428,-0.076409385
169.855,-9.6020002,1.70469,-8.1209602,-0.00044174501,0.055183869,-0.20714281,-0.06861975
240.37,-6.4067502,-2.3608601,-7.8466001,-0.00035144301,0.10165602,-0.2071428,-0.095342092
227.60899,-8.24893,-2.2920899,-9.11415,-0.000379609,0.094148964,-0.2071428,-0.088236853
214.205,-8.1906099,-1.6612,-9.1970501,0.00096292701,0.086641908,-0.2071428,-0.081131615
200.353,-8.1637297,1.11678,-8.9440098,0.00061783002,0.079134859,-0.20714281,-0.074026376
186.42599,-8.3208599,2.4454601,-8.8684998,0.000116613,0.071627803,-0.20714281,-0.06692113
170.983,-8.3408003,1.64255,-9.3535404,0.000278789,0.064404376,-0.20714281,-0.060084432
239.418,-5.3259802,-2.3092999,-8.7997503,0.000527111,0.11418433,-0.2071428,-0.079916067
227.63499,-6.81739,-2.24858,-10.2544,-0.00018978601,0.10574306,-0.2071428,-0.073950492
214.655,-6.7656798,-1.63318,-10.279,-0.000687739,0.097301781,-0.2071428,-0.067984916
200.998,-6.7635899,1.137,-10.0103,-0.00078351598,0.088860504,-0.20714281,-0.062019344
187.175,-6.96421,2.47261,-9.9155798,-0.0010660799,0.080419227,-0.20714281,-0.056053769
171.90401,-6.93467,1.57337,-10.3925,0.00022060399,0.072296873,-0.20714281,-0.05031364
239.77,-4.2270298,-2.2676001,-9.5152798,0.000117216,0.12435219,-0.20714279,-0.062818967
228.21899,-5.2663999,-2.2186501,-11.1549,0.000506435,0.11515187,-0.20714279,-0.058119435
215.265,-5.2274098,-1.57996,-11.1349,0.00055054901,0.10595153,-0.2071428,-0.053419903
201.67,-5.2291198,1.1912301,-10.8657,-0.000226156,0.096751206,-0.2071428,-0.048720371
187.868,-5.4690199,2.4837,-10.7645,0.00121672,0.087550879,-0.20714281,-0.044020839
172.802,-5.4141302,1.51779,-11.2141,0.00082272402,0.07869821,-0.20714281,-0.039498962
233.89999,-9.3405895,-3.5324099,3.7419,0.00139091,-0.060517725,-0.20714279,-0.12569229
219.89101,-11.7962,-3.07201,5.69731,-0.00022741601,-0.055981725,-0.2071428,-0.11639176
205.25301,-11.7524,-2.05303,5.4720702,-0.00151702,-0.05144573,-0.2071428,-0.10709122
190.00101,-11.5765,1.05418,5.5833998,7.3853898e-06,-0.046909731,-0.20714281,-0.097790688
174.608,-11.6218,2.32499,5.3807902,0.00165549,-0.042373732,-0.20714281,-0.088490143
157.317,-12.0874,2.1710401,5.2971401,-0.000191108,-0.038009197,-0.20714281,-0.079541035
233.64,-8.9175301,-3.61902,4.8587999,-0.000598396,-0.073317491,-0.20714279,-0.11866338
220.004,-11.2059,-3.1148701,6.9124699,-0.00118061,-0.067835324,-0.20714279,-0.10988907
205.17101,-11.1262,-2.0320599,6.6897702,0.00121781,-0.062353157,-0.2071428,-0.10111476
189.823,-10.9598,1.10004,6.7581301,0.00148785,-0.05687099,-0.2071428,-0.092340454
174.14799,-11.0172,2.3362801,6.5599999,-0.00108889,-0.051388819,-0.2071428,-0.083566144
156.67,-11.4968,2.2342899,6.5550299,-0.00188434,-0.04611389,-0.20714281,-0.075123414
233.375,-8.3907404,-3.7004399,5.8674998,-0.000142046,-0.085314319,-0.20714279,-0.11034176
219.909,-10.4849,-3.1579499,8.0637302,0.0011411801,-0.078946263,-0.20714279,-0.10218933
204.839,-10.3725,-2.02513,7.8471599,-0.00051157398,-0.072578207,-0.2071428,-0.0940369
189.38699,-10.2148,1.12453,7.8817701,-0.00041051599,-0.066210151,-0.2071428,-0.085884467
173.47099,-10.2848,2.34004,7.6859798,0.00068067899,-0.059842095,-0.2071428,-0.077732041
155.813,-10.766,2.29123,7.7593699,0.00163885,-0.053714752,-0.20714281,-0.069887683
233.05099,-7.7766299,-3.7753201,6.7969699,0.000223472,-0.096377559,-0.20714279,-0.1008153
219.494,-9.6494198,-3.1981201,9.1406202,-0.000221885,-0.089193106,-0.20714279,-0.093373418
204.19,-9.5039396,-2.0213201,8.9323902,0.00097211002,-0.082008645,-0.20714279,-0.08593154
188.7,-9.3613701,1.1399699,8.9297504,-0.000307924,-0.074824192,-0.2071428,-0.078489661
172.589,-9.4385595,2.3354001,8.7420998,0.00056729798,-0.067639731,-0.2071428,-0.071047783
154.77299,-9.9084101,2.3301499,8.8912802,-0.000273171,-0.060726847,-0.20714281,-0.063887119
232.82401,-7.0646801,-3.8437099,7.6456399,0,-0.10638478,-0.20714277,-0.090187229
219.05299,-8.6963501,-3.2344301,10.1284,0.00041384,-0.098462239,-0.20714277,-0.083536625
203.54601,-8.5221996,-2.0199599,9.9213305,-0.00118088,-0.090539694,-0.20714279,-0.076886028
188.052,-8.3963404,1.14709,9.8853502,-0.00069805398,-0.082617149,-0.2071428,-0.070235431
171.767,-8.4798698,2.3220699,9.7071104,-0.00106664,-0.074694604,-0.2071428,-0.063584834
153.812,-8.9226398,2.35462,9.93151,0.000273199,-0.06707155,-0.20714281,-0.057185568
232.687,-6.2582898,-3.9059,8.40763,-0.00071851403,-0.1152259,-0.20714277,-0.078573562
218.696,-7.6315498,-3.2671399,11.0108,-0.00050701201,-0.10665227,-0.20714277,-0.072786883
203.047,-7.43577,-2.0211101,10.7955,0.00077608897,-0.098078653,-0.20714279,-0.06700021
187.543,-7.33389,1.14573,10.7274,0.000862388,-0.089505032,-0.2071428,-0.061213534
171.089,-7.4155302,2.3017499,10.5651,0.00031775201,-0.08093141,-0.2071428,-0.055426858
153.017,-7.8207402,2.3687,10.8576,-2.3698101e-13,-0.072681896,-0.2071428,-0.049858868
143.495,-13.1955,1.76982,3.7948101,-0.00309711,-0.025731582,-0.20714281,-0.077271409
134.41901,-13.725,1.58183,3.94888,-0.00124458,-0.024556685,-0.20714281,-0.07378646
123.8,-14.5192,1.51087,4.0832,0.0036535601,-0.023381788,-0.20714281,-0.070301503
145.625,-13.5056,1.66521,1.86886,0.0027038699,-0.014474238,-0.20714281,-0.080153689
136.82401,-13.995,1.45265,1.92686,0.00017701399,-0.013807676,-0.20714281,-0.07653784
126.636,-14.7871,1.3659,1.95421,-0.0024778,-0.013141113,-0.20714283,-0.072921999
147.67101,-13.5131,1.56387,-0.0447658,-0.00191591,-0.0029228954,-0.20714281,-0.081406534
139.104,-13.9427,1.32414,-0.067311101,-0.000236098,-0.00277785,-0.20714281,-0.077733591
129.37399,-14.6986,1.2275701,-0.125622,0.0027884401,-0.0026328047,-0.20714281,-0.074060649
149.701,-13.2671,1.47603,-1.91091,-0.0020665301,0.0086899679,-0.20714281,-0.081011236
141.30299,-13.6336,1.20881,-1.9943399,0.0047068498,0.0083100554,-0.20714281,-0.077352569
131.912,-14.3252,1.1134599,-2.1131799,-0.00080501399,0.0079301428,-0.20714281,-0.073693909
151.69099,-12.7726,1.39749,-3.70157,0.00213465,0.020123634,-0.20714281,-0.078953773
143.47,-13.0805,1.10373,-3.8322301,-0.00047198401,0.0192274,-0.20714281,-0.075387105
134.39301,-13.6772,1.00483,-3.9944601,0.000365443,0.018331168,-0.20714283,-0.071820438
153.601,-12.0479,1.32137,-5.3893299,-5.07271e-05,0.031146303,-0.20714281,-0.075278714
145.536,-12.3038,1.00805,-5.55334,0.00106269,0.029751837,-0.20714281,-0.071878307
136.80701,-12.8143,0.90030098,-5.7268801,-0.00324156,0.028357375,-0.20714283,-0.068477891
155.37199,-11.1132,1.24374,-6.9484301,0.00172456,0.041533589,-0.20714281,-0.070076346
147.465,-11.3221,0.919572,-7.1312399,-0.0023731301,0.039669286,-0.20714281,-0.066908732
139.006,-11.7485,0.79721898,-7.3077502,0.00287561,0.037804987,-0.20714283,-0.06374111
156.87199,-9.9917402,1.16168,-8.3550596,-0.000282069,0.051072381,-0.20714281,-0.063444279
149.12199,-10.1647,0.83970702,-8.5455799,0.00184947,0.048778214,-0.20714281,-0.060576923
140.89301,-10.5254,0.71597701,-8.7160397,2.4811899e-05,0.046484042,-0.20714283,-0.057709567
158.189,-8.7029495,1.07998,-9.5857496,-0.00129531,0.059592791,-0.20714281,-0.055542935
150.60201,-8.8526201,0.75944102,-9.7777901,-0.0039878399,0.056909416,-0.20714281,-0.053028099
142.51801,-9.15516,0.62467498,-9.95189,-0.0036601799,0.054226041,-0.20714283,-0.05051326
159.345,-7.2776198,0.999951,-10.6146,0.00073179603,0.066887863,-0.20714281,-0.046501935
151.93201,-7.4053202,0.68272001,-10.8111,0.0037561001,0.063873261,-0.20714281,-0.044393197
144.00101,-7.6693001,0.53447902,-10.9896,0.0038560899,0.060858659,-0.20714283,-0.042284463
160.478,-5.7410798,0.928397,-11.43,-0.0031775699,0.072804876,-0.20714281,-0.036498766
153.246,-5.8614998,0.61455899,-11.6266,0.00119797,0.069523223,-0.20714281,-0.034842595
145.528,-6.1005998,0.453031,-11.8256,0.00078680803,0.06624157,-0.20714281,-0.033186428
142.364,-12.7033,1.8642499,5.4352798,0.00245294,-0.035113774,-0.20714281,-0.073583782
