"p","U:0","U:1","U:2","div(phi)","Points:0","Points:1","Points:2"
92.485397,-6.1547499,-2.2323301,1.5774,-0.00031632499,-0.04448564,-0.2071428,-0.1320499
87.051804,-7.7885699,-1.947,2.6605201,0.00025815499,-0.041136581,-0.2071428,-0.12227266
81.209198,-7.7762599,-1.3475,2.50109,7.7040102e-05,-0.037787523,-0.2071428,-0.1124954
75.090797,-7.65205,0.50030702,2.58056,-0.000180841,-0.034438469,-0.20714281,-0.10271814
68.9263,-7.6647501,1.46085,2.46892,-0.000216581,-0.031089408,-0.20714281,-0.092940897
62.120998,-7.9267802,1.32626,2.34324,-0.0015244,-0.027866956,-0.20714281,-0.083533078
92.891602,-6.31392,-2.1496799,0.65498698,-0.00011718,-0.02523748,-0.20714279,-0.13704035
87.495697,-8.00776,-1.8875901,1.52416,-0.00033414699,-0.023314681,-0.2071428,-0.1268865
81.783096,-7.99406,-1.3221999,1.34983,-0.000586165,-0.021391882,-0.2071428,-0.11673266
75.7174,-7.8860898,0.49412501,1.45327,0.000164294,-0.019469082,-0.2071428,-0.10657882
69.567299,-7.8937898,1.4519,1.35964,-3.3326101e-05,-0.017546283,-0.20714281,-0.096424982
62.841702,-8.13305,1.2787,1.18648,0.000802455,-0.015696201,-0.20714281,-0.086654834
93.2631,-6.32622,-2.0597,-0.27990001,0.00033993201,-0.0054796226,-0.20714279,-0.13923517
87.910599,-8.0507298,-1.82551,0.37174001,-0.000243092,-0.0050216345,-0.20714279,-0.12891294
82.345703,-8.0405397,-1.30574,0.190706,-0.00076803,-0.0045636464,-0.2071428,-0.11859069
76.334999,-7.9615502,0.477375,0.30193099,-0.00061817298,-0.0041056583,-0.2071428,-0.10826845
70.211098,-7.9507098,1.44807,0.23324201,0.00100007,-0.0036476704,-0.20714281,-0.097946204
63.5611,-8.15977,1.23112,0.0244167,-4.01342e-05,-0.0032070472,-0.20714281,-0.088014044
93.894997,-6.1847,-1.96376,-1.19487,-0.000159346,0.014396601,-0.2071428,-0.13862558
88.415298,-7.9348302,-1.75957,-0.779571,0.00034930001,0.013379619,-0.2071428,-0.12834154
82.870697,-7.9261899,-1.28115,-0.95948702,-2.7517201e-05,0.012362637,-0.2071428,-0.11805751
76.882202,-7.8695798,0.471286,-0.84435201,0.00060287898,0.011345655,-0.20714281,-0.10777348
70.834602,-7.8522201,1.45038,-0.88616103,-0.00103308,0.010328673,-0.20714281,-0.097489446
64.287804,-8.0269604,1.19136,-1.11845,-8.0245198e-05,0.009350053,-0.20714281,-0.087593995
94.003502,-5.9763598,-1.86711,-2.1176701,0.00024614701,0.033968031,-0.2071428,-0.13515307
88.644997,-7.6757798,-1.69171,-1.9131401,0.000272206,0.031498428,-0.2071428,-0.12512141
83.253601,-7.65519,-1.2491,-2.0813799,0.00083271798,0.029028827,-0.2071428,-0.11508976
77.370003,-7.5886202,0.476861,-1.9532599,-0.000180933,0.026559226,-0.20714281,-0.1050581
71.436798,-7.5954499,1.46264,-1.9617,0.000183357,0.024089623,-0.20714281,-0.095026456
65.006203,-7.7368202,1.15768,-2.22142,-0.00086295197,0.021713285,-0.20714281,-0.085373864
94.310501,-5.6293101,-1.76939,-2.8696401,-0.00107881,0.052852444,-0.20714279,-0.12891865
