"p","U:0","U:1","U:2","div(phi)","Points:0","Points:1","Points:2"
108.181,-6.6397901,-2.4047301,1.70198,5.85788e-05,-0.04448564,-0.2071428,-0.1320499
101.86,-8.4075499,-2.09901,2.8726499,-0.00026574801,-0.041136581,-0.2071428,-0.12227266
95.053497,-8.3917198,-1.44616,2.69959,4.1271502e-05,-0.037787523,-0.2071428,-0.1124954
87.937202,-8.2544699,0.585715,2.7901499,-0.00061787397,-0.034438469,-0.20714281,-0.10271814
80.775299,-8.2755699,1.58224,2.6670699,0.000483143,-0.031089408,-0.20714281,-0.092940897
72.833099,-8.56563,1.4408,2.5365901,-0.00050144701,-0.027866956,-0.20714281,-0.083533078
108.653,-6.8122602,-2.31566,0.70645899,0.00073823601,-0.02523748,-0.20714279,-0.13704035
102.375,-8.6445198,-2.0347099,1.64612,-0.00054551999,-0.023314681,-0.2071428,-0.1268865
95.719704,-8.62677,-1.41754,1.45684,0.00034536899,-0.021391882,-0.2071428,-0.11673266
88.666901,-8.50597,0.58043998,1.57463,0.000951097,-0.019469082,-0.2071428,-0.10657882
81.521896,-8.5231504,1.5725501,1.46894,0.00066652102,-0.017546283,-0.20714281,-0.096424982
73.6717,-8.7887697,1.3902299,1.2860399,0.00050153403,-0.015696201,-0.20714281,-0.086654834
109.087,-6.8263202,-2.2190101,-0.30271199,-3.51653e-05,-0.0054796226,-0.20714279,-0.13923517
102.857,-8.6914501,-1.9679101,0.40203601,3.3045399e-05,-0.0050216345,-0.20714279,-0.12891294
96.374496,-8.6771603,-1.39907,0.20558099,7.4187803e-05,-0.0045636464,-0.2071428,-0.11859069
89.386299,-8.5890799,0.56334698,0.33201,3.0154801e-05,-0.0041056583,-0.2071428,-0.10826845
82.269402,-8.5847702,1.56819,0.252736,-0.000383362,-0.0036476704,-0.20714281,-0.097946204
74.5093,-8.8177605,1.33968,0.0303015,0.00094315503,-0.0032070472,-0.20714281,-0.088014044
109.824,-6.6743999,-2.1162901,-1.29064,-0.00080962002,0.014396601,-0.2071428,-0.13862558
103.444,-8.5668201,-1.89722,-0.84110099,0.00076061301,0.013379619,-0.2071428,-0.12834154
96.9851,-8.55303,-1.37212,-1.03555,1.37586e-05,0.012362637,-0.2071428,-0.11805751
90.022202,-8.4906597,0.55684602,-0.90519702,-0.00049737497,0.011345655,-0.20714281,-0.10777348
82.992302,-8.4786301,1.5703599,-0.95645601,-0.00023327601,0.010328673,-0.20714281,-0.097489446
75.352097,-8.6746302,1.2975,-1.20485,-0.00098300294,0.009350053,-0.20714281,-0.087593995
109.952,-6.4504199,-2.0130601,-2.28719,0.000175819,0.033968031,-0.2071428,-0.13515307
103.712,-8.2875795,-1.8246599,-2.0652299,-0.00038741899,0.031498428,-0.2071428,-0.12512141
97.430901,-8.26085,-1.33731,-2.2469201,-0.00090016099,0.029028827,-0.2071428,-0.11508976
90.588501,-8.1882601,0.56302398,-2.1021299,0.00025632099,0.026559226,-0.20714281,-0.1050581
83.691101,-8.2012396,1.58318,-2.1179099,-0.00080010103,0.024089623,-0.20714281,-0.095026456
76.186699,-8.3615999,1.26185,-2.3971,0.00062212802,0.021713285,-0.20714281,-0.085373864
110.309,-6.07653,-1.90888,-3.0994999,-0.00049249898,0.052852444,-0.20714279,-0.12891865
104.189,-7.8456898,-1.7534699,-3.23487,-0.00024065201,0.048979439,-0.2071428,-0.11934347
97.916298,-7.81282,-1.29179,-3.3824301,-9.6385098e-05,0.045106433,-0.2071428,-0.10976829
91.2034,-7.7456298,0.584701,-3.2350399,-0.0002715,0.041233428,-0.2071428,-0.10019311
84.410698,-7.7701802,1.6039,-3.2290499,1.66747e-05,0.037360422,-0.20714281,-0.09061794
76.999901,-7.8904901,1.23034,-3.5252299,-0.00080301799,0.033633728,-0.20714281,-0.081404634
110.381,-5.6156802,-1.80624,-3.9270201,0.00039855301,0.070663519,-0.20714279,-0.12009857
104.484,-7.2516699,-1.68662,-4.3405199,0,0.065465227,-0.2071428,-0.11116886
98.310097,-7.2053199,-1.2494,-4.45541,0.00088092801,0.060266942,-0.2071428,-0.10223915
91.718102,-7.1467299,0.60818303,-4.2978501,0.00019601401,0.055068649,-0.2071428,-0.09330944
85.054497,-7.1976199,1.63153,-4.25561,-6.66747e-05,0.049870361,-0.20714281,-0.084379733
77.754402,-7.2743902,1.19925,-4.5720901,0.00128436,0.044868477,-0.20714281,-0.075787514
110.544,-5.0644302,-1.71093,-4.6821299,0.000410576,0.087009355,-0.20714277,-0.10879207
104.773,-6.51614,-1.62544,-5.3375502,0.00081090798,0.080595784,-0.20714277,-0.1006964
98.642403,-6.4730902,-1.20437,-5.4127698,-0.000385666,0.074182205,-0.20714279,-0.092600726
92.171402,-6.4240599,0.63885897,-5.2507401,0.000377191,0.067768633,-0.2071428,-0.084505059
85.610901,-6.4934201,1.65825,-5.1978102,-0.000200143,0.061355058,-0.2071428,-0.076409385
