"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
808.85199,2.2888601,4.8312898,-24.3559,0.09727291,-0.2071428,0.010087172
747.60797,2.46457,2.86163,-24.885099,0.087501571,-0.20714281,0.009125906
1040.86,4.9356198,-5.3613601,-20.413401,0.1363827,-0.20714161,0.029004391
985.89801,6.4544001,-5.0978498,-25.203699,0.12608093,-0.20714177,0.026890954
923.70697,5.75457,-3.2914901,-24.6639,0.11577909,-0.20714195,0.024777513
868.52802,5.51618,2.82916,-24.036301,0.10547714,-0.20714211,0.022664065
807.54199,4.94418,4.6423802,-23.841101,0.095175043,-0.20714229,0.020550607
745.021,5.1177702,2.70748,-24.3839,0.085512944,-0.20714247,0.018573428
686.487,-8.89324,1.83507,-24.6005,0.076913767,-0.20714281,-0.027070953
655.88702,-9.1507196,1.17488,-25.0194,0.073419534,-0.20714281,-0.025906803
623.43701,-9.6220102,0.78966498,-25.4594,0.069925308,-0.20714283,-0.024742655
689.67999,-6.24617,1.74991,-25.239201,0.079423353,-0.20714281,-0.018488327
658.93701,-6.5385098,1.09229,-25.672199,0.075790763,-0.20714281,-0.017853415
627.05298,-7.0645599,0.69415301,-26.121,0.072158173,-0.20714283,-0.017218502
693.11102,-3.5479,1.68234,-25.6059,0.08095745,-0.20714281,-0.0096787326
662.20398,-3.88151,1.02246,-26.067499,0.077264406,-0.20714281,-0.009589036
630.784,-4.4604301,0.61274898,-26.555599,0.073571354,-0.20714283,-0.0094993385
696.34302,-0.81436503,1.63004,-25.682899,0.081520364,-0.20714281,-0.00075544941
665.13098,-1.19102,0.965545,-26.190399,0.077837698,-0.20714281,-0.0012144302
634.12097,-1.84162,0.54631603,-26.736401,0.074155025,-0.20714283,-0.001673411
699.15601,1.9343899,1.59474,-25.4932,0.081112459,-0.20714281,0.0081752231
667.60797,1.51709,0.92689699,-26.061701,0.077516019,-0.20714281,0.007172714
636.91101,0.808393,0.499331,-26.6814,0.073919579,-0.20714283,0.0061702053
697.07599,4.6227498,1.52352,-25.1122,0.079358302,-0.20714259,0.016907239
666.41901,4.15762,0.89212298,-25.74,0.076071046,-0.20714268,0.015415763
637.67603,3.4414301,0.47106001,-26.431499,0.072783791,-0.20714277,0.013924286
563.45697,-10.8487,0.40556699,-27.8459,0.063806333,-0.20714281,-0.022661861
434.09299,-11.201,1.62227,-31.2498,0.055062618,-0.20714281,-0.019664422
268.879,-11.0319,4.2673001,-31.7824,0.046318904,-0.20714281,-0.016666982
77.210899,-9.2958202,6.42173,-29.4744,0.037575185,-0.20714281,-0.013669543
566.13202,-8.1113501,0.343909,-28.674101,0.065630198,-0.20714283,-0.015883902
430.474,-8.3684902,1.70015,-32.062801,0.056206845,-0.20714281,-0.013849612
253.423,-8.1738997,4.5015001,-32.466499,0.046783492,-0.20714281,-0.011815323
50.496601,-6.5949001,6.5548601,-29.9286,0.037360139,-0.20714281,-0.0097810328
568.539,-5.3060598,0.30201599,-29.257401,0.066750444,-0.20714283,-0.0089461152
427.90601,-5.4380102,1.80857,-32.675701,0.05680168,-0.20714281,-0.0079293652
239.202,-5.2232299,4.7322998,-32.9086,0.046852913,-0.20714281,-0.0069126142
26.796301,-4.0420299,6.68925,-30.081699,0.036904149,-0.20714281,-0.0058958642
570.75897,-2.45541,0.28163499,-29.569901,0.067158811,-0.20714283,-0.0019203841
425.97501,-2.4133,1.94068,-33.0242,0.056849055,-0.20714281,-0.0019553495
226.811,-2.1475501,4.9675598,-33.063099,0.046539295,-0.20714281,-0.0019903153
6.7952299,-1.4103301,6.8147001,-30.001101,0.036229536,-0.20714281,-0.0020252806
572.22803,0.41972601,0.286342,-29.623199,0.06686908,-0.20714283,0.0051190965
423.62601,0.66119301,2.0913799,-33.107601,0.056364506,-0.20714281,0.0040193885
216.54201,0.98879498,5.19807,-32.925301,0.045859937,-0.20714281,0.0029196802
-9.32726,1.21066,6.91957,-29.682699,0.03535537,-0.20714281,0.0018199721
572.78802,3.3018799,0.31546101,-29.4216,0.065875851,-0.20714283,0.0121
418.34399,3.7599199,2.2585499,-32.932598,0.055347227,-0.20714281,0.0099429078
207.799,4.1440601,5.4218402,-32.508499,0.044818603,-0.20714281,0.0077858143
-21.4585,3.82358,7.01373,-29.1537,0.034289978,-0.20714281,0.0056287218
988.64301,-11.0217,-8.3409996,18.1597,-0.12280474,-0.20714277,-0.066099972
925.862,-13.3952,-6.8787799,24.5436,-0.11367436,-0.20714279,-0.061240766
859.47601,-12.9223,-4.1614499,23.7181,-0.10454398,-0.20714279,-0.056381565
793.61603,-12.7231,2.5385599,23.540701,-0.095413595,-0.2071428,-0.051522359
723.68298,-12.8712,4.6694102,23.239599,-0.086283214,-0.2071428,-0.046663158
646.74103,-13.6119,4.8810701,24.021799,-0.077497974,-0.20714281,-0.041987576
988.14398,-9.0965004,-8.4358997,19.310801,-0.12903908,-0.20714277,-0.052902214
924.513,-10.8056,-6.9278998,25.923,-0.11945204,-0.20714279,-0.049023759
858.26703,-10.34,-4.1645799,24.9823,-0.10986501,-0.20714279,-0.045145303
792.41998,-10.2062,2.50173,24.7586,-0.10027798,-0.2071428,-0.041266847
721.93701,-10.3267,4.6071601,24.494101,-0.090690941,-0.2071428,-0.037388392
644.815,-10.9436,4.87217,25.3785,-0.081466287,-0.20714281,-0.033656482
988.836,-7.1332102,-8.5172997,20.223301,-0.13386291,-0.20714277,-0.039125428
924.31403,-8.0585804,-6.9688902,27.048,-0.12392425,-0.20714279,-0.036270186
857.74902,-7.658,-4.1744699,25.9548,-0.11398559,-0.20714279,-0.033414945
791.71002,-7.5565901,2.45471,25.697901,-0.10404693,-0.2071428,-0.030559706
720.85901,-7.6550298,4.5391598,25.4606,-0.094108276,-0.2071428,-0.027704464
643.65002,-8.1266298,4.8536701,26.4223,-0.08454527,-0.20714281,-0.024957087
990.67401,-5.1900401,-8.5873899,20.9354,-0.13722833,-0.20714279,-0.024920572
924.362,-5.20121,-7.0033002,27.6684,-0.12704532,-0.20714279,-0.023119546
857.58002,-4.8552499,-4.1912699,26.634501,-0.1168623,-0.2071428,-0.021318521
791.66498,-4.8196201,2.39868,26.339001,-0.10667929,-0.2071428,-0.019517498
720.55603,-4.8812099,4.4697299,26.1264,-0.096496284,-0.2071428,-0.017716473
643.28802,-5.2132802,4.8296599,27.1357,-0.08669813,-0.20714281,-0.01598346
990.96899,-2.96053,-8.6420803,21.4153,-0.13910736,-0.2071428,-0.010441204
924.52502,-2.2822499,-7.0350099,27.9788,-0.12878743,-0.2071428,-0.0097140046
858.03699,-2.0336299,-4.2101202,26.9951,-0.11846748,-0.2071428,-0.0089868046
792.16199,-2.0165999,2.3341401,26.6791,-0.10814755,-0.2071428,-0.0082596047
721.01599,-2.0475299,4.4030199,26.4785,-0.097827598,-0.20714281,-0.0075324057
643.78802,-2.2266099,4.8054299,27.510201,-0.087897651,-0.20714281,-0.0068326308
990.94098,-0.68162698,-8.6792097,21.615101,-0.13948525,-0.20714281,0.0041593374
924.89502,0.66995001,-7.06494,27.989901,-0.12913847,-0.20714281,0.0038038227
859.08301,0.850344,-4.2377501,27.0189,-0.11879169,-0.20714281,0.0034483082
793.40399,0.80434901,2.2537601,26.699699,-0.10844491,-0.20714281,0.0030927935
722.33398,0.81690001,4.3388901,26.5084,-0.098098122,-0.20714281,0.0027372791
645.31598,0.77335799,4.7827601,27.533899,-0.088142253,-0.20714281,0.0023952513
578.16498,-14.3373,4.4657502,25.3598,-0.071658649,-0.20714281,-0.038869981
534.48102,-15.0851,4.3140702,26.6686,-0.068420112,-0.20714281,-0.037126757
483.61801,-15.7132,4.55303,27.8645,-0.065181568,-0.20714281,-0.035383534
575.737,-11.4619,4.5003099,26.8386,-0.075333536,-0.20714281,-0.03116606
531.59003,-12.049,4.3836498,28.220699,-0.071930319,-0.20714281,-0.029770585
480.224,-12.4878,4.67661,29.4625,-0.068527095,-0.20714283,-0.02837511
574.26501,-8.4176702,4.5207601,27.9685,-0.078186244,-0.20714281,-0.023121141
529.83099,-8.8288803,4.43817,29.3943,-0.074655525,-0.20714281,-0.022088762
478.14999,-9.0815201,4.7713599,30.664,-0.071124807,-0.20714281,-0.021056386
573.742,-5.2553501,4.5282898,28.728001,-0.080181435,-0.20714281,-0.014821972
529.22803,-5.4809499,4.4761701,30.1689,-0.076561309,-0.20714281,-0.014163993
477.42001,-5.5521202,4.8413401,31.451401,-0.072941184,-0.20714281,-0.013506017
574.17798,-2.0243299,4.5274301,29.1099,-0.081292048,-0.20714281,-0.006358332
529.68201,-2.05933,4.4993501,30.5382,-0.077620812,-0.20714281,-0.006082084
477.87399,-1.95432,4.8879399,31.817101,-0.073949583,-0.20714283,-0.0058058361
575.64001,1.22411,4.5250902,29.0989,-0.081517801,-0.20714281,0.002176461
531.22601,1.37973,4.5117898,30.4881,-0.077833854,-0.20714281,0.0020674216
479.56201,1.65616,4.91113,31.752701,-0.074149914,-0.20714283,0.0019583821
369.633,-16.322701,5.9678001,28.307199,-0.058765702,-0.20714281,-0.031969525
166.70599,-16.254999,9.4291801,26.5135,-0.049172498,-0.20714281,-0.026884736
-53.932499,-15.0344,10.1408,22.863501,-0.039579295,-0.20714281,-0.021799944
-262.117,-12.5284,5.5324101,16.952999,-0.029986091,-0.2071428,-0.016715154
365.37701,-12.9353,6.1612902,29.946501,-0.06179218,-0.20714283,-0.025593055
160.61099,-12.8668,9.6633596,28.130301,-0.051725566,-0.20714281,-0.02142442
-57.4104,-11.8197,10.2705,24.347,-0.041658949,-0.20714281,-0.017255785
-267.18201,-9.9905901,5.42944,18.1164,-0.031592332,-0.20714281,-0.01308715
363.47198,-9.3646803,6.29773,31.1908,-0.064168684,-0.20714281,-0.018946854
158.461,-9.3356104,9.8335199,29.398199,-0.053787164,-0.20714281,-0.015760168
-56.112499,-8.4744101,10.4409,25.572599,-0.043405645,-0.20714281,-0.012573482
-266.397,-7.4745202,5.6322498,19.0993,-0.033024125,-0.2071428,-0.0093867965
363.771,-5.6670799,6.3868399,32.014702,-0.065866239,-0.20714281,-0.01209838
160.217,-5.7004299,9.93153,30.289301,-0.05533649,-0.20714281,-0.0099410871
-50.894402,-5.05481,10.6251,26.5233,-0.044806737,-0.20714281,-0.0077837938
-260.04199,-4.8002701,6.0611901,19.9555,-0.034276985,-0.2071428,-0.0056265001
365.995,-1.90136,6.4311399,32.410099,-0.06686122,-0.20714283,-0.0051177754
165.688,-2.0060599,9.9574099,30.787901,-0.056355726,-0.20714281,-0.0040179021
-41.837898,-1.59597,10.8067,27.184999,-0.045850232,-0.20714281,-0.0029180287
-248.416,-1.99228,6.6799202,20.669201,-0.035344739,-0.2071428,-0.0018181553
370.14001,1.87474,6.4303699,32.373199,-0.067152701,-0.20714283,0.0019214095
174.82899,1.69838,9.9095802,30.8857,-0.056842223,-0.20714281,0.0019565041
-28.5658,1.86185,10.9648,27.539,-0.046531744,-0.20714281,0.0019915986
-231.911,0.894723,7.4175701,21.217899,-0.03622127,-0.20714281,0.0020266932
-335.01001,-6.9559002,-7.44346,9.8643904,-0.022791928,-0.2071428,-0.013261813
-340.30899,-4.7985001,-8.0898504,10.721,-0.024186218,-0.20714281,-0.010019626
-343.42499,-2.78895,-7.8247399,11.6685,-0.025493968,-0.2071428,-0.0067415726
-342.52301,-0.944121,-6.4265199,12.7107,-0.026714683,-0.2071428,-0.0034308494
-335.21701,0.85924399,-4.0691199,13.8081,-0.027845254,-0.2071428,-8.9699446e-05
-320.604,2.7697799,-1.23801,14.8869,-0.02887924,-0.2071428,0.0032804369
-360.55701,-5.70294,-12.7608,7.0576601,-0.017974177,-0.2071428,-0.011409193
-365.655,-3.7967701,-13.3217,7.9433098,-0.019410241,-0.2071428,-0.0080411322
-367.41199,-1.87633,-13.2303,8.7617998,-0.020777071,-0.2071428,-0.0046443758
-365.88901,0.12536301,-12.3485,9.5475502,-0.022073999,-0.2071428,-0.0012220518
-361.36099,2.1942501,-10.4537,10.3461,-0.023298208,-0.2071428,0.0022234838
-352.85501,4.3298602,-7.3127799,11.3552,-0.024444347,-0.2071428,0.0056903302
-380.832,-4.7009301,-15.8534,4.9952998,-0.013122168,-0.2071428,-0.0095039504
-386.73001,-2.6329,-16.399799,5.97684,-0.014585978,-0.2071428,-0.0060438123
-388.189,-0.60458702,-16.246201,6.7861099,-0.015997861,-0.2071428,-0.0025621522
-384.81699,1.38071,-15.4219,7.43435,-0.017356975,-0.2071428,0.00093797443
-377.29199,3.3276899,-13.8106,7.9720898,-0.018660793,-0.2071428,0.0044540986
-365.86899,5.2936101,-11.102,8.5945997,-0.019905066,-0.2071428,0.0079838587
-393.00299,-3.7546699,-17.834,2.44435,-0.0082537755,-0.2071428,-0.0075590876
-399.51199,-1.6506,-18.354799,3.4195199,-0.0097336862,-0.20714281,-0.0040349802
-401.07501,0.53493601,-18.111601,4.3334899,-0.011178978,-0.2071428,-0.0004965241
-397.15601,2.6440301,-17.1565,5.0807199,-0.012588636,-0.2071428,0.003053298
-388.07001,4.5953598,-15.5216,5.63657,-0.013960424,-0.2071428,0.0066119041
-374.177,6.44626,-12.9463,6.1311798,-0.015291188,-0.2071428,0.010176472
-396.75601,-2.6902499,-18.380501,-0.23695099,-0.0033800856,-0.2071428,-0.0055819219
-403.64099,-0.52612102,-19.1381,0.68414497,-0.0048658615,-0.20714281,-0.0020185919
-405.07199,1.69161,-18.737301,1.58477,-0.0063343272,-0.2071428,0.0015519122
-400.75201,3.8634801,-17.6961,2.3889301,-0.0077842958,-0.2071428,0.0051266821
-391.17599,5.8453898,-16.0193,3.0302999,-0.009213822,-0.2071428,0.0087030232
-376.88699,7.65483,-13.4338,3.5871301,-0.010620849,-0.20714281,0.012277652
-390.974,-1.4877501,-17.5131,-3.1400299,0.0014910738,-0.2071428,-0.0035772738
-398.00201,0.71388799,-18.126301,-2.2794199,9.2452974e-06,-0.20714281,1.5835249e-06
-399.366,2.9288499,-17.893101,-1.3935699,-0.0014725828,-0.2071428,0.003580441
-394.92499,5.0549698,-16.886299,-0.54852599,-0.0029530523,-0.2071428,0.0071564647
-385.36301,6.9474401,-15.1866,0.185977,-0.0044305082,-0.2071428,0.010726847
-371.34601,8.7632504,-12.5163,0.81325901,-0.0059039891,-0.2071428,0.014287842
-375.43399,-0.22852799,-15.0898,-6.0946999,0.0063523697,-0.20714281,-0.0015488225
-382.13101,1.91146,-15.7085,-5.2597699,0.004884352,-0.20714281,0.0020217588
-383.48199,3.9769599,-15.5182,-4.4070601,0.003399025,-0.20714281,0.0055851657
-379.48401,5.9555101,-14.5585,-3.57007,0.0018979181,-0.2071428,0.00913864
-370.68799,7.84094,-12.7748,-2.83004,0.00038239581,-0.2071428,0.01267926
-357.13901,9.9069901,-9.9124002,-2.22261,-0.0011476773,-0.20714281,0.01620282
-351.64301,0.79176903,-11.0359,-9.2239399,0.011196571,-0.20714281,0.00049953669
-357.521,2.8546,-11.6718,-8.3133802,0.0097521767,-0.20714281,0.0040381467
-358.603,4.8733301,-11.4722,-7.5048399,0.0082731638,-0.20714281,0.0075624082
-355.14099,6.9302602,-10.4536,-6.7673302,0.0067612324,-0.2071428,0.011069639
-346.60101,9.1290398,-8.5005503,-6.1566901,0.0052174577,-0.2071428,0.014556806
-332.487,11.7218,-5.4894099,-5.6898198,0.0036406075,-0.2071428,0.01801924
-315.74899,2.1593001,-4.8408599,-13.5989,0.016015006,-0.2071428,0.002565088
-321.47198,4.3375201,-5.3861599,-12.5864,0.01460447,-0.2071428,0.0060469788
-322.73901,6.46666,-5.1568098,-11.8066,0.013142006,-0.20714281,0.0095073478
-319.061,8.8218002,-4.1265001,-11.1278,0.011629486,-0.2071428,0.012943589
-309.724,11.3674,-2.2969899,-10.5764,0.010067697,-0.2071428,0.016352559
-294.495,14.2219,0.23148499,-10.0611,0.0084543079,-0.2071428,0.019729123
-260.62701,3.63428,1.50746,-18.771999,0.020793768,-0.2071428,0.0046472345
-266.211,6.0675001,1.1515,-17.5648,0.019428732,-0.2071428,0.0080442987
-266.77899,8.5380201,1.32083,-16.524099,0.017994463,-0.20714281,0.011412668
-261.784,11.0623,2.01472,-15.6117,0.016493002,-0.2071428,0.014749814
-250.909,13.6288,3.1369901,-14.7383,0.014924845,-0.2071428,0.018052479
-234.12199,16.2428,4.54566,-13.8541,0.013286564,-0.2071428,0.021315072
-172.311,5.67486,5.98278,-23.763901,0.025510216,-0.2071428,0.006744355
-180.245,8.1016502,5.9330401,-22.8083,0.024204709,-0.2071428,0.010022793
-183.243,10.4764,6.04809,-21.8332,0.022812661,-0.20714281,0.013265364
-181.282,12.803,6.3396802,-20.8407,0.021336287,-0.2071428,0.016469618
-174.48199,15.0904,6.7774401,-19.8062,0.019775789,-0.2071428,0.019632185
-164.215,17.311001,7.2823,-18.720301,0.018126644,-0.2071428,0.02274701
1042.58,6.87183,-5.4753699,-19.5562,0.13267019,-0.20714182,0.042987682
988.55902,9.1765804,-5.2578402,-24.3962,0.12262037,-0.20714197,0.039880782
924.47101,8.2501202,-3.38662,-23.909,0.11257049,-0.2071421,0.036773842
870.05798,7.8902402,2.71258,-23.334299,0.10252051,-0.20714225,0.033666849
809.229,7.4539499,4.45889,-23.136,0.0924704,-0.20714238,0.030559786
746.888,7.5920401,2.5201299,-23.638,0.083045088,-0.20714253,0.027647022
1041.6,8.7532997,-5.7568998,-18.492201,0.12742357,-0.20714301,0.05682756
989.211,11.8402,-5.5472999,-23.354401,0.11786301,-0.20714299,0.052681372
925.58398,10.8213,-3.7591901,-22.891899,0.10830228,-0.20714296,0.048535079
871.56,10.3803,2.35659,-22.3923,0.098741293,-0.20714293,0.044388648
811.58398,9.8790197,4.2913098,-22.1723,0.089179963,-0.2071429,0.040242024
750.12402,10.0271,2.54003,-22.571199,0.080161624,-0.20714289,0.036332984
1036.0699,10.7115,-6.4015002,-17.294399,0.12047978,-0.20714281,0.070417702
985.11603,14.3783,-5.94419,-22.059999,0.11147968,-0.20714281,0.065188095
922.70001,13.2529,-4.0065899,-21.594101,0.10247935,-0.20714281,0.05995835
869.46698,12.6458,2.04919,-21.251699,0.093478695,-0.20714281,0.054728415
810.55902,12.254,3.98773,-21.0049,0.084477581,-0.20714281,0.049498215
749.552,12.291,2.4442899,-21.3932,0.075950943,-0.20714283,0.04454682
1025.13,12.5744,-7.0919399,-15.8964,0.11205374,-0.2071428,0.083144478
977.17297,16.7118,-6.3547101,-20.58,0.10374111,-0.20714281,0.076909348
918.13702,15.5184,-4.2613902,-20.127199,0.095428236,-0.20714281,0.070674069
866.02502,14.8552,1.71691,-19.8514,0.087115042,-0.20714281,0.064438604
808.03998,14.4872,3.6879799,-19.621599,0.078801408,-0.20714281,0.058202859
747.07001,14.507,2.3580699,-19.9865,0.070891112,-0.20714283,0.052273504
1015.82,14.1698,-7.77525,-14.3536,0.10228038,-0.2071428,0.094867408
970.37201,18.718201,-6.7200899,-18.914,0.094767936,-0.20714281,0.087716386
913.966,17.5354,-4.5036502,-18.4526,0.087255314,-0.20714281,0.080565259
862.57001,16.799801,1.41874,-18.279499,0.079742454,-0.20714281,0.073413968
804.90503,16.558599,3.41574,-18.0242,0.072229259,-0.20714281,0.066262469
742.98999,16.5509,2.29056,-18.421101,0.06504783,-0.20714281,0.059431616
1016.24,15.3533,-8.2407503,-12.5291,0.091322862,-0.20714286,0.10549685
969.22699,20.427299,-6.9689298,-16.985901,0.084704749,-0.20714286,0.097523607
912.89801,19.3009,-4.6979899,-16.524401,0.07808657,-0.20714286,0.089550331
860.70599,18.642,1.17021,-16.3922,0.071468301,-0.20714284,0.081576988
802.09698,18.4585,3.19046,-16.1994,0.064849906,-0.20714284,0.073603556
740.11102,18.355801,2.2528701,-16.6504,0.058493506,-0.20714283,0.065952592
700.04199,7.1363401,1.42164,-24.474199,0.077099085,-0.20714264,0.025330178
668.95898,6.7568402,0.810633,-25.1332,0.074007504,-0.20714271,0.02341491
639.63397,5.96948,0.42599699,-25.9188,0.070915923,-0.20714279,0.021499641
702.85199,9.6493101,1.4776599,-23.4466,0.074409679,-0.20714286,0.033361003
671.07397,9.31283,0.85037899,-24.211901,0.071380936,-0.20714284,0.031088389
640.64203,8.6333704,0.45098701,-25.135401,0.068352193,-0.20714283,0.02881578
701.93402,12.0034,1.46377,-22.334499,0.070533536,-0.20714281,0.040927887
669.72998,11.7582,0.86456299,-23.1647,0.067750633,-0.20714281,0.038362458
638.97198,11.1247,0.47179201,-24.1954,0.064967729,-0.20714281,0.03579703
698.58502,14.2744,1.46217,-21.020201,0.065884702,-0.20714283,0.04804698
666.48297,14.1273,0.895298,-21.904499,0.063378565,-0.20714283,0.045216724
635.69,13.6175,0.51754701,-23.008499,0.060872432,-0.20714283,0.042386472
694.17902,16.3223,1.4826,-19.5196,0.060520839,-0.20714283,0.054643743
662.74298,16.2747,0.95032799,-20.442301,0.058316328,-0.20714283,0.051578071
632.146,15.9381,0.59362203,-21.6238,0.056111813,-0.20714283,0.048512395
691.45801,18.245399,1.52833,-17.820801,0.054504789,-0.20714283,0.060652476
660.33301,18.2999,1.03228,-18.7778,0.052621681,-0.20714283,0.057380684
629.28998,18.1385,0.70381999,-19.996599,0.050738569,-0.20714283,0.054108892
573.54602,6.20363,0.37650901,-28.958,0.064180039,-0.20714281,0.018948782
414.285,6.8555899,2.43682,-32.190701,0.053799853,-0.20714281,0.015762329
198.856,7.2761302,5.6373801,-31.885099,0.043419667,-0.20714281,0.012575876
-29.885,6.4057999,7.1072402,-28.417,0.03303948,-0.20714281,0.0093894238
572.42499,9.0852203,0.45587999,-28.2279,0.061805278,-0.20714281,0.025595291
413.086,9.90695,2.61132,-31.3503,0.051740203,-0.20714281,0.021426922
192.159,10.3478,5.8518,-30.85,0.041675128,-0.20714281,0.017258553
-34.320702,8.9404697,7.2080302,-27.4821,0.031610053,-0.20714281,0.013090184
570.552,11.8858,0.554501,-27.2327,0.058780547,-0.20714281,0.031972066
411.33701,12.8868,2.7920799,-30.1654,0.049189091,-0.20714281,0.026887577
188.883,13.3147,6.04775,-29.6131,0.039597634,-0.20714281,0.021803085
-34.313801,11.4086,7.32166,-26.375799,0.030006176,-0.20714281,0.016718594
567.20898,14.5976,0.678159,-25.990999,0.055135757,-0.20714281,0.03801303
409.47501,15.761,2.9767399,-28.702499,0.046168536,-0.20714281,0.032096401
187.87199,16.140499,6.2235799,-28.1105,0.037201315,-0.20714281,0.026179774
-29.669901,13.7944,7.4503398,-25.0881,0.028234096,-0.20714281,0.020263147
563.68298,17.174101,0.82824802,-24.493,0.050908074,-0.20714283,0.043655619
407.715,18.488701,3.1639099,-26.961599,0.042705107,-0.20714281,0.037007734
189.74899,18.7841,6.3766899,-26.381399,0.034502137,-0.20714281,0.030359853
-19.815201,16.0742,7.5964599,-23.642,0.026299171,-0.20714281,0.02371197
560.289,19.6008,1.00851,-22.729401,0.04614076,-0.20714283,0.048841327
406.48801,21.032301,3.3534501,-24.952299,0.03882825,-0.20714281,0.041577991
195.28999,21.2122,6.5062399,-24.4429,0.031515744,-0.20714281,0.034314655
-4.6869402,18.221001,7.7470698,-22.0327,0.024203233,-0.20714281,0.027051317
992.41101,1.62069,-8.6991596,21.527,-0.13832527,-0.20714283,0.018722251
926.41602,3.6170001,-7.0872898,27.6901,-0.1280684,-0.20714283,0.01728691
860.75,3.6586299,-4.26298,26.7509,-0.11781154,-0.20714283,0.015851568
795.03101,3.6209199,2.17559,26.414101,-0.10755467,-0.20714283,0.014416228
724.37299,3.65767,4.27707,26.216299,-0.097297803,-0.20714283,0.012980887
647.87299,3.7611101,4.76019,27.211599,-0.087428369,-0.20714283,0.011599821
993.29602,3.9032099,-8.7061195,21.213699,-0.13559465,-0.20714283,0.033075057
927.521,6.51827,-7.1012998,27.094601,-0.12554632,-0.20714283,0.030576054
862.65802,6.4752498,-4.2832398,26.150101,-0.11549799,-0.20714283,0.028077051
797.229,6.3752198,2.1057799,25.816099,-0.10544965,-0.20714283,0.025578046
726.83801,6.4414501,4.21384,25.608999,-0.095401317,-0.20714283,0.023079043
650.90601,6.6746001,4.7328801,26.5488,-0.085732557,-0.20714283,0.020674501
992.61499,6.1218801,-8.7047901,20.7516,-0.13135424,-0.2071428,0.047056492
928.68103,9.3092203,-7.0878601,26.2444,-0.12162603,-0.2071428,0.043522108
864.65399,9.1378498,-4.2607002,25.254499,-0.11189782,-0.20714281,0.039987721
799.58502,9.0569696,2.07218,24.912001,-0.10216961,-0.20714281,0.036453336
729.724,9.1306,4.1740999,24.7087,-0.092441395,-0.20714281,0.032918949
654.40698,9.4994802,4.6968498,25.584,-0.083080716,-0.20714281,0.029518159
578.33899,4.4370198,4.5227499,28.6991,-0.080859601,-0.20714283,0.01068955
534.12097,4.7754202,4.5162201,30.024401,-0.077204049,-0.20714283,0.010195797
482.74701,5.2196002,4.9127798,31.260099,-0.073548496,-0.20714283,0.0097020436
581.58301,7.5668898,4.51122,27.920099,-0.079296537,-0.20714283,0.019083124
537.75598,8.0821199,4.5058699,29.1527,-0.075713687,-0.20714281,0.018210454
486.961,8.6919804,4.8881798,30.340401,-0.072130837,-0.20714283,0.017337782
585.76398,10.5737,4.49266,26.816099,-0.076849684,-0.20714281,0.027263919
542.427,11.2366,4.4864702,27.940701,-0.073380761,-0.20714281,0.026022635
492.21301,12.0109,4.8583002,29.049,-0.069911838,-0.20714281,0.024781354
376.289,5.6020999,6.3858399,31.9053,-0.066746086,-0.20714283,0.0089468388
187.47701,5.3646102,9.7890301,30.5826,-0.056796804,-0.20714281,0.0079301829
-10.8341,5.2864099,11.0789,27.5758,-0.046847522,-0.20714281,0.0069135274
-210.61,3.84041,8.2053204,21.5884,-0.03689824,-0.20714281,0.005896871
383.94501,9.2237997,6.2965598,31.007,-0.065627582,-0.20714283,0.015884332
202.864,8.9314499,9.5997,29.8755,-0.05620392,-0.20714281,0.0138501
10.7455,8.5911999,11.1265,27.261101,-0.046780258,-0.20714281,0.011815868
-184.343,6.7417102,8.9212198,21.699499,-0.037356596,-0.20714281,0.0097816363
392.81299,12.6894,6.1886902,29.7264,-0.063805461,-0.20714281,0.022662003
220.603,12.383,9.3607302,28.8216,-0.055061646,-0.20714281,0.019664584
35.115601,11.8236,11.0904,26.660801,-0.046317823,-0.20714281,0.016667163
-149.86301,9.9475698,9.5683203,21.6716,-0.037574004,-0.20714281,0.013669743
-299.57501,4.9127102,1.76886,15.922,-0.029806875,-0.2071428,0.0066782148
-273.82401,7.16399,4.4432802,16.8785,-0.030609675,-0.2071428,0.010102877
-250.564,10.0789,7.04918,17.765699,-0.031262264,-0.2071428,0.013552454
-338.392,6.6286001,-3.1830599,12.5536,-0.025504369,-0.2071428,0.0091764145
-314.61401,8.9134197,1.0881701,13.9133,-0.02646271,-0.2071428,0.012679804
-285.452,12.1211,5.2736802,14.9857,-0.027298074,-0.2071428,0.016196867
-350.104,7.5394802,-7.0557399,9.41541,-0.021083452,-0.2071428,0.011524454
-325.617,9.8534899,-2.2172501,10.6146,-0.022183308,-0.2071428,0.015072776
-293.59,13.5216,3.3991201,11.8,-0.023187429,-0.2071428,0.018623531
-355.91699,8.5650501,-9.0458202,6.6735802,-0.016576299,-0.2071428,0.013743471
-330.30099,10.8614,-4.1255102,7.5831399,-0.017806038,-0.2071428,0.017308621
-296.17499,14.8273,2.1723299,8.7150402,-0.018967282,-0.2071428,0.02086496
-357.73499,9.6801596,-9.5426998,4.1209302,-0.012002457,-0.20714281,0.015846308
-331.42099,12.1274,-4.4766598,4.8316002,-0.013351852,-0.20714281,0.019403536
-294.78201,16.379499,1.99901,5.7093601,-0.014659993,-0.20714281,0.022940714
-352.22,10.9165,-8.5390501,1.34823,-0.0073722885,-0.2071428,0.01783446
-325.84399,13.9295,-3.1542101,1.88677,-0.0088315345,-0.2071428,0.021360077
