"p","U:0","U:1","U:2","div(phi)","Points:0","Points:1","Points:2"
423.67999,-12.9864,-4.5422201,3.3392301,0.00058578799,-0.04448564,-0.2071428,-0.1320499
399.48999,-16.510799,-3.97838,5.6403499,0.00044291301,-0.041136581,-0.2071428,-0.12227266
373.17599,-16.484501,-2.6914401,5.31568,4.1271502e-05,-0.037787523,-0.2071428,-0.1124954
345.651,-16.241699,1.47307,5.52599,-0.00078063097,-0.034438469,-0.20714281,-0.10271814
317.89899,-16.341801,3.09108,5.2712102,0.000833005,-0.031089408,-0.20714281,-0.092940897
286.70801,-16.9594,2.78862,5.0492802,0.00080231501,-0.027866956,-0.20714281,-0.083533078
425.49899,-13.3393,-4.3713899,1.38789,-0.00051559298,-0.02523748,-0.20714279,-0.13704035
401.436,-16.9844,-3.8538499,3.2311001,-0.00061133702,-0.023314681,-0.2071428,-0.1268865
375.68799,-16.9489,-2.62709,2.86834,0.00047195901,-0.021391882,-0.2071428,-0.11673266
348.435,-16.7223,1.46998,3.13574,0.00055769499,-0.019469082,-0.2071428,-0.10657882
320.78,-16.834101,3.0694599,2.8991101,0.00033326101,-0.017546283,-0.20714281,-0.096424982
289.922,-17.404301,2.6908801,2.5678799,9.7877598e-14,-0.015696201,-0.20714281,-0.086654834
427.24399,-13.3808,-4.19032,-0.59439802,0.00018754799,-0.0054796226,-0.20714279,-0.13923517
403.32501,-17.083401,-3.72949,0.78397799,0.00042667799,-0.0050216345,-0.20714279,-0.12891294
378.22501,-17.053499,-2.58761,0.402257,0.00037575699,-0.0045636464,-0.2071428,-0.11859069
351.23499,-16.899599,1.44258,0.68452901,-0.00063023501,-0.0041056583,-0.2071428,-0.10826845
323.651,-16.958,3.05865,0.49178499,0.00033335801,-0.0036476704,-0.20714281,-0.097946204
293.14099,-17.4632,2.5945899,0.075620003,-0.000401342,-0.0032070472,-0.20714281,-0.088014044
430.181,-13.0957,-4.0022202,-2.5395401,-0.00018746599,0.014396601,-0.2071428,-0.13862558
405.65601,-16.844999,-3.6013,-1.66486,-0.000164525,0.013379619,-0.2071428,-0.12834154
380.599,-16.805201,-2.5357399,-2.04212,-0.00056410301,0.012362637,-0.2071428,-0.11805751
353.68799,-16.709101,1.42708,-1.75538,0.00090431899,0.011345655,-0.20714281,-0.10777348
326.409,-16.7502,3.06059,-1.90484,-0.00099975301,0.010328673,-0.20714281,-0.097489446
296.36899,-17.1805,2.5146999,-2.37643,0.00100306,0.009350053,-0.20714281,-0.087593995
430.66699,-12.6651,-3.8164501,-4.50769,0.00038680201,0.033968031,-0.2071428,-0.13515307
406.60101,-16.3407,-3.4719601,-4.0767102,-0.00034184,0.031498428,-0.2071428,-0.12512141
382.30801,-16.2323,-2.47135,-4.4331799,-0.000123875,0.029028827,-0.2071428,-0.11508976
355.84399,-16.122101,1.43322,-4.1207099,-1.50777e-05,0.026559226,-0.20714281,-0.1050581
329.05499,-16.198099,3.0829799,-4.2048202,-1.44579e-13,0.024089623,-0.20714281,-0.095026456
299.55099,-16.561701,2.4477,-4.7435699,0.00032109799,0.021713285,-0.20714281,-0.085373864
432.048,-11.9462,-3.6305499,-6.1157098,0.000105536,0.052852444,-0.20714279,-0.12891865
408.328,-15.4338,-3.3473301,-6.3779001,0.00051930099,0.048979439,-0.2071428,-0.11934347
384.09698,-15.3521,-2.38784,-6.67206,0,0.045106433,-0.2071428,-0.10976829
358.15799,-15.2579,1.46415,-6.3605399,0.00028658399,0.041233428,-0.2071428,-0.10019311
331.78299,-15.346,3.1208401,-6.4068298,1.4462999e-13,0.037360422,-0.20714281,-0.09061794
302.63901,-15.6293,2.3888099,-6.9840398,-0.00084316899,0.033633728,-0.20714281,-0.081404634
432.34601,-11.0492,-3.4468901,-7.7546201,-0.000140666,0.070663519,-0.20714279,-0.12009857
409.495,-14.2698,-3.23071,-8.5549698,-0.00048113699,0.065465227,-0.2071428,-0.11116886
385.60699,-14.161,-2.31618,-8.7876301,0.00041293501,0.060266942,-0.2071428,-0.10223915
360.10901,-14.0846,1.49821,-8.4612598,-0.00040710601,0.055068649,-0.2071428,-0.09330944
334.21799,-14.2128,3.17208,-8.4412498,0.00050005998,0.049870361,-0.20714281,-0.084379733
305.49301,-14.4085,2.33073,-9.0634003,0.000200681,0.044868477,-0.20714281,-0.075787514
432.97699,-9.9670696,-3.2843201,-9.2484102,-0.00086807401,0.087009355,-0.20714277,-0.10879207
410.60699,-12.8204,-3.1270399,-10.5185,0.00030409,0.080595784,-0.20714277,-0.1006964
386.87601,-12.7207,-2.24125,-10.6741,-0.00027547599,0.074182205,-0.20714279,-0.092600726
361.832,-12.6652,1.54259,-10.3461,-0.000452629,0.067768633,-0.2071428,-0.084505059
336.319,-12.8182,3.22193,-10.3091,0.00050035701,0.061355058,-0.2071428,-0.076409385
307.866,-12.9342,2.2604899,-10.9516,-0.00078309298,0.055183869,-0.20714281,-0.06861975
435.59,-8.6117496,-3.14376,-10.5626,0.00046859001,0.10165602,-0.2071428,-0.095342092
412.52301,-11.0849,-3.0531199,-12.2564,0.000126536,0.094148964,-0.2071428,-0.088236853
388.302,-11.0044,-2.1910999,-12.3759,0.00082536601,0.086641908,-0.2071428,-0.081131615
363.23999,-10.9842,1.56848,-12.0414,0.000241104,0.079134859,-0.20714281,-0.074026376
337.983,-11.1965,3.2637801,-11.961,0.00033318001,0.071627803,-0.20714281,-0.06692113
309.892,-11.2335,2.1780601,-12.6135,-0.00050142,0.064404376,-0.20714281,-0.060084432
433.879,-7.1575298,-3.08583,-11.8437,0.000152276,0.11418433,-0.2071428,-0.079916067
412.58401,-9.1604795,-3.0014601,-13.7887,-0.00054405199,0.10574306,-0.2071428,-0.073950492
389.12,-9.0880203,-2.16136,-13.8318,-0.00082528702,0.097301781,-0.2071428,-0.067984916
364.39999,-9.1001396,1.58828,-13.4772,-0.00085885398,0.088860504,-0.20714281,-0.062019344
339.32901,-9.3678303,3.29896,-13.3728,-0.00074958801,0.080419227,-0.20714281,-0.056053769
311.54999,-9.3370895,2.0861001,-14.0143,0.0016444999,0.072296873,-0.20714281,-0.05031364
434.52802,-5.67769,-3.03951,-12.804,0.000468866,0.12435219,-0.20714279,-0.062818967
413.64899,-7.0753899,-2.96787,-14.9982,0.00101287,0.11515187,-0.20714279,-0.058119435
390.23499,-7.0195799,-2.0976801,-14.9831,-0.000275275,0.10595153,-0.2071428,-0.053419903
365.62701,-7.0343699,1.65152,-14.6302,0.000286464,0.096751206,-0.2071428,-0.048720371
340.591,-7.3525901,3.3120799,-14.5162,0.000816705,0.087550879,-0.20714281,-0.044020839
313.18399,-7.2860599,2.0116,-15.1222,-0.00176585,0.07869821,-0.20714281,-0.039498962
423.84,-12.5213,-4.66397,5.0212202,-0.00081349298,-0.060517725,-0.20714279,-0.12569229
398.647,-15.8397,-4.0604,7.6496301,0.00049962598,-0.055981725,-0.2071428,-0.11639176
372.21201,-15.7868,-2.6965401,7.3575301,-0.000112372,-0.05144573,-0.2071428,-0.10709122
344.64401,-15.5623,1.50608,7.5169702,-0.00046774201,-0.046909731,-0.20714281,-0.097790688
316.758,-15.6444,3.11027,7.2452402,-0.00090712,-0.042373732,-0.20714281,-0.088490143
285.336,-16.2834,2.8824301,7.1438098,-0.000273012,-0.038009197,-0.20714281,-0.079541035
423.38199,-11.9511,-4.7804298,6.5180602,-0.000122871,-0.073317491,-0.20714279,-0.11866338
