"p","U:0","U:1","U:2","div(phi)","Points:0","Points:1","Points:2"
407.716,-12.7413,-4.4607601,3.2758801,0.00049206201,-0.04448564,-0.2071428,-0.1320499
384.42999,-16.197901,-3.9067299,5.5335002,6.3273299e-05,-0.041136581,-0.2071428,-0.12227266
359.10599,-16.171801,-2.6437099,5.21453,-0.00038520101,-0.037787523,-0.2071428,-0.1124954
332.61801,-15.9328,1.44095,5.4205799,0.00082885602,-0.034438469,-0.20714281,-0.10271814
305.914,-16.0303,3.0334201,5.1708498,-0.00033320201,-0.031089408,-0.20714281,-0.092940897
275.905,-16.635599,2.7377601,4.9527102,-0.00160463,-0.027866956,-0.20714281,-0.083533078
409.466,-13.0872,-4.2930899,1.36146,3.5154098e-05,-0.02523748,-0.20714279,-0.13704035
386.30399,-16.662201,-3.7844801,3.16997,-0.000169605,-0.023314681,-0.2071428,-0.1268865
361.52399,-16.627501,-2.5807099,2.81376,0.00063845201,-0.021391882,-0.2071428,-0.11673266
335.297,-16.404499,1.43786,3.0760601,-0.00028638399,-0.019469082,-0.2071428,-0.10657882
308.686,-16.513201,3.01228,2.8441899,-0.00033326101,-0.017546283,-0.20714281,-0.096424982
278.99799,-17.0721,2.6418099,2.5188701,0.00160491,-0.015696201,-0.20714281,-0.086654834
411.14401,-13.1276,-4.1152802,-0.58322102,-0.000316488,-0.0054796226,-0.20714279,-0.13923517
388.12,-16.759199,-3.6623199,0.769337,-0.000279809,-0.0050216345,-0.20714279,-0.12891294
363.96399,-16.7299,-2.5420201,0.394651,0.00016654401,-0.0045636464,-0.2071428,-0.11859069
337.991,-16.5783,1.4109401,0.67142397,-7.5387002e-06,-0.0041056583,-0.2071428,-0.10826845
311.448,-16.6348,3.00174,0.48292899,0.00033335801,-0.0036476704,-0.20714281,-0.097946204
282.095,-17.1299,2.54725,0.0743597,-0.00100336,-0.0032070472,-0.20714281,-0.088014044
413.96799,-12.8476,-3.93047,-2.4913499,-0.00042179899,0.014396601,-0.2071428,-0.13862558
390.362,-16.5252,-3.53631,-1.63291,0.000215148,0.013379619,-0.2071428,-0.12834154
366.24899,-16.4863,-2.4910901,-2.00314,-0.00042651701,0.012362637,-0.2071428,-0.11805751
340.35101,-16.391399,1.39574,-1.72185,-0.0011002501,0.011345655,-0.20714281,-0.10777348
314.103,-16.430901,3.00371,-1.86775,0.00099975301,0.010328673,-0.20714281,-0.097489446
285.20099,-16.852699,2.4687901,-2.3306999,-1.08752e-14,0.009350053,-0.20714281,-0.087593995
414.436,-12.425,-3.74786,-4.4218898,-0.00018754099,0.033968031,-0.2071428,-0.13515307
391.27399,-16.029301,-3.4091101,-3.9988899,-0.000113947,0.031498428,-0.2071428,-0.12512141
367.89301,-15.9243,-2.4277899,-4.3486099,0.000371626,0.029028827,-0.2071428,-0.11508976
342.42599,-15.8155,1.40195,-4.0420299,0.00126653,0.026559226,-0.20714281,-0.1050581
316.64899,-15.8894,3.0257699,-4.1236801,-0.000500063,0.024089623,-0.20714281,-0.095026456
288.26401,-16.245701,2.4029901,-4.6525002,0.000140481,0.021713285,-0.20714281,-0.085373864
415.76501,-11.7193,-3.5651801,-5.9991002,0.00087946298,0.052852444,-0.20714279,-0.12891865
392.93799,-15.1407,-3.28653,-6.2564001,0.00044330501,0.048979439,-0.2071428,-0.11934347
369.616,-15.0608,-2.34566,-6.5448098,-0.000275386,0.045106433,-0.2071428,-0.10976829
344.65399,-14.9676,1.43258,-6.2390099,0.000120667,0.041233428,-0.2071428,-0.10019311
319.27499,-15.0536,3.06303,-6.2835498,-0.00083373301,0.037360422,-0.20714281,-0.09061794
291.23599,-15.3312,2.34517,-6.85006,0.00030113201,0.033633728,-0.20714281,-0.081404634
416.05099,-10.8392,-3.38451,-7.6065798,0.00016411,0.070663519,-0.20714279,-0.12009857
394.06,-13.9987,-3.1717701,-8.3921099,0.000582429,0.065465227,-0.2071428,-0.11116886
371.07001,-13.8922,-2.2750499,-8.62008,-0.00013764499,0.060266942,-0.2071428,-0.10223915
346.53201,-13.8165,1.46631,-8.2996397,-9.04681e-05,0.055068649,-0.2071428,-0.09330944
321.61899,-13.9422,3.11342,-8.2789698,1.4457799e-13,0.049870361,-0.20714281,-0.084379733
293.983,-14.1338,2.2881601,-8.8895903,0.00032108999,0.044868477,-0.20714281,-0.075787514
416.65701,-9.7776098,-3.2244599,-9.0717697,-0.00029326801,0.087009355,-0.20714277,-0.10879207
395.129,-12.5769,-3.0696599,-10.3184,-0.00044346499,0.080595784,-0.20714277,-0.1006964
372.29001,-12.4793,-2.20118,-10.4706,0.00055095099,0.074182205,-0.20714279,-0.092600726
348.19,-12.4243,1.5102299,-10.1484,1.50876e-05,0.067768633,-0.2071428,-0.084505059
323.642,-12.5743,3.16241,-10.1111,0.00050035701,0.061355058,-0.2071428,-0.076409385
296.26801,-12.6878,2.2192299,-10.7416,0.00044174501,0.055183869,-0.20714281,-0.06861975
419.17099,-8.4481297,-3.0859301,-10.3609,0.000234295,0.10165602,-0.2071428,-0.095342092
396.97299,-10.8744,-2.9967,-12.0232,0.000379609,0.094148964,-0.2071428,-0.088236853
373.66299,-10.7957,-2.15151,-12.14,-0.000412683,0.086641908,-0.2071428,-0.081131615
349.54501,-10.7753,1.53608,-11.8113,-0.00119045,0.079134859,-0.20714281,-0.074026376
325.24301,-10.9837,3.2035999,-11.7313,0.00083295099,0.071627803,-0.20714281,-0.06692113
298.21799,-11.0196,2.13836,-12.3717,0.000100284,0.064404376,-0.20714281,-0.060084432
417.52301,-7.0216699,-3.0283999,-11.6177,0.000128849,0.11418433,-0.2071428,-0.079916067
397.03,-8.9865599,-2.94557,-13.5265,-0.00051874801,0.10574306,-0.2071428,-0.073950492
374.44901,-8.9157104,-2.12183,-13.5682,-0.000687739,0.097301781,-0.2071428,-0.067984916
350.66199,-8.9271202,1.55598,-13.2198,0.00055750197,0.088860504,-0.20714281,-0.062019344
326.539,-9.18999,3.23825,-13.1162,-0.00123266,0.080419227,-0.20714281,-0.056053769
299.815,-9.1595201,2.0481701,-13.7457,-0.000260714,0.072296873,-0.20714281,-0.05031364
418.146,-5.5701199,-2.9823599,-12.5598,1.01669e-13,0.12435219,-0.20714279,-0.062818967
398.05399,-6.9411302,-2.9121799,-14.7131,-0.000379826,0.11515187,-0.20714279,-0.058119435
375.521,-6.88661,-2.05883,-14.6975,0.00041291199,0.10595153,-0.2071428,-0.053419903
351.84201,-6.9007702,1.61861,-14.3507,-0.00052769698,0.096751206,-0.2071428,-0.048720371
327.754,-7.2133598,3.2513101,-14.2377,0.000216677,0.087550879,-0.20714281,-0.044020839
301.388,-7.1477799,1.97517,-14.8323,-0.000100332,0.07869821,-0.20714281,-0.039498962
407.86899,-12.2853,-4.5802302,4.9261799,-0.00013398701,-0.060517725,-0.20714279,-0.12569229
383.61801,-15.5396,-3.9872,7.5046902,-0.000251536,-0.055981725,-0.2071428,-0.11639176
358.177,-15.4874,-2.6486399,7.2175598,0.00125482,-0.05144573,-0.2071428,-0.10709122
331.64801,-15.2666,1.4735,7.3738198,-0.0011201201,-0.046909731,-0.20714281,-0.097790688
304.815,-15.3464,3.05215,7.10709,0.00022678,-0.042373732,-0.20714281,-0.088490143
274.58499,-15.9725,2.8298399,7.0071502,0.00273012,-0.038009197,-0.20714281,-0.079541035
407.42801,-11.7261,-4.6944499,6.3948302,-0.00070371298,-0.073317491,-0.20714279,-0.11866338
383.82401,-14.7604,-4.0441999,9.1053104,0.00069112901,-0.067835324,-0.20714279,-0.10988907
358.043,-14.6609,-2.6226101,8.8237104,-0.0011428701,-0.062353157,-0.2071428,-0.10111476
331.33701,-14.452,1.53038,8.9240999,0.00026678701,-0.05687099,-0.2071428,-0.092340454
304.02499,-14.5467,3.0680499,8.6658697,-0.00090740999,-0.051388819,-0.2071428,-0.083566144
273.47601,-15.1911,2.91187,8.6705799,-0.00163856,-0.04611389,-0.20714281,-0.075123414
406.974,-11.031,-4.8025198,7.72088,3.1920499e-05,-0.085314319,-0.20714279,-0.11034176
383.66599,-13.8092,-4.1019702,10.6216,-0.00110153,-0.078946263,-0.20714279,-0.10218933
357.474,-13.6662,-2.6158099,10.3502,-7.6829798e-05,-0.072578207,-0.2071428,-0.0940369
330.58301,-13.4685,1.55917,10.4065,0.00018473199,-0.066210151,-0.2071428,-0.085884467
302.853,-13.5788,3.0741,10.1534,0.000226893,-0.059842095,-0.2071428,-0.077732041
271.99799,-14.2249,2.98399,10.2632,0.00109256,-0.053714752,-0.20714281,-0.069887683
406.414,-10.2218,-4.9026499,8.9425697,0.000175585,-0.096377559,-0.20714279,-0.1008153
382.95099,-12.7073,-4.1561499,12.0396,0.00030170899,-0.089193106,-0.20714279,-0.093373418
356.35199,-12.5204,-2.61378,11.7817,0.00053412601,-0.082008645,-0.20714279,-0.08593154
329.39301,-12.342,1.57595,11.7895,-0.000410565,-0.074824192,-0.2071428,-0.078489661
301.32599,-12.46,3.0685799,11.5488,0.0011346,-0.067639731,-0.2071428,-0.071047783
270.19901,-13.0906,3.04052,11.7594,0.000273171,-0.060726847,-0.20714281,-0.063887119
406.02301,-9.2844696,-4.9948602,10.058,0.00103773,-0.10638478,-0.20714277,-0.090187229
382.189,-11.4509,-4.2056499,13.3402,-5.0005601e-05,-0.098462239,-0.20714277,-0.083536625
355.23801,-11.2255,-2.6152799,13.0861,-0.00048922101,-0.090539694,-0.20714279,-0.076886028
328.26999,-11.0685,1.58219,13.05,0.0011908,-0.082617149,-0.2071428,-0.070235431
299.89899,-11.1933,3.0523901,12.8234,9.84218e-14,-0.074694604,-0.2071428,-0.063584834
268.53299,-11.7872,3.0736301,13.1341,-0.0021855901,-0.06707155,-0.20714281,-0.057185568
405.78799,-8.2233295,-5.0794001,11.0594,-0.00065464602,-0.1152259,-0.20714277,-0.078573562
381.57199,-10.0477,-4.25072,14.502,0.000500113,-0.10665227,-0.20714277,-0.072786883
354.37701,-9.7926998,-2.62029,14.2391,-0.000318684,-0.098078653,-0.20714279,-0.06700021
327.38699,-9.6661701,1.57744,14.1613,-0.00020533,-0.089505032,-0.2071428,-0.061213534
298.72299,-9.7867699,3.0261099,13.9566,-0.00068089698,-0.08093141,-0.2071428,-0.055426858
267.155,-10.3304,3.09306,14.3579,0.0021857701,-0.072681896,-0.2071428,-0.049858868
250.37601,-17.4468,2.2853601,5.01933,0.00129516,-0.025731582,-0.20714281,-0.077271409
234.491,-18.156401,2.0427899,5.2265601,-0.0032736501,-0.024556685,-0.20714281,-0.07378646
215.909,-19.2146,1.96947,5.4113498,0.00185774,-0.023381788,-0.20714281,-0.070301503
254.069,-17.856899,2.14733,2.4709499,0.00185891,-0.014474238,-0.20714281,-0.080153689
238.668,-18.513901,1.8716,2.5504999,0.00294433,-0.013807676,-0.20714281,-0.07653784
220.839,-19.5739,1.78131,2.592,-0.00173446,-0.013141113,-0.20714283,-0.072921999
257.61899,-17.866301,2.0144501,-0.061401501,-0.000507152,-0.0029228954,-0.20714281,-0.081406534
242.629,-18.443399,1.7006201,-0.088835903,-0.00258528,-0.00277785,-0.20714281,-0.077733591
225.582,-19.459999,1.59998,-0.16538499,0.00068161899,-0.0026328047,-0.20714281,-0.074060649
261.14899,-17.5401,1.90013,-2.53088,0.000168926,0.0086899679,-0.20714281,-0.081011236
246.457,-18.0331,1.5487601,-2.63992,-0.0025362701,0.0083100554,-0.20714281,-0.077352569
230.005,-18.963499,1.44563,-2.79882,-0.0030962101,0.0079301428,-0.20714281,-0.073693909
264.60101,-16.885099,1.79847,-4.9000802,-0.0032949101,0.020123634,-0.20714281,-0.078953773
250.22099,-17.2999,1.41164,-5.0728102,0.0034218801,0.0192274,-0.20714281,-0.075387105
234.332,-18.1092,1.2985801,-5.2916298,0.0026324301,0.018331168,-0.20714283,-0.071820438
267.90601,-15.9262,1.70023,-7.1329699,-0.000140909,0.031146303,-0.20714281,-0.075278714
253.795,-16.2707,1.28818,-7.35042,-0.0026567299,0.029751837,-0.20714281,-0.071878307
238.511,-16.9648,1.1577801,-7.5869398,0.00143174,0.028357375,-0.20714283,-0.068477891
270.96899,-14.6893,1.60083,-9.1958303,0.00362947,0.041533589,-0.20714281,-0.070076346
257.133,-14.9711,1.17404,-9.4391098,0.0028926199,0.039669286,-0.20714281,-0.066908732
242.328,-15.5526,1.02722,-9.6801395,-0.0049641398,0.037804987,-0.20714283,-0.06374111
273.57001,-13.2057,1.49587,-11.057,0.00022565501,0.051072381,-0.20714281,-0.063444279
260.005,-13.4383,1.07164,-11.3114,0.00229264,0.048778214,-0.20714281,-0.060576923
245.604,-13.9312,0.91528398,-11.5445,0.0034922699,0.046484042,-0.20714283,-0.057709567
275.85199,-11.5008,1.39135,-12.6857,-0.0038296201,0.059592791,-0.20714281,-0.055542935
262.564,-11.7014,0.96976602,-12.943,-0.0031737499,0.056909416,-0.20714281,-0.053028099
248.422,-12.1158,0.79505002,-13.1803,-0.0038831399,0.054226041,-0.20714283,-0.05051326
277.85999,-9.6150198,1.2885,-14.0476,0.00377156,0.066887863,-0.20714281,-0.046501935
264.87299,-9.7855101,0.87202197,-14.3118,0.00025944799,0.063873261,-0.20714281,-0.044393197
250.995,-10.1471,0.67918301,-14.5545,0.00513381,0.060858659,-0.20714283,-0.042284463
279.84299,-7.58148,1.1964,-15.1266,-0.0038423799,0.072804876,-0.20714281,-0.036498766
267.17099,-7.7418499,0.78512102,-15.3921,0.00142813,0.069523223,-0.20714281,-0.034842595
253.66,-8.0681295,0.57600999,-15.6623,0.00043986901,0.06624157,-0.20714281,-0.033186428
248.42799,-16.795601,2.4102001,7.1896501,-0.00383271,-0.035113774,-0.20714281,-0.073583782
232.21001,-17.528601,2.19276,7.52075,0.00160581,-0.033516005,-0.20714281,-0.070266955
213.14301,-18.5436,2.1432199,7.83711,0.00033715399,-0.031918231,-0.20714281,-0.066950127
246.94099,-16.0121,2.51706,8.9678602,0.00107379,-0.042612668,-0.20714281,-0.069502763
230.464,-16.749901,2.31949,9.40341,-0.00128536,-0.040677909,-0.20714281,-0.066372618
211.145,-17.689301,2.30144,9.82728,-0.00050599902,-0.038743149,-0.20714283,-0.063242465
245.048,-15.0248,2.60621,10.6767,-0.00268482,-0.049645904,-0.20714281,-0.064664274
228.256,-15.7479,2.4314599,11.2131,0.0040172599,-0.047394831,-0.20714281,-0.061753735
208.629,-16.5956,2.45521,11.7363,0.00126515,-0.045143757,-0.20714283,-0.058843195
242.828,-13.8476,2.67981,12.2954,0.0071346601,-0.056134846,-0.20714281,-0.059117794
225.68401,-14.537,2.53264,12.9247,-0.00192847,-0.053592153,-0.20714281,-0.056458578
205.69901,-15.2784,2.60075,13.536,0.0016026699,-0.05104946,-0.20714281,-0.053799361
240.821,-12.4802,2.74208,13.7882,-0.0026092799,-0.062006857,-0.20714281,-0.052922431
223.349,-13.115,2.6337399,14.5023,0.00128607,-0.059201036,-0.20714281,-0.050544098
203.026,-13.7402,2.73522,15.186,0.00059064198,-0.05639521,-0.20714281,-0.048165765
239.147,-10.9334,2.7913201,15.1245,0.000307034,-0.067199953,-0.20714281,-0.046148289
221.382,-11.4948,2.7010601,15.9125,-8.03945e-05,-0.064161472,-0.20714281,-0.044076439
200.765,-11.9973,2.8538401,16.653099,-0.00177223,-0.061122991,-0.20714281,-0.042004589
179.07201,-20.2533,2.2673399,5.4916701,-0.0016274001,-0.021382596,-0.20714281,-0.064128831
111.63,-20.6908,3.96525,4.6571202,0.00032278101,-0.018559109,-0.20714281,-0.055268422
35.5975,-19.608299,5.5755401,4.0352101,3.45662e-13,-0.015735622,-0.20714281,-0.046408016
-41.988499,-17.0327,5.7265501,2.4651,0.00052070199,-0.012912137,-0.20714281,-0.037547611
184.321,-20.757299,2.0539999,2.5462899,0.00153793,-0.012066682,-0.20714283,-0.066259377
113.977,-21.129601,3.76774,1.65948,0.00090985198,-0.010584381,-0.20714281,-0.05654997
33.2649,-19.8722,5.3989201,1.09503,0.00148526,-0.0091020809,-0.20714281,-0.046840567
-49.8731,-16.938101,5.4279399,-0.31692299,-0.00191476,-0.0076197805,-0.20714281,-0.037131164
189.752,-20.842899,1.8286,-0.385813,-0.00146908,-0.0025294712,-0.20714281,-0.067091554
116.775,-21.2875,3.54022,-1.34136,-0.0028262599,-0.0024678498,-0.20714281,-0.05682632
32.261501,-19.795099,5.19557,-1.75684,-0.00182406,-0.0024062283,-0.20714281,-0.046561081
-54.131802,-16.650101,5.1905699,-2.70733,0.000447614,-0.0023446069,-0.20714281,-0.036295846
194.83,-20.5144,1.61112,-3.24859,0.00071035401,0.0070466269,-0.20714281,-0.066609964
120.497,-20.8666,3.29599,-4.3243399,0.00027801501,0.0056595076,-0.20714281,-0.056100748
33.201599,-19.378099,4.9762802,-4.6364298,-0.000336631,0.0042723888,-0.20714281,-0.045591533
-55.470402,-16.144899,4.9554,-5.0917001,-0.00132236,0.0028852699,-0.20714281,-0.035082318
200.067,-19.7139,1.39949,-5.9788699,0.0016243299,0.016477166,-0.20714283,-0.064819843
126.046,-20.1374,3.0295899,-7.21101,0.00217559,0.013665391,-0.20714281,-0.054385334
36.483799,-18.6446,4.75002,-7.4204898,0.00032842299,0.010853617,-0.20714281,-0.043950826
-53.5098,-15.4389,4.7898002,-7.38311,0.0016580001,0.0080418428,-0.2071428,-0.033516318
205.62,-18.5826,1.19823,-8.5201597,-0.00092207501,0.025579359,-0.20714283,-0.061754093
132.589,-19.0152,2.74265,-9.93787,-0.000809989,0.021417789,-0.20714281,-0.05170691
42.2211,-17.6033,4.5063801,-10.0653,0.00260632,0.017256221,-0.20714281,-0.041659724
-47.866001,-14.5468,4.7309399,-9.6067305,0.00082129502,0.013094652,-0.2071428,-0.031612538
210.793,-17.121099,1.01086,-10.8291,-0.00062668102,0.034178458,-0.20714283,-0.057475183
139.953,-17.5508,2.4415901,-12.4412,0.00054402702,0.028789701,-0.20714281,-0.048110936
50.463699,-16.2803,4.23912,-12.5121,-0.0022994799,0.023400944,-0.20714281,-0.038746689
-37.931999,-13.4605,4.7321901,-11.7122,-0.00165835,0.018012188,-0.20714281,-0.029382441
215.481,-15.3887,0.83840501,-12.8732,0.00026052099,0.042112451,-0.20714283,-0.052071124
147.897,-15.7945,2.1345601,-14.6665,-0.00083423499,0.035663441,-0.20714281,-0.043661594
61.107601,-14.7106,3.94347,-14.7082,-0.00101013,0.029214431,-0.20714281,-0.035252064
-24.159599,-12.1961,4.7314801,-13.6472,-0.00128002,0.02276542,-0.20714281,-0.026842533
219.64101,-13.4307,0.679672,-14.6226,-2.44817e-05,0.049232777,-0.20714283,-0.045648508
156.319,-13.7997,1.83031,-16.5648,-0.00173021,0.041929632,-0.20714281,-0.038433842
73.985497,-12.9371,3.62201,-16.6117,0.00315692,0.034626488,-0.20714281,-0.031219173
-7.79914,-10.7828,4.66995,-15.3911,-9.7064501e-14,0.027323343,-0.20714281,-0.024004506
