NU,X,Y,Ux,Uy
0.1,0.049999999999999996,0.05999999999999999,-0.198493,0.026999
0.1,0.05499999999999999,0.05999999999999999,-0.198758,-0.0248921
0.1,0.05999999999999999,0.05999999999999999,-0.19524,-0.0761398
0.1,0.06499999999999999,0.05999999999999999,-0.187457,-0.124958
0.1,0.06999999999999999,0.05999999999999999,-0.174558,-0.168926
0.1,0.075,0.05999999999999999,-0.155564,-0.204603
0.1,0.08,0.05999999999999999,-0.129809,-0.227239
0.1,0.085,0.05999999999999999,-0.0975494,-0.230744
0.1,0.09000000000000001,0.05999999999999999,-0.0609,-0.208132
0.1,0.09500000000000001,0.05999999999999999,-0.0262023,-0.152845
0.1,0.10000000000000002,0.05999999999999999,-0.00525407,-0.0616993
0.1,0.005,0.06499999999999999,-0.00668845,0.0762067
0.1,0.01,0.06499999999999999,-0.0309761,0.183117
0.1,0.015,0.06499999999999999,-0.0681193,0.242895
0.1,0.02,0.06499999999999999,-0.104069,0.262947
0.1,0.025,0.06499999999999999,-0.132617,0.25372
0.1,0.030000000000000002,0.06499999999999999,-0.152917,0.224771
0.1,0.035,0.06499999999999999,-0.166069,0.183508
0.1,0.04,0.06499999999999999,-0.17384,0.135094
0.1,0.045,0.06499999999999999,-0.177987,0.0828294
0.1,0.049999999999999996,0.06499999999999999,-0.179832,0.0286995
0.1,0.05499999999999999,0.06499999999999999,-0.18007,-0.0260726
0.1,0.05999999999999999,0.06499999999999999,-0.178697,-0.080507
0.1,0.06499999999999999,0.06499999999999999,-0.175005,-0.133364
0.1,0.06999999999999999,0.06499999999999999,-0.167637,-0.182613
0.1,0.075,0.06499999999999999,-0.154776,-0.224867
0.1,0.08,0.06499999999999999,-0.134571,-0.25481
0.1,0.085,0.06499999999999999,-0.105843,-0.264811
0.1,0.09000000000000001,0.06499999999999999,-0.069411,-0.24505
0.1,0.09500000000000001,0.06499999999999999,-0.0316106,-0.184873
0.1,0.10000000000000002,0.06499999999999999,-0.0068326,-0.0768964
0.1,0.005,0.06999999999999999,-0.00907511,0.0947104
0.1,0.01,0.06999999999999999,-0.0379362,0.218558
0.1,0.015,0.06999999999999999,-0.0767968,0.279821
0.1,0.02,0.06999999999999999,-0.10915,0.293218
0.1,0.025,0.06999999999999999,-0.12993,0.274905
0.1,0.030000000000000002,0.06999999999999999,-0.140582,0.237681
0.1,0.035,0.06999999999999999,-0.144177,0.190297
0.1,0.04,0.06999999999999999,-0.143858,0.138083
0.1,0.045,0.06999999999999999,-0.142217,0.0839082
0.1,0.049999999999999996,0.06999999999999999,-0.141027,0.0290636
0.1,0.05499999999999999,0.06999999999999999,-0.14118,-0.026014
0.1,0.05999999999999999,0.06999999999999999,-0.142688,-0.081158
0.1,0.06499999999999999,0.06999999999999999,-0.144683,-0.135931
0.1,0.06999999999999999,0.06999999999999999,-0.145385,-0.189029
0.1,0.075,0.06999999999999999,-0.142153,-0.237531
0.1,0.08,0.06999999999999999,-0.131747,-0.275974
0.1,0.085,0.06999999999999999,-0.110966,-0.295369
0.1,0.09000000000000001,0.06999999999999999,-0.0782537,-0.282556
0.1,0.09500000000000001,0.06999999999999999,-0.0387336,-0.220999
0.1,0.10000000000000002,0.06999999999999999,-0.00927806,-0.0957922
0.1,0.005,0.075,-0.0129067,0.118412
0.1,0.01,0.075,-0.0471891,0.25764
0.1,0.015,0.075,-0.0845424,0.314104
0.1,0.02,0.075,-0.107436,0.315245
0.1,0.025,0.075,-0.114224,0.284805
0.1,0.030000000000000002,0.075,-0.109986,0.238796
0.1,0.035,0.075,-0.100189,0.186609
0.1,0.04,0.075,-0.0892564,0.133023
0.1,0.045,0.075,-0.0803467,0.0799404
0.1,0.049999999999999996,0.075,-0.0754226,0.027643
0.1,0.05499999999999999,0.075,-0.0754239,-0.0243947
0.1,0.05999999999999999,0.075,-0.0803848,-0.0769465
0.1,0.06499999999999999,0.075,-0.0894258,-0.130557
0.1,0.06999999999999999,0.075,-0.100618,-0.18497
0.1,0.075,0.075,-0.110788,-0.238285
0.1,0.08,0.075,-0.115428,-0.285654
0.1,0.085,0.075,-0.108909,-0.317467
0.1,0.09000000000000001,0.075,-0.0859451,-0.317292
0.1,0.09500000000000001,0.075,-0.0480962,-0.260792
0.1,0.10000000000000002,0.075,-0.0131731,-0.119986
0.1,0.005,0.08,-0.018831,0.149825
0.1,0.01,0.08,-0.0584596,0.298447
0.1,0.015,0.08,-0.0871136,0.339576
0.1,0.02,0.08,-0.0910262,0.321667
0.1,0.025,0.08,-0.0757462,0.276981
0.1,0.030000000000000002,0.08,-0.0511152,0.223383
0.1,0.035,0.08,-0.0247307,0.169388
0.1,0.04,0.08,-0.00160382,0.118144
0.1,0.045,0.08,0.0152301,0.0700327
0.1,0.049999999999999996,0.08,0.0241133,0.0241319
0.1,0.05499999999999999,0.08,0.0243111,-0.0210349
0.1,0.05999999999999999,0.08,0.0157761,-0.0671065
0.1,0.06499999999999999,0.08,-0.000848036,-0.115594
0.1,0.06999999999999999,0.08,-0.0239798,-0.167481
0.1,0.075,0.08,-0.0506239,-0.222451
0.1,0.08,0.08,-0.0757375,-0.277376
0.1,0.085,0.08,-0.0915793,-0.323611
0.1,0.09000000000000001,0.08,-0.0880469,-0.342888
0.1,0.09500000000000001,0.08,-0.059312,-0.302174
0.1,0.10000000000000002,0.08,-0.0191388,-0.15196
0.1,0.005,0.085,-0.0263683,0.193092
0.1,0.01,0.085,-0.0675832,0.335105
0.1,0.015,0.085,-0.0729628,0.344703
0.1,0.02,0.085,-0.0441031,0.301765
0.1,0.025,0.085,0.00160565,0.24405
0.1,0.030000000000000002,0.085,0.0502321,0.187351
0.1,0.035,0.085,0.0938309,0.13686
0.1,0.04,0.085,0.12838,0.092956
0.1,0.045,0.085,0.152079,0.0541884
0.1,0.049999999999999996,0.085,0.164238,0.0185613
0.1,0.05499999999999999,0.085,0.16463,-0.0160346
0.1,0.05999999999999999,0.085,0.153211,-0.0517302
0.1,0.06499999999999999,0.085,0.130112,-0.0906728
0.1,0.06999999999999999,0.085,0.0959229,-0.134935
0.1,0.075,0.085,0.0523476,-0.186076
0.1,0.08,0.085,0.00335045,-0.243831
0.1,0.085,0.085,-0.0430774,-0.303024
0.1,0.09000000000000001,0.085,-0.0727995,-0.3476
0.1,0.09500000000000001,0.085,-0.0680095,-0.339004
0.1,0.10000000000000002,0.085,-0.0266121,-0.19576
0.1,0.005,0.09000000000000001,-0.0286568,0.251052
0.1,0.01,0.09000000000000001,-0.057785,0.350951
0.1,0.015,0.09000000000000001,-0.014006,0.309649
0.1,0.02,0.09000000000000001,0.0632624,0.24242
0.1,0.025,0.09000000000000001,0.142966,0.180311
0.1,0.030000000000000002,0.09000000000000001,0.212743,0.129917
0.1,0.035,0.09000000000000001,0.268489,0.0905893
0.1,0.04,0.09000000000000001,0.309465,0.0595747
0.1,0.045,0.09000000000000001,0.336261,0.0340328
0.1,0.049999999999999996,0.09000000000000001,0.349669,0.0115482
0.1,0.05499999999999999,0.09000000000000001,0.350162,-0.00995093
0.1,0.05999999999999999,0.09000000000000001,0.337715,-0.0324219
0.1,0.06499999999999999,0.09000000000000001,0.311798,-0.0579614
0.1,0.06999999999999999,0.09000000000000001,0.271536,-0.089043
0.1,0.075,0.09000000000000001,0.216218,-0.128611
0.1,0.08,0.09000000000000001,0.146444,-0.179577
0.1,0.085,0.09000000000000001,0.0662099,-0.242757
0.1,0.09000000000000001,0.09000000000000001,-0.0121258,-0.311528
0.1,0.09500000000000001,0.09000000000000001,-0.0571582,-0.354251
0.1,0.10000000000000002,0.09000000000000001,-0.0285305,-0.253893
0.1,0.005,0.09500000000000001,0.0139495,0.28904
0.1,0.01,0.09500000000000001,0.0303833,0.302875
0.1,0.015,0.09500000000000001,0.154091,0.214125
0.1,0.02,0.09500000000000001,0.282774,0.142373
0.1,0.025,0.09500000000000001,0.38298,0.0939717
0.1,0.030000000000000002,0.09500000000000001,0.457149,0.0619838
0.1,0.035,0.09500000000000001,0.510519,0.0405679
0.1,0.04,0.09500000000000001,0.547106,0.0255593
0.1,0.045,0.09500000000000001,0.569975,0.0142131
0.1,0.049999999999999996,0.09500000000000001,0.58113,0.00474065
0.1,0.05499999999999999,0.09500000000000001,0.581538,-0.00414478
0.1,0.05999999999999999,0.09500000000000001,0.5712,-0.0135787
0.1,0.06499999999999999,0.09500000000000001,0.549152,-0.0248524
0.1,0.06999999999999999,0.09500000000000001,0.513366,-0.0397702
0.1,0.075,0.09500000000000001,0.460705,-0.0611215
0.1,0.08,0.09500000000000001,0.387016,-0.0931826
0.1,0.085,0.09500000000000001,0.286864,-0.141998
0.1,0.09000000000000001,0.09500000000000001,0.157536,-0.214673
0.1,0.09500000000000001,0.09500000000000001,0.0325366,-0.30455
0.1,0.10000000000000002,0.09500000000000001,0.0149974,-0.290853
0.1,0.005,0.10000000000000002,0.304909,0.147201
0.1,0.01,0.10000000000000002,0.40625,0.127709
0.1,0.015,0.10000000000000002,0.569525,0.0747679
0.1,0.02,0.10000000000000002,0.686099,0.0418525
0.1,0.025,0.10000000000000002,0.753534,0.0238646
0.1,0.030000000000000002,0.10000000000000002,0.794606,0.0139518
0.1,0.035,0.10000000000000002,0.820891,0.00831573
0.1,0.04,0.10000000000000002,0.837589,0.00490147
0.1,0.045,0.10000000000000002,0.847524,0.00260797
0.1,0.049999999999999996,0.10000000000000002,0.852225,0.000837933
0.1,0.05499999999999999,0.10000000000000002,0.852353,-0.000774225
0.1,0.05999999999999999,0.10000000000000002,0.84792,-0.00252741
0.1,0.06499999999999999,0.10000000000000002,0.838288,-0.00478383
0.1,0.06999999999999999,0.10000000000000002,0.821953,-0.00813464
0.1,0.075,0.10000000000000002,0.796099,-0.0136767
0.1,0.08,0.10000000000000002,0.755514,-0.0234796
0.1,0.085,0.10000000000000002,0.688573,-0.0414049
0.1,0.09000000000000001,0.10000000000000002,0.572185,-0.0744246
0.1,0.09500000000000001,0.10000000000000002,0.40821,-0.127747
0.1,0.10000000000000002,0.10000000000000002,0.305837,-0.147542
0.008,0.005,0.005,0.000239306,-0.000236259
0.008,0.01,0.005,0.000122956,0.000118919
0.008,0.015,0.005,-0.00116058,0.000558158
0.008,0.02,0.005,-0.00340068,0.000866609
0.008,0.025,0.005,-0.00620969,0.00102055
0.008,0.030000000000000002,0.005,-0.00920486,0.00103542
0.008,0.035,0.005,-0.0120474,0.000935167
0.008,0.04,0.005,-0.014457,0.000744788
0.008,0.045,0.005,-0.016216,0.00048773
0.008,0.049999999999999996,0.005,-0.0171698,0.000186465
0.008,0.05499999999999999,0.005,-0.0172285,-0.000135759
0.008,0.05999999999999999,0.005,-0.016372,-0.000453264
0.008,0.06499999999999999,0.005,-0.0146568,-0.000736985
0.008,0.06999999999999999,0.005,-0.012224,-0.00095461
0.008,0.075,0.005,-0.00930258,-0.0010721
0.008,0.08,0.005,-0.00620707,-0.00105718
0.008,0.085,0.005,-0.00332039,-0.000885675
0.008,0.09000000000000001,0.005,-0.00105964,-0.000551146
0.008,0.09500000000000001,0.005,0.000187742,-9.46452e-05
0.008,0.10000000000000002,0.005,0.000257059,0.000251525
0.008,0.005,0.01,-8.7311e-05,-0.000149781
0.008,0.01,0.01,-0.00159019,0.00161945
0.008,0.015,0.01,-0.00555747,0.00352901
0.008,0.02,0.01,-0.0114096,0.00489405
0.008,0.025,0.01,-0.0183657,0.0055732
0.008,0.030000000000000002,0.01,-0.0256419,0.00558805
0.008,0.035,0.01,-0.0324944,0.00502237
0.008,0.04,0.01,-0.0382798,0.00398504
0.008,0.045,0.01,-0.0424869,0.00259299
0.008,0.049999999999999996,0.01,-0.0447512,0.000967788
0.008,0.05499999999999999,0.01,-0.0448656,-0.00076137
0.008,0.05999999999999999,0.01,-0.0427919,-0.0024539
0.008,0.06499999999999999,0.01,-0.0386748,-0.00395653
0.008,0.06999999999999999,0.01,-0.032852,-0.00510707
0.008,0.075,0.01,-0.0258541,-0.00574502
0.008,0.08,0.01,-0.0183866,-0.00573168
0.008,0.085,0.01,-0.0112746,-0.00498222
0.008,0.09000000000000001,0.01,-0.00536851,-0.00351059
0.008,0.09500000000000001,0.01,-0.00145735,-0.00152513
0.008,0.10000000000000002,0.01,-4.66705e-05,0.000219171
0.008,0.005,0.015,-0.000527969,0.00108161
0.008,0.01,0.015,-0.0036356,0.00560085
0.008,0.015,0.015,-0.0103212,0.0099446
0.008,0.02,0.015,-0.0194555,0.0130115
0.008,0.025,0.015,-0.0299091,0.0144879
0.008,0.030000000000000002,0.015,-0.0406341,0.0143821
0.008,0.035,0.015,-0.0506278,0.0128609
0.008,0.04,0.015,-0.0590122,0.01017
0.008,0.045,0.015,-0.0650859,0.00659264
0.008,0.049999999999999996,0.015,-0.0683477,0.00243456
0.008,0.05499999999999999,0.015,-0.0685133,-0.00197545
0.008,0.05999999999999999,0.015,-0.0655323,-0.006282
0.008,0.06499999999999999,0.015,-0.0596042,-0.0101042
0.008,0.06999999999999999,0.015,-0.0511905,-0.0130482
0.008,0.075,0.015,-0.0410126,-0.0147356
0.008,0.08,0.015,-0.0300248,-0.0148537
0.008,0.085,0.015,-0.0193375,-0.0132303
0.008,0.09000000000000001,0.015,-0.0100959,-0.0099294
0.008,0.09500000000000001,0.015,-0.00345788,-0.00540494
0.008,0.10000000000000002,0.015,-0.000469068,-0.000917216
0.008,0.005,0.02,-0.000919529,0.0034159
0.008,0.01,0.02,-0.00556971,0.0119189
0.008,0.015,0.02,-0.0149207,0.0193748
0.008,0.02,0.02,-0.0271898,0.0244617
0.008,0.025,0.02,-0.0408607,0.0267662
0.008,0.030000000000000002,0.02,-0.0546511,0.0263211
0.008,0.035,0.02,-0.0673634,0.0234091
0.008,0.04,0.02,-0.0779589,0.0184501
0.008,0.045,0.02,-0.0856126,0.0119355
0.008,0.049999999999999996,0.02,-0.0897352,0.0044023
0.008,0.05499999999999999,0.02,-0.0899892,-0.00357066
0.008,0.05999999999999999,0.02,-0.0863074,-0.0113596
0.008,0.06499999999999999,0.02,-0.078912,-0.0182998
0.008,0.06999999999999999,0.02,-0.0683308,-0.0237076
0.008,0.075,0.02,-0.0554023,-0.0269299
0.008,0.08,0.02,-0.0412538,-0.0274278
0.008,0.085,0.02,-0.0272225,-0.0248972
0.008,0.09000000000000001,0.02,-0.014733,-0.0194135
0.008,0.09500000000000001,0.02,-0.00537095,-0.0116205
0.008,0.10000000000000002,0.02,-0.000844371,-0.0031277
0.008,0.005,0.025,-0.00126613,0.00673856
0.008,0.01,0.025,-0.00738244,0.0204378
0.008,0.015,0.025,-0.0193396,0.0316345
0.008,0.02,0.025,-0.0346661,0.0389621
0.008,0.025,0.025,-0.0514234,0.0420277
0.008,0.030000000000000002,0.025,-0.0680929,0.0409696
0.008,0.035,0.025,-0.0833109,0.0362422
0.008,0.04,0.025,-0.0959221,0.0284792
0.008,0.045,0.025,-0.105022,0.0184114
0.008,0.049999999999999996,0.025,-0.109966,0.00683229
0.008,0.05499999999999999,0.025,-0.110378,-0.00540617
0.008,0.05999999999999999,0.025,-0.106164,-0.0173874
0.008,0.06499999999999999,0.025,-0.0975383,-0.0281332
0.008,0.06999999999999999,0.025,-0.0850468,-0.0366317
0.008,0.075,0.025,-0.0695909,-0.0419043
0.008,0.08,0.025,-0.0524259,-0.0431224
0.008,0.085,0.025,-0.0350972,-0.039773
0.008,0.09000000000000001,0.025,-0.0193332,-0.0318532
0.008,0.09500000000000001,0.025,-0.00721488,-0.0200898
0.008,0.10000000000000002,0.025,-0.00118181,-0.00631492
0.008,0.005,0.030000000000000002,-0.00159383,0.010987
0.008,0.01,0.030000000000000002,-0.0091456,0.0311099
0.008,0.015,0.030000000000000002,-0.0236884,0.0467019
0.008,0.02,0.030000000000000002,-0.0420408,0.056481
0.008,0.025,0.030000000000000002,-0.0618148,0.0602074
0.008,0.030000000000000002,0.030000000000000002,-0.0812514,0.0582314
0.008,0.035,0.030000000000000002,-0.0988411,0.0512555
0.008,0.04,0.030000000000000002,-0.113347,0.0401772
0.008,0.045,0.030000000000000002,-0.123822,0.0259946
0.008,0.049999999999999996,0.030000000000000002,-0.129594,0.0097706
0.008,0.05499999999999999,0.030000000000000002,-0.130259,-0.00736474
0.008,0.05999999999999999,0.030000000000000002,-0.125686,-0.0241975
0.008,0.06499999999999999,0.030000000000000002,-0.116048,-0.039423
0.008,0.06999999999999999,0.030000000000000002,-0.101862,-0.0516705
0.008,0.075,0.030000000000000002,-0.0840398,-0.0595801
0.008,0.08,0.030000000000000002,-0.0639244,-0.0619481
0.008,0.085,0.030000000000000002,-0.0432577,-0.0579409
0.008,0.09000000000000001,0.030000000000000002,-0.0241016,-0.0473489
0.008,0.09500000000000001,0.030000000000000002,-0.00910503,-0.0308589
0.008,0.10000000000000002,0.030000000000000002,-0.00151695,-0.010451
0.008,0.005,0.035,-0.00192725,0.0161515
0.008,0.01,0.035,-0.0109383,0.0439387
0.008,0.015,0.035,-0.0280944,0.0645813
0.008,0.02,0.035,-0.0494632,0.0769957
0.008,0.025,0.035,-0.0721823,0.0812408
0.008,0.030000000000000002,0.035,-0.0942569,0.0780085
0.008,0.035,0.035,-0.114061,0.0683446
0.008,0.04,0.035,-0.130318,0.0534681
0.008,0.045,0.035,-0.142083,0.0346695
0.008,0.049999999999999996,0.035,-0.148689,0.013281
0.008,0.05499999999999999,0.035,-0.149718,-0.00930369
0.008,0.05999999999999999,0.035,-0.144993,-0.0315904
0.008,0.06499999999999999,0.035,-0.13461,-0.0519538
0.008,0.06999999999999999,0.035,-0.119003,-0.0686445
0.008,0.075,0.035,-0.0990285,-0.0798627
0.008,0.08,0.035,-0.0760583,-0.0839239
0.008,0.085,0.035,-0.0520017,-0.0795246
0.008,0.09000000000000001,0.035,-0.0292737,-0.066077
0.008,0.09500000000000001,0.035,-0.0111738,-0.0440755
0.008,0.10000000000000002,0.035,-0.00188677,-0.0155876
0.008,0.005,0.04,-0.00228808,0.022268
0.008,0.01,0.04,-0.0128333,0.0589802
0.008,0.015,0.04,-0.0326676,0.0852944
0.008,0.02,0.04,-0.0570293,0.100457
0.008,0.025,0.04,-0.0825539,0.105001
0.008,0.030000000000000002,0.04,-0.107032,0.100121
0.008,0.035,0.04,-0.128771,0.0873206
0.008,0.04,0.04,-0.146522,0.0682048
0.008,0.045,0.04,-0.159401,0.0443751
0.008,0.049999999999999996,0.04,-0.166797,0.0174171
0.008,0.05499999999999999,0.04,-0.1683,-0.01105
0.008,0.05999999999999999,0.04,-0.163684,-0.0392958
0.008,0.06499999999999999,0.04,-0.152931,-0.0654068
0.008,0.06999999999999999,0.04,-0.136323,-0.0872553
0.008,0.075,0.04,-0.11457,-0.102548
0.008,0.08,0.04,-0.0889799,-0.108998
0.008,0.085,0.04,-0.0615597,-0.104641
0.008,0.09000000000000001,0.04,-0.0350695,-0.0882775
0.008,0.09500000000000001,0.04,-0.0135529,-0.0599943
0.008,0.10000000000000002,0.04,-0.00232794,-0.0218537
0.008,0.005,0.045,-0.00269825,0.029413
0.008,0.01,0.045,-0.0149003,0.0763365
0.008,0.015,0.045,-0.037496,0.108861
0.008,0.02,0.045,-0.0647639,0.126745
0.008,0.025,0.045,-0.0928068,0.131236
0.008,0.030000000000000002,0.045,-0.119249,0.12423
0.008,0.035,0.045,-0.142419,0.10783
0.008,0.04,0.045,-0.161191,0.0840951
0.008,0.045,0.045,-0.174836,0.0549473
0.008,0.049999999999999996,0.045,-0.182868,0.0221876
0.008,0.05499999999999999,0.045,-0.184928,-0.0124064
0.008,0.05999999999999999,0.045,-0.180743,-0.0469475
0.008,0.06499999999999999,0.045,-0.170149,-0.0793039
0.008,0.06999999999999999,0.045,-0.15319,-0.107004
0.008,0.075,0.045,-0.130309,-0.127228
0.008,0.08,0.045,-0.102602,-0.136958
0.008,0.085,0.045,-0.0720419,-0.133333
0.008,0.09000000000000001,0.045,-0.0416718,-0.114219
0.008,0.09500000000000001,0.045,-0.0163736,-0.0789681
0.008,0.10000000000000002,0.045,-0.00287986,-0.0294531
0.008,0.005,0.049999999999999996,-0.0031878,0.0377062
0.008,0.01,0.049999999999999996,-0.017226,0.096148
0.008,0.015,0.049999999999999996,-0.042662,0.135259
0.008,0.02,0.049999999999999996,-0.0726179,0.1556
0.008,0.025,0.049999999999999996,-0.102639,0.159465
0.008,0.030000000000000002,0.049999999999999996,-0.130279,0.149725
0.008,0.035,0.049999999999999996,-0.154028,0.129244
0.008,0.04,0.049999999999999996,-0.173026,0.100606
0.008,0.045,0.049999999999999996,-0.186827,0.0660438
0.008,0.049999999999999996,0.049999999999999996,-0.195163,0.0275079
0.008,0.05499999999999999,0.049999999999999996,-0.197792,-0.0131682
0.008,0.05999999999999999,0.049999999999999996,-0.194416,-0.0540626
0.008,0.06499999999999999,0.049999999999999996,-0.184692,-0.0929449
0.008,0.06999999999999999,0.049999999999999996,-0.168342,-0.127086
0.008,0.075,0.049999999999999996,-0.145384,-0.153154
0.008,0.08,0.049999999999999996,-0.116492,-0.167286
0.008,0.085,0.049999999999999996,-0.0833787,-0.165446
0.008,0.09000000000000001,0.049999999999999996,-0.0492131,-0.144123
0.008,0.09500000000000001,0.049999999999999996,-0.0197771,-0.101425
0.008,0.10000000000000002,0.049999999999999996,-0.00359237,-0.0386685
0.008,0.005,0.05499999999999999,-0.00380923,0.0473312
0.008,0.01,0.05499999999999999,-0.0199471,0.118594
0.008,0.015,0.05499999999999999,-0.0482694,0.164374
0.008,0.02,0.05499999999999999,-0.0804621,0.186515
0.008,0.025,0.05499999999999999,-0.111524,0.188855
0.008,0.030000000000000002,0.05499999999999999,-0.139114,0.17559
0.008,0.035,0.05499999999999999,-0.1621,0.150537
0.008,0.04,0.05499999999999999,-0.180089,0.116859
0.008,0.045,0.05499999999999999,-0.193075,0.0770597
0.008,0.049999999999999996,0.05499999999999999,-0.201135,0.0331398
0.008,0.05499999999999999,0.05499999999999999,-0.204222,-0.0131549
0.008,0.05999999999999999,0.05499999999999999,-0.202056,-0.0600371
0.008,0.06499999999999999,0.05499999999999999,-0.194108,-0.105358
0.008,0.06999999999999999,0.05499999999999999,-0.179696,-0.146293
0.008,0.075,0.05499999999999999,-0.158241,-0.179087
0.008,0.08,0.05499999999999999,-0.129718,-0.198975
0.008,0.085,0.05499999999999999,-0.0952296,-0.20045
0.008,0.09000000000000001,0.05499999999999999,-0.0577551,-0.178048
0.008,0.09500000000000001,0.05499999999999999,-0.0239354,-0.127836
0.008,0.10000000000000002,0.05499999999999999,-0.00453947,-0.0498791
0.008,0.005,0.05999999999999999,-0.00466321,0.0585868
0.008,0.01,0.05999999999999999,-0.0233021,0.143902
0.008,0.015,0.05999999999999999,-0.0544672,0.195916
0.008,0.02,0.05999999999999999,-0.0880453,0.218587
0.008,0.025,0.05999999999999999,-0.118599,0.21804
0.008,0.030000000000000002,0.05999999999999999,-0.144214,0.200242
0.008,0.035,0.05999999999999999,-0.164457,0.17015
0.008,0.04,0.05999999999999999,-0.179653,0.131522
0.008,0.045,0.05999999999999999,-0.190424,0.0870461
0.008,0.049999999999999996,0.05999999999999999,-0.197316,0.0386266
0.008,0.05499999999999999,0.05999999999999999,-0.200571,-0.0122585
0.008,0.05999999999999999,0.05999999999999999,-0.199989,-0.0641696
0.008,0.06499999999999999,0.05999999999999999,-0.194881,-0.11528
0.008,0.06999999999999999,0.05999999999999999,-0.184122,-0.162921
0.008,0.075,0.05999999999999999,-0.16638,-0.203123
0.008,0.08,0.05999999999999999,-0.140614,-0.230286
0.008,0.085,0.05999999999999999,-0.106823,-0.237188
0.008,0.09000000000000001,0.05999999999999999,-0.0672368,-0.215701
0.008,0.09500000000000001,0.05999999999999999,-0.0290786,-0.158663
0.008,0.10000000000000002,0.05999999999999999,-0.00584341,-0.0636016
0.008,0.005,0.06499999999999999,-0.00594407,0.0719909
0.008,0.01,0.06499999999999999,-0.0277018,0.172362
0.008,0.015,0.06499999999999999,-0.0614335,0.229267
0.008,0.02,0.06499999999999999,-0.0948464,0.250282
0.008,0.025,0.06499999999999999,-0.122427,0.244891
0.008,0.030000000000000002,0.06499999999999999,-0.143238,0.221345
0.008,0.035,0.06499999999999999,-0.157985,0.18587
0.008,0.04,0.06499999999999999,-0.168006,0.142739
0.008,0.045,0.06499999999999999,-0.174714,0.094658
0.008,0.049999999999999996,0.06499999999999999,-0.179223,0.0432437
0.008,0.05499999999999999,0.06499999999999999,-0.182135,-0.0105019
0.008,0.05999999999999999,0.06499999999999999,-0.183409,-0.0657198
0.008,0.06499999999999999,0.06499999999999999,-0.182272,-0.121188
0.008,0.06999999999999999,0.06499999999999999,-0.177196,-0.174736
0.008,0.075,0.06499999999999999,-0.166027,-0.222551
0.008,0.08,0.06499999999999999,-0.146418,-0.258469
0.008,0.085,0.06499999999999999,-0.116661,-0.273501
0.008,0.09000000000000001,0.06499999999999999,-0.0773424,-0.25612
0.008,0.09500000000000001,0.06499999999999999,-0.0355213,-0.194256
0.008,0.10000000000000002,0.06499999999999999,-0.00771584,-0.0805732
0.008,0.005,0.06999999999999999,-0.00801417,0.0884636
0.008,0.01,0.06999999999999999,-0.0337962,0.204266
0.008,0.015,0.06999999999999999,-0.0692152,0.263166
0.008,0.02,0.06999999999999999,-0.0996684,0.279044
0.008,0.025,0.06999999999999999,-0.120457,0.266203
0.008,0.030000000000000002,0.06999999999999999,-0.132511,0.235635
0.008,0.035,0.06999999999999999,-0.138219,0.194769
0.008,0.04,0.06999999999999999,-0.140171,0.148137
0.008,0.045,0.06999999999999999,-0.140645,0.0981834
0.008,0.049999999999999996,0.06999999999999999,-0.141324,0.0459995
0.008,0.05499999999999999,0.06999999999999999,-0.14318,-0.00809026
0.008,0.05999999999999999,0.06999999999999999,-0.146393,-0.0640151
0.008,0.06499999999999999,0.06999999999999999,-0.150243,-0.121431
0.008,0.06999999999999999,0.06999999999999999,-0.152973,-0.179061
0.008,0.075,0.06999999999999999,-0.151723,-0.233789
0.008,0.08,0.06999999999999999,-0.142725,-0.279485
0.008,0.085,0.06999999999999999,-0.121975,-0.305741
0.008,0.09000000000000001,0.06999999999999999,-0.0871716,-0.297146
0.008,0.09500000000000001,0.06999999999999999,-0.0436425,-0.234603
0.008,0.10000000000000002,0.06999999999999999,-0.0105167,-0.101883
0.008,0.005,0.075,-0.0114869,0.109595
0.008,0.01,0.075,-0.0424107,0.23964
0.008,0.015,0.075,-0.07714,0.295061
0.008,0.02,0.075,-0.0996475,0.300707
0.008,0.025,0.075,-0.107961,0.277375
0.008,0.030000000000000002,0.075,-0.106126,0.238872
0.008,0.035,0.075,-0.0986963,0.193346
0.008,0.04,0.075,-0.0895519,0.145044
0.008,0.045,0.075,-0.0816726,0.0957413
0.008,0.049999999999999996,0.075,-0.0771226,0.0457487
0.008,0.05499999999999999,0.075,-0.0771284,-0.00542639
0.008,0.05999999999999999,0.075,-0.0821075,-0.0586091
0.008,0.06499999999999999,0.075,-0.0915698,-0.114505
0.008,0.06999999999999999,0.075,-0.10387,-0.173086
0.008,0.075,0.075,-0.115868,-0.232586
0.008,0.08,0.075,-0.122667,-0.287888
0.008,0.085,0.075,-0.117714,-0.328208
0.008,0.09000000000000001,0.075,-0.0944309,-0.334559
0.008,0.09500000000000001,0.075,-0.0536284,-0.278745
0.008,0.10000000000000002,0.075,-0.0147802,-0.129111
0.008,0.005,0.08,-0.017137,0.138049
0.008,0.01,0.08,-0.0538406,0.277396
0.008,0.015,0.08,-0.0820472,0.319846
0.008,0.02,0.08,-0.0880384,0.308681
0.008,0.025,0.08,-0.0760507,0.272229
0.008,0.030000000000000002,0.08,-0.054515,0.226127
0.008,0.035,0.08,-0.0301372,0.178044
0.008,0.04,0.08,-0.00761193,0.131049
0.008,0.045,0.08,0.00993714,0.0857493
0.008,0.049999999999999996,0.08,0.0205268,0.0414876
