NU,X,Y,Ux,Uy
0.002,0.085,0.049999999999999996,-0.0779025,-0.124535
0.002,0.09000000000000001,0.049999999999999996,-0.0464233,-0.112327
0.002,0.09500000000000001,0.049999999999999996,-0.0184405,-0.0800993
0.002,0.10000000000000002,0.049999999999999996,-0.00319567,-0.0300289
0.002,0.005,0.05499999999999999,-0.00284776,0.0338939
0.002,0.01,0.05499999999999999,-0.0146427,0.0818212
0.002,0.015,0.05499999999999999,-0.0351316,0.110372
0.002,0.02,0.05499999999999999,-0.0584501,0.122816
0.002,0.025,0.05499999999999999,-0.0813366,0.123242
0.002,0.030000000000000002,0.05499999999999999,-0.10246,0.115222
0.002,0.035,0.05499999999999999,-0.121246,0.101382
0.002,0.04,0.05499999999999999,-0.137516,0.0833724
0.002,0.045,0.05499999999999999,-0.15124,0.0620191
0.002,0.049999999999999996,0.05499999999999999,-0.162324,0.0375616
0.002,0.05499999999999999,0.05499999999999999,-0.170444,0.00994537
0.002,0.05999999999999999,0.05499999999999999,-0.174916,-0.0208256
0.002,0.06499999999999999,0.05499999999999999,-0.174636,-0.0542463
0.002,0.06999999999999999,0.05499999999999999,-0.168119,-0.0887659
0.002,0.075,0.05499999999999999,-0.153766,-0.121205
0.002,0.08,0.05499999999999999,-0.130452,-0.146339
0.002,0.085,0.05499999999999999,-0.0984303,-0.157047
0.002,0.09000000000000001,0.05499999999999999,-0.0606451,-0.145568
0.002,0.09500000000000001,0.05499999999999999,-0.0250428,-0.106397
0.002,0.10000000000000002,0.05499999999999999,-0.00459052,-0.0408508
0.002,0.005,0.05999999999999999,-0.00358848,0.0423435
0.002,0.01,0.05999999999999999,-0.0177593,0.100596
0.002,0.015,0.05999999999999999,-0.0414664,0.133777
0.002,0.02,0.05999999999999999,-0.0674193,0.146988
0.002,0.025,0.05999999999999999,-0.0919224,0.146039
0.002,0.030000000000000002,0.05999999999999999,-0.113793,0.135687
0.002,0.035,0.05999999999999999,-0.132762,0.119246
0.002,0.04,0.05999999999999999,-0.148987,0.0986686
0.002,0.045,0.05999999999999999,-0.162766,0.0748123
0.002,0.049999999999999996,0.05999999999999999,-0.174299,0.0477444
0.002,0.05499999999999999,0.05999999999999999,-0.183498,0.0170753
0.002,0.05999999999999999,0.05999999999999999,-0.189823,-0.0176522
0.002,0.06499999999999999,0.05999999999999999,-0.192134,-0.0564454
0.002,0.06999999999999999,0.05999999999999999,-0.188635,-0.098159
0.002,0.075,0.05999999999999999,-0.177018,-0.139617
0.002,0.08,0.05999999999999999,-0.155006,-0.174738
0.002,0.085,0.05999999999999999,-0.121413,-0.194155
0.002,0.09000000000000001,0.05999999999999999,-0.0780934,-0.186192
0.002,0.09500000000000001,0.05999999999999999,-0.0339847,-0.140569
0.002,0.10000000000000002,0.05999999999999999,-0.00670276,-0.0557774
0.002,0.005,0.06499999999999999,-0.00467361,0.0527677
0.002,0.01,0.06499999999999999,-0.0218463,0.122713
0.002,0.015,0.06499999999999999,-0.0489751,0.160106
0.002,0.02,0.06499999999999999,-0.076971,0.172953
0.002,0.025,0.06499999999999999,-0.10183,0.169479
0.002,0.030000000000000002,0.06499999999999999,-0.122785,0.155947
0.002,0.035,0.06499999999999999,-0.140091,0.136444
0.002,0.04,0.06499999999999999,-0.154394,0.113235
0.002,0.045,0.06499999999999999,-0.166437,0.0871795
0.002,0.049999999999999996,0.06499999999999999,-0.176828,0.058134
0.002,0.05499999999999999,0.06499999999999999,-0.185854,0.0253119
0.002,0.05999999999999999,0.06499999999999999,-0.193305,-0.012323
0.002,0.06499999999999999,0.06499999999999999,-0.198256,-0.0555136
0.002,0.06999999999999999,0.06499999999999999,-0.198856,-0.103894
0.002,0.075,0.06499999999999999,-0.192264,-0.154816
0.002,0.08,0.06499999999999999,-0.174938,-0.201894
0.002,0.085,0.06499999999999999,-0.143589,-0.23368
0.002,0.09000000000000001,0.06499999999999999,-0.0976569,-0.233654
0.002,0.09500000000000001,0.06499999999999999,-0.0456045,-0.183995
0.002,0.10000000000000002,0.06499999999999999,-0.00987031,-0.076395
0.002,0.005,0.06999999999999999,-0.00637884,0.0659461
0.002,0.01,0.06999999999999999,-0.027417,0.148702
0.002,0.015,0.06999999999999999,-0.0577853,0.18891
0.002,0.02,0.06999999999999999,-0.0862959,0.19935
0.002,0.025,0.06999999999999999,-0.109078,0.191614
0.002,0.030000000000000002,0.06999999999999999,-0.126288,0.173754
0.002,0.035,0.06999999999999999,-0.13902,0.150649
0.002,0.04,0.06999999999999999,-0.14859,0.124805
0.002,0.045,0.06999999999999999,-0.156282,0.0970255
0.002,0.049999999999999996,0.06999999999999999,-0.163175,0.0669253
0.002,0.05499999999999999,0.06999999999999999,-0.170029,0.0333067
0.002,0.05999999999999999,0.06999999999999999,-0.17714,-0.00548683
0.002,0.06499999999999999,0.06999999999999999,-0.184092,-0.0510809
0.002,0.06999999999999999,0.06999999999999999,-0.189415,-0.104252
0.002,0.075,0.06999999999999999,-0.190202,-0.163568
0.002,0.08,0.06999999999999999,-0.181918,-0.223338
0.002,0.085,0.06999999999999999,-0.1588,-0.270989
0.002,0.09000000000000001,0.06999999999999999,-0.116329,-0.285002
0.002,0.09500000000000001,0.06999999999999999,-0.0597541,-0.23694
0.002,0.10000000000000002,0.06999999999999999,-0.0145238,-0.104665
0.002,0.005,0.075,-0.00923569,0.0832136
0.002,0.01,0.075,-0.0353106,0.178988
0.002,0.015,0.075,-0.0677547,0.218796
0.002,0.02,0.075,-0.0934722,0.223465
0.002,0.025,0.075,-0.109885,0.209089
0.002,0.030000000000000002,0.075,-0.118944,0.185604
0.002,0.035,0.075,-0.122999,0.158482
0.002,0.04,0.075,-0.12418,0.130252
0.002,0.045,0.075,-0.12431,0.101525
0.002,0.049999999999999996,0.075,-0.12489,0.0716373
0.002,0.05499999999999999,0.075,-0.127118,0.0390237
0.002,0.05999999999999999,0.075,-0.131854,0.00149046
0.002,0.06499999999999999,0.075,-0.139433,-0.0434434
0.002,0.06999999999999999,0.075,-0.149261,-0.097894
0.002,0.075,0.075,-0.159144,-0.162315
0.002,0.08,0.075,-0.164416,-0.233083
0.002,0.085,0.075,-0.157226,-0.298487
0.002,0.09000000000000001,0.075,-0.128013,-0.333522
0.002,0.09500000000000001,0.075,-0.074945,-0.297091
0.002,0.10000000000000002,0.075,-0.0209994,-0.142689
0.002,0.005,0.08,-0.0141273,0.106977
0.002,0.01,0.08,-0.0465277,0.213423
0.002,0.015,0.08,-0.0774161,0.246423
0.002,0.02,0.08,-0.0937049,0.240326
0.002,0.025,0.08,-0.0967096,0.216599
0.002,0.030000000000000002,0.08,-0.0914166,0.186564
0.002,0.035,0.08,-0.0817532,0.15565
0.002,0.04,0.08,-0.0705927,0.125944
0.002,0.045,0.08,-0.0600768,0.0976051
0.002,0.049999999999999996,0.08,-0.0518556,0.0696244
0.002,0.05499999999999999,0.08,-0.0473146,0.0401738
0.002,0.05999999999999999,0.08,-0.0477142,0.006754
0.002,0.06499999999999999,0.08,-0.0541607,-0.0336838
0.002,0.06999999999999999,0.08,-0.0672965,-0.0844286
0.002,0.075,0.08,-0.086529,-0.148135
0.002,0.08,0.08,-0.108538,-0.224612
0.002,0.085,0.08,-0.125062,-0.30595
0.002,0.09000000000000001,0.08,-0.122,-0.367724
0.002,0.09500000000000001,0.08,-0.0865312,-0.357621
0.002,0.10000000000000002,0.08,-0.0287648,-0.192301
0.002,0.005,0.085,-0.021894,0.14196
0.002,0.01,0.085,-0.0605731,0.249691
0.002,0.015,0.085,-0.0801172,0.26396
0.002,0.02,0.085,-0.0745996,0.240904
0.002,0.025,0.085,-0.0539722,0.206151
0.002,0.030000000000000002,0.085,-0.0270874,0.170341
0.002,0.035,0.085,0.000982653,0.13752
0.002,0.04,0.085,0.0272703,0.108577
0.002,0.045,0.085,0.0499574,0.0828804
0.002,0.049999999999999996,0.085,0.0678089,0.0590286
0.002,0.05499999999999999,0.085,0.0797341,0.0350969
0.002,0.05999999999999999,0.085,0.0844775,0.00864496
0.002,0.06499999999999999,0.085,0.0804576,-0.0233851
0.002,0.06999999999999999,0.085,0.0658268,-0.0647758
0.002,0.075,0.085,0.0390011,-0.119906
0.002,0.08,0.085,0.000261868,-0.192599
0.002,0.085,0.085,-0.0448749,-0.281877
0.002,0.09000000000000001,0.085,-0.0813701,-0.370906
0.002,0.09500000000000001,0.085,-0.0836533,-0.404561
0.002,0.10000000000000002,0.085,-0.0341969,-0.254363
0.002,0.005,0.09000000000000001,-0.0299853,0.19571
0.002,0.01,0.09000000000000001,-0.0677108,0.277549
0.002,0.015,0.09000000000000001,-0.0518261,0.253546
0.002,0.02,0.09000000000000001,-0.00475841,0.20978
0.002,0.025,0.09000000000000001,0.0501808,0.167213
0.002,0.030000000000000002,0.09000000000000001,0.103045,0.130655
0.002,0.035,0.09000000000000001,0.150164,0.10085
0.002,0.04,0.09000000000000001,0.190136,0.0768644
0.002,0.045,0.09000000000000001,0.222575,0.0571646
0.002,0.049999999999999996,0.09000000000000001,0.24742,0.0400873
0.002,0.05499999999999999,0.09000000000000001,0.264432,0.0238901
0.002,0.05999999999999999,0.09000000000000001,0.272849,0.00662657
0.002,0.06499999999999999,0.09000000000000001,0.271128,-0.0140814
0.002,0.06999999999999999,0.09000000000000001,0.256734,-0.0414144
0.002,0.075,0.09000000000000001,0.226135,-0.0799324
0.002,0.08,0.09000000000000001,0.175625,-0.136116
0.002,0.085,0.09000000000000001,0.104051,-0.217133
0.002,0.09000000000000001,0.09000000000000001,0.019238,-0.321931
0.002,0.09500000000000001,0.09000000000000001,-0.0442921,-0.410361
0.002,0.10000000000000002,0.09000000000000001,-0.0246928,-0.31992
0.002,0.005,0.09500000000000001,-0.0074246,0.252371
0.002,0.01,0.09500000000000001,-0.0112958,0.26163
0.002,0.015,0.09500000000000001,0.0822538,0.190609
0.002,0.02,0.09500000000000001,0.186825,0.136482
0.002,0.025,0.09500000000000001,0.27394,0.0984047
0.002,0.030000000000000002,0.09500000000000001,0.343612,0.0709464
0.002,0.035,0.09500000000000001,0.398816,0.0511931
0.002,0.04,0.09500000000000001,0.44183,0.0368961
0.002,0.045,0.09500000000000001,0.474587,0.0261979
0.002,0.049999999999999996,0.09500000000000001,0.498568,0.0176423
0.002,0.05499999999999999,0.09500000000000001,0.514569,0.0100332
0.002,0.05999999999999999,0.09500000000000001,0.522543,0.00224945
0.002,0.06499999999999999,0.09500000000000001,0.521432,-0.00695849
0.002,0.06999999999999999,0.09500000000000001,0.508868,-0.0192813
0.002,0.075,0.09500000000000001,0.480672,-0.0375059
0.002,0.08,0.09500000000000001,0.430293,-0.0670111
0.002,0.085,0.09500000000000001,0.348116,-0.118445
0.002,0.09000000000000001,0.09500000000000001,0.223108,-0.207221
0.002,0.09500000000000001,0.09500000000000001,0.0822381,-0.326982
0.002,0.10000000000000002,0.09500000000000001,0.0425346,-0.331375
0.002,0.005,0.10000000000000002,0.284856,0.140041
0.002,0.01,0.10000000000000002,0.36485,0.124035
0.002,0.015,0.10000000000000002,0.508624,0.078641
0.002,0.02,0.10000000000000002,0.620801,0.0491283
0.002,0.025,0.10000000000000002,0.691897,0.0313024
0.002,0.030000000000000002,0.10000000000000002,0.738599,0.0201017
0.002,0.035,0.10000000000000002,0.770964,0.0129938
0.002,0.04,0.10000000000000002,0.793693,0.00845247
0.002,0.045,0.10000000000000002,0.809537,0.00545162
0.002,0.049999999999999996,0.10000000000000002,0.820233,0.00331465
0.002,0.05499999999999999,0.10000000000000002,0.826701,0.0015832
0.002,0.05999999999999999,0.10000000000000002,0.829167,-9.31877e-05
0.002,0.06499999999999999,0.10000000000000002,0.827191,-0.00204414
0.002,0.06999999999999999,0.10000000000000002,0.819538,-0.0046807
0.002,0.075,0.10000000000000002,0.803741,-0.00870675
0.002,0.08,0.10000000000000002,0.774997,-0.0157157
0.002,0.085,0.10000000000000002,0.722996,-0.0298887
0.002,0.09000000000000001,0.10000000000000002,0.621182,-0.0610743
0.002,0.09500000000000001,0.10000000000000002,0.451818,-0.121125
0.002,0.10000000000000002,0.10000000000000002,0.329032,-0.153005
0.0008,0.005,0.005,0.000100015,-0.000102483
0.0008,0.01,0.005,-0.000181139,0.000202278
0.0008,0.015,0.005,-0.00131251,0.000485977
0.0008,0.02,0.005,-0.00301042,0.000649896
0.0008,0.025,0.005,-0.00498384,0.0007187
0.0008,0.030000000000000002,0.005,-0.00702812,0.000721853
0.0008,0.035,0.005,-0.00899095,0.000676415
0.0008,0.04,0.005,-0.010744,0.000587557
0.0008,0.045,0.005,-0.0121627,0.000452584
0.0008,0.049999999999999996,0.005,-0.0131165,0.000267116
0.0008,0.05499999999999999,0.005,-0.0134748,3.19674e-05
0.0008,0.05999999999999999,0.005,-0.0131286,-0.000240456
0.0008,0.06499999999999999,0.005,-0.0120245,-0.000521784
0.0008,0.06999999999999999,0.005,-0.0102039,-0.000767577
0.0008,0.075,0.005,-0.0078339,-0.00092376
0.0008,0.08,0.005,-0.00521352,-0.000940326
0.0008,0.085,0.005,-0.00273972,-0.000789494
0.0008,0.09000000000000001,0.005,-0.000832305,-0.000481635
0.0008,0.09500000000000001,0.005,0.000173364,-8.38058e-05
0.0008,0.10000000000000002,0.005,0.000208897,0.000195922
0.0008,0.005,0.01,-0.000211315,0.000174253
0.0008,0.01,0.01,-0.00163966,0.00159199
0.0008,0.015,0.01,-0.004789,0.00280979
0.0008,0.02,0.01,-0.00904284,0.00354679
0.0008,0.025,0.01,-0.0138431,0.00386124
0.0008,0.030000000000000002,0.01,-0.0187671,0.00384537
0.0008,0.035,0.01,-0.0234586,0.00356144
0.0008,0.04,0.01,-0.0276003,0.00303455
0.0008,0.045,0.01,-0.0308913,0.0022648
0.0008,0.049999999999999996,0.01,-0.0330366,0.00125051
0.0008,0.05499999999999999,0.01,-0.0337624,1.54685e-05
0.0008,0.05999999999999999,0.01,-0.0328591,-0.00136621
0.0008,0.06499999999999999,0.01,-0.0302452,-0.00275462
0.0008,0.06999999999999999,0.01,-0.0260377,-0.00394694
0.0008,0.075,0.01,-0.0206058,-0.00470703
0.0008,0.08,0.01,-0.0145765,-0.00482434
0.0008,0.085,0.01,-0.00876184,-0.00419132
0.0008,0.09000000000000001,0.01,-0.00400307,-0.00287342
0.0008,0.09500000000000001,0.01,-0.000986679,-0.00116916
0.0008,0.10000000000000002,0.01,7.41378e-06,0.000211095
0.0008,0.005,0.015,-0.000552523,0.0013743
0.0008,0.01,0.015,-0.00313891,0.00482474
0.0008,0.015,0.015,-0.00814054,0.00755307
0.0008,0.02,0.015,-0.0145457,0.00921198
0.0008,0.025,0.015,-0.021595,0.00990349
0.0008,0.030000000000000002,0.015,-0.0287424,0.00979497
0.0008,0.035,0.015,-0.0355097,0.0090094
0.0008,0.04,0.015,-0.0414604,0.00760501
0.0008,0.045,0.015,-0.0461794,0.00559673
0.0008,0.049999999999999996,0.015,-0.0492631,0.00300294
0.0008,0.05499999999999999,0.015,-0.0503402,-9.81873e-05
0.0008,0.05999999999999999,0.015,-0.0491239,-0.00351712
0.0008,0.06499999999999999,0.015,-0.0454928,-0.00692139
0.0008,0.06999999999999999,0.015,-0.039582,-0.00984311
0.0008,0.075,0.015,-0.0318614,-0.011744
0.0008,0.08,0.015,-0.0231567,-0.0121455
0.0008,0.085,0.015,-0.0145673,-0.0108035
0.0008,0.09000000000000001,0.015,-0.00726284,-0.00787124
0.0008,0.09500000000000001,0.015,-0.00227621,-0.0040047
0.0008,0.10000000000000002,0.015,-0.000239381,-0.000509274
0.0008,0.005,0.02,-0.000831843,0.00336742
0.0008,0.01,0.02,-0.00443855,0.00962792
0.0008,0.015,0.02,-0.0111106,0.0142329
0.0008,0.02,0.02,-0.0194173,0.0169679
0.0008,0.025,0.02,-0.0284051,0.018053
0.0008,0.030000000000000002,0.02,-0.0374447,0.0177596
0.0008,0.035,0.02,-0.04599,0.0162826
0.0008,0.04,0.02,-0.0535383,0.0137165
0.0008,0.045,0.02,-0.0596043,0.0100912
0.0008,0.049999999999999996,0.02,-0.0637037,0.00544565
0.0008,0.05499999999999999,0.02,-0.0653706,-8.34424e-05
0.0008,0.05999999999999999,0.02,-0.0642131,-0.00617613
0.0008,0.06499999999999999,0.02,-0.0600074,-0.0122733
0.0008,0.06999999999999999,0.02,-0.0528188,-0.0175798
0.0008,0.075,0.02,-0.0431244,-0.0211618
0.0008,0.08,0.02,-0.0318846,-0.02216
0.0008,0.085,0.02,-0.0204842,-0.0200963
0.0008,0.09000000000000001,0.02,-0.0104995,-0.0151735
0.0008,0.09500000000000001,0.02,-0.00344457,-0.00844497
0.0008,0.10000000000000002,0.02,-0.000415484,-0.00186816
0.0008,0.005,0.025,-0.00106134,0.00600873
0.0008,0.01,0.025,-0.0055592,0.015779
0.0008,0.015,0.025,-0.0137348,0.0225759
0.0008,0.02,0.025,-0.0237652,0.0264936
0.0008,0.025,0.025,-0.0345164,0.0279707
0.0008,0.030000000000000002,0.025,-0.0453024,0.0274303
0.0008,0.035,0.025,-0.0555483,0.0251561
0.0008,0.04,0.025,-0.0647264,0.0212773
0.0008,0.045,0.025,-0.0723129,0.0158246
0.0008,0.049999999999999996,0.025,-0.0777547,0.00883309
0.0008,0.05499999999999999,0.025,-0.0804729,0.000470042
0.0008,0.05999999999999999,0.025,-0.0799144,-0.00883699
0.0008,0.06499999999999999,0.025,-0.0756591,-0.0183016
0.0008,0.06999999999999999,0.025,-0.0675822,-0.0267542
0.0008,0.075,0.025,-0.0560531,-0.0327529
0.0008,0.08,0.025,-0.042104,-0.0348841
0.0008,0.085,0.025,-0.0274456,-0.0322467
0.0008,0.09000000000000001,0.025,-0.0142268,-0.0249755
0.0008,0.09500000000000001,0.025,-0.00468654,-0.0145527
0.0008,0.10000000000000002,0.025,-0.000558079,-0.0037781
0.0008,0.005,0.030000000000000002,-0.00125897,0.00920906
0.0008,0.01,0.030000000000000002,-0.00655253,0.0231434
0.0008,0.015,0.030000000000000002,-0.0161009,0.0324519
0.0008,0.02,0.030000000000000002,-0.0277299,0.0376785
0.0008,0.025,0.030000000000000002,-0.0401492,0.0395829
0.0008,0.030000000000000002,0.030000000000000002,-0.0526431,0.038799
0.0008,0.035,0.030000000000000002,-0.0646444,0.0357225
0.0008,0.04,0.030000000000000002,-0.0756382,0.0305119
0.0008,0.045,0.030000000000000002,-0.0850916,0.0231693
0.0008,0.049999999999999996,0.030000000000000002,-0.0923917,0.0136762
0.0008,0.05499999999999999,0.030000000000000002,-0.0968232,0.00216589
0.0008,0.05999999999999999,0.030000000000000002,-0.0976045,-0.0108902
0.0008,0.06499999999999999,0.030000000000000002,-0.0940037,-0.0245134
0.0008,0.06999999999999999,0.030000000000000002,-0.0855515,-0.0371257
0.0008,0.075,0.030000000000000002,-0.0723466,-0.046634
0.0008,0.08,0.030000000000000002,-0.0553786,-0.0508057
0.0008,0.085,0.030000000000000002,-0.0366979,-0.0479873
0.0008,0.09000000000000001,0.030000000000000002,-0.0192347,-0.0379988
0.0008,0.09500000000000001,0.030000000000000002,-0.00633805,-0.0227701
0.0008,0.10000000000000002,0.030000000000000002,-0.000734633,-0.00631569
0.0008,0.005,0.035,-0.00143688,0.0129113
0.0008,0.01,0.035,-0.00745964,0.0316208
0.0008,0.015,0.035,-0.018282,0.04376
0.0008,0.02,0.035,-0.0314147,0.0504458
0.0008,0.025,0.035,-0.0454379,0.0528627
0.0008,0.030000000000000002,0.035,-0.059637,0.0519214
0.0008,0.035,0.035,-0.0734912,0.0481566
0.0008,0.04,0.035,-0.0865397,0.0417482
0.0008,0.045,0.035,-0.0982762,0.0326269
0.0008,0.049999999999999996,0.035,-0.108046,0.0206451
0.0008,0.05499999999999999,0.035,-0.114987,0.00579891
0.0008,0.05999999999999999,0.035,-0.11803,-0.0115094
0.0008,0.06499999999999999,0.035,-0.116016,-0.0301956
0.0008,0.06999999999999999,0.035,-0.107955,-0.0482765
0.0008,0.075,0.035,-0.0934555,-0.0628583
0.0008,0.08,0.035,-0.0732519,-0.0705383
0.0008,0.085,0.035,-0.0496375,-0.0683932
0.0008,0.09000000000000001,0.035,-0.0264958,-0.0554444
0.0008,0.09500000000000001,0.035,-0.00882864,-0.0339754
0.0008,0.10000000000000002,0.035,-0.00102858,-0.00975919
0.0008,0.005,0.04,-0.00160193,0.0170772
0.0008,0.01,0.04,-0.00830506,0.0411343
0.0008,0.015,0.04,-0.0203176,0.0564114
0.0008,0.02,0.04,-0.0348562,0.0647187
0.0008,0.025,0.04,-0.0503945,0.0677736
0.0008,0.030000000000000002,0.04,-0.0662505,0.0668372
0.0008,0.035,0.04,-0.0819903,0.0626164
0.0008,0.04,0.04,-0.0972535,0.055304
0.0008,0.045,0.04,-0.111606,0.0447082
0.0008,0.049999999999999996,0.04,-0.124391,0.0304561
0.0008,0.05499999999999999,0.04,-0.134614,0.0122689
0.0008,0.05999999999999999,0.04,-0.140902,-0.00968476
0.0008,0.06499999999999999,0.04,-0.141594,-0.0343683
0.0008,0.06999999999999999,0.04,-0.135021,-0.0594685
0.0008,0.075,0.04,-0.120046,-0.0811915
0.0008,0.08,0.04,-0.0968171,-0.0945815
0.0008,0.085,0.04,-0.0675636,-0.0947291
0.0008,0.09000000000000001,0.04,-0.0370966,-0.0789903
0.0008,0.09500000000000001,0.04,-0.0126959,-0.0495678
0.0008,0.10000000000000002,0.04,-0.00155104,-0.0146305
0.0008,0.005,0.045,-0.00175818,0.0216778
0.0008,0.01,0.045,-0.00910186,0.0516183
0.0008,0.015,0.045,-0.0222173,0.0703105
0.0008,0.02,0.045,-0.0380245,0.080383
0.0008,0.025,0.045,-0.054902,0.0842071
0.0008,0.030000000000000002,0.045,-0.0722272,0.0834789
0.0008,0.035,0.045,-0.0896906,0.0791189
0.0008,0.04,0.045,-0.107078,0.0713289
0.0008,0.045,0.045,-0.124084,0.059744
0.0008,0.049999999999999996,0.045,-0.14011,0.0436636
0.0008,0.05499999999999999,0.045,-0.154096,0.0223773
0.0008,0.05999999999999999,0.045,-0.164422,-0.00438209
0.0008,0.06499999999999999,0.045,-0.16894,-0.035846
0.0008,0.06999999999999999,0.045,-0.165238,-0.0695529
0.0008,0.075,0.045,-0.151218,-0.100844
0.0008,0.08,0.045,-0.126022,-0.122924
0.0008,0.085,0.045,-0.091218,-0.128075
0.0008,0.09000000000000001,0.045,-0.0520862,-0.110623
0.0008,0.09500000000000001,0.045,-0.0186175,-0.0715138
0.0008,0.10000000000000002,0.045,-0.00246841,-0.0217603
0.0008,0.005,0.049999999999999996,-0.00191281,0.0266906
0.0008,0.01,0.049999999999999996,-0.00986958,0.0630089
0.0008,0.015,0.049999999999999996,-0.0239881,0.0853281
0.0008,0.02,0.049999999999999996,-0.0408543,0.0972364
0.0008,0.025,0.049999999999999996,-0.0587451,0.101901
0.0008,0.030000000000000002,0.049999999999999996,-0.0771135,0.101554
0.0008,0.035,0.049999999999999996,-0.0958026,0.0973777
0.0008,0.04,0.049999999999999996,-0.114783,0.0895919
0.0008,0.045,0.049999999999999996,-0.13393,0.0776214
0.0008,0.049999999999999996,0.049999999999999996,-0.152791,0.0603525
0.0008,0.05499999999999999,0.049999999999999996,-0.170366,0.0365009
0.0008,0.05999999999999999,0.049999999999999996,-0.184944,0.00515984
0.0008,0.06499999999999999,0.049999999999999996,-0.194062,-0.0334354
0.0008,0.06999999999999999,0.049999999999999996,-0.194678,-0.0769783
0.0008,0.075,0.049999999999999996,-0.183667,-0.120208
0.0008,0.08,0.049999999999999996,-0.158766,-0.154497
0.0008,0.085,0.049999999999999996,-0.120034,-0.168645
0.0008,0.09000000000000001,0.049999999999999996,-0.072117,-0.152154
0.0008,0.09500000000000001,0.049999999999999996,-0.027423,-0.102288
0.0008,0.10000000000000002,0.049999999999999996,-0.00404934,-0.0323905
0.0008,0.005,0.05499999999999999,-0.00208705,0.0321117
0.0008,0.01,0.05499999999999999,-0.0106679,0.075252
0.0008,0.015,0.05499999999999999,-0.0256893,0.101287
0.0008,0.02,0.05499999999999999,-0.0433123,0.114943
0.0008,0.025,0.05499999999999999,-0.0616862,0.120362
0.0008,0.030000000000000002,0.05499999999999999,-0.0803484,0.120425
0.0008,0.035,0.05499999999999999,-0.0993084,0.116639
0.0008,0.04,0.05499999999999999,-0.118741,0.109262
0.0008,0.045,0.05499999999999999,-0.138752,0.0975032
0.0008,0.049999999999999996,0.05499999999999999,-0.159129,0.0797981
0.0008,0.05499999999999999,0.05499999999999999,-0.179105,0.0542083
0.0008,0.05999999999999999,0.05499999999999999,-0.197153,0.0190367
0.0008,0.06499999999999999,0.05499999999999999,-0.210839,-0.0262715
0.0008,0.06999999999999999,0.05499999999999999,-0.216841,-0.0799716
0.0008,0.075,0.05499999999999999,-0.211215,-0.136749
0.0008,0.08,0.05499999999999999,-0.190099,-0.186641
0.0008,0.085,0.05499999999999999,-0.151159,-0.214857
0.0008,0.09000000000000001,0.05499999999999999,-0.096723,-0.204297
0.0008,0.09500000000000001,0.05499999999999999,-0.0399676,-0.14456
0.0008,0.10000000000000002,0.05499999999999999,-0.00671835,-0.0483142
0.0008,0.005,0.05999999999999999,-0.00233554,0.0379938
0.0008,0.01,0.05999999999999999,-0.0116514,0.0883436
0.0008,0.015,0.05999999999999999,-0.0275139,0.117968
0.0008,0.02,0.05999999999999999,-0.0454946,0.133004
0.0008,0.025,0.05999999999999999,-0.0635826,0.138805
0.0008,0.030000000000000002,0.05999999999999999,-0.0814175,0.139031
0.0008,0.035,0.05999999999999999,-0.0991842,0.135575
0.0008,0.04,0.05999999999999999,-0.117266,0.128768
0.0008,0.045,0.05999999999999999,-0.136026,0.117643
0.0008,0.049999999999999996,0.05999999999999999,-0.155583,0.100228
0.0008,0.05499999999999999,0.05999999999999999,-0.175604,0.0739567
0.0008,0.05999999999999999,0.05999999999999999,-0.195071,0.0363088
0.0008,0.06499999999999999,0.05999999999999999,-0.21206,-0.0142391
0.0008,0.06999999999999999,0.05999999999999999,-0.223546,-0.0769424
0.0008,0.075,0.05999999999999999,-0.225304,-0.147231
0.0008,0.08,0.05999999999999999,-0.212102,-0.214907
0.0008,0.085,0.05999999999999999,-0.178687,-0.262439
0.0008,0.09000000000000001,0.05999999999999999,-0.123267,-0.265259
0.0008,0.09500000000000001,0.05999999999999999,-0.0566513,-0.200336
0.0008,0.10000000000000002,0.05999999999999999,-0.0110576,-0.0719807
0.0008,0.005,0.06499999999999999,-0.00278146,0.044531
0.0008,0.01,0.06499999999999999,-0.0131561,0.102411
0.0008,0.015,0.06499999999999999,-0.0298991,0.135136
0.0008,0.02,0.06499999999999999,-0.0477382,0.150742
0.0008,0.025,0.06499999999999999,-0.0645079,0.15613
0.0008,0.030000000000000002,0.06499999999999999,-0.0800221,0.155872
0.0008,0.035,0.06499999999999999,-0.0946733,0.152287
0.0008,0.04,0.06499999999999999,-0.109055,0.145826
0.0008,0.045,0.06499999999999999,-0.123797,0.135428
0.0008,0.049999999999999996,0.06499999999999999,-0.139414,0.118843
0.0008,0.05499999999999999,0.06499999999999999,-0.15616,0.0930381
0.0008,0.05999999999999999,0.06499999999999999,-0.173826,0.0547944
0.0008,0.06499999999999999,0.06499999999999999,-0.191471,0.00159909
0.0008,0.06999999999999999,0.06499999999999999,-0.207036,-0.0671449
0.0008,0.075,0.06499999999999999,-0.216853,-0.148491
0.0008,0.08,0.06499999999999999,-0.215107,-0.233577
0.0008,0.085,0.06499999999999999,-0.193867,-0.304171
0.0008,0.09000000000000001,0.06499999999999999,-0.146091,-0.32929
0.0008,0.09500000000000001,0.06499999999999999,-0.0764041,-0.269198
0.0008,0.10000000000000002,0.06499999999999999,-0.0176259,-0.106303
0.0008,0.005,0.06999999999999999,-0.0036826,0.0522216
0.0008,0.01,0.06999999999999999,-0.0158343,0.117842
